sitename,lon,lat,file,2000-01-15,2000-02-15,2000-03-15,2000-04-15,2000-05-15,2000-06-15,2000-07-15,2000-08-15,2000-09-15,2000-10-15,2000-11-15,2000-12-15,2001-01-15,2001-02-15,2001-03-15,2001-04-15,2001-05-15,2001-06-15,2001-07-15,2001-08-15,2001-09-15,2001-10-15,2001-11-15,2001-12-15,2002-01-15,2002-02-15,2002-03-15,2002-04-15,2002-05-15,2002-06-15,2002-07-15,2002-08-15,2002-09-15,2002-10-15,2002-11-15,2002-12-15,2003-01-15,2003-02-15,2003-03-15,2003-04-15,2003-05-15,2003-06-15,2003-07-15,2003-08-15,2003-09-15,2003-10-15,2003-11-15,2003-12-15,2004-01-15,2004-02-15,2004-03-15,2004-04-15,2004-05-15,2004-06-15,2004-07-15,2004-08-15,2004-09-15,2004-10-15,2004-11-15,2004-12-15,2005-01-15,2005-02-15,2005-03-15,2005-04-15,2005-05-15,2005-06-15,2005-07-15,2005-08-15,2005-09-15,2005-10-15,2005-11-15,2005-12-15,2006-01-15,2006-02-15,2006-03-15,2006-04-15,2006-05-15,2006-06-15,2006-07-15,2006-08-15,2006-09-15,2006-10-15,2006-11-15,2006-12-15,2007-01-15,2007-02-15,2007-03-15,2007-04-15,2007-05-15,2007-06-15,2007-07-15,2007-08-15,2007-09-15,2007-10-15,2007-11-15,2007-12-15,2008-01-15,2008-02-15,2008-03-15,2008-04-15,2008-05-15,2008-06-15,2008-07-15,2008-08-15,2008-09-15,2008-10-15,2008-11-15,2008-12-15,2009-01-15,2009-02-15,2009-03-15,2009-04-15,2009-05-15,2009-06-15,2009-07-15,2009-08-15,2009-09-15,2009-10-15,2009-11-15,2009-12-15,2010-01-15,2010-02-15,2010-03-15,2010-04-15,2010-05-15,2010-06-15,2010-07-15,2010-08-15,2010-09-15,2010-10-15,2010-11-15,2010-12-15,2011-01-15,2011-02-15,2011-03-15,2011-04-15,2011-05-15,2011-06-15,2011-07-15,2011-08-15,2011-09-15,2011-10-15,2011-11-15,2011-12-15,2012-01-15,2012-02-15,2012-03-15,2012-04-15,2012-05-15,2012-06-15,2012-07-15,2012-08-15,2012-09-15,2012-10-15,2012-11-15,2012-12-15,2013-01-15,2013-02-15,2013-03-15,2013-04-15,2013-05-15,2013-06-15,2013-07-15,2013-08-15,2013-09-15,2013-10-15,2013-11-15,2013-12-15,2014-01-15,2014-02-15,2014-03-15,2014-04-15,2014-05-15,2014-06-15,2014-07-15,2014-08-15,2014-09-15,2014-10-15,2014-11-15,2014-12-15,2015-01-15,2015-02-15,2015-03-15,2015-04-15,2015-05-15,2015-06-15,2015-07-15,2015-08-15,2015-09-15,2015-10-15,2015-11-15,2015-12-15,2016-01-15,2016-02-15,2016-03-15,2016-04-15,2016-05-15,2016-06-15,2016-07-15,2016-08-15,2016-09-15,2016-10-15,2016-11-15,2016-12-15,2017-01-15,2017-02-15,2017-03-15,2017-04-15,2017-05-15,2017-06-15,2017-07-15,2017-08-15,2017-09-15,2017-10-15,2017-11-15,2017-12-15
 St. David's Head,-64.65,32.37,bme432n0.dat,373.31,373.98,373.68,373.74,372.83,370.29,368.46,366.11,364.97,367.46,370.83,372.42,372.87,373.23,373.73,374.84,374.07,371.09,369.32,367.76,365.97,368.33,372.34,374.76,376.35,375.8,375.21,375.81,376.72,375.57,372.02,368.69,368.22,371.37,375.03,377.43,378.01,377.36,377.76,377.28,374.24,372.75,374.6,374.84,374.48,377.65,380.51,381.16,380.62,380.39,382.09,382.46,380.58,379.66,376.57,370.53,370.57,375.51,378.21,379.72,382.58,383.6,384.04,384.41,383.57,380.78,378.02,375.3,374.33,377.27,380.55,382.3,384.45,385.42,385.44,386.04,385.36,384.1,380.14,374.02,374.98,379.96,382.83,385.24,388.25,389.84,389.04,387.62,386.78,385.65,382.68,378.34,377.71,381.23,384.33,385.82,386.74,387.51,388.9,390.22,389.41,387.54,385.88,382.87,380.54,382.85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 Tudor Hill (Bermuda),-64.88,32.27,bmw432n0.dat,372.15,373.65,373.56,373.51,372.81,370.77,368.11,365.05,364.63,367.94,371.71,372.39,372.64,374.31,375.59,375.94,374.31,370.82,369.98,368.33,366.33,368.74,370.49,372.61,375.0,374.29,374.43,375.64,375.33,374.0,373.13,370.48,368.94,370.05,371.17,373.01,376.33,377.58,378.28,379.58,379.08,377.86,376.17,372.38,371.88,375.99,378.82,380.06,380.69,383.36,384.13,381.97,381.33,379.46,376.8,375.11,373.79,375.87,379.06,380.55,380.94,382.3,385.17,385.14,382.86,380.76,378.76,376.43,375.03,378.09,381.3,382.22,383.26,385.32,386.59,386.31,385.16,383.42,381.84,380.11,378.48,380.39,383.96,384.24,385.46,387.3,388.25,390.22,388.27,383.96,382.65,380.91,379.89,381.7,384.88,385.69,386.9,390.2,390.71,389.96,389.23,387.98,386.53,383.64,381.65,383.81,386.89,387.73,389.64,391.29,391.23,392.79,392.28,389.08,386.77,383.35,381.51,383.98,387.28,389.37,391.19,393.4,393.93,393.28,392.39,391.15,388.69,383.52,383.56,389.34,392.01,392.16,393.97,395.08,395.53,396.64,396.33,393.41,390.08,387.87,386.89,388.81,391.58,NaN,NaN,NaN,397.64,397.73,395.98,393.77,393.42,390.8,388.82,391.38,394.4,395.23,397.76,400.22,400.29,400.02,398.39,397.53,397.4,393.83,390.97,393.12,396.1,397.13,398.75,401.01,401.45,401.82,401.56,397.47,395.14,394.45,394.49,397.69,398.88,399.35,400.93,402.7,404.62,404.59,401.12,398.3,399.29,396.63,393.34,396.78,399.74,401.28,404.23,406.31,407.0,406.68,406.85,405.82,403.42,400.61,398.9,402.65,406.73,406.3,407.33,409.97,410.53,410.36,408.95,407.17,405.49,400.67,399.42,403.57,406.79,408.48
 Brotjacklriegel,13.22,48.82,brt648n0.dat,379.81,NaN,375.64,374.83,370.04,367.78,368.33,365.67,368.09,376.7,377.35,378.54,380.24,381.11,380.78,377.32,371.29,368.96,365.8,366.93,368.6,375.53,380.33,381.74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,368.3,366.53,NaN,NaN,NaN,NaN,NaN,NaN,375.82,NaN,NaN,NaN,372.16,369.25,376.79,382.48,378.77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 Barrow (AK),-156.62,71.32,brw471n0.dat,375.05,376.67,374.73,375.61,376.17,372.66,365.77,360.8,363.28,368.67,371.41,373.14,375.84,376.74,376.47,377.66,377.62,375.12,368.44,361.35,363.77,368.53,374.07,376.34,378.31,377.72,378.41,379.24,379.32,376.01,369.62,363.01,366.1,369.89,NaN,378.71,378.96,380.97,381.35,382.05,382.1,380.28,372.58,367.49,369.26,374.1,378.85,381.99,382.29,383.31,382.44,383.7,384.01,379.75,373.53,366.94,369.42,375.57,380.51,382.25,384.98,385.66,384.89,385.81,385.21,383.14,376.32,369.99,372.06,378.05,381.81,385.56,386.32,386.42,387.48,387.49,388.57,386.25,378.97,372.73,374.82,380.5,384.67,387.57,389.18,389.15,390.15,390.23,389.67,386.77,377.94,373.68,376.47,380.92,385.96,389.34,390.82,392.57,392.75,393.06,392.81,389.34,382.44,375.42,377.61,382.8,388.4,390.91,392.76,393.11,393.31,394.57,394.02,391.18,383.33,376.36,378.12,383.83,387.68,391.56,393.37,394.13,394.49,395.76,395.31,392.56,385.39,380.29,383.27,387.53,392.37,396.7,398.34,397.66,397.92,398.49,398.17,394.69,386.52,380.24,383.61,389.0,395.5,397.68,399.66,399.03,399.11,400.02,400.38,396.34,387.64,383.31,385.56,392.26,397.59,399.79,400.11,402.44,401.9,402.38,403.12,399.59,390.94,387.27,388.57,394.95,400.02,402.95,402.16,404.62,404.73,405.05,405.07,402.67,394.85,388.39,389.79,394.15,401.27,404.45,405.39,407.3,406.98,407.24,407.11,402.87,394.79,390.28,392.31,397.17,404.16,407.4,408.37,408.3,408.87,409.56,409.25,406.22,396.75,392.83,395.96,404.18,406.2,410.38,411.8,414.38,413.9,413.47,413.32,410.38,401.95,396.14,398.23,404.29,410.17,411.16
 Cold Bay (AK),-162.72,55.2,cba455n0.dat,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,374.16,375.71,376.5,377.22,378.36,377.31,371.72,365.23,361.42,364.05,369.96,373.78,375.73,377.11,377.96,378.53,378.73,377.54,372.76,366.51,364.75,367.83,372.52,375.35,377.23,378.84,380.01,380.8,381.95,382.15,378.32,371.24,367.3,369.61,374.85,378.67,380.73,381.61,382.4,383.43,384.27,383.75,379.21,372.5,369.08,370.77,376.54,380.69,382.47,383.61,384.55,385.33,385.43,384.94,381.58,373.86,369.91,374.33,380.38,384.27,385.68,386.37,387.4,388.07,388.91,389.18,385.27,378.24,372.47,376.08,382.65,385.56,387.26,388.42,389.52,390.47,389.62,388.4,384.41,377.02,373.81,377.7,383.96,387.88,388.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,393.39,389.04,380.01,376.06,382.16,390.04,391.71,391.58,393.09,393.82,394.8,395.76,395.04,389.62,380.83,378.9,383.89,389.8,394.2,395.95,396.12,396.77,397.66,398.3,397.98,393.76,385.0,380.19,384.49,390.81,395.03,397.37,398.45,399.37,400.16,400.48,400.05,394.9,386.91,384.55,390.07,395.33,399.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,389.12,386.96,390.46,396.59,399.82,401.29,402.84,403.8,404.62,405.45,405.0,401.95,395.37,391.14,392.95,398.02,402.65,404.88,405.12,405.4,406.38,407.54,407.6,403.95,395.3,390.91,395.32,400.71,403.94,406.81,408.97,410.06,410.11,410.45,411.22,407.68,400.24,397.06,400.61,405.06,408.05,410.07,411.09,412.03,412.9,413.19,413.21,409.15,402.51,399.39,401.75,405.61,409.58,412.18
 Candle Lake,-105.12,53.98,cdl453n0.dat,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,369.49,367.24,376.12,382.38,382.04,380.89,380.68,381.67,381.2,378.29,372.6,365.12,364.51,369.99,377.95,381.6,383.88,383.42,384.59,384.34,383.18,381.7,375.59,367.14,362.73,370.12,379.22,382.39,384.33,385.7,385.82,385.82,384.76,382.65,375.12,366.37,369.06,370.55,381.77,384.97,387.16,388.88,387.67,387.33,386.85,383.51,377.2,371.85,371.39,375.43,382.46,387.1,389.68,390.28,389.57,390.42,388.42,385.61,379.53,375.59,370.43,377.91,385.76,389.99,393.58,393.94,394.84,393.35,394.19,390.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,394.39,394.06,394.88,394.58,391.78,385.95,374.92,372.25,380.09,387.5,392.63,394.45,396.18,397.11,396.9,394.61,391.55,384.87,378.79,378.84,384.66,392.56,396.47,400.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 Cape Ferguson,147.07,-19.28,cfa519s0.dat,366.855,366.366,366.161,366.321,368.36800000000005,370.114,368.081,367.249,368.835,369.214,369.265,370.049,368.739,367.159,367.914,368.377,368.344,368.907,369.665,370.53,370.554,370.535,371.656,371.286,370.506,370.79,370.264,370.084,371.11800000000005,371.876,371.958,371.976,372.039,372.329,373.729,374.185,372.876,372.733,372.665,372.207,372.782,373.181,373.203,374.43,374.531,373.725,374.136,375.245,376.262,375.467,374.46,374.953,375.395,374.809,375.07,375.879,375.457,375.584,376.728,376.814,376.18,376.297,376.174,376.366,378.545,379.625,378.30300000000005,377.901,377.684,377.912,378.92,379.062,378.906,378.921,378.882,378.465,377.86,378.114,379.199,379.719,379.424,379.446,380.076,380.1230000000001,380.065,380.7,380.864,381.86,382.362,380.376,380.195,382.147,383.27,382.932,382.744,382.659,382.545,382.674,382.242,382.2480000000001,382.883,382.746,382.192,383.202,384.413,383.98,384.352,385.161,385.385,385.427,385.171,385.477,385.086,384.503,385.189,385.729,385.566,385.49300000000005,386.06,386.378,385.312,384.926,385.634,386.473,387.419,386.857,385.844,386.457,387.352,387.079,387.862,390.217,389.861,387.92,386.856,386.458,387.309,387.667,387.957,389.386,389.414,389.101,390.865,391.877,390.378,389.338,389.129,389.242,388.9980000000001,388.68300000000005,390.105,391.354,391.455,391.504,392.23,393.157,393.038,392.947,393.237,392.895,392.736,393.148,393.611,394.409,394.779,394.496,394.452,394.858,394.883,394.278,394.679,395.176,394.664,395.057,396.258,396.943,396.492,396.34,396.939,397.318,397.144,397.161,397.268,396.95,397.151,397.765,397.884,398.359,398.356,398.916,400.13,399.606,398.513,398.77,399.72,NaN,NaN,NaN,NaN,400.533,400.888,401.913,402.711,402.73,402.706,404.627,406.607,405.752,404.588,404.415,404.08,404.134,404.491,404.668,404.686,404.612
 Cape Grim,144.68,-40.68,cgo540s2.dat,366.49,366.32,366.23,366.27,366.32,366.62,367.11,367.42,367.58,367.69,367.73,367.56,367.41,367.44,367.51,367.64,367.89,368.22,368.58,369.11,369.6,369.67,369.5,369.4,369.43,369.49,369.54,369.74,370.01,370.45,371.05,371.51,371.77,371.84,371.72,371.58,371.55,371.73,371.9,372.07,372.39,372.71,373.19,373.82,374.08,373.91,373.7,373.6,373.55,373.7,373.83,373.91,374.26,374.66,375.04,375.46,375.56,375.55,375.74,375.68,375.37,375.31,375.4,375.62,376.21,376.94,377.3,377.55,377.7,377.73,377.78,377.81,377.91,377.81,377.75,378.08,378.21,378.27,378.75,379.22,379.39,379.44,379.52,379.41,379.24,379.27,379.45,379.65,380.06,380.4,380.8,381.27,381.5,381.6,381.65,381.65,381.69,381.81,381.8,381.79,381.92,382.36,382.93,383.31,383.54,383.62,383.5,383.51,383.96,383.89,383.33,383.33,383.64,383.86,384.34,384.8,385.01,385.09,385.08,385.1,384.98,384.74,384.7,384.85,385.21,385.72,386.32,387.03,387.39,387.4,387.35,387.06,386.96,386.95,387.0,387.19,387.31,387.74,388.2,388.57,389.02,389.1,388.95,388.87,388.76,388.73,388.77,388.97,389.21,389.63,390.26,390.9,391.25,391.27,391.12,391.03,391.15,391.5,391.76,391.89,392.24,392.72,393.26,393.7,393.84,393.9,393.8,393.73,393.76,393.7,393.74,393.95,394.21,394.61,395.15,395.61,395.81,395.73,395.59,395.5,395.58,395.72,395.81,396.23,396.71,397.07,397.59,398.14,398.48,398.4,398.34,398.56,398.69,398.73,398.9,399.49,399.94,400.45,401.14,401.43,401.56,401.63,401.36,400.99,400.9,400.98,401.05,401.31,401.67,402.07,402.72,403.28,403.49,403.45,403.5,403.71
 Capo Granitola,12.65,37.67,cgr637n0.dat,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,403.7,402.1,398.2,395.5,394.5,394.7,403.6,402.6,404.9,405.4,404.6,406.6,406.2,403.4,400.7,NaN,NaN,400.4,402.1,404.3,407.0,411.3,411.3,412.6,411.4,409.0,406.4,402.4,403.2,402.2,407.3,409.9,411.2
 Churchill,-93.82,58.73,chl458n0.dat,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,397.59,395.89,398.03,399.2,398.74,400.04,400.28,399.74,395.66,384.53,382.86,387.85,393.26,398.28,400.77,NaN,NaN,NaN,NaN,NaN,398.2,390.73,387.49,390.45,395.43,400.32,403.12,402.27,404.03,404.48,NaN,404.48,399.01,390.73,391.67,391.31,395.71,401.93,405.42,405.58,406.63,406.85,407.22,406.26,404.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,408.64,409.07,409.36,408.85,404.79,395.87,393.41,398.06,401.54,NaN,NaN,411.7,412.9,413.51,413.42,NaN,407.7,401.02,398.75,NaN,NaN,410.66,412.17
 Chibougamau,-74.35,49.7,chm449n0.dat,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,371.8,375.33,385.32,388.74,391.31,392.46,391.44,392.18,392.2,388.32,383.04,374.41,372.08,375.83,386.18,396.08,395.82,395.02,394.13,397.07,396.54,391.47,NaN,NaN,NaN,NaN,NaN,395.42,393.63,394.65,393.45,395.1,393.4,391.68,386.57,380.47,376.97,NaN,391.21,395.64,396.84,401.13,399.95,399.51,400.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 Christmas Island,-157.17,1.7,chr501n0.dat,369.19,369.95,371.11,372.27,372.02,370.28,369.71,369.33,368.66,368.71,369.33,370.15,370.79,371.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,371.91,372.34,372.82,373.81,374.47,374.1,373.65,373.54,373.28,372.81,372.84,373.27,373.88,374.74,375.3,375.56,375.88,376.26,376.41,376.15,375.65,375.07,374.7,375.08,376.15,376.94,377.4,378.64,379.32,378.54,377.87,377.71,376.93,376.3,376.35,376.82,377.69,378.6,379.38,379.56,379.55,380.17,380.43,380.02,379.38,378.95,379.06,379.48,380.22,381.15,381.71,382.62,383.39,382.25,381.22,381.4,381.09,380.63,380.53,380.84,381.67,382.54,383.25,384.09,384.37,384.02,384.02,384.02,383.38,382.85,383.03,383.46,383.98,384.86,385.22,385.47,386.27,386.03,385.47,385.54,385.14,384.49,384.47,385.06,385.8,386.49,387.63,388.56,388.21,387.7,387.73,NaN,NaN,NaN,386.15,386.45,387.24,388.58,390.16,390.46,389.49,389.06,389.19,389.22,388.62,388.09,388.33,389.11,389.83,390.25,390.65,391.03,391.38,392.01,392.43,391.83,390.94,390.59,390.73,391.06,391.56,392.49,393.77,394.49,394.06,393.13,392.71,392.48,392.47,392.84,393.42,393.75,394.19,NaN,NaN,NaN,NaN,NaN,396.94,396.6,395.87,395.11,394.85,395.36,396.36,397.18,397.24,397.63,398.57,397.91,397.09,397.16,397.03,396.94,397.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,404.84,404.27,403.93,403.53,403.27,402.86,402.53,403.27,404.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,404.5,404.4,404.85,405.76
 Monte Cimone,10.68,44.17,cmn644n0.dat,372.56,373.89,374.26,373.66,370.0,366.3,364.02,363.25,365.04,369.77,371.18,373.13,375.31,375.76,375.27,375.72,371.48,368.65,364.74,364.23,365.33,369.55,373.15,376.35,375.04,376.47,377.73,378.54,375.4,369.64,367.3,366.34,368.91,373.03,376.0,380.44,380.3,380.69,381.14,381.67,375.7,372.13,370.13,373.18,371.2,375.74,378.61,380.0,382.08,382.26,384.89,382.14,378.21,375.0,373.17,370.02,370.56,374.97,379.31,375.38,381.28,385.17,383.84,383.21,378.64,375.45,371.7,370.93,373.9,377.24,382.26,384.43,385.59,387.58,387.69,387.0,383.27,378.77,375.04,373.19,376.51,380.47,383.39,385.67,386.45,388.36,389.01,386.89,384.1,381.78,378.5,377.77,378.34,NaN,NaN,NaN,NaN,390.98,392.61,392.24,387.58,383.37,378.83,378.31,380.62,384.28,391.34,393.8,394.11,394.75,393.79,392.0,389.14,380.75,380.44,381.69,381.58,386.9,388.64,NaN,NaN,NaN,NaN,NaN,390.11,NaN,NaN,NaN,390.13,391.44,394.03,NaN,NaN,399.42,399.47,396.92,390.45,389.54,388.62,387.77,386.6,389.82,392.44,396.31,394.87,397.07,396.0,396.97,392.48,390.02,387.45,387.62,388.27,393.62,395.99,398.99,400.62,404.5,403.28,404.33,398.84,393.94,NaN,NaN,NaN,NaN,NaN,405.12,405.76,408.15,407.11,405.02,402.87,394.41,391.89,389.06,392.39,397.76,400.14,403.92,402.91,403.72,403.65,402.31,398.19,393.2,391.83,391.65,393.63,400.75,401.47,402.05,405.88,406.3,409.02,405.78,402.72,398.21,395.83,393.7,398.96,404.01,406.56,406.88,410.7,410.5,410.03,409.97,405.55,399.85,398.59,400.32,399.76,404.24,408.5,410.54
