sitename,lon,lat,file,2000-01-15,2000-02-15,2000-03-15,2000-04-15,2000-05-15,2000-06-15,2000-07-15,2000-08-15,2000-09-15,2000-10-15,2000-11-15,2000-12-15,2001-01-15,2001-02-15,2001-03-15,2001-04-15,2001-05-15,2001-06-15,2001-07-15,2001-08-15,2001-09-15,2001-10-15,2001-11-15,2001-12-15,2002-01-15,2002-02-15,2002-03-15,2002-04-15,2002-05-15,2002-06-15,2002-07-15,2002-08-15,2002-09-15,2002-10-15,2002-11-15,2002-12-15,2003-01-15,2003-02-15,2003-03-15,2003-04-15,2003-05-15,2003-06-15,2003-07-15,2003-08-15,2003-09-15,2003-10-15,2003-11-15,2003-12-15,2004-01-15,2004-02-15,2004-03-15,2004-04-15,2004-05-15,2004-06-15,2004-07-15,2004-08-15,2004-09-15,2004-10-15,2004-11-15,2004-12-15,2005-01-15,2005-02-15,2005-03-15,2005-04-15,2005-05-15,2005-06-15,2005-07-15,2005-08-15,2005-09-15,2005-10-15,2005-11-15,2005-12-15,2006-01-15,2006-02-15,2006-03-15,2006-04-15,2006-05-15,2006-06-15,2006-07-15,2006-08-15,2006-09-15,2006-10-15,2006-11-15,2006-12-15,2007-01-15,2007-02-15,2007-03-15,2007-04-15,2007-05-15,2007-06-15,2007-07-15,2007-08-15,2007-09-15,2007-10-15,2007-11-15,2007-12-15,2008-01-15,2008-02-15,2008-03-15,2008-04-15,2008-05-15,2008-06-15,2008-07-15,2008-08-15,2008-09-15,2008-10-15,2008-11-15,2008-12-15,2009-01-15,2009-02-15,2009-03-15,2009-04-15,2009-05-15,2009-06-15,2009-07-15,2009-08-15,2009-09-15,2009-10-15,2009-11-15,2009-12-15,2010-01-15,2010-02-15,2010-03-15,2010-04-15,2010-05-15,2010-06-15,2010-07-15,2010-08-15,2010-09-15,2010-10-15,2010-11-15,2010-12-15,2011-01-15,2011-02-15,2011-03-15,2011-04-15,2011-05-15,2011-06-15,2011-07-15,2011-08-15,2011-09-15,2011-10-15,2011-11-15,2011-12-15,2012-01-15,2012-02-15,2012-03-15,2012-04-15,2012-05-15,2012-06-15,2012-07-15,2012-08-15,2012-09-15,2012-10-15,2012-11-15,2012-12-15,2013-01-15,2013-02-15,2013-03-15,2013-04-15,2013-05-15,2013-06-15,2013-07-15,2013-08-15,2013-09-15,2013-10-15,2013-11-15,2013-12-15,2014-01-15,2014-02-15,2014-03-15,2014-04-15,2014-05-15,2014-06-15,2014-07-15,2014-08-15,2014-09-15,2014-10-15,2014-11-15,2014-12-15,2015-01-15,2015-02-15,2015-03-15,2015-04-15,2015-05-15,2015-06-15,2015-07-15,2015-08-15,2015-09-15,2015-10-15,2015-11-15,2015-12-15,2016-01-15,2016-02-15,2016-03-15,2016-04-15,2016-05-15,2016-06-15,2016-07-15,2016-08-15,2016-09-15,2016-10-15,2016-11-15,2016-12-15,2017-01-15,2017-02-15,2017-03-15,2017-04-15,2017-05-15,2017-06-15,2017-07-15,2017-08-15,2017-09-15,2017-10-15,2017-11-15,2017-12-15
 Cape Ochiishi,145.5,43.17,coi243n0.dat,374.69,375.35,376.08,377.01,374.78,369.87,367.15,363.7,366.66,371.94,375.19,375.98,376.27,377.77,378.49,378.55,376.5,370.9,364.61,361.92,367.65,373.0,375.77,376.97,378.4,380.02,380.36,380.32,377.92,372.03,369.71,365.91,368.87,375.38,377.58,379.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 Cape Point,18.48,-34.35,cpt134s1.dat,366.46,366.07,366.25,365.85,365.9,366.77,367.16,367.34,367.32,367.38,367.55,367.27,367.25,367.12,367.38,367.72,367.79,368.39,368.67,368.89,369.21,369.23,369.33,369.32,369.25,369.15,369.43,369.77,369.87,370.35,370.82,371.22,371.43,371.56,371.53,371.73,371.87,372.16,372.4,372.75,372.85,373.23,373.69,373.79,373.85,373.62,373.87,373.72,374.05,373.93,373.77,NaN,374.53,375.11,375.34,375.65,375.49,375.64,375.86,375.81,375.7,375.5,375.8,376.0,376.5,376.8,377.3,377.5,377.5,377.5,377.7,377.9,378.09,378.21,377.95,378.09,378.44,378.58,378.8,379.04,379.26,379.33,379.4,379.41,379.34,379.62,379.8,380.16,380.43,380.64,380.59,380.94,381.33,381.39,381.17,381.28,381.47,381.86,381.9,381.84,382.8,382.78,383.13,383.0,383.03,383.2,383.18,383.4,383.64,383.39,383.33,383.48,383.87,384.02,384.12,384.45,384.59,385.1,386.12,384.99,384.55,384.93,385.14,385.32,385.34,386.13,386.76,387.21,387.2,386.87,387.18,387.31,387.11,387.15,387.43,387.34,387.87,387.84,388.48,388.41,388.8,388.93,388.89,389.41,389.36,388.92,389.16,389.37,389.61,390.44,390.86,391.28,391.22,391.18,391.17,391.57,391.69,391.95,391.99,392.51,392.92,393.18,393.48,393.64,393.98,393.86,393.69,393.96,394.07,393.98,394.12,394.21,394.48,394.68,395.13,395.61,395.82,396.1,396.28,396.23,395.86,396.04,396.39,396.82,397.29,398.04,398.03,399.15,398.22,398.2,398.4,399.05,398.77,398.85,399.24,399.68,400.47,400.81,401.13,401.32,401.32,401.32,401.22,401.23,401.24,401.36,401.5,401.84,402.13,402.43,403.09,403.05,403.26,403.35,403.42,403.44
 Cape Rama,73.83,15.08,cri215n0.dat,373.745,373.018,373.22,372.672,370.951,368.74,367.99,368.212,368.17,366.979,371.071,379.176,378.816,374.492,374.54,373.459,369.886,369.758,370.48800000000006,369.566,371.161,373.424,371.152,369.584,373.8130000000001,377.862,377.664,375.895,373.596,372.073,372.112,372.55,371.17,369.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,388.342,385.078,386.637,392.687,392.163,389.568,395.615,399.615,397.421,395.442,393.111,389.399,387.286,387.042,388.757,391.739,392.52,393.445,396.665,399.619,399.139,396.172,393.728,391.74,392.019,389.425,389.669,399.904,NaN,NaN,403.41,404.274,403.21,399.061,395.926,393.088,391.544,391.409,394.016,401.518,407.19,407.602,406.935,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 Crozet,51.83,-46.43,crz146s0.dat,365.9,365.77,366.08,366.23,366.33,366.74,367.11,367.54,367.93,368.06,367.89,367.64,367.29,367.09,367.21,367.27,367.65,368.46,368.91,369.12,369.48,369.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,370.56,370.82,371.49,371.75,371.73,371.77,371.7,371.42,371.39,371.86,372.36,372.75,373.26,373.56,373.96,374.17,373.97,373.9,373.65,373.35,373.28,373.6,374.07,374.45,374.9,375.29,375.66,375.82,375.72,375.53,375.35,375.38,375.31,375.37,375.71,376.16,376.72,377.24,377.69,377.89,377.91,378.0,377.81,377.52,377.88,378.05,377.95,378.27,378.67,378.92,379.28,379.53,379.48,379.4,379.36,379.27,379.25,379.48,379.9,380.28,380.6,381.03,381.52,381.75,381.7,381.55,381.5,381.56,381.61,381.78,381.96,382.08,382.48,383.12,383.45,383.55,383.55,383.51,383.43,383.06,382.98,383.33,383.58,383.69,383.97,384.67,385.3,NaN,NaN,385.01,384.78,384.68,384.35,384.37,384.76,385.1,385.7,386.47,387.24,387.49,387.42,387.25,386.9,386.75,386.81,386.88,387.06,387.28,387.58,388.03,388.56,388.95,388.99,388.84,388.74,388.34,388.12,388.6,389.04,389.26,389.79,390.49,391.01,391.25,391.21,391.23,391.18,390.84,390.65,391.12,391.91,392.41,392.89,393.43,393.78,394.03,394.14,394.03,393.74,393.48,393.38,393.51,393.96,394.31,394.68,395.29,395.72,396.0,395.98,395.79,NaN,395.46,395.45,395.81,396.29,396.48,397.05,397.68,398.09,398.46,398.53,398.44,398.28,398.04,398.14,398.84,399.44,399.89,400.59,401.16,401.35,401.58,401.66,401.31,400.87,400.43,400.41,400.9,401.41,401.79,402.24,402.88,403.53,403.65,403.44,403.26,403.22
 Casey,110.52,-66.28,cya766s0.dat,366.552,366.532,366.742,366.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,369.532,369.816,370.163,370.083,369.947,370.352,371.051,371.573,371.996,372.165,372.132,371.987,372.011,372.186,372.261,372.386,372.616,373.008,373.578,374.108,374.259,374.042,373.67,373.713,373.968,373.931,374.026,374.185,374.377,374.893,375.382,375.784,376.031,375.973,375.888,375.721,375.36800000000005,375.235,375.532,375.861,376.149,376.756,377.392,377.723,377.86300000000006,377.916,377.963,377.948,377.772,377.638,377.747,378.018,378.235,378.598,379.163,379.375,379.349,379.573,379.66,379.356,379.127,379.176,379.486,379.959,380.176,380.403,381.016,381.706,382.001,381.927,381.776,381.80800000000005,381.825,381.677,381.82,382.129,382.03,382.244,383.008,383.554,383.827,383.924,383.715,383.5630000000001,383.526,383.26,383.202,383.484,383.854,384.206,384.449,384.751,385.094,385.271,385.242,385.2480000000001,385.01,384.694,384.811,384.995,385.357,386.066,386.753,387.254,387.663,387.86300000000006,387.72,387.452,387.214,387.026,386.95,387.026,387.15,387.451,387.979,388.483,388.823,389.013,389.105,389.024,388.736,388.578,388.744,389.044,389.256,389.595,390.30300000000005,391.081,391.588,391.701,391.453,391.344,391.356,391.301,391.593,392.177,392.44,392.766,393.594,394.084,394.064,394.077,393.924,393.787,393.667,393.466,393.6230000000001,393.9380000000001,394.256,394.736,395.302,395.776,396.006,396.074,395.96,395.754,395.531,395.346,395.377,395.805,396.54,397.057,397.55300000000005,398.14,398.535,398.724,398.716,398.655,398.387,398.341,398.805,399.336,399.643,400.087,400.881,401.491,401.661,401.628,401.619,401.546,401.1230000000001,400.6,400.559,401.025,401.541,401.866,402.377,403.152,403.604,403.668,403.57,403.486
 Mt. Dodaira,139.2,36.0,ddr236n0.dat,374.99,375.57,376.92,377.78,378.1,372.88,371.87,371.7,368.56,371.85,375.07,375.89,376.42,378.19,379.04,379.68,378.5,374.92,372.86,370.62,369.61,373.4,375.46,376.34,378.66,379.88,380.33,381.62,378.4,374.22,377.96,371.8,369.9,376.93,377.46,379.61,380.6,382.21,384.12,384.2,384.8,379.89,378.92,375.52,374.56,378.58,380.13,381.41,382.14,384.52,385.72,385.38,385.49,379.61,380.36,376.21,377.05,378.47,382.95,383.19,384.47,384.82,387.01,389.39,387.64,384.74,377.25,382.18,383.6,382.58,384.69,386.12,387.12,389.08,389.77,391.51,391.89,387.6,380.97,383.68,380.24,384.93,387.67,388.49,389.5,390.6,390.81,391.79,390.51,387.23,387.63,385.82,383.23,386.69,388.65,390.06,390.87,392.25,395.24,394.73,394.53,389.5,388.08,385.36,383.4,389.39,389.47,391.66,391.95,394.49,394.97,395.91,394.53,390.63,390.48,385.84,382.6,390.4,391.35,394.27,394.93,396.08,398.08,398.02,397.77,394.69,395.01,392.45,388.81,392.38,396.26,396.9,397.31,399.84,399.41,400.54,398.44,396.37,391.49,393.85,390.43,393.84,395.5,398.18,399.2,401.11,401.62,403.54,401.61,398.37,400.96,393.45,393.18,396.67,398.68,400.66,401.49,403.69,405.17,405.49,404.54,399.97,398.21,395.56,395.54,399.18,402.81,401.71,403.34,404.23,405.43,406.66,405.11,401.31,395.21,396.08,395.65,400.39,401.74,404.83,405.55,406.3,409.28,410.08,408.0,403.61,405.99,399.42,399.2,404.04,407.24,408.33,409.39,411.17,412.29,413.67,410.05,405.45,403.67,403.93,406.97,408.2,409.62,411.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 Drake Passage,-64.68,-59.0,drp859s0.dat,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,378.46,378.11,378.4,378.49,378.87,379.57,379.69,379.66,379.77,379.53,378.92,378.97,379.55,379.83,380.2,381.42,NaN,NaN,381.98,381.94,381.8,381.48,381.37,381.57,381.86,381.98,382.12,382.49,383.05,383.47,383.71,383.74,NaN,NaN,383.09,383.23,383.36,383.36,383.55,383.92,NaN,NaN,NaN,385.32,385.27,384.88,384.23,384.12,384.61,385.01,385.4,385.98,386.64,387.32,387.61,387.49,387.38,387.29,386.83,386.7,386.87,386.97,387.33,387.72,388.09,388.65,388.85,388.77,388.85,388.71,388.53,388.7,388.96,389.19,389.48,389.83,390.54,391.29,391.32,391.04,391.15,391.01,390.82,391.15,391.49,391.88,392.51,393.02,393.5,393.87,393.85,393.82,393.92,393.66,393.47,393.66,393.77,394.24,394.79,394.92,395.17,395.65,396.0,395.98,395.8,395.47,395.26,395.55,395.99,396.24,396.59,397.11,NaN,NaN,NaN,398.33,398.53,398.4,398.17,398.41,398.91,399.3,399.77,400.51,401.19,401.57,401.68,401.62,401.38,400.79,400.4,400.76,401.15,401.38,401.76,402.3,402.89,NaN,NaN,NaN,NaN,NaN
 Egbert,-79.78,44.23,egb444n0.dat,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,388.06,387.43,383.18,375.4,367.93,366.97,376.78,383.71,389.61,NaN,392.31,390.51,391.07,390.0,385.33,376.97,371.06,370.54,377.94,386.55,399.04,396.68,393.5,391.71,392.82,391.69,385.6,377.41,372.38,374.18,380.21,391.36,392.94,398.67,397.79,397.37,398.28,395.51,389.04,382.04,372.11,372.43,378.9,388.66,396.69,397.83,398.33,397.21,397.92,395.74,392.1,381.99,373.03,371.08,376.11,391.25,399.26,397.74,397.81,395.46,399.5,397.72,392.87,385.39,377.37,377.93,386.43,393.18,399.12,402.69,402.63,404.48,402.0,401.66,397.56,387.34,378.66,375.94,387.19,396.7,402.61,408.13,403.29,402.67,406.08,400.62,398.24,386.53,382.02,380.14,388.81,400.16,405.64,406.5,407.48,406.22,404.82,406.07,401.64,393.13,381.81,379.21,390.91,401.23,406.7,410.83,409.12,408.19,408.56,408.96,NaN,NaN,379.13,374.72,391.52,402.4,406.0,410.05,408.27,409.04,408.6,411.23,406.17,393.62,383.64,383.88,392.23,403.12,412.17,414.29,412.99,411.62,413.91,407.69,405.88,396.35,389.25,391.99,397.2,406.94,416.08,414.94,413.76,NaN,414.99,413.43,408.02,400.5,391.93,389.21,400.55,411.12,416.79,418.14
 Easter Island,-109.42,-27.17,eic327s0.dat,367.39,366.51,365.17,365.33,365.36,365.28,365.96,366.65,366.33,366.58,367.12,367.13,367.59,367.83,367.58,367.15,367.46,368.29,368.25,367.83,367.97,368.34,368.68,369.75,369.91,369.04,369.0,368.55,368.65,369.94,370.37,370.21,371.36,373.08,373.15,371.93,371.13,371.2,371.2,371.78,372.19,371.98,372.14,372.21,372.07,372.07,372.26,372.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,375.54,375.81,375.81,375.37,376.02,376.92,376.92,376.42,376.12,376.6,377.98,378.68,378.31,378.23,377.95,377.77,377.71,378.1,379.14,379.41,378.54,378.23,378.82,378.79,378.77,378.62,378.39,379.99,381.67,380.83,380.34,380.1,380.12,380.87,381.42,382.1,382.86,382.77,382.37,382.01,382.13,382.58,382.37,382.6,382.84,382.68,383.32,384.03,383.92,383.67,384.03,384.33,384.2,383.89,383.93,384.2,384.59,384.75,NaN,NaN,385.34,385.98,385.1,384.56,NaN,NaN,NaN,387.07,386.76,386.74,386.9,387.47,388.14,388.54,388.0,386.57,386.27,387.3,388.13,388.87,388.95,389.12,389.24,389.08,389.34,389.98,390.03,389.7,389.96,390.58,390.87,390.68,390.78,391.41,391.73,391.76,392.12,392.38,392.32,392.24,392.92,393.73,393.76,393.71,394.12,394.54,394.53,394.78,395.2,395.17,394.64,394.48,395.66,396.04,395.5,396.05,395.94,396.05,396.96,397.04,397.13,397.12,397.09,397.43,397.02,397.18,398.18,398.23,398.13,398.78,399.21,400.13,400.72,399.77,399.39,400.04,400.21,400.55,400.74,401.48,402.31,401.56,401.23,402.24,402.89,402.78,402.27,402.07,402.13,402.41,NaN,NaN,NaN,NaN,NaN,NaN
 Estevan Point,-126.55,49.38,esp449n0.dat,372.257,373.996,374.291,374.481,373.801,371.80800000000005,369.387,366.121,365.532,370.358,374.115,373.66,375.028,376.437,376.319,376.99,375.31,372.001,368.562,364.084,364.372,370.562,374.562,375.584,377.013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,392.8,392.86,392.24,389.73,383.41,378.97,381.63,387.17,387.88,391.97,392.11,393.28,393.47,395.1,393.72,391.6,384.94,383.8,387.84,391.19,393.32,393.98,394.71,396.65,396.05,397.14,397.0,393.17,387.07,383.96,387.94,391.13,395.08,396.79,397.26,398.79,398.37,398.71,399.39,395.88,389.98,388.47,390.93,395.1,396.72,398.43,400.61,400.12,400.54,401.02,400.66,398.6,390.35,390.5,394.18,399.54,399.23,NaN,405.36,403.46,402.87,404.03,403.14,400.11,395.48,NaN,396.66,NaN,402.37,NaN,NaN,403.34,404.14,405.04,403.6,401.46,395.02,392.07,395.65,403.85,402.59,406.06,406.85,407.06,407.55,407.57,NaN,403.73,398.58,396.92,399.42,404.3,406.71,408.92,410.55,410.55,410.15,411.52,410.94,409.05,401.76,400.74,403.92,408.1,410.13,412.53
 East Trout Lake,-104.98,54.35,etl454n0.dat,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,369.27,374.93,382.91,385.14,387.36,388.95,387.79,387.92,387.07,383.81,378.04,372.75,371.54,375.34,383.09,387.01,389.31,390.18,389.66,390.42,388.93,386.21,380.79,376.47,370.86,378.16,386.09,390.12,392.82,393.25,394.04,393.22,393.9,389.8,382.61,373.85,374.7,377.48,386.36,392.88,394.09,393.46,393.37,394.36,394.58,391.84,385.38,376.45,372.8,379.9,387.65,392.69,394.26,395.77,396.52,396.48,394.47,391.85,385.05,379.42,379.27,383.66,391.72,396.02,399.57,399.31,398.02,399.48,399.0,395.39,387.19,381.24,379.48,385.9,392.85,399.35,400.28,400.48,400.73,401.36,400.47,396.9,390.57,381.59,383.42,387.72,396.16,402.57,403.26,403.74,403.65,403.16,403.11,400.13,392.77,385.08,386.08,392.15,398.51,403.54,405.59,404.93,405.23,405.82,405.72,403.13,394.69,386.54,388.46,392.12,399.23,404.29,407.85,406.52,407.4,406.98,406.57,404.69,398.92,389.69,389.82,394.78,403.47,409.04,412.4,410.23,410.29,410.94,409.43,405.03,399.01,393.78,393.35,400.45,408.51,411.97,412.22,412.76,413.38,413.92,413.3,409.68,402.81,394.68,393.18,396.69,NaN,413.48,414.38
 Fraserdale,-81.52,49.83,fsd449n0.dat,376.0,376.84,376.38,375.44,373.01,367.63,359.36,357.13,361.85,370.89,375.86,375.6,377.03,377.84,377.22,378.73,375.85,365.31,360.36,359.32,361.61,371.52,378.66,380.7,379.09,378.6,379.74,380.1,377.5,369.94,362.61,358.01,365.83,372.85,379.07,380.5,380.22,381.09,382.62,382.46,378.07,372.35,365.43,365.99,367.44,375.77,383.1,383.6,383.63,384.57,385.27,384.18,381.31,374.89,367.11,362.25,367.92,378.29,382.88,385.03,385.4,385.99,385.45,385.0,382.69,375.39,368.46,365.93,372.89,379.33,385.34,386.6,388.83,387.39,389.07,387.65,384.52,378.31,373.24,368.45,372.92,383.13,388.64,389.62,390.26,388.82,390.81,388.84,387.1,379.35,371.97,369.87,377.39,384.33,388.21,391.48,392.85,392.44,392.42,392.1,389.02,383.1,373.58,371.41,374.78,384.43,391.42,393.42,393.17,393.29,394.15,393.82,390.96,384.78,374.31,370.19,375.41,385.73,393.94,393.26,395.39,NaN,NaN,394.93,391.39,385.07,378.67,378.51,382.39,389.89,396.67,398.06,399.13,398.17,398.48,398.93,394.31,388.92,379.74,376.71,383.14,392.35,397.98,399.7,400.29,400.08,400.47,399.36,395.71,387.1,381.95,381.36,385.88,394.94,401.34,402.79,403.18,402.93,402.88,403.27,399.33,394.35,383.72,380.8,388.07,397.2,402.22,405.55,404.85,404.96,405.32,405.76,401.5,394.58,384.05,382.47,390.63,397.91,404.12,408.13,406.43,407.02,407.0,406.68,403.6,394.98,388.14,387.26,394.66,402.76,409.67,411.15,410.34,409.94,410.42,409.41,405.58,399.59,391.69,388.44,395.78,403.69,410.22,412.52,413.41,413.76,413.5,413.18,408.92,402.86,395.35,391.57,400.14,406.24,411.82,413.78
 Guam (Mariana Island),144.78,13.43,gmi513n0.dat,368.69,369.06,369.97,371.18,371.68,371.21,369.89,368.42,367.73,367.41,367.96,369.27,370.07,371.1,372.54,373.68,373.8,372.19,370.49,369.94,368.92,368.11,369.47,371.42,372.64,373.47,374.49,375.43,375.76,375.0,373.23,372.23,370.92,370.44,372.4,373.74,375.09,376.41,376.92,377.82,378.71,378.13,376.81,374.89,373.53,373.88,375.14,376.03,377.48,NaN,NaN,NaN,380.56,379.43,377.64,376.15,374.57,374.99,376.41,378.0,379.82,380.72,381.24,382.06,382.44,381.61,380.11,378.62,377.52,378.07,378.75,379.81,381.7,382.89,383.51,384.49,385.16,384.45,382.59,380.29,378.92,379.59,381.49,382.81,383.51,384.62,NaN,NaN,386.07,386.07,384.83,383.0,381.41,381.26,382.72,NaN,NaN,NaN,NaN,NaN,388.98,388.06,386.12,383.82,382.2,382.58,384.56,386.11,386.78,387.76,389.01,389.47,389.88,389.76,387.83,386.2,385.55,384.84,385.55,387.35,389.58,390.72,390.98,392.18,392.58,391.49,390.02,387.9,386.52,387.42,388.56,389.45,391.14,392.52,393.04,393.97,394.89,394.12,392.32,391.06,389.85,389.16,390.16,392.39,393.85,394.02,395.12,397.04,396.7,394.89,392.28,389.41,389.79,392.07,394.36,395.65,396.68,397.21,397.86,399.24,399.76,398.93,397.8,395.82,394.07,394.38,395.9,397.05,397.93,399.24,400.12,400.51,401.43,401.12,399.46,397.44,395.66,395.7,397.31,398.8,400.58,401.85,401.84,402.42,403.63,403.47,402.74,400.92,398.3,398.13,400.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,401.75,403.56,405.27,406.48,407.44,407.7,408.51,409.56,409.3,NaN,NaN,NaN,NaN,NaN,NaN
