date,yy,mm,co2,decimalyear,polypart,harmpart,resid,resid_smooth,resid_trend,growth_rate
2000-01-15,2000,1,378.42132999999995,2000.0409836065573,374.7549026156439,3.195553894822166,0.470873489533858,0.5107201365997867,-0.08302188235256835,2.5859502012715496
2000-02-15,2000,2,379.31959,2000.1256830601094,374.91406026813644,3.3838742895554845,1.021655442308088,0.8962069398371568,-0.02262728616096865,2.591284888607748
2000-03-15,2000,3,377.65972,2000.204918032787,375.0631154740105,3.056458283314571,-0.45985375732504963,-0.49064105902272104,0.03256634839499384,2.5580846044676395
2000-04-15,2000,4,376.27749,2000.2896174863388,375.2226275720076,2.9248949868171623,-1.8700325588247324,-1.6779261277004593,0.08692131685972981,2.486475242028365
2000-05-15,2000,5,376.14157,2000.3715846994535,375.37716848277745,1.6094914284141997,-0.8450899111916215,-1.033784600894478,0.13208912021116248,2.3789675755131476
2000-06-15,2000,6,375.00093,2000.4562841530055,375.53704093370504,-0.28390178082555506,-0.25220915287951584,-0.09771101768870949,0.1677342217091109,2.234263244104179
2000-07-15,2000,7,374.92931,2000.5382513661202,375.6919305731169,-1.7849475417150167,1.0223269685981222,0.9200650142666973,0.18932796352095238,2.0658731705392577
2000-08-15,2000,8,373.50511,2000.622950819672,375.85216337697415,-4.158512080240607,1.811458703266453,1.84453374509809,0.19574349030949634,1.867221588542955
2000-09-15,2000,9,371.95723,2000.707650273224,376.0125793110094,-5.369405415037299,1.314056104027884,1.2475824077777702,0.184805297707328,1.6622219960164597
2000-10-15,2000,10,372.47097,2000.7896174863388,376.1679949018158,-3.407396246482276,-0.2896286553335017,0.09169391795950332,0.15738988578488033,1.4597879587259415
2000-11-15,2000,11,376.12699,2000.8743169398906,376.3287711887807,-0.5791212956932014,0.3773401069124702,0.10338961100660526,0.11165185839780634,1.261447273374839
2000-12-15,2000,12,378.11842,2000.9562841530055,376.48453550822956,1.5275771432664227,0.10630734850406043,0.1442108557733377,0.05220719891957515,1.0913389732118732
2001-01-15,2001,1,379.93852000000004,2001.041095890411,376.6458858843065,3.1969151233234134,0.09571899237010939,0.08176844512189518,-0.023105611072082866,0.9446739765782477
2001-02-15,2001,2,380.66696,2001.1260273972603,376.80764812133845,3.3821387539582757,0.4771731247033131,0.09153909320372122,-0.10930039571519501,0.8426516371057691
2001-03-15,2001,3,379.14113,2001.2027397260274,376.9539142163002,3.0590267209844506,-0.8718109372846357,-0.6428477094332266,-0.1932114655735404,0.7886844084376254
