date,yy,mm,co2,decimalyear,polypart,harmpart,resid,resid_smooth,resid_trend,growth_rate
2003-02-15,2003,2,399.50408999999996,2003.1260273972603,388.68060898060656,6.006536628146691,4.816944391246693,5.891523247152236,1.3882166116481471,2.0548652466058157
2003-03-15,2003,3,402.12562,2003.2027397260274,388.8507870816307,2.538249815748653,10.73658310262067,6.11058355849525,1.3386678798816547,1.1033063861719201
2003-04-15,2003,4,387.08106000000004,2003.2876712328766,389.0388350869344,-0.31436028058461196,-1.6434148063497673,1.5108553648767042,1.2037500483727968,0.17493031473458487
2003-05-15,2003,5,383.41702999999995,2003.3698630136987,389.22045336514174,-5.767803494699352,-0.03561987044241732,0.5205659601770662,1.0054791866014625,-0.5478142847910321
2003-06-15,2003,6,382.09476,2003.454794520548,389.40774980146534,-10.055292158914849,2.742302357449489,1.0383179336918715,0.7477719046762559,-1.068155949222469
2003-07-15,2003,7,376.76642999999996,2003.5369863013698,389.58864075485275,-10.288307224672055,-2.533903530180737,-1.7711670584383796,0.46690344477292456,-1.3221895946986115
2003-08-15,2003,8,375.07908,2003.6219178082192,389.7751856221968,-9.194299902054302,-5.5018057201424995,-1.0917848486748767,0.16640859292414234,-1.3151603053001648
2003-09-15,2003,9,393.25422000000003,2003.7068493150684,389.9613485446488,-3.3708753359480905,6.663746791299332,1.9115125303064247,-0.12151577293172977,-1.0366534924869497
2003-10-15,2003,10,393.43425,2003.7890410958903,390.14114254912823,4.749381115346882,-1.4562736644750771,0.5675093454887019,-0.36742109934721157,-0.5391202988523779
2003-11-15,2003,11,398.97705,2003.8739726027397,390.32655390260066,7.8616162602496935,0.7888798371496364,-0.3520362245899378,-0.5698348045612533,0.16956552466846697
2003-12-15,2003,12,398.64104,2003.9561643835616,390.5056205822607,8.686469275305994,-0.5510498575666816,-1.2590173142219214,-0.7020297839185901,0.9840301816828662
2004-01-15,2004,1,395.18141,2004.0409836065573,390.6900364890895,9.398990445278338,-4.907616934367809,-4.577824296343579,-0.7652364136581582,1.878579143935946
2004-02-15,2004,2,391.19774,2004.1256830601094,390.87381186125367,6.025389272356617,-5.70146113361028,-4.038134942571389,-0.7519822787283488,2.76804470010382
2004-03-15,2004,3,394.37323,2004.204918032787,391.0453868673334,2.4689132237380416,0.8589299089285873,-1.16224390436264,-0.6739438630166319,3.5069103825700614
2004-04-15,2004,4,389.60046,2004.2896174863388,391.22842702540885,-0.4090585381222789,-1.2189084872865692,-0.3567864301367649,-0.532285981158509,4.1329629089786355
2004-05-15,2004,5,386.99419,2004.3715846994535,391.4052009843579,-5.8935707366500525,1.4825597522921612,0.8393591102657183,-0.35201949371025876,4.5382953827705474
2004-06-15,2004,6,382.81563,2004.4562841530055,391.5874936747776,-10.085492472422159,1.3136287976445828,1.9682145171850038,-0.1412464508154585,4.698941470063544
2004-07-15,2004,7,382.70321,2004.5382513661202,391.76354427793024,-10.28145492841997,1.2211206504897518,-0.32658718298006306,0.06546612140783736,4.597658659556947
2004-08-15,2004,8,377.83736,2004.622950819672,391.94508950069303,-9.16145864915802,-4.946270851535019,-0.9977924717114206,0.2597802142358887,4.2360796931531555
2004-09-15,2004,9,394.20887999999997,2004.707650273224,392.1262548628441,-3.289179047307094,5.371804184462917,4.612598948999732,0.4135684912802162,3.6345588373592843
2004-10-15,2004,10,405.79893,2004.7896174863388,392.30121450315625,4.792532024255489,8.70518347258826,3.690887388794806,0.5067007773787964,2.890122089945377
2004-11-15,2004,11,391.54215,2004.8743169398906,392.48163239765057,7.864626831042441,-8.804109228692994,-3.5245335792481,0.5347614860990006,2.0145403160171207
2004-12-15,2004,12,400.11405,2004.9562841530055,392.6558686821667,8.688497009518334,-1.230315691685064,-4.867999916666747,0.4895555438046131,1.1434056044529317
2005-01-15,2005,1,395.54187,2005.041095890411,392.8357770412781,9.397478781097004,-6.691385822375082,-3.034692032699752,0.37096289493825907,0.31785101558733403
2005-02-15,2005,2,405.59677,2005.1260273972603,393.015557787801,6.006536628146695,6.574675584052272,4.701297112550719,0.1871219126572896,-0.3887895715979899
