date,yy,mm,co2,decimalyear,polypart,harmpart,resid,resid_smooth,resid_trend,growth_rate
2002-04-15,2002,4,369.38503,2002.2876712328766,370.4337235085506,-0.45650122471766297,-0.5921922838329579,-0.5540172700673338,-0.40225168301014946,2.2916491216713473
2002-05-15,2002,5,369.91524,2002.3698630136987,370.5834965854892,-0.1221360938311916,-0.5461204916579732,-0.5540985789240267,-0.36216776884151614,2.328625474448254
2002-06-15,2002,6,370.4527,2002.454794520548,370.73849675093,0.2615273637531511,-0.5473241146831356,-0.5163206525463124,-0.3177267584391643,2.3677688437916005
2002-07-15,2002,7,371.10309,2002.5369863013698,370.8887239942001,0.6355704578310181,-0.42120445203113377,-0.44372673104396654,-0.2718009511146988,2.4052878742855155
2002-08-15,2002,8,371.61438,2002.6219178082192,371.04419346485105,0.8725891475175851,-0.3024026123686667,-0.30926720484467296,-0.22138478259114436,2.4424528243277592
2002-09-15,2002,9,371.93979,2002.7068493150684,371.1999014348704,0.8223838239231994,-0.08249525879358544,-0.16982716385854246,-0.16820960946074592,2.47560459114381
2002-10-15,2002,10,371.77294,2002.7890410958903,371.3508136503133,0.48772371979681467,-0.06559737011008338,-0.10746377444229438,-0.11450891495758242,2.5022875107984186
2002-11-15,2002,11,371.35277,2002.8739726027397,371.5069909255427,-0.010349951877649128,-0.1438709736650594,-0.029601384651471108,-0.057256053723335754,2.5221261727113458
2002-12-15,2002,12,371.41624,2002.9561643835616,371.6583573073175,-0.40985480309444156,0.16773749577697572,0.11008851517698304,-0.0008498414102859897,2.5320570334165944
2003-01-15,2003,1,371.34334,2003.041095890411,371.81500388775663,-0.653963779089379,0.18229989133277513,0.22364560712651382,0.05760988105942033,2.5313704244206114
2003-02-15,2003,2,371.50565,2003.1260273972603,371.9718889675642,-0.76907293869456,0.30283397113032606,0.28252545280724917,0.1152514816517396,2.5182069696391354
2003-03-15,2003,3,371.6572,2003.2027397260274,372.113796615589,-0.712834318748445,0.25623770315939964,0.28877013636054016,0.1657073243444529,2.4952707968274277
2003-04-15,2003,4,372.05624,2003.2876712328766,372.2711356135502,-0.456501224717662,0.24160561116747203,0.2733662628307343,0.21878644376550938,2.457511341415617
2003-05-15,2003,5,372.6031,2003.3698630136987,372.4236262431307,-0.12213609383119058,0.3016098507005154,0.2737430315099232,0.26636103718072945,2.408858705644226
2003-06-15,2003,6,373.08835,2003.454794520548,372.5814345463016,0.2615273637531506,0.24538808994526562,0.23711103023879332,0.3105928937833937,2.346919375394193
2003-07-15,2003,7,373.5208,2003.5369863013698,372.7343793422136,0.6355704578310178,0.15085019995541415,0.2160423836909331,0.3477311463409478,2.2769819190785876
2003-08-15,2003,8,374.14304,2003.6219178082192,372.8926569505945,0.872589147517585,0.37779390188785555,0.2850195660871577,0.3794717054891521,2.1963545325375726
2003-09-15,2003,9,374.24694,2003.7068493150684,373.0511730583439,0.8223838239231996,0.37338311773288524,0.3583572905033634,0.4038195057655116,2.1087571356825254
