date,yy,mm,co2,decimalyear,polypart,harmpart,resid,resid_smooth,resid_trend,growth_rate
2013-12-15,2013.0,12.0,410.40185,2013.9561643835616,403.58037828910193,7.305804220503877,-0.48433250960579244,0.018779789119548695,0.5503715957094073,2.8321175062710027
2014-01-15,2014.0,1.0,410.693925,2014.041095890411,403.93669020256533,5.1126862473254935,1.644548550109164,1.0223801221634403,0.43203617298161134,2.775630967712541
2014-02-15,2014.0,2.0,409.766725,2014.1260273972603,404.28921472972496,4.8251635636270045,0.652346706648018,1.4093794067896397,0.31365528909083196,2.7418601304543513
2014-03-15,2014.0,3.0,413.576875,2014.2027397260274,404.6043686407436,6.591542926022685,2.380963433233717,1.2662265357021738,0.20834350331455198,2.7327277023369207
2014-04-15,2014.0,4.0,410.3826,2014.2876712328766,404.9496849165527,5.417874243560273,0.015040839887035418,0.1893082916324147,0.09554868704657338,2.7467070109689233
2014-05-15,2014.0,5.0,405.482575,2014.3698630136987,405.2802558614397,-0.05548907988804437,0.25780821844836055,-0.9486189981792563,-0.007936183566698674,2.7827595749452807
2014-06-15,2014.0,6.0,396.4176666666667,2014.454794520548,405.61811953839486,-4.821505863874278,-4.378947007853867,-1.6284751966398971,-0.10700361872778785,2.845009760431783
2014-07-15,2014.0,7.0,399.74115,2014.5369863013698,405.94147829084164,-6.436564257995698,0.23623596715407302,-2.0091658416944256,-0.19323781067009804,2.92836927246154
2014-08-15,2014.0,8.0,394.5092571428571,2014.6219178082192,406.2718893689438,-8.531066250199066,-3.2315659758876336,-1.1151324534124,-0.27048987522607604,3.037232551933325
2014-09-15,2014.0,9.0,398.11010000000005,2014.7068493150684,406.59851306074216,-9.502460004711919,1.0140469439697881,1.0341985111500094,-0.3336985499615821,3.1694283751846486
2014-10-15,2014.0,10.0,404.7304166666666,2014.7890410958903,406.9109944081986,-4.025322732756799,1.844744991224843,0.8847322407710294,-0.3797344934017701,3.3171187682199634
2014-11-15,2014.0,11.0,409.1134,2014.8739726027397,407.2301655011439,4.561043575483587,-2.6778090766275113,-1.070487463771201,-0.4100472435426923,3.487962285092773
2014-12-15,2014.0,12.0,417.01587500000005,2014.9561643835616,407.535434656161,7.3058042205038785,2.1746361233351763,-0.6796217455752753,-0.4213024923492412,3.668659235844941
2015-01-15,2015.0,1.0,411.72256666666664,2015.041095890411,407.8471531502523,5.112686247325494,-1.2372727309111724,1.6145930498582288,-0.4130184471324583,3.869098076896191
2015-02-15,2015.0,2.0,417.9769,2015.1260273972603,408.15508425804006,4.825163563627002,4.9966521783329085,1.787593143220363,-0.38372393980540664,4.069942943439909
2015-03-15,2015.0,3.0,413.13805,2015.2027397260274,408.4299602418839,6.5915429260226786,-1.8834531679065663,-0.6178331211770001,-0.3393856158626818,4.255785282311675
2015-04-15,2015.0,4.0,412.4782666666667,2015.2876712328766,408.7306830983211,5.417874243560274,-1.6702906752146873,-2.308744208582084,-0.26992316155298113,4.455880888124973
2015-05-15,2015.0,5.0,407.15995,2015.3698630136987,409.01809912123514,-0.055489079888041665,-1.80266004134711,-0.8662894963155736,-0.1839109814970925,4.629677406925976
2015-06-15,2015.0,6.0,406.24495,2015.454794520548,409.31136937881837,-4.821505863874278,1.7550864850559265,0.9099486671640875,-0.0771546036366999,4.782675106779244
2015-07-15,2015.0,7.0,402.7561666666666,2015.5369863013698,409.59157320929233,-6.436564257995697,-0.3988422846300068,0.08082146921412914,0.04044383233735971,4.891476515235062
2015-08-15,2015.0,8.0,400.28163333333333,2015.6219178082192,409.87739086802236,-8.531066250199066,-1.0646912844899816,-1.4369508556995356,0.17321036909839904,4.955147379244941
2015-09-15,2015.0,9.0,398.233275,2015.7068493150684,410.15942114044884,-9.502460004711928,-2.4236861357369435,-1.9700814726773501,0.3123552704767576,4.950402012260358
2015-10-15,2015.0,10.0,405.9472333333333,2015.7890410958903,410.4287475659324,-4.0253227327568135,-0.45619149984224805,-0.21278409241006102,0.4473784747449372,4.878321305347809
2015-11-15,NaN,NaN,NaN,2015.8739726027397,410.70332523950566,4.561043575483607,NaN,3.9800376122399257,0.5813698674311922,4.728511939781433
2015-12-15,2015.0,12.0,426.16245,2015.9561643835616,410.96543947254986,7.305804220503873,7.891206306946231,3.962233549918949,0.6994137220439143,4.512006262313841
2016-01-15,2016.0,1.0,411.7983,2016.0409836065573,411.23221389432706,5.115540836843389,-4.549454731170442,-1.0418764719413502,0.8035567541595583,4.222278848731472
2016-02-15,2016.0,2.0,414.51604999999995,2016.1256830601094,411.4948422341913,4.818729010084186,-1.797521244275572,-2.7624433752612845,0.8837761469610541,3.8612001391684245
2016-03-15,2016.0,3.0,414.886025,2016.204918032787,411.73711677369516,6.6244424774856006,-3.475534251180761,-1.65411569281747,0.9325626739911854,3.483716630911217
2016-04-15,2016.0,4.0,420.78400000000005,2016.2896174863388,411.99245469070155,5.32528934659464,3.466255962703883,0.3428407694925113,0.9542955727476965,3.0509867589510216
2016-05-15,2016.0,5.0,412.7979,2016.3715846994535,412.23596948301207,-0.18174351049838702,0.7436740274863496,2.0753667751575904,0.9428512240403393,2.6124299342578317
