date,yy,mm,co2,decimalyear,polypart,harmpart,resid,resid_smooth,resid_trend,growth_rate
2011-04-15,2011.0,4.0,401.1562240614335,2011.2876712328766,391.5712279456041,8.34570401994856,1.239292095880785,1.053497437211206,-0.03290381733211234,18.362793937106787
2011-05-15,2011.0,5.0,400.93542846715326,2011.3698630136987,393.04723283160905,7.382341488894664,0.5058541466495399,-0.4421727035789331,-0.047842244065350314,17.183894947512975
2011-06-15,2011.0,6.0,392.7564960144925,2011.454794520548,394.4613026822118,0.5643809059841339,-2.269187573703448,-1.5453513865548985,-0.055507645825059626,15.92833133120714
2011-07-15,2011.0,7.0,386.7713252994009,2011.5369863013698,395.7222071844757,-9.173391589910814,0.2225097048360567,-1.1729908262712456,-0.057253502517426114,14.719347533982727
2011-08-15,2011.0,8.0,377.2797012622722,2011.6219178082192,396.9140066385536,-16.586879056929668,-3.0474263193517004,2.5986700753688297,-0.05156319445336521,13.471739930018487
2011-09-15,2011.0,9.0,392.80473638888895,2011.7068493150684,397.9928490058681,-9.477894637399396,4.289782020420262,1.0005543884924464,-0.03883174226837127,12.249325710351012
2011-10-15,2011.0,10.0,398.08684045698936,2011.7890410958903,398.92933981462716,0.16960676682624332,-1.012106124464026,-0.3115440368312079,-0.01788041893337322,11.015869870509812
2011-11-15,2011.0,11.0,403.49554291666595,2011.8739726027397,399.7859117854159,3.435945556675043,0.27368557457498355,-0.032771987472585806,0.0009188878082682095,9.576390919721884
2011-12-15,2011.0,12.0,409.3109258670514,2011.9561643835616,400.5073022104379,8.283900619131417,0.5197230374820947,-0.2244590202107588,0.011284764654192259,8.283794954582614
2012-01-15,2012.0,1.0,406.76141507402446,2012.0409836065573,401.14083977399054,7.629894732455569,-2.0093194324216483,-1.8190041702408735,0.028609472703806205,7.036169188960791
2012-02-15,2012.0,2.0,403.5009083832339,2012.1256830601094,401.66106264144275,-0.9577364148756957,2.797582156666806,1.8536024086474754,0.04933057547293629,5.751045961450003
2012-03-15,2012.0,3.0,400.1258871913583,2012.204918032787,402.04601994408495,0.6190252696695041,-2.5391580223961796,-0.21047470212903363,0.07237286724318892,4.527137316715395
2012-04-15,NaN,NaN,NaN,2012.2896174863388,402.34880924090317,8.44431962021174,NaN,-2.033846488719405,0.09756359008213167,3.2492568830532456
2012-05-15,NaN,NaN,NaN,2012.3715846994535,402.534867852271,7.2759439869292635,NaN,0.3495484943932752,0.12262713941623815,1.8006762963406997
2012-06-15,NaN,NaN,NaN,2012.4562841530055,402.61659968561304,0.41971198203703197,NaN,1.6472620073457165,0.12455304370831755,0.26742749441895997
2012-07-15,2012.0,7.0,396.6266,2012.5382513661202,402.5887317194228,-9.340113457992139,3.3779817385693036,1.8326288368832593,0.12339428646623674,-0.989905509295558
2012-08-15,2012.0,8.0,384.74267159420305,2012.622950819672,402.4494060892881,-16.59342155750596,-1.11331293757911,3.1249728773120182,0.12175356911080826,-2.3414537687205383
2012-09-15,2012.0,9.0,392.4450312934636,2012.707650273224,402.19773978099255,-9.363361195897191,-0.3893472916317364,-0.922725878298138,0.11805944104912669,-3.6819184049864018
2012-10-15,2012.0,10.0,400.2667510752691,2012.7896174863388,401.84722845192806,0.208707438771899,-1.7891848154308718,-1.6793208128752894,0.11431039052365577,-4.962813723413159
2012-11-15,2012.0,11.0,405.6804509722227,2012.8743169398906,401.3745046801567,3.449438748590259,0.8565075434757432,0.5767028518500865,0.10942733975008423,-6.327894916859494
2012-12-15,2012.0,12.0,409.18696400000016,2012.9562841530055,400.8100667735327,8.290772728025724,0.08612449844173398,0.2121863019735315,0.0984944703575934,-7.723350211014589
