date,yy,mm,co2,decimalyear,polypart,harmpart,resid,resid_smooth,resid_trend,growth_rate
2011-10-15,2011.0,10.0,389.47659000000004,2011.7890410958903,392.98200350446194,-3.1342232464888777,-0.3711902579730122,-0.3534123086872114,-0.3607369845129256,2.5139676272982645
2011-11-15,2011.0,11.0,392.48434285714285,2011.8739726027397,393.1518898405314,-0.4995705067465518,-0.16797647664196802,-0.3218715345130363,-0.3141001592517796,2.5817447492176577
2011-12-15,2011.0,12.0,393.7914548387097,2011.9561643835616,393.3172538663955,1.0300552974384678,-0.5558543251243009,-0.5473568056611384,-0.2651708813202731,2.62986096290679
2012-01-15,2012.0,1.0,394.9915199999999,2012.0409836065573,393.48889197056167,1.6593557238322538,-0.15672769439402146,-0.24521091534427342,-0.21224989276720407,2.6623923489750903
2012-02-15,2012.0,2.0,396.0506250000001,2012.1256830601094,393.66128898021395,2.9458776910064897,-0.5565416712203728,-0.3881496407199734,-0.1584042331579667,2.6764632319136696
2012-03-15,2012.0,3.0,397.68413157894736,2012.204918032787,393.8234694166146,4.077829649726591,-0.2171674873938514,-0.3420811992511972,-0.10856432434479757,2.6727788078840593
2012-04-15,2012.0,4.0,398.4262000000001,2012.2896174863388,393.9978029951295,4.603310572808488,-0.17491356793789237,-0.29348458572820846,-0.057423080778335134,2.646503067559231
2012-05-15,2012.0,5.0,397.7952863636364,2012.3715846994535,394.16746557676214,4.1683054392143015,-0.5404846523400124,-0.6324434106709873,-0.01209608446947641,2.59534253448334
2012-06-15,2012.0,6.0,394.8103421052631,2012.4562841530055,394.3437680002883,0.7552848390780947,-0.288710734103347,-0.46074390742370497,0.028580348777552445,2.5270441482494608
2012-07-15,2012.0,7.0,390.9334333333333,2012.5382513661202,394.51533591580244,-4.0547561040049604,0.47285352153585336,1.0861937781870665,0.06122418134839336,2.454726479759522
2012-08-15,2012.0,8.0,390.3557388888889,2012.622950819672,394.693607184339,-6.170198278537707,1.832329983087618,1.4426538086287906,0.08750748184445456,2.374645872814976
2012-09-15,2012.0,9.0,389.7196538461539,2012.707650273224,394.8728790134553,-5.202025748866729,0.04880058156533096,0.7279256089739761,0.10596727933403827,2.2954075390076154
2012-10-15,2012.0,10.0,392.21716111111107,2012.7896174863388,395.04732054728237,-3.1168749008744236,0.2867154647031498,0.11552595786929487,0.11677191610806403,2.2260325350987706
2012-11-15,2012.0,11.0,394.38689000000005,2012.8743169398906,395.228561221409,-0.4899832241896191,-0.351687997219301,-0.24594240526863587,0.1212975094284161,2.16127808287433
2012-12-15,2012.0,12.0,396.90229999999997,2012.9562841530055,395.404908089118,1.0311893380348023,0.46620257284718036,0.03361339114076145,0.12035094383384148,2.127223255750785
2013-01-15,2013.0,1.0,397.1491739130435,2013.041095890411,395.58836114841836,1.6604820670140463,-0.09966930238891791,0.13072674689942687,0.11726548618008792,2.129662435782034
2013-02-15,2013.0,2.0,398.4943272727272,2013.1260273972603,395.7730786177221,2.9519887201617077,-0.2307400651565672,-0.1678544424021311,0.11441232956173053,2.1580808940414884
2013-03-15,2013.0,3.0,399.8485842105263,2013.2027397260274,395.9407849248631,4.05652658997504,-0.14872730431181935,-0.27216144541085896,0.11412187807485452,2.2112066912899264
2013-04-15,2013.0,4.0,400.69449999999995,2013.2876712328766,396.12741713565674,4.596829364048954,-0.029746499705765928,-0.11713923837680795,0.11858154935396215,2.2905345581860734
2013-05-15,2013.0,5.0,400.8034826086957,2013.3698630136987,396.3089868467387,4.200830869543491,0.29366489241346017,0.270194544740491,0.12961560890914825,2.4079194223497042
2013-06-15,2013.0,6.0,398.0420409090908,2013.454794520548,396.4975987055133,0.8420459311628969,0.7023962724146031,0.21217471973994861,0.1519723452767039,2.557236070345963
2013-07-15,2013.0,7.0,392.0125777777778,2013.5369863013698,396.68108420496355,-3.9932622302269607,-0.675244196958829,0.35534213720410435,0.1841184182633242,2.687916045978531
2013-08-15,2013.0,8.0,391.32710645161285,2013.6219178082192,396.87167571171966,-6.167695974790735,0.6231267146839059,0.8220402686091575,0.22719635345026745,2.81337598807884
2013-09-15,2013.0,9.0,392.55158888888883,2013.7068493150684,397.0632732690886,-5.218319683072313,0.7066353028725416,0.7779263245381003,0.2793129339619327,2.9209999986982202
2013-10-15,2013.0,10.0,394.63054166666666,2013.7890410958903,397.24964815427523,-3.1342232464888795,0.5151167588803105,0.604793388837038,0.33630823678714705,2.9957566755473444
2013-11-15,2013.0,11.0,397.21631999999994,2013.8739726027397,397.4432253596257,-0.4995705067465467,0.2726651471207333,0.010277553069101941,0.39923763094651576,3.0384768258317916
2013-12-15,2013.0,12.0,398.15139285714275,2013.9561643835616,397.6315160331811,1.0300552974384658,-0.5101784734767989,-0.42545537874798356,0.4604941092848662,3.019676798894607
2014-01-15,2014.0,1.0,399.5602866666667,2014.041095890411,397.82707288651255,1.660482067014046,0.07273171314005822,0.027387137265691308,0.5180035643201109,2.931263462572761
2014-02-15,2014.0,2.0,401.1923,2014.1260273972603,398.0236357904568,2.951988720161702,0.21667548938148684,0.41706551991023844,0.5647090771233252,2.7870927056490484
2014-03-15,2014.0,3.0,403.29740000000004,2014.2027397260274,398.20204119985374,4.056526589975038,1.0388322101712788,0.457848469377268,0.5937400864493156,2.6170197031293516
2014-04-15,2014.0,4.0,403.3580714285714,2014.2876712328766,398.4005188452878,4.596829364048955,0.3607232192346146,0.52783975057406,0.6082724390598173,2.3908991427170365
2014-05-15,2014.0,5.0,403.69845999999995,2014.3698630136987,398.59355188021544,4.200830869543487,0.9040772502410164,0.4799910219970229,0.6016672321897545,2.144022127941322
2014-06-15,NaN,NaN,NaN,2014.454794520548,398.79400917363057,0.8420459311628984,NaN,0.9219008748589204,0.5706169485520718,1.8257099118430973
2014-07-15,NaN,NaN,NaN,2014.5369863013698,398.9889579969264,-3.9932622302269585,NaN,1.0369676490132065,0.5122313050212028,1.5155079923555537
2014-08-15,NaN,NaN,NaN,2014.6219178082192,399.191394938323,-6.167695974790733,NaN,1.4444868085857365,0.4274821434815408,1.2581112805976016
2014-09-15,NaN,NaN,NaN,2014.7068493150684,399.3948379303324,-5.2183196830723135,NaN,1.0654972317719285,0.32101880773228686,1.0346547093870355
2014-10-15,2014.0,10.0,397.37365,2014.7890410958903,399.5926761393647,-3.1342232464888826,0.915197107124186,0.4047254177281161,0.20112568228029204,0.8706709994789863
2014-11-15,2014.0,11.0,398.14435000000003,2014.8739726027397,399.79809877935566,-0.4995705067465489,-1.1541782726091014,-0.47710555515129727,0.0646172525562747,0.7641845545398231
2014-12-15,2014.0,12.0,401.2438,2014.9561643835616,399.99785277675664,1.030055297438464,0.2158919258048968,-0.06172743712261308,-0.07427672003137786,0.7270743526012994
2015-01-15,NaN,NaN,NaN,2015.041095890411,400.2052550647286,1.6604820670140452,NaN,0.1244952926635392,-0.21825823172548553,0.7891963469207866
2015-02-15,2015.0,2.0,403.3149875,2015.1260273972603,400.41366340331336,2.951988720161703,-0.050664623475086046,-0.26933019297422334,-0.35300907226769596,0.9580986590914643
2015-03-15,2015.0,3.0,403.200825,2015.2027397260274,400.6027679149662,4.056526589975039,-1.4584695049412062,-0.6833371614208659,-0.4611141520690012,1.1578660987585447
2015-04-15,2015.0,4.0,405.6464888888889,2015.2876712328766,400.81309099504074,4.596829364048953,0.23656852979917176,-0.802653067602705,-0.5621920998511314,1.4255374544375607
2015-05-15,2015.0,5.0,404.0614444444444,2015.3698630136987,401.01758735381406,4.200830869543486,-1.156973778913141,-1.3594369962741553,-0.6368400629326061,1.7431131350250704
2015-06-15,NaN,NaN,NaN,2015.454794520548,401.2298900818696,0.8420459311629014,NaN,-1.3795665382278344,-0.6865349508565259,2.0794617520705407
