REM01  EXPLANATORY 25-LINE FOR THE MONTHLY DATA
REM02  FILENAME: co2_ter_surface-flask_46_9999-9999_monthly.txt
REM03  STATION: Teriberka
REM04  CATEGORY: GAW Regional
REM05  COUNTRY/TERRITORY: Russian Federation
REM06  SUBMITTED BY: MGO
REM07  LATITUDE:   69 12' N
REM08  LONGITUDE:  35 06' E
REM09  ALTITUDE:       40 m
REM10  RATIO: 1.000000 0.000000, 1.000000 0.000000
REM11  PARAMETER: CO2
REM12  COVERING PERIOD: April 1988 - December 2017
REM13  UNIT: ppm
REM14  ANALYSIS: NDIR(1988-04-01 - 2017-12-01)
REM15  SAMPLING TYPE: surface-flask
REM16  CLASSIFICATION: Background observation
REM17  CALIBRATION: WMO CO2 X1987(1988-04-01 - 1996-12-31), WMO CO2 X2007(1997-01-01 - 2017-12-01)
REM18  TABLENAME: TER669N046fz
REM19  CALCULATION: contributor
REM20  REGISTRATION: 2018-07-24
REM21
REM22  COMMENT: Dataset was made from entire historical data provided from contributor from 2018 new WDCGG website open onward
REM23
REM24 M      CO2   V    ND      SD   F   RATIO_A   RATIO_B
REM25        ppm
1988 04  360.100 -99     2   0.200 -99  1.000000  0.000000
1988 05  357.300 -99     4   0.700 -99  1.000000  0.000000
1988 06  352.300 -99     4   2.100 -99  1.000000  0.000000
1988 07  345.800 -99     4   1.500 -99  1.000000  0.000000
1988 08  344.300 -99     4   2.500 -99  1.000000  0.000000
1988 09  349.400 -99     4   2.300 -99  1.000000  0.000000
1988 10  352.200 -99     4   3.000 -99  1.000000  0.000000
1988 11  356.200 -99     3   1.500 -99  1.000000  0.000000
1988 12  360.100 -99     3   3.200 -99  1.000000  0.000000
1989 01  361.800 -99     3   0.900 -99  1.000000  0.000000
1989 02  360.800 -99     4   2.100 -99  1.000000  0.000000
1989 03  362.500 -99     2   0.100 -99  1.000000  0.000000
1989 04  359.800 -99     4   1.400 -99  1.000000  0.000000
1989 05  357.600 -99     4   0.700 -99  1.000000  0.000000
1989 06  352.500 -99     3   4.000 -99  1.000000  0.000000
1989 07  345.100 -99     3   5.000 -99  1.000000  0.000000
1989 08  345.200 -99     4   2.400 -99  1.000000  0.000000
1989 09  345.200 -99     1 -999999 -99  1.000000  0.000000
1989 10  352.700 -99     3   1.800 -99  1.000000  0.000000
1989 11  355.500 -99     2   0.500 -99  1.000000  0.000000
1989 12  358.200 -99     3   1.100 -99  1.000000  0.000000
1990 01  360.900 -99     2   0.600 -99  1.000000  0.000000
1990 02  361.500 -99     1 -999999 -99  1.000000  0.000000
1990 03  360.800 -99     4   0.800 -99  1.000000  0.000000
1990 04  360.200 -99     3   1.100 -99  1.000000  0.000000
1990 05  360.000 -99     4   0.300 -99  1.000000  0.000000
1990 06  354.500 -99     3   1.700 -99  1.000000  0.000000
1990 07  344.300 -99     4   5.500 -99  1.000000  0.000000
1990 08  344.700 -99     3   0.300 -99  1.000000  0.000000
1990 09  349.900 -99     3   2.400 -99  1.000000  0.000000
1990 10  353.000 -99     4   1.900 -99  1.000000  0.000000
1990 11  359.200 -99     4   2.100 -99  1.000000  0.000000
1990 12  361.600 -99     3   3.500 -99  1.000000  0.000000
1991 01  361.900 -99     2   1.400 -99  1.000000  0.000000
1991 02  361.200 -99     3   2.000 -99  1.000000  0.000000
1991 03  366.100 -99     3   0.200 -99  1.000000  0.000000
1991 04  362.700 -99     3   1.000 -99  1.000000  0.000000
1991 05  360.700 -99     4   1.000 -99  1.000000  0.000000
1991 06  356.400 -99     3   3.300 -99  1.000000  0.000000
1991 07  350.300 -99     3   1.800 -99  1.000000  0.000000
1991 08  348.800 -99     4   1.100 -99  1.000000  0.000000
1991 09  350.800 -99     2   2.100 -99  1.000000  0.000000
1991 10  356.600 -99     4   2.500 -99  1.000000  0.000000
1991 11  361.400 -99     3   2.000 -99  1.000000  0.000000
1991 12  362.400 -99     4   1.700 -99  1.000000  0.000000
1992 01  362.000 -99     5   0.700 -99  1.000000  0.000000
1992 02  364.900 -99     4   1.000 -99  1.000000  0.000000
1992 03  364.800 -99     5   1.900 -99  1.000000  0.000000
1992 04  364.600 -99     3   1.600 -99  1.000000  0.000000
1992 05  362.000 -99     4   0.600 -99  1.000000  0.000000
1992 06  356.700 -99     4   4.500 -99  1.000000  0.000000
1992 07  349.300 -99     4   4.100 -99  1.000000  0.000000
1992 08  347.600 -99     1 -999999 -99  1.000000  0.000000
1992 09  350.000 -99     4   1.700 -99  1.000000  0.000000
1992 10  355.500 -99     2   1.800 -99  1.000000  0.000000
1992 11  359.800 -99     3   0.600 -99  1.000000  0.000000
1992 12  360.000 -99     4   1.000 -99  1.000000  0.000000
1993 01  361.900 -99     4   0.600 -99  1.000000  0.000000
1993 02  362.400 -99     4   1.100 -99  1.000000  0.000000
1993 03  361.100 -99     4   3.200 -99  1.000000  0.000000
1993 04  363.400 -99     6   1.200 -99  1.000000  0.000000
1993 05  360.800 -99     4   3.500 -99  1.000000  0.000000
1993 06  356.500 -99     2   1.500 -99  1.000000  0.000000
1993 07  350.500 -99     4   2.300 -99  1.000000  0.000000
1993 08  347.300 -99     5   0.900 -99  1.000000  0.000000
1993 09  351.700 -99     3   1.400 -99  1.000000  0.000000
1993 10  359.300 -99     2   4.100 -99  1.000000  0.000000
1993 11  363.100 -99     1 -999999 -99  1.000000  0.000000
1993 12  367.700 -99     1 -999999 -99  1.000000  0.000000
1994 01  365.700 -99     3   1.200 -99  1.000000  0.000000
1994 02  363.900 -99     4   1.900 -99  1.000000  0.000000
1994 03  364.100 -99     3   1.500 -99  1.000000  0.000000
1994 04  364.200 -99     3   0.400 -99  1.000000  0.000000
1994 05  363.500 -99     4   2.300 -99  1.000000  0.000000
1994 06  359.500 -99     4   1.300 -99  1.000000  0.000000
1994 07  350.300 -99     4   1.800 -99  1.000000  0.000000
1994 08  346.400 -99     4   4.700 -99  1.000000  0.000000
1994 09  352.400 -99     4   1.600 -99  1.000000  0.000000
1994 10  355.900 -99     4   0.600 -99  1.000000  0.000000
1994 11  362.800 -99     3   6.000 -99  1.000000  0.000000
1994 12 -9999999 -99 -9999 -999999 -99  1.000000  0.000000
1995 01  364.900 -99     3   0.900 -99  1.000000  0.000000
1995 02  367.900 -99     3   0.900 -99  1.000000  0.000000
1995 03 -9999999 -99 -9999 -999999 -99  1.000000  0.000000
1995 04 -9999999 -99 -9999 -999999 -99  1.000000  0.000000
1995 05  365.900 -99     3   3.700 -99  1.000000  0.000000
1995 06  351.500 -99     4   1.900 -99  1.000000  0.000000
1995 07  349.800 -99     4   3.700 -99  1.000000  0.000000
1995 08  351.100 -99     4   1.400 -99  1.000000  0.000000
1995 09  356.600 -99     2   1.800 -99  1.000000  0.000000
1995 10  363.700 -99     2   1.500 -99  1.000000  0.000000
1995 11  365.800 -99     4   0.700 -99  1.000000  0.000000
1995 12  366.400 -99     4   1.300 -99  1.000000  0.000000
1996 01  368.300 -99     4   0.800 -99  1.000000  0.000000
1996 02  366.400 -99     2   0.600 -99  1.000000  0.000000
1996 03  369.900 -99     2   0.300 -99  1.000000  0.000000
1996 04  370.400 -99     3   0.400 -99  1.000000  0.000000
1996 05  367.800 -99     4   0.400 -99  1.000000  0.000000
1996 06  361.600 -99     3   2.700 -99  1.000000  0.000000
1996 07  354.300 -99     3   0.400 -99  1.000000  0.000000
1996 08  350.300 -99     3   1.000 -99  1.000000  0.000000
1996 09  357.800 -99     4   0.700 -99  1.000000  0.000000
1996 10  366.000 -99     1 -999999 -99  1.000000  0.000000
1996 11 -9999999 -99 -9999 -999999 -99  1.000000  0.000000
1996 12  365.000 -99     2   0.100 -99  1.000000  0.000000
1999 01  375.800 -99     2   0.200 -99  1.000000  0.000000
1999 02  377.500 -99     2   0.500 -99  1.000000  0.000000
1999 03  376.400 -99     3   0.800 -99  1.000000  0.000000
1999 04  378.100 -99     3   0.200 -99  1.000000  0.000000
1999 05  376.500 -99     4   1.000 -99  1.000000  0.000000
1999 06  369.600 -99     4   2.300 -99  1.000000  0.000000
1999 07  361.800 -99     3   1.200 -99  1.000000  0.000000
1999 08  357.500 -99     4   1.500 -99  1.000000  0.000000
1999 09  364.400 -99     3   1.700 -99  1.000000  0.000000
1999 10  367.800 -99     2   4.500 -99  1.000000  0.000000
1999 11  371.900 -99     1 -999999 -99  1.000000  0.000000
1999 12  372.700 -99     2   0.100 -99  1.000000  0.000000
2000 01  374.700 -99     1 -999999 -99  1.000000  0.000000
2000 02  374.900 -99     1 -999999 -99  1.000000  0.000000
2000 03  376.400 -99     2   2.100 -99  1.000000  0.000000
2000 04  377.900 -99     3   2.400 -99  1.000000  0.000000
2000 05  375.800 -99     2   0.700 -99  1.000000  0.000000
2000 06  370.500 -99     3   3.100 -99  1.000000  0.000000
2000 07  364.500 -99     3   4.600 -99  1.000000  0.000000
2000 08  356.300 -99     2   0.800 -99  1.000000  0.000000
2000 09  365.300 -99     3   6.500 -99  1.000000  0.000000
2000 10  370.800 -99     1 -999999 -99  1.000000  0.000000
2000 11  374.800 -99     1 -999999 -99  1.000000  0.000000
2000 12  376.300 -99     2   0.600 -99  1.000000  0.000000
2001 01  382.900 -99     1 -999999 -99  1.000000  0.000000
2001 02  376.900 -99     2   4.800 -99  1.000000  0.000000
2001 03  379.800 -99     4   2.600 -99  1.000000  0.000000
2001 04  377.500 -99     3   1.200 -99  1.000000  0.000000
2001 05  376.500 -99     3   1.000 -99  1.000000  0.000000
2001 06  372.500 -99     3   3.800 -99  1.000000  0.000000
2001 07  363.600 -99     3   3.200 -99  1.000000  0.000000
2001 08  358.700 -99     2   2.000 -99  1.000000  0.000000
2001 09  366.400 -99     2   2.500 -99  1.000000  0.000000
2001 10  370.300 -99     2   2.800 -99  1.000000  0.000000
2001 11  376.000 -99     3   5.800 -99  1.000000  0.000000
2001 12  378.800 -99     1 -999999 -99  1.000000  0.000000
2002 01  380.100 -99     3   4.400 -99  1.000000  0.000000
2002 02  386.000 -99     1 -999999 -99  1.000000  0.000000
2002 03  379.500 -99     3   2.300 -99  1.000000  0.000000
2002 04  379.100 -99     4   0.900 -99  1.000000  0.000000
2002 05  377.000 -99     3   0.800 -99  1.000000  0.000000
2002 06  374.300 -99     3   2.200 -99  1.000000  0.000000
2002 07  367.900 -99     2   2.100 -99  1.000000  0.000000
2002 08  363.900 -99     4   3.400 -99  1.000000  0.000000
2002 09  366.700 -99     4   3.100 -99  1.000000  0.000000
2002 10 -9999999 -99 -9999 -999999 -99  1.000000  0.000000
2002 11  378.700 -99     3   1.700 -99  1.000000  0.000000
2002 12  377.500 -99     4   2.200 -99  1.000000  0.000000
2003 01  380.280 -99     4   2.700 -99  1.000000  0.000000
2003 02  380.300 -99     4   3.000 -99  1.000000  0.000000
