REM01  EXPLANATORY 25-LINE FOR THE MONTHLY DATA
REM02  FILENAME: co2_ber_surface-flask_46_9999-9999_monthly.txt
REM03  STATION: Bering Island
REM04  CATEGORY: GAW Regional
REM05  COUNTRY/TERRITORY: Russian Federation
REM06  SUBMITTED BY: MGO
REM07  LATITUDE:   55 12' N
REM08  LONGITUDE: 165 59' E
REM09  ALTITUDE:       13 m
REM10  RATIO: 1.000000 0.000000
REM11  PARAMETER: CO2
REM12  COVERING PERIOD: July 1986 - January 1994
REM13  UNIT: ppm
REM14  ANALYSIS: NDIR(1986-07-01 - 1994-01-01)
REM15  SAMPLING TYPE: surface-flask
REM16  CLASSIFICATION: Background observation
REM17  CALIBRATION: WMO CO2 X1987(1986-07-01 - 1994-01-01)
REM18  TABLENAME: BER255N046fz
REM19  CALCULATION: contributor
REM20  REGISTRATION: 2018-06-29
REM21
REM22  COMMENT: Dataset was made using the former WDCGG data file
REM23
REM24 M      CO2   V    ND      SD   F   RATIO_A   RATIO_B
REM25        ppm
1986 07  337.500 -99     2   0.100 -99  1.000000  0.000000
1986 08  336.900 -99     2   3.200 -99  1.000000  0.000000
1986 09  345.300 -99     2   0.100 -99  1.000000  0.000000
1986 10  349.400 -99     4   2.500 -99  1.000000  0.000000
1986 11  351.800 -99     1 -999999 -99  1.000000  0.000000
1986 12  354.900 -99     1 -999999 -99  1.000000  0.000000
1987 01  353.200 -99     2   0.100 -99  1.000000  0.000000
1987 02  353.700 -99     1 -999999 -99  1.000000  0.000000
1987 03  355.100 -99     1 -999999 -99  1.000000  0.000000
1987 04  357.000 -99     2   1.600 -99  1.000000  0.000000
1987 05  359.000 -99     1 -999999 -99  1.000000  0.000000
1987 06  354.000 -99     2   2.900 -99  1.000000  0.000000
1987 07  343.000 -99     2   1.200 -99  1.000000  0.000000
1987 08  336.200 -99     1 -999999 -99  1.000000  0.000000
1987 09  340.100 -99     2   2.300 -99  1.000000  0.000000
1988 01  358.700 -99     1 -999999 -99  1.000000  0.000000
1988 02  357.900 -99     1 -999999 -99  1.000000  0.000000
1988 03  357.600 -99     1 -999999 -99  1.000000  0.000000
1988 04  356.800 -99     2   2.800 -99  1.000000  0.000000
1988 05  358.400 -99     1 -999999 -99  1.000000  0.000000
1988 07  345.100 -99     3   2.900 -99  1.000000  0.000000
1988 08  343.600 -99     5   2.600 -99  1.000000  0.000000
1988 10  355.600 -99     1 -999999 -99  1.000000  0.000000
1988 11  357.300 -99     1 -999999 -99  1.000000  0.000000
1988 12  359.300 -99     1 -999999 -99  1.000000  0.000000
1989 01  357.800 -99     2   1.500 -99  1.000000  0.000000
1989 02  360.400 -99     3   0.500 -99  1.000000  0.000000
1989 03  359.000 -99     3   0.400 -99  1.000000  0.000000
1989 04  360.800 -99     1 -999999 -99  1.000000  0.000000
1989 05  361.100 -99     3   0.400 -99  1.000000  0.000000
1989 06  356.300 -99     3   1.700 -99  1.000000  0.000000
1989 07  345.900 -99     2   1.000 -99  1.000000  0.000000
1989 08  344.800 -99     1 -999999 -99  1.000000  0.000000
1989 09  349.500 -99     2   2.400 -99  1.000000  0.000000
1989 10  355.600 -99     3   1.900 -99  1.000000  0.000000
1989 11  356.800 -99     3   1.500 -99  1.000000  0.000000
1990 02  363.200 -99     2   4.000 -99  1.000000  0.000000
1990 03  361.000 -99     4   0.400 -99  1.000000  0.000000
1990 04  362.100 -99     4   0.600 -99  1.000000  0.000000
1990 05  361.300 -99     3   1.200 -99  1.000000  0.000000
1990 06  354.200 -99     5   4.400 -99  1.000000  0.000000
1990 07  347.900 -99     4   1.900 -99  1.000000  0.000000
1990 08  342.000 -99     4   1.700 -99  1.000000  0.000000
1990 10  356.300 -99     2   1.900 -99  1.000000  0.000000
1990 11  359.300 -99     4   1.400 -99  1.000000  0.000000
1990 12  360.600 -99     2   1.200 -99  1.000000  0.000000
1991 01  360.300 -99     2   0.500 -99  1.000000  0.000000
1991 02  361.000 -99     2   0.900 -99  1.000000  0.000000
1991 03  362.400 -99     4   1.200 -99  1.000000  0.000000
1991 04  363.700 -99     2   0.400 -99  1.000000  0.000000
1991 05  363.400 -99     3   0.700 -99  1.000000  0.000000
1991 06  357.500 -99     4   1.500 -99  1.000000  0.000000
1991 07  350.300 -99     3   3.800 -99  1.000000  0.000000
1991 08  346.300 -99     4   4.300 -99  1.000000  0.000000
1991 09  349.000 -99     2   4.200 -99  1.000000  0.000000
