REM01  EXPLANATORY 25-LINE FOR THE MONTHLY DATA
REM02  FILENAME: co2_sis_surface-flask_16_9999-9999_monthly.txt
REM03  STATION: Lerwick
REM04  CATEGORY: GAW Regional
REM05  COUNTRY/TERRITORY: United Kingdom of Great Britain and Northern Ireland
REM06  SUBMITTED BY: CSIRO
REM07  LATITUDE:   60 08' N
REM08  LONGITUDE:   1 11' W
REM09  ALTITUDE:       84 m
REM10  RATIO: 1.000000 0.000000
REM11  PARAMETER: CO2
REM12  COVERING PERIOD: November 1992 - December 2003
REM13  UNIT: ppm
REM14  ANALYSIS: Gas chromatography (FID)(1992-11-01 - 2003-12-01)
REM15  SAMPLING TYPE: surface-flask
REM16  CLASSIFICATION: Background observation
REM17  CALIBRATION: WMO CO2 X2007(1992-11-01 - 2003-12-01)
REM18  TABLENAME: SIS660N016fz
REM19  CALCULATION: contributor
REM20  REGISTRATION: 2018-10-18
REM21
REM22  COMMENT: Dataset was made from entire historical data provided from contributor from 2018 new WDCGG website open onward
REM23
REM24 M      CO2   V    ND      SD   F   RATIO_A   RATIO_B
REM25        ppm
1992 11  357.395 -99     4   0.804 -99  1.000000  0.000000
1992 12  358.910 -99     1   0.262 -99  1.000000  0.000000
1993 01  359.375 -99     1   0.152 -99  1.000000  0.000000
1993 02  360.455 -99     1   0.465 -99  1.000000  0.000000
1993 03  361.912 -99     2   0.464 -99  1.000000  0.000000
1993 04  361.876 -99     2   1.010 -99  1.000000  0.000000
1993 05  361.674 -99     0   0.058 -99  1.000000  0.000000
1993 06  359.392 -99     1   1.655 -99  1.000000  0.000000
1993 07  351.447 -99     2   3.333 -99  1.000000  0.000000
1993 08  346.857 -99     1   0.315 -99  1.000000  0.000000
1993 09  349.211 -99     1   1.129 -99  1.000000  0.000000
1993 10  353.351 -99     1   1.268 -99  1.000000  0.000000
1993 11  357.391 -99     0   1.068 -99  1.000000  0.000000
1993 12  360.543 -99     3   1.288 -99  1.000000  0.000000
1994 01  362.013 -99     3   1.045 -99  1.000000  0.000000
1994 02  362.181 -99     1   0.135 -99  1.000000  0.000000
1994 03  363.140 -99     3   0.636 -99  1.000000  0.000000
1994 04  363.191 -99     2   0.322 -99  1.000000  0.000000
1994 05  361.769 -99     0   0.454 -99  1.000000  0.000000
1994 06  359.378 -99     6   1.441 -99  1.000000  0.000000
1994 07  353.914 -99     2   2.076 -99  1.000000  0.000000
1994 08  349.240 -99     3   1.001 -99  1.000000  0.000000
1994 09  350.538 -99     1   1.281 -99  1.000000  0.000000
1994 10  356.204 -99     3   1.958 -99  1.000000  0.000000
1994 11  360.402 -99     4   1.766 -99  1.000000  0.000000
1994 12  362.019 -99     2   0.465 -99  1.000000  0.000000
1995 01  363.654 -99     1   0.387 -99  1.000000  0.000000
1995 02  364.265 -99     1   0.060 -99  1.000000  0.000000
1995 03 -9999999 -99 -9999 -999999 -99  1.000000  0.000000
1995 04 -9999999 -99 -9999 -999999 -99  1.000000  0.000000
1995 05 -9999999 -99 -9999 -999999 -99  1.000000  0.000000
1995 06  361.057 -99     3   1.689 -99  1.000000  0.000000
1995 07  355.373 -99     0   1.653 -99  1.000000  0.000000
1995 08  351.993 -99     2   0.598 -99  1.000000  0.000000
1995 09  353.841 -99     0   1.143 -99  1.000000  0.000000
1995 10  358.175 -99     0   1.234 -99  1.000000  0.000000
1995 11  361.464 -99     1   0.744 -99  1.000000  0.000000
1995 12  363.909 -99     0   0.705 -99  1.000000  0.000000
1996 01  365.673 -99     0   0.268 -99  1.000000  0.000000
1996 02  365.834 -99     4   0.690 -99  1.000000  0.000000
1996 03  366.177 -99     2   0.900 -99  1.000000  0.000000
1996 04  366.802 -99     1   0.063 -99  1.000000  0.000000
1996 05  366.257 -99     1   0.320 -99  1.000000  0.000000
1996 06  364.270 -99     1   0.974 -99  1.000000  0.000000
1996 07  359.153 -99     2   1.925 -99  1.000000  0.000000
1996 08  354.117 -99     0   0.759 -99  1.000000  0.000000
1996 09  355.361 -99     0   1.268 -99  1.000000  0.000000
1996 10  360.344 -99     1   1.429 -99  1.000000  0.000000
1996 11  364.162 -99     0   0.859 -99  1.000000  0.000000
1996 12  366.478 -99     0   0.465 -99  1.000000  0.000000
1997 01  367.029 -99     2   1.424 -99  1.000000  0.000000
1997 02  367.046 -99     2   0.182 -99  1.000000  0.000000
1997 03  368.018 -99     2   0.741 -99  1.000000  0.000000
1997 04  368.650 -99     1   0.059 -99  1.000000  0.000000
1997 05  368.272 -99     3   1.630 -99  1.000000  0.000000
