REM01  EXPLANATORY 25-LINE FOR THE MONTHLY DATA
REM02  FILENAME: co2_stc_surface-flask_46_9999-9999_monthly.txt
REM03  STATION: Ocean Station Charlie
REM04  CATEGORY: GAW Regional
REM05  COUNTRY/TERRITORY: United States of America
REM06  SUBMITTED BY: MGO
REM07  LATITUDE:   54 00' N
REM08  LONGITUDE:  35 00' W
REM09  ALTITUDE:        0 m
REM10  RATIO: 1.000000 0.000000
REM11  PARAMETER: CO2
REM12  COVERING PERIOD: January 1986 - October 1990
REM13  UNIT: ppm
REM14  ANALYSIS: NDIR(1986-01-01 - 1990-10-01)
REM15  SAMPLING TYPE: surface-flask
REM16  CLASSIFICATION: Background observation
REM17  CALIBRATION: WMO CO2 X1987(1986-01-01 - 1990-10-01)
REM18  TABLENAME: STC654N046fz
REM19  CALCULATION: contributor
REM20  REGISTRATION: 2018-06-29
REM21
REM22  COMMENT: Dataset was made using the former WDCGG data file
REM23
REM24 M      CO2   V    ND      SD   F   RATIO_A   RATIO_B
REM25        ppm
1986 01  351.900 -99     5 -999999 -99  1.000000  0.000000
1986 02  350.200 -99     7 -999999 -99  1.000000  0.000000
1986 03  351.800 -99     7 -999999 -99  1.000000  0.000000
1986 04  354.800 -99     7 -999999 -99  1.000000  0.000000
1986 05  355.300 -99     4 -999999 -99  1.000000  0.000000
1986 06  353.300 -99     7 -999999 -99  1.000000  0.000000
1986 07  343.500 -99     6 -999999 -99  1.000000  0.000000
1986 08  344.700 -99     3 -999999 -99  1.000000  0.000000
1986 09  343.300 -99     4 -999999 -99  1.000000  0.000000
1986 10  345.000 -99     3 -999999 -99  1.000000  0.000000
1986 11  349.300 -99     5 -999999 -99  1.000000  0.000000
1986 12  351.400 -99     5 -999999 -99  1.000000  0.000000
1987 01  353.200 -99     7 -999999 -99  1.000000  0.000000
1987 02  353.000 -99     3 -999999 -99  1.000000  0.000000
1987 03  352.800 -99     4 -999999 -99  1.000000  0.000000
1987 04  354.100 -99     4 -999999 -99  1.000000  0.000000
1987 05  354.200 -99     3 -999999 -99  1.000000  0.000000
1987 06  353.500 -99     1 -999999 -99  1.000000  0.000000
1987 07  347.400 -99     7 -999999 -99  1.000000  0.000000
1987 08  340.800 -99     6 -999999 -99  1.000000  0.000000
1987 09  344.900 -99     7 -999999 -99  1.000000  0.000000
1987 10  346.000 -99     5 -999999 -99  1.000000  0.000000
1987 11  351.100 -99     6 -999999 -99  1.000000  0.000000
1987 12  353.800 -99     5 -999999 -99  1.000000  0.000000
1988 01  357.200 -99     6 -999999 -99  1.000000  0.000000
1988 02  356.400 -99     3 -999999 -99  1.000000  0.000000
1988 03  356.600 -99     4 -999999 -99  1.000000  0.000000
1988 04  355.400 -99     3 -999999 -99  1.000000  0.000000
1988 05  356.200 -99     4 -999999 -99  1.000000  0.000000
1988 06  352.200 -99     3 -999999 -99  1.000000  0.000000
1988 07  350.800 -99     3 -999999 -99  1.000000  0.000000
1988 08  345.800 -99     4 -999999 -99  1.000000  0.000000
1988 09  345.000 -99     4 -999999 -99  1.000000  0.000000
1988 10  350.400 -99     4 -999999 -99  1.000000  0.000000
1988 11  352.300 -99     4 -999999 -99  1.000000  0.000000
1988 12  355.900 -99     4 -999999 -99  1.000000  0.000000
1989 01  357.100 -99     4 -999999 -99  1.000000  0.000000
1989 02  357.200 -99     4 -999999 -99  1.000000  0.000000
1989 03  357.800 -99     4 -999999 -99  1.000000  0.000000
1989 04  359.400 -99     4 -999999 -99  1.000000  0.000000
1989 05  356.200 -99     4 -999999 -99  1.000000  0.000000
1989 06  352.800 -99     4 -999999 -99  1.000000  0.000000
1989 07  352.900 -99     3 -999999 -99  1.000000  0.000000
1989 08  348.500 -99     4 -999999 -99  1.000000  0.000000
1989 09  348.300 -99     4 -999999 -99  1.000000  0.000000
1989 10  353.500 -99     4 -999999 -99  1.000000  0.000000
1989 11  354.100 -99     4 -999999 -99  1.000000  0.000000
1989 12  354.300 -99     4 -999999 -99  1.000000  0.000000
1990 01  355.700 -99     3 -999999 -99  1.000000  0.000000
1990 02  357.700 -99     3 -999999 -99  1.000000  0.000000
1990 03  358.800 -99     2 -999999 -99  1.000000  0.000000
1990 04  358.300 -99     2 -999999 -99  1.000000  0.000000
1990 05  358.400 -99     3 -999999 -99  1.000000  0.000000
1990 08  352.200 -99     4 -999999 -99  1.000000  0.000000
1990 09  355.300 -99     4 -999999 -99  1.000000  0.000000
1990 10  352.200 -99     3 -999999 -99  1.000000  0.000000
