REM01  EXPLANATORY 25-LINE FOR THE MONTHLY DATA
REM02  FILENAME: co2_brw_surface-flask_2_3001-9999_monthly.txt
REM03  STATION: Barrow (AK)
REM04  CATEGORY: GAW Global
REM05  COUNTRY/TERRITORY: United States of America
REM06  SUBMITTED BY: NOAA
REM07  LATITUDE:   71 19' N
REM08  LONGITUDE: 156 37' W
REM09  ALTITUDE:       11 m
REM10  RATIO: 1.000000 0.000000
REM11  PARAMETER: CO2
REM12  COVERING PERIOD: May 1971 - December 2017
REM13  UNIT: ppm
REM14  ANALYSIS: NDIR(1971-05-01 - 2017-12-01)
REM15  SAMPLING TYPE: surface-flask
REM16  CLASSIFICATION: Background observation
REM17  CALIBRATION: WMO CO2 X2007(1971-05-01 - 2017-12-01)
REM18  TABLENAME: BRW471N002f1
REM19  CALCULATION: contributor
REM20  REGISTRATION: 2018-09-25
REM21
REM22  COMMENT: Dataset was made from entire historical data provided from contributor from 2018 new WDCGG website open onward
REM23
REM24 M      CO2   V    ND      SD   F   RATIO_A   RATIO_B
REM25        ppm
1971 05  332.340 -99 -9999 -999999 -99  1.000000  0.000000
1971 06  330.290 -99 -9999 -999999 -99  1.000000  0.000000
1971 07  323.780 -99 -9999 -999999 -99  1.000000  0.000000
1971 08  317.710 -99 -9999 -999999 -99  1.000000  0.000000
1971 09  318.740 -99 -9999 -999999 -99  1.000000  0.000000
1971 10  322.790 -99 -9999 -999999 -99  1.000000  0.000000
1971 11  327.230 -99 -9999 -999999 -99  1.000000  0.000000
1971 12  331.040 -99 -9999 -999999 -99  1.000000  0.000000
1972 01  333.480 -99 -9999 -999999 -99  1.000000  0.000000
1972 02  334.180 -99 -9999 -999999 -99  1.000000  0.000000
1972 03  334.120 -99 -9999 -999999 -99  1.000000  0.000000
1972 04  334.510 -99 -9999 -999999 -99  1.000000  0.000000
1972 05  335.570 -99 -9999 -999999 -99  1.000000  0.000000
1972 06  333.530 -99 -9999 -999999 -99  1.000000  0.000000
1972 07  324.890 -99 -9999 -999999 -99  1.000000  0.000000
1972 08  318.780 -99 -9999 -999999 -99  1.000000  0.000000
1972 09  321.860 -99 -9999 -999999 -99  1.000000  0.000000
1972 10  327.080 -99 -9999 -999999 -99  1.000000  0.000000
1972 11  330.510 -99 -9999 -999999 -99  1.000000  0.000000
1972 12  333.370 -99 -9999 -999999 -99  1.000000  0.000000
1973 01  334.670 -99 -9999 -999999 -99  1.000000  0.000000
1973 02  335.350 -99 -9999 -999999 -99  1.000000  0.000000
1973 03  336.450 -99 -9999 -999999 -99  1.000000  0.000000
1973 04  336.940 -99 -9999 -999999 -99  1.000000  0.000000
1973 05  336.540 -99 -9999 -999999 -99  1.000000  0.000000
1973 06  334.280 -99 -9999 -999999 -99  1.000000  0.000000
1973 07  327.830 -99 -9999 -999999 -99  1.000000  0.000000
1973 08  322.730 -99    23   0.840 ...  1.000000  0.000000
1973 09  324.720 -99    28   1.800 ...  1.000000  0.000000
1973 10  329.880 -99    29   2.770 ...  1.000000  0.000000
1973 11  333.610 -99    27   0.770 ...  1.000000  0.000000
1973 12  334.600 -99    30   1.600 ...  1.000000  0.000000
1974 01  337.510 -99    20   1.350 ...  1.000000  0.000000
1974 02  336.870 -99    19   0.770 ...  1.000000  0.000000
1974 03  337.470 -99    29   0.360 ...  1.000000  0.000000
1974 04  337.880 -99    15   0.290 ...  1.000000  0.000000
1974 05  337.700 -99    29   0.270 ...  1.000000  0.000000
1974 06  336.790 -99    29   0.740 ...  1.000000  0.000000
1974 07  332.440 -99    23   2.470 ...  1.000000  0.000000
1974 08  324.290 -99    21   0.840 ...  1.000000  0.000000
1974 09  325.160 -99    23   1.440 ...  1.000000  0.000000
1974 10  329.720 -99    29   1.970 ...  1.000000  0.000000
1974 11  332.950 -99    28   1.120 ...  1.000000  0.000000
1974 12  336.040 -99    30   1.500 ...  1.000000  0.000000
1975 01  337.630 -99    30   0.720 ...  1.000000  0.000000
1975 02  337.830 -99    16   1.630 ...  1.000000  0.000000
1975 03  338.010 -99    26   0.410 ...  1.000000  0.000000
1975 04  338.610 -99    30   0.340 ...  1.000000  0.000000
1975 05  338.920 -99    11   0.700 ...  1.000000  0.000000
1975 06  336.230 -99    27   0.960 ...  1.000000  0.000000
1975 07  329.040 -99    14   1.360 ...  1.000000  0.000000
1975 08  324.370 -99    23   1.960 ...  1.000000  0.000000
1975 09  324.340 -99    25   1.820 ...  1.000000  0.000000
1975 10  328.570 -99    27   1.450 ...  1.000000  0.000000
1975 11  333.710 -99    22   1.330 ...  1.000000  0.000000
1975 12  335.960 -99    27   0.760 ...  1.000000  0.000000
1976 01  336.420 -99    25   1.310 ...  1.000000  0.000000
1976 02  336.080 -99    10   0.470 ...  1.000000  0.000000
1976 03  337.140 -99    13   0.600 ...  1.000000  0.000000
1976 04  337.430 -99     9   0.450 ...  1.000000  0.000000
1976 05  336.710 -99    29   2.360 ...  1.000000  0.000000
1976 06  336.210 -99    28   0.360 ...  1.000000  0.000000
1976 07  331.070 -99    28   2.720 ...  1.000000  0.000000
1976 08  323.690 -99    22   1.400 ...  1.000000  0.000000
1976 09  325.020 -99    25   1.600 ...  1.000000  0.000000
1976 10  329.730 -99    26   1.910 ...  1.000000  0.000000
1976 11  334.020 -99    30   1.330 ...  1.000000  0.000000
1976 12  336.510 -99    28   0.850 ...  1.000000  0.000000
1977 01  336.840 -99    31   0.920 ...  1.000000  0.000000
1977 02  336.850 -99    24   0.670 ...  1.000000  0.000000
1977 03  338.230 -99    30   0.840 ...  1.000000  0.000000
1977 04  339.150 -99    29   0.500 ...  1.000000  0.000000
1977 05  339.430 -99    30   0.320 ...  1.000000  0.000000
