REM01  EXPLANATORY 25-LINE FOR THE MONTHLY DATA
REM02  FILENAME: co2_puy_surface-insitu_45_9999-9999_monthly.txt
REM03  STATION: Puy de Dôme
REM04  CATEGORY: GAW Global
REM05  COUNTRY/TERRITORY: France
REM06  SUBMITTED BY: LSCE
REM07  LATITUDE:   45 46' N
REM08  LONGITUDE:   2 58' E
REM09  ALTITUDE:     1465 m
REM10  RATIO: 1.000000 0.000000
REM11  PARAMETER: CO2
REM12  COVERING PERIOD: January 2000 - December 2010
REM13  UNIT: ppm
REM14  ANALYSIS: Unknown
REM15  SAMPLING TYPE: surface-insitu
REM16  CLASSIFICATION: Background observation
REM17  CALIBRATION: WMO CO2 X2001(2000-01-01 - 2010-12-31)
REM18  TABLENAME: PUY645N045iz
REM19  CALCULATION: contributor
REM20  REGISTRATION: 2018-09-17
REM21
REM22  COMMENT: Dataset was made using the former WDCGG data file
REM23
REM24 M      CO2   V    ND      SD   F   RATIO_A   RATIO_B
REM25        ppm
2000 01 -9999999 -99 -9999 -999999 -99  1.000000  0.000000
2000 02 -9999999 -99 -9999 -999999 -99  1.000000  0.000000
2000 03 -9999999 -99 -9999 -999999 -99  1.000000  0.000000
2000 04 -9999999 -99 -9999 -999999 -99  1.000000  0.000000
2000 05 -9999999 -99 -9999 -999999 -99  1.000000  0.000000
2000 06 -9999999 -99 -9999 -999999 -99  1.000000  0.000000
2000 07 -9999999 -99 -9999 -999999 -99  1.000000  0.000000
2000 08 -9999999 -99 -9999 -999999 -99  1.000000  0.000000
2000 09 -9999999 -99 -9999 -999999 -99  1.000000  0.000000
2000 10 -9999999 -99 -9999 -999999 -99  1.000000  0.000000
2000 11  372.209 -99    23   0.973 -99  1.000000  0.000000
2000 12  375.554 -99    31   3.491 -99  1.000000  0.000000
2001 01 -9999999 -99 -9999 -999999 -99  1.000000  0.000000
2001 02 -9999999 -99 -9999 -999999 -99  1.000000  0.000000
2001 03 -9999999 -99 -9999 -999999 -99  1.000000  0.000000
2001 04  375.543 -99    18   1.523 -99  1.000000  0.000000
2001 05  370.302 -99    25   5.693 -99  1.000000  0.000000
2001 06  367.487 -99    25   3.782 -99  1.000000  0.000000
2001 07  364.485 -99    27   3.354 -99  1.000000  0.000000
2001 08  364.578 -99    26   3.510 -99  1.000000  0.000000
2001 09  364.322 -99    30   3.665 -99  1.000000  0.000000
2001 10  369.955 -99    26   1.749 -99  1.000000  0.000000
2001 11  374.890 -99    27   2.287 -99  1.000000  0.000000
2001 12  377.459 -99    31   2.400 -99  1.000000  0.000000
2002 01  376.350 -99    17   1.310 -99  1.000000  0.000000
2002 02  377.946 -99    27   3.044 -99  1.000000  0.000000
2002 03  377.563 -99    31   1.878 -99  1.000000  0.000000
2002 04  376.269 -99    29   2.641 -99  1.000000  0.000000
2002 05  373.372 -99    29   2.800 -99  1.000000  0.000000
2002 06  370.103 -99    30   3.825 -99  1.000000  0.000000
2002 07  367.202 -99    31   3.158 -99  1.000000  0.000000
2002 08  367.446 -99    27   4.150 -99  1.000000  0.000000
2002 09  367.513 -99    18   2.684 -99  1.000000  0.000000
2002 10  372.546 -99    26   3.509 -99  1.000000  0.000000
2002 11  375.415 -99    29   1.550 -99  1.000000  0.000000
2002 12  380.312 -99    31   4.626 -99  1.000000  0.000000
2003 01  381.727 -99    31   3.895 -99  1.000000  0.000000
2003 02  379.728 -99     4   1.136 -99  1.000000  0.000000
2003 03  379.461 -99    21   1.820 -99  1.000000  0.000000
2003 04  379.920 -99    29   2.091 -99  1.000000  0.000000
2003 05  375.501 -99    31   4.059 -99  1.000000  0.000000
2003 06  375.152 -99    24   3.547 -99  1.000000  0.000000
2003 07  370.619 -99    21   3.435 -99  1.000000  0.000000
2003 08 -9999999 -99 -9999 -999999 -99  1.000000  0.000000
2003 09  371.915 -99    28   1.850 -99  1.000000  0.000000
2003 10  375.457 -99    27   2.454 -99  1.000000  0.000000
2003 11  379.215 -99    16   3.003 -99  1.000000  0.000000
2003 12  381.173 -99    31   2.545 -99  1.000000  0.000000
2004 01  382.477 -99    31   3.459 -99  1.000000  0.000000
2004 02  384.311 -99    29   3.808 -99  1.000000  0.000000
2004 03  384.904 -99    31   2.782 -99  1.000000  0.000000
2004 04  382.146 -99    30   1.536 -99  1.000000  0.000000
2004 05  378.648 -99    27   2.521 -99  1.000000  0.000000
2004 06  376.702 -99    29   3.440 -99  1.000000  0.000000
2004 07  374.476 -99    31   5.322 -99  1.000000  0.000000
2004 08  368.961 -99    21   3.648 -99  1.000000  0.000000
2004 09  370.491 -99    30   2.866 -99  1.000000  0.000000
2004 10  375.818 -99    30   2.235 -99  1.000000  0.000000
2004 11  381.546 -99    30   3.331 -99  1.000000  0.000000
2004 12  382.847 -99    31   3.201 -99  1.000000  0.000000
2005 01  381.602 -99    14   1.650 -99  1.000000  0.000000
2005 02  394.125 -99    14   4.147 -99  1.000000  0.000000
2005 03  385.856 -99    31   4.270 -99  1.000000  0.000000
2005 04  383.769 -99    30   1.831 -99  1.000000  0.000000
2005 05  379.983 -99    31   3.350 -99  1.000000  0.000000
2005 06  377.307 -99    23   3.366 -99  1.000000  0.000000
2005 07 -9999999 -99 -9999 -999999 -99  1.000000  0.000000
2005 08  371.150 -99    29   2.847 -99  1.000000  0.000000
2005 09  375.579 -99    30   3.701 -99  1.000000  0.000000
2005 10  379.459 -99    31   2.823 -99  1.000000  0.000000
2005 11  385.859 -99    30   6.487 -99  1.000000  0.000000
2005 12  388.367 -99    31   4.850 -99  1.000000  0.000000
2006 01  389.505 -99    31   4.505 -99  1.000000  0.000000
2006 02  389.079 -99    28   3.099 -99  1.000000  0.000000
2006 03  388.815 -99    31   2.685 -99  1.000000  0.000000
2006 04  385.250 -99    25   2.395 -99  1.000000  0.000000
2006 05  382.789 -99    26   2.506 -99  1.000000  0.000000
2006 06  378.704 -99    28   2.893 -99  1.000000  0.000000
2006 07  378.047 -99    27   2.881 -99  1.000000  0.000000
2006 08  374.091 -99     5   3.112 -99  1.000000  0.000000
2006 09  377.198 -99    24   3.548 -99  1.000000  0.000000
2006 10  380.523 -99    29   2.518 -99  1.000000  0.000000
2006 11  384.075 -99    28   1.725 -99  1.000000  0.000000
2006 12  385.706 -99    29   2.332 -99  1.000000  0.000000
2007 01  387.859 -99    29   2.480 -99  1.000000  0.000000
2007 02  388.102 -99    28   1.457 -99  1.000000  0.000000
2007 03  389.030 -99    31   2.836 -99  1.000000  0.000000
2007 04  384.514 -99    28   2.669 -99  1.000000  0.000000
2007 05  383.355 -99    31   3.807 -99  1.000000  0.000000
2007 06  379.447 -99    30   3.131 -99  1.000000  0.000000
2007 07  376.876 -99    27   3.457 -99  1.000000  0.000000
2007 08  375.655 -99    28   3.604 -99  1.000000  0.000000
2007 09  377.076 -99    25   4.023 -99  1.000000  0.000000
2007 10  386.813 -99    29   4.234 -99  1.000000  0.000000
2007 11  390.004 -99    15   2.482 -99  1.000000  0.000000
2007 12  389.721 -99    29   2.427 -99  1.000000  0.000000
2008 01  389.825 -99    29   1.880 -99  1.000000  0.000000
2008 02  390.449 -99    15   1.562 -99  1.000000  0.000000
2008 03  391.369 -99    25   1.053 -99  1.000000  0.000000
2008 04  391.174 -99    30   1.838 -99  1.000000  0.000000
2008 05  385.707 -99    31   4.113 -99  1.000000  0.000000
2008 06  383.460 -99    26   3.458 -99  1.000000  0.000000
2008 07  379.678 -99    24   4.238 -99  1.000000  0.000000
2008 08  376.446 -99    31   3.359 -99  1.000000  0.000000
2008 09  379.092 -99    19   1.779 -99  1.000000  0.000000
2008 10  384.748 -99    25   2.942 -99  1.000000  0.000000
2008 11  391.174 -99    30   4.527 -99  1.000000  0.000000
2008 12  392.975 -99    31   2.654 -99  1.000000  0.000000
2009 01  393.056 -99    25   3.629 -99  1.000000  0.000000
2009 02  394.510 -99    28   2.560 -99  1.000000  0.000000
2009 03  393.561 -99    31   1.518 -99  1.000000  0.000000
2009 04  392.523 -99    29   2.763 -99  1.000000  0.000000
2009 05  387.714 -99    27   3.426 -99  1.000000  0.000000
2009 06  382.466 -99    21   4.511 -99  1.000000  0.000000
2009 07  381.474 -99    28   3.799 -99  1.000000  0.000000
2009 08  375.323 -99    12   2.606 -99  1.000000  0.000000
2009 09  382.770 -99    25   4.983 -99  1.000000  0.000000
2009 10  386.355 -99    28   2.478 -99  1.000000  0.000000
2009 11  390.310 -99    25   2.187 -99  1.000000  0.000000
2009 12  395.232 -99    23   4.641 -99  1.000000  0.000000
2010 01 -9999999 -99 -9999 -999999 -99  1.000000  0.000000
2010 02  396.211 -99     2   1.613 -99  1.000000  0.000000
2010 03  399.305 -99    31   3.460 -99  1.000000  0.000000
2010 04  396.957 -99    25   3.447 -99  1.000000  0.000000
2010 05  393.380 -99    31   3.730 -99  1.000000  0.000000
2010 06  387.853 -99    29   4.801 -99  1.000000  0.000000
2010 07  385.101 -99    31   3.585 -99  1.000000  0.000000
2010 08  382.892 -99    29   3.187 -99  1.000000  0.000000
2010 09  383.491 -99    29   3.614 -99  1.000000  0.000000
2010 10  390.609 -99    31   3.459 -99  1.000000  0.000000
2010 11  395.778 -99    30   4.324 -99  1.000000  0.000000
2010 12  396.584 -99    31   4.729 -99  1.000000  0.000000
