REM01  EXPLANATORY 25-LINE FOR THE MONTHLY DATA
REM02  FILENAME: co2_zug_surface-insitu_71_9999-9999_monthly.txt
REM03  STATION: Zugspitze-Gipfel
REM04  CATEGORY: GAW Global
REM05  COUNTRY/TERRITORY: Germany
REM06  SUBMITTED BY: UBAG
REM07  LATITUDE:   47 25' N
REM08  LONGITUDE:  10 59' E
REM09  ALTITUDE:     2962 m
REM10  RATIO: 1.000000 0.000000
REM11  PARAMETER: CO2
REM12  COVERING PERIOD: January 1995 - December 2001
REM13  UNIT: ppm
REM14  ANALYSIS: NDIR(1995-01-01 - 2001-12-01)
REM15  SAMPLING TYPE: surface-insitu
REM16  CLASSIFICATION: Background observation
REM17  CALIBRATION: WMO CO2 X1985(1995-01-01 - 2001-12-01)
REM18  TABLENAME: ZUG647N071iz
REM19  CALCULATION: contributor
REM20  REGISTRATION: 2018-07-11
REM21
REM22  COMMENT: Dataset was made using the former WDCGG data file
REM23
REM24 M      CO2   V    ND      SD   F   RATIO_A   RATIO_B
REM25        ppm
1995 01  361.460 -99    25   1.930   0  1.000000  0.000000
1995 02  362.280 -99    27   1.470   0  1.000000  0.000000
1995 03  363.200 -99    26   1.560   0  1.000000  0.000000
1995 04  364.280 -99    29   2.390   0  1.000000  0.000000
1995 05  361.290 -99    21   2.460   0  1.000000  0.000000
1995 06 -9999999 -99 -9999 -999999   3  1.000000  0.000000
1995 07  354.750 -99    22   2.450   0  1.000000  0.000000
1995 08  353.520 -99    31   1.970   0  1.000000  0.000000
1995 09  354.590 -99    30   2.880   0  1.000000  0.000000
1995 10  357.280 -99    27   1.300   0  1.000000  0.000000
1995 11  361.740 -99    23   1.440   0  1.000000  0.000000
1995 12  363.930 -99    31   3.090   0  1.000000  0.000000
1996 01  363.220 -99    31   1.120   0  1.000000  0.000000
1996 02  367.050 -99    26   3.950   0  1.000000  0.000000
1996 03  366.520 -99    31   2.480   0  1.000000  0.000000
1996 04  366.680 -99    30   2.110   0  1.000000  0.000000
1996 05  363.600 -99    26   1.480   0  1.000000  0.000000
1996 06  359.620 -99    28   3.030   0  1.000000  0.000000
1996 07  357.430 -99    23   2.180   0  1.000000  0.000000
1996 08  354.890 -99    31   1.900   0  1.000000  0.000000
1996 09  356.170 -99    30   3.630   0  1.000000  0.000000
1996 10  360.460 -99    31   2.680   0  1.000000  0.000000
1996 11  363.090 -99    26   2.930   0  1.000000  0.000000
1996 12  362.650 -99    24   2.020   0  1.000000  0.000000
1997 01  364.550 -99    30   1.560   0  1.000000  0.000000
1997 02  365.140 -99    28   0.930   0  1.000000  0.000000
1997 03  366.140 -99    31   1.620   0  1.000000  0.000000
1997 04  366.870 -99    27   0.990   0  1.000000  0.000000
1997 05  364.460 -99    29   1.840   0  1.000000  0.000000
1997 06  360.870 -99    30   1.720   0  1.000000  0.000000
1997 07  355.940 -99    28   2.510   0  1.000000  0.000000
1997 08  355.270 -99    31   1.600   0  1.000000  0.000000
1997 09  356.210 -99    26   1.620   0  1.000000  0.000000
1997 10  360.380 -99    30   1.180   0  1.000000  0.000000
1997 11  363.540 -99    30   1.010   0  1.000000  0.000000
1997 12  367.790 -99    31   4.160   0  1.000000  0.000000
1998 01  367.860 -99    29   2.160   0  1.000000  0.000000
1998 02  366.440 -99    27   1.520   0  1.000000  0.000000
1998 03  370.420 -99    30   2.390   0  1.000000  0.000000
1998 04  369.690 -99    27   0.970   0  1.000000  0.000000
1998 05  366.230 -99    31   2.240   0  1.000000  0.000000
1998 06  364.920 -99    27   2.280   0  1.000000  0.000000
1998 07  362.460 -99    25   2.100   0  1.000000  0.000000
1998 08  361.600 -99    20   1.720   0  1.000000  0.000000
1998 09  362.060 -99    23   1.670   0  1.000000  0.000000
1998 10  366.320 -99    23   1.100   0  1.000000  0.000000
1998 11  369.550 -99    26   2.430   0  1.000000  0.000000
1998 12  370.280 -99    27   1.750   0  1.000000  0.000000
1999 01  370.650 -99    30   2.910   0  1.000000  0.000000
1999 02  372.460 -99    21   1.960   0  1.000000  0.000000
1999 03  372.840 -99    26   1.880   0  1.000000  0.000000
1999 04  372.710 -99    23   0.970   0  1.000000  0.000000
1999 05  370.240 -99    29   1.320   0  1.000000  0.000000
1999 06  365.530 -99    24   2.690   0  1.000000  0.000000
1999 07 -9999999 -99 -9999 -999999   3  1.000000  0.000000
1999 08  362.490 -99    29   2.210   0  1.000000  0.000000
1999 09  363.370 -99    25   1.670   0  1.000000  0.000000
1999 10  365.960 -99    24   1.740   0  1.000000  0.000000
1999 11 -9999999 -99 -9999 -999999   3  1.000000  0.000000
1999 12 -9999999 -99 -9999 -999999   3  1.000000  0.000000
2000 01 -9999999 -99 -9999 -999999   3  1.000000  0.000000
2000 02 -9999999 -99 -9999 -999999   3  1.000000  0.000000
2000 03 -9999999 -99 -9999 -999999   3  1.000000  0.000000
2000 04 -9999999 -99 -9999 -999999   3  1.000000  0.000000
2000 05 -9999999 -99 -9999 -999999   3  1.000000  0.000000
2000 06 -9999999 -99 -9999 -999999   3  1.000000  0.000000
2000 07 -9999999 -99 -9999 -999999   3  1.000000  0.000000
2000 08 -9999999 -99 -9999 -999999   3  1.000000  0.000000
2000 09 -9999999 -99 -9999 -999999   3  1.000000  0.000000
2000 10 -9999999 -99 -9999 -999999   3  1.000000  0.000000
2000 11 -9999999 -99 -9999 -999999   3  1.000000  0.000000
2000 12 -9999999 -99 -9999 -999999   3  1.000000  0.000000
2001 01 -9999999 -99 -9999 -999999   3  1.000000  0.000000
2001 02  375.910 -99    22   2.780   0  1.000000  0.000000
2001 03  375.370 -99    25   1.470   0  1.000000  0.000000
2001 04  375.530 -99    21   1.250   0  1.000000  0.000000
