REM01  EXPLANATORY 25-LINE FOR THE MONTHLY DATA
REM02  FILENAME: co2_hat_surface-insitu_53_9999-9999_monthly.txt
REM03  STATION: Hateruma Island
REM04  CATEGORY: GAW Other elements
REM05  COUNTRY/TERRITORY: Japan
REM06  SUBMITTED BY: NIES
REM07  LATITUDE:   24 03' N
REM08  LONGITUDE: 123 49' E
REM09  ALTITUDE:       10 m
REM10  RATIO: 1.000000 0.000000
REM11  PARAMETER: CO2
REM12  COVERING PERIOD: October 1993 - December 2002
REM13  UNIT: ppm
REM14  ANALYSIS: NDIR(1993-10-01 - 2002-12-01)
REM15  SAMPLING TYPE: surface-insitu
REM16  CLASSIFICATION: Unknown
REM17  CALIBRATION: NIES95(1993-10-01 - 2002-12-01)
REM18  TABLENAME: HAT224N053iz
REM19  CALCULATION: contributor
REM20  REGISTRATION: 2018-08-13
REM21
REM22  COMMENT: Dataset was made using the former WDCGG data file
REM23
REM24 M      CO2   V    ND      SD   F   RATIO_A   RATIO_B
REM25        ppm
1993 10  358.540 -99    15   0.770   9  1.000000  0.000000
1993 11  358.610 -99    29   1.430 -99  1.000000  0.000000
1993 12  361.110 -99    26   1.200 -99  1.000000  0.000000
1994 01  361.940 -99    31   1.270 -99  1.000000  0.000000
1994 02  362.930 -99    28   0.980 -99  1.000000  0.000000
1994 03  363.670 -99    31   0.990 -99  1.000000  0.000000
1994 04  363.610 -99    21   1.960 -99  1.000000  0.000000
1994 05  363.580 -99    31   1.840 -99  1.000000  0.000000
1994 06  360.720 -99    30   0.660 -99  1.000000  0.000000
1994 07  359.810 -99    30   1.000 -99  1.000000  0.000000
1994 08  358.000 -99    26   1.330 -99  1.000000  0.000000
1994 09  355.530 -99    30   1.430 -99  1.000000  0.000000
1994 10  358.540 -99    27   1.550 -99  1.000000  0.000000
1994 11  359.360 -99    17   1.440   9  1.000000  0.000000
1994 12  361.930 -99    10   0.700   9  1.000000  0.000000
1995 01  362.650 -99    31   0.950 -99  1.000000  0.000000
1995 02  363.830 -99    27   1.010 -99  1.000000  0.000000
1995 03  364.430 -99    31   1.040 -99  1.000000  0.000000
1995 04  364.610 -99    29   1.240 -99  1.000000  0.000000
1995 05  364.250 -99    31   0.900 -99  1.000000  0.000000
1995 06  362.790 -99    30   0.570 -99  1.000000  0.000000
1995 07  361.300 -99    31   0.690 -99  1.000000  0.000000
1995 08  359.450 -99    30   0.870 -99  1.000000  0.000000
1995 09  357.680 -99    25   1.310 -99  1.000000  0.000000
1995 10  360.360 -99    31   1.990 -99  1.000000  0.000000
1995 11  363.210 -99    30   1.410 -99  1.000000  0.000000
1995 12  363.960 -99    31   1.540 -99  1.000000  0.000000
1996 01  365.360 -99    31   1.430 -99  1.000000  0.000000
1996 02  366.670 -99    29   1.150 -99  1.000000  0.000000
1996 03  366.660 -99    31   1.580 -99  1.000000  0.000000
1996 04  367.810 -99    30   1.250 -99  1.000000  0.000000
1996 05  367.360 -99    31   2.090 -99  1.000000  0.000000
1996 06  365.290 -99    30   0.680 -99  1.000000  0.000000
1996 07  363.120 -99    30   1.700 -99  1.000000  0.000000
1996 08  360.770 -99    31   1.470 -99  1.000000  0.000000
1996 09  359.330 -99    30   1.320 -99  1.000000  0.000000
1996 10  360.770 -99    31   0.770 -99  1.000000  0.000000
1996 11  362.580 -99    30   1.620 -99  1.000000  0.000000
1996 12  365.140 -99    30   1.560 -99  1.000000  0.000000
1997 01  366.010 -99    31   1.310 -99  1.000000  0.000000
1997 02  367.570 -99    28   1.040 -99  1.000000  0.000000
1997 03  368.020 -99    31   1.300 -99  1.000000  0.000000
1997 04  368.310 -99    29   1.580 -99  1.000000  0.000000
1997 05  367.190 -99    31   1.010 -99  1.000000  0.000000
1997 06  364.030 -99    30   1.690 -99  1.000000  0.000000
1997 07  364.030 -99    27   0.840 -99  1.000000  0.000000
1997 08  362.760 -99    26   1.420 -99  1.000000  0.000000
1997 09  360.350 -99    30   1.590 -99  1.000000  0.000000
1997 10  362.870 -99    21   1.700 -99  1.000000  0.000000
1997 11  364.420 -99    29   1.710 -99  1.000000  0.000000
1997 12  366.620 -99    29   1.180 -99  1.000000  0.000000
1998 01  368.650 -99    29   1.760 -99  1.000000  0.000000
1998 02  369.490 -99    28   2.770 -99  1.000000  0.000000
1998 03  369.900 -99    31   1.280 -99  1.000000  0.000000
1998 04  369.080 -99    29   1.530 -99  1.000000  0.000000
1998 05  369.470 -99    21   0.980 -99  1.000000  0.000000
1998 06  369.270 -99    30   0.950 -99  1.000000  0.000000
1998 07  368.240 -99    31   0.870 -99  1.000000  0.000000
1998 08  365.880 -99    31   1.290 -99  1.000000  0.000000
1998 09  363.420 -99    30   2.000 -99  1.000000  0.000000
1998 10  366.080 -99    31   1.610 -99  1.000000  0.000000
1998 11  367.880 -99    25   1.170 -99  1.000000  0.000000
1998 12  369.820 -99    29   1.070 -99  1.000000  0.000000
1999 01  371.650 -99    31   1.210 -99  1.000000  0.000000
1999 02  371.970 -99    27   1.070 -99  1.000000  0.000000
1999 03  372.990 -99    31   2.160 -99  1.000000  0.000000
1999 04  373.290 -99    30   1.360 -99  1.000000  0.000000
1999 05  372.840 -99    31   1.070 -99  1.000000  0.000000
1999 06  370.330 -99    30   1.990 -99  1.000000  0.000000
1999 07  368.950 -99    31   1.070 -99  1.000000  0.000000
1999 08  367.400 -99    31   0.760 -99  1.000000  0.000000
1999 09  365.910 -99    30   0.680 -99  1.000000  0.000000
1999 10  367.290 -99    26   2.310 -99  1.000000  0.000000
1999 11  369.550 -99    20   1.220   9  1.000000  0.000000
1999 12  370.690 -99    31   1.200 -99  1.000000  0.000000
2000 01  372.590 -99    31   1.920 -99  1.000000  0.000000
2000 02  373.330 -99    29   1.250 -99  1.000000  0.000000
2000 03  374.070 -99    31   1.060 -99  1.000000  0.000000
2000 04  374.600 -99    30   1.580 -99  1.000000  0.000000
2000 05  373.480 -99    31   1.630 -99  1.000000  0.000000
2000 06  371.330 -99    30   0.930 -99  1.000000  0.000000
2000 07  369.720 -99    31   0.830 -99  1.000000  0.000000
2000 08  368.770 -99    12   0.540   9  1.000000  0.000000
2000 09  365.570 -99    25   0.920 -99  1.000000  0.000000
2000 10  368.190 -99    31   1.740 -99  1.000000  0.000000
2000 11  370.580 -99    30   1.640 -99  1.000000  0.000000
2000 12  372.890 -99    30   1.300 -99  1.000000  0.000000
