REM01  EXPLANATORY 25-LINE FOR THE MONTHLY DATA
REM02  FILENAME: co2_pdm_surface-flask_45_9999-9999_monthly.txt
REM03  STATION: Pic du Midi
REM04  CATEGORY: GAW Regional
REM05  COUNTRY/TERRITORY: France
REM06  SUBMITTED BY: LSCE
REM07  LATITUDE:   42 56' N
REM08  LONGITUDE:   0 08' E
REM09  ALTITUDE:     2877 m
REM10  RATIO: 1.000000 0.000000
REM11  PARAMETER: CO2
REM12  COVERING PERIOD: June 2001 - August 2010
REM13  UNIT: ppm
REM14  ANALYSIS: Unknown
REM15  SAMPLING TYPE: surface-flask
REM16  CLASSIFICATION: Unknown
REM17  CALIBRATION: WMO CO2 X2001(2001-06-01 - 2010-08-01)
REM18  TABLENAME: PDM642N045fz
REM19  CALCULATION: wdcgg
REM20  REGISTRATION: 2018-09-17
REM21
REM22  COMMENT: Dataset was made using the former WDCGG data file
REM23
REM24 M      CO2   V    ND      SD   F   RATIO_A   RATIO_B
REM25        ppm
2001 06  374.151 -99     4   4.406 -99  1.000000  0.000000
2001 07  368.380 -99     4   0.964 -99  1.000000  0.000000
2001 08  364.053 -99     3   3.620 -99  1.000000  0.000000
2001 09  364.253 -99     3   0.994 -99  1.000000  0.000000
2001 10  369.435 -99     2   1.447 -99  1.000000  0.000000
2001 11  372.308 -99     2   0.869 -99  1.000000  0.000000
2001 12  372.078 -99     3   1.523 -99  1.000000  0.000000
2002 01  374.338 -99     3   0.920 -99  1.000000  0.000000
2002 02  374.093 -99     3   1.320 -99  1.000000  0.000000
2002 03  376.127 -99     2   0.545 -99  1.000000  0.000000
2002 04  379.660 -99     2   0.434 -99  1.000000  0.000000
2002 05  384.553 -99     2   3.700 -99  1.000000  0.000000
2002 06 -9999999 -99 -9999 -999999 -99  1.000000  0.000000
2002 07  370.584 -99     2   0.428 -99  1.000000  0.000000
2002 08 -9999999 -99 -9999 -999999 -99  1.000000  0.000000
2002 09 -9999999 -99 -9999 -999999 -99  1.000000  0.000000
2002 10  374.603 -99     3   1.664 -99  1.000000  0.000000
2002 11  373.755 -99     2   0.381 -99  1.000000  0.000000
2002 12  375.365 -99     2   1.338 -99  1.000000  0.000000
2003 01  376.219 -99     4   0.820 -99  1.000000  0.000000
2003 02  378.764 -99     4   2.350 -99  1.000000  0.000000
2003 03  378.052 -99     3   1.294 -99  1.000000  0.000000
2003 04  379.860 -99     5   2.096 -99  1.000000  0.000000
2003 05 -9999999 -99 -9999 -999999 -99  1.000000  0.000000
2003 06  377.808 -99     4   0.545 -99  1.000000  0.000000
2003 07 -9999999 -99 -9999 -999999 -99  1.000000  0.000000
2003 08  374.051 -99     3   3.618 -99  1.000000  0.000000
2003 09  373.344 -99     2   0.065 -99  1.000000  0.000000
2003 10  375.333 -99     4   0.843 -99  1.000000  0.000000
2003 11 -9999999 -99 -9999 -999999 -99  1.000000  0.000000
2003 12  380.148 -99     3   0.865 -99  1.000000  0.000000
2004 02  380.019 -99     4   1.398 -99  1.000000  0.000000
2004 03  382.716 -99     5   2.785 -99  1.000000  0.000000
2004 04  381.031 -99     4   0.226 -99  1.000000  0.000000
2004 05 -9999999 -99 -9999 -999999 -99  1.000000  0.000000
2004 06  378.736 -99     2   0.133 -99  1.000000  0.000000
2004 07  375.427 -99     4   2.156 -99  1.000000  0.000000
2004 08  374.211 -99     5   1.380 -99  1.000000  0.000000
2004 09  375.962 -99     3   4.577 -99  1.000000  0.000000
2004 10  375.290 -99     4   1.250 -99  1.000000  0.000000
2004 11  379.343 -99     4   1.511 -99  1.000000  0.000000
2004 12  380.107 -99     3   1.015 -99  1.000000  0.000000
2005 02 -9999999 -99 -9999 -999999 -99  1.000000  0.000000
2005 03  386.225 -99     2   3.989 -99  1.000000  0.000000
2005 06  381.473 -99     2   0.527 -99  1.000000  0.000000
2005 07  379.542 -99     2   2.339 -99  1.000000  0.000000
2005 08  376.943 -99     4   1.368 -99  1.000000  0.000000
2005 09 -9999999 -99 -9999 -999999 -99  1.000000  0.000000
2006 03  387.263 -99     4   5.154 -99  1.000000  0.000000
2006 04  385.214 -99     4   1.547 -99  1.000000  0.000000
2006 05  383.127 -99     2   1.940 -99  1.000000  0.000000
2006 06  384.088 -99     4   1.164 -99  1.000000  0.000000
2006 07  380.259 -99     3   1.521 -99  1.000000  0.000000
2006 08  378.088 -99     3   2.201 -99  1.000000  0.000000
2006 09 -9999999 -99 -9999 -999999 -99  1.000000  0.000000
2006 10  379.431 -99     3   1.608 -99  1.000000  0.000000
2006 11  382.264 -99     3   1.154 -99  1.000000  0.000000
2006 12  384.163 -99     3   0.268 -99  1.000000  0.000000
2007 01  385.959 -99     3   2.318 -99  1.000000  0.000000
2007 02  388.075 -99     3   1.946 -99  1.000000  0.000000
2007 05 -9999999 -99 -9999 -999999 -99  1.000000  0.000000
2007 06  384.090 -99     3   1.607 -99  1.000000  0.000000
2007 07  379.649 -99     5   2.186 -99  1.000000  0.000000
2007 08  380.409 -99     3   2.712 -99  1.000000  0.000000
2007 10  382.158 -99     5   1.888 -99  1.000000  0.000000
2007 11 -9999999 -99 -9999 -999999 -99  1.000000  0.000000
2007 12  388.188 -99     3   4.558 -99  1.000000  0.000000
2008 01  386.940 -99     2   1.170 -99  1.000000  0.000000
2008 02  388.259 -99     3   0.493 -99  1.000000  0.000000
2008 03  390.409 -99     3   1.678 -99  1.000000  0.000000
2008 04  391.912 -99     3   0.630 -99  1.000000  0.000000
2008 05  386.305 -99     3   1.427 -99  1.000000  0.000000
2008 06  385.122 -99     3   0.662 -99  1.000000  0.000000
2008 07  382.277 -99     5   2.234 -99  1.000000  0.000000
2008 08  381.067 -99     5   1.802 -99  1.000000  0.000000
2008 09  381.397 -99     3   0.545 -99  1.000000  0.000000
2008 10 -9999999 -99 -9999 -999999 -99  1.000000  0.000000
2008 11  395.042 -99     2  10.501 -99  1.000000  0.000000
2008 12  392.699 -99     4   3.967 -99  1.000000  0.000000
2009 01  392.515 -99     3   3.966 -99  1.000000  0.000000
2009 02  391.762 -99     5   1.514 -99  1.000000  0.000000
2009 03  391.643 -99     2   2.223 -99  1.000000  0.000000
2009 04  393.352 -99     3   2.298 -99  1.000000  0.000000
2009 05  391.137 -99     5   1.646 -99  1.000000  0.000000
2009 06  386.505 -99     4   4.008 -99  1.000000  0.000000
2009 07  384.322 -99     2   4.580 -99  1.000000  0.000000
2009 08  381.824 -99     2   3.042 -99  1.000000  0.000000
2009 09  383.879 -99     3   4.077 -99  1.000000  0.000000
2009 10  386.864 -99     3   1.514 -99  1.000000  0.000000
2009 11  386.975 -99     4   0.443 -99  1.000000  0.000000
2009 12  391.615 -99     4   2.515 -99  1.000000  0.000000
2010 01  390.933 -99     3   0.661 -99  1.000000  0.000000
2010 02  394.113 -99     3   2.912 -99  1.000000  0.000000
2010 03  393.244 -99     3   1.365 -99  1.000000  0.000000
2010 04  394.880 -99     3   2.806 -99  1.000000  0.000000
2010 05 -9999999 -99 -9999 -999999 -99  1.000000  0.000000
2010 06  390.114 -99     3   2.603 -99  1.000000  0.000000
2010 07  386.051 -99     4   3.659 -99  1.000000  0.000000
2010 08  383.771 -99     2   2.500 -99  1.000000  0.000000
