2008 12  385.530 -99    29   0.440 ...  1.000000  0.000000
2009 01  386.930 -99    30   0.540 ...  1.000000  0.000000
2009 02  387.490 -99    26   0.680 ...  1.000000  0.000000
2009 03  388.820 -99    28   0.610 ...  1.000000  0.000000
2009 04  389.540 -99    29   0.940 ...  1.000000  0.000000
2009 05  390.140 -99    30   0.550 ...  1.000000  0.000000
2009 06  389.500 -99    29   0.830 ...  1.000000  0.000000
2009 07  388.030 -99    22   0.510 ...  1.000000  0.000000
2009 08  386.130 -99    27   0.850 ...  1.000000  0.000000
2009 09  384.730 -99    28   0.620 ...  1.000000  0.000000
2009 10  384.440 -99    30   0.530 ...  1.000000  0.000000
2009 11  386.020 -99    30   0.580 ...  1.000000  0.000000
2009 12  387.380 -99    20   0.620 ...  1.000000  0.000000
2010 01  388.710 -99    30   0.890 ...  1.000000  0.000000
2010 02  390.190 -99    20   1.210 ...  1.000000  0.000000
2010 03  391.180 -99    25   1.010 ...  1.000000  0.000000
2010 04  392.460 -99    26   1.000 ...  1.000000  0.000000
2010 05  393.000 -99    28   0.660 ...  1.000000  0.000000
2010 06  392.170 -99    28   0.830 ...  1.000000  0.000000
2010 07  390.210 -99    29   0.580 ...  1.000000  0.000000
2010 08  388.360 -99    26   0.670 ...  1.000000  0.000000
2010 09  386.840 -99    29   0.550 ...  1.000000  0.000000
2010 10  387.240 -99    31   0.470 ...  1.000000  0.000000
2010 11  388.650 -99    28   0.740 ...  1.000000  0.000000
2010 12  389.790 -99    29   0.440 ...  1.000000  0.000000
2011 01  391.330 -99    29   0.900 ...  1.000000  0.000000
2011 02  391.860 -99    28   0.500 ...  1.000000  0.000000
2011 03  392.580 -99    29   1.210 ...  1.000000  0.000000
2011 04  393.230 -99    28   0.720 ...  1.000000  0.000000
2011 05  394.190 -99    30   1.040 ...  1.000000  0.000000
2011 06  393.700 -99    28   0.450 ...  1.000000  0.000000
2011 07  392.520 -99    26   1.000 ...  1.000000  0.000000
2011 08  390.190 -99    27   0.780 ...  1.000000  0.000000
2011 09  389.040 -99    26   0.380 ...  1.000000  0.000000
2011 10  389.000 -99    31   0.290 ...  1.000000  0.000000
2011 11  390.290 -99    28   0.580 ...  1.000000  0.000000
2011 12  391.840 -99    28   0.560 ...  1.000000  0.000000
2012 01  393.120 -99    30   0.770 ...  1.000000  0.000000
2012 02  393.870 -99    26   1.230 ...  1.000000  0.000000
2012 03  394.390 -99    30   0.790 ...  1.000000  0.000000
2012 04  396.190 -99    29   0.720 ...  1.000000  0.000000
2012 05  396.740 -99    30   0.600 ...  1.000000  0.000000
2012 06  395.730 -99    28   0.660 ...  1.000000  0.000000
2012 07  394.380 -99    26   0.520 ...  1.000000  0.000000
2012 08  392.360 -99    30   0.880 ...  1.000000  0.000000
2012 09  391.110 -99    27   0.530 ...  1.000000  0.000000
2012 10  391.050 -99    28   0.290 ...  1.000000  0.000000
2012 11  393.000 -99    29   0.790 ...  1.000000  0.000000
2012 12  394.340 -99    29   0.550 ...  1.000000  0.000000
2013 01  395.570 -99    28   0.690 ...  1.000000  0.000000
2013 02  396.800 -99    25   0.640 ...  1.000000  0.000000
2013 03  397.440 -99    30   0.760 ...  1.000000  0.000000
2013 04  398.380 -99    22   0.870 ...  1.000000  0.000000
2013 05  399.780 -99    28   0.370 ...  1.000000  0.000000
2013 06  398.650 -99    26   0.480 ...  1.000000  0.000000
2013 07  397.260 -99    21   0.760 ...  1.000000  0.000000
2013 08  395.200 -99    27   0.870 ...  1.000000  0.000000
2013 09  393.470 -99    27   0.510 ...  1.000000  0.000000
2013 10  393.700 -99    28   0.390 ...  1.000000  0.000000
2013 11  395.160 -99    30   0.760 ...  1.000000  0.000000
2013 12  396.830 -99    30   0.730 ...  1.000000  0.000000
2014 01  397.850 -99    31   0.500 ...  1.000000  0.000000
2014 02  398.000 -99    26   0.380 ...  1.000000  0.000000
2014 03  399.750 -99    24   1.190 ...  1.000000  0.000000
2014 04  401.360 -99    28   0.620 ...  1.000000  0.000000
2014 05  401.770 -99    22   0.500 ...  1.000000  0.000000
2014 06  401.260 -99    28   0.540 ...  1.000000  0.000000
2014 07  399.200 -99    25   1.000 ...  1.000000  0.000000
2014 08  397.010 -99    21   0.550 ...  1.000000  0.000000
2014 09  395.340 -99    21   0.630 ...  1.000000  0.000000
2014 10  396.000 -99    24   0.930 ...  1.000000  0.000000
2014 11  397.250 -99    27   0.530 ...  1.000000  0.000000
2014 12  398.930 -99    29   0.600 ...  1.000000  0.000000
2015 01  399.980 -99    30   0.530 ...  1.000000  0.000000
2015 02  400.280 -99    27   0.600 ...  1.000000  0.000000
2015 03  401.570 -99    24   1.030 ...  1.000000  0.000000
2015 04  403.310 -99    27   0.910 ...  1.000000  0.000000
2015 05  403.950 -99    30   0.330 ...  1.000000  0.000000
2015 06  402.800 -99    28   0.590 ...  1.000000  0.000000
2015 07  401.270 -99    23   0.860 ...  1.000000  0.000000
2015 08  398.890 -99    28   0.600 ...  1.000000  0.000000
2015 09  397.630 -99    25   0.540 ...  1.000000  0.000000
2015 10  398.300 -99    28   0.560 ...  1.000000  0.000000
2015 11  400.180 -99    27   0.960 ...  1.000000  0.000000
2015 12  401.860 -99    30   0.910 ...  1.000000  0.000000
2016 01  402.580 -99    27   0.650 ...  1.000000  0.000000
2016 02  404.150 -99    25   1.050 ...  1.000000  0.000000
2016 03  404.870 -99    28   1.070 ...  1.000000  0.000000
2016 04  407.470 -99    25   1.230 ...  1.000000  0.000000
2016 05  407.730 -99    29   0.480 ...  1.000000  0.000000
2016 06  406.840 -99    26   0.740 ...  1.000000  0.000000
2016 07  404.340 -99    28   1.160 ...  1.000000  0.000000
2016 08  402.290 -99    23   1.000 ...  1.000000  0.000000
2016 09  401.050 -99    24   0.480 ...  1.000000  0.000000
2016 10  401.590 -99    29   0.590 ...  1.000000  0.000000
2016 11  403.560 -99    27   0.940 ...  1.000000  0.000000
2016 12  404.470 -99    30   0.500 ...  1.000000  0.000000
2017 01  406.130 -99    26   0.690 ...  1.000000  0.000000
2017 02  406.450 -99    26   0.820 ...  1.000000  0.000000
2017 03  407.260 -99    23   1.040 ...  1.000000  0.000000
2017 04  409.060 -99    25   1.170 ...  1.000000  0.000000
2017 05  409.680 -99    27   0.640 ...  1.000000  0.000000
2017 06  408.890 -99    26   0.950 ...  1.000000  0.000000
2017 07  407.100 -99    28   0.720 ...  1.000000  0.000000
2017 08  405.090 -99    29   0.750 ...  1.000000  0.000000
2017 09  403.390 -99    26   0.560 ...  1.000000  0.000000
2017 10  403.620 -99    27   0.500 ...  1.000000  0.000000
2017 11  405.050 -99    26   0.910 ...  1.000000  0.000000
2017 12  406.810 -99    31   0.610 ...  1.000000  0.000000
