,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
global_raw,370.39935590561794,371.9040488913079,373.9508726224463,376.5538604283103,378.3872806002723,380.5459600836966,382.6676205818385,384.4170390170953,386.4132583853716,387.9478786836676,390.30128490718494,392.01720051544834,394.2504027423375,397.07887977307496,399.1170972654634,401.2003996535431,404.3976794907347,406.9458689513236
NH_raw,371.9652234112586,373.7631073826776,375.69679252999384,378.5294077071964,380.34485467400185,382.5107842066398,384.94677216454033,386.41610080632546,388.5785050220029,390.1055924254471,392.6919886559099,394.560149249831,396.7026895399575,399.4299419903413,401.54452377975264,403.52991062048983,406.85753280962143,409.6739696796746
SH_raw,368.8334883999772,370.0449903999381,372.20495271489875,374.5783131494242,376.4297065265426,378.5811359607535,380.3884689991366,382.4179772278653,384.2480117487402,385.79016494188835,387.91058115846,389.4742517810657,391.7981159447175,394.7278175558087,396.6896707511741,398.87088868659634,401.937826171848,404.21776822297244
global_cal,370.40321054420497,371.9073645185672,373.95059802562236,376.5530399390407,378.3930163161137,380.5412010734097,382.66776314221494,384.41869496430854,386.4114590949059,387.952617392991,390.2989192343928,392.0131611214152,394.2552307898116,397.0771587573178,399.1211929777121,401.2003888599045,404.39269592378974,406.94432614763696
NH_cal,371.97682922528855,373.77022063589135,375.6927349821538,378.52980191103234,380.3533429248974,382.502666776576,384.9457984726202,386.4233449024936,388.5736223504376,390.1089630327622,392.69286663692054,394.55169354892223,396.7150902672741,399.4273581939207,401.54794569902947,403.5333886675318,406.8519255798651,409.66698062801765
SH_cal,368.82959186312144,370.0445084012429,372.2084610690907,374.576277967049,376.4326897073299,378.57973537024344,380.3897278118097,382.41404502612335,384.2492958393743,385.79627175321974,387.90497183186517,389.4746286939081,391.7953713123491,394.72695932071474,396.6944402563948,398.8673890522771,401.9334662677145,404.2216716672562
