sitename,lon,lat,file,2000-01-15,2000-02-15,2000-03-15,2000-04-15,2000-05-15,2000-06-15,2000-07-15,2000-08-15,2000-09-15,2000-10-15,2000-11-15,2000-12-15,2001-01-15,2001-02-15,2001-03-15,2001-04-15,2001-05-15,2001-06-15,2001-07-15,2001-08-15,2001-09-15,2001-10-15,2001-11-15,2001-12-15,2002-01-15,2002-02-15,2002-03-15,2002-04-15,2002-05-15,2002-06-15,2002-07-15,2002-08-15,2002-09-15,2002-10-15,2002-11-15,2002-12-15,2003-01-15,2003-02-15,2003-03-15,2003-04-15,2003-05-15,2003-06-15,2003-07-15,2003-08-15,2003-09-15,2003-10-15,2003-11-15,2003-12-15,2004-01-15,2004-02-15,2004-03-15,2004-04-15,2004-05-15,2004-06-15,2004-07-15,2004-08-15,2004-09-15,2004-10-15,2004-11-15,2004-12-15,2005-01-15,2005-02-15,2005-03-15,2005-04-15,2005-05-15,2005-06-15,2005-07-15,2005-08-15,2005-09-15,2005-10-15,2005-11-15,2005-12-15,2006-01-15,2006-02-15,2006-03-15,2006-04-15,2006-05-15,2006-06-15,2006-07-15,2006-08-15,2006-09-15,2006-10-15,2006-11-15,2006-12-15,2007-01-15,2007-02-15,2007-03-15,2007-04-15,2007-05-15,2007-06-15,2007-07-15,2007-08-15,2007-09-15,2007-10-15,2007-11-15,2007-12-15,2008-01-15,2008-02-15,2008-03-15,2008-04-15,2008-05-15,2008-06-15,2008-07-15,2008-08-15,2008-09-15,2008-10-15,2008-11-15,2008-12-15,2009-01-15,2009-02-15,2009-03-15,2009-04-15,2009-05-15,2009-06-15,2009-07-15,2009-08-15,2009-09-15,2009-10-15,2009-11-15,2009-12-15,2010-01-15,2010-02-15,2010-03-15,2010-04-15,2010-05-15,2010-06-15,2010-07-15,2010-08-15,2010-09-15,2010-10-15,2010-11-15,2010-12-15,2011-01-15,2011-02-15,2011-03-15,2011-04-15,2011-05-15,2011-06-15,2011-07-15,2011-08-15,2011-09-15,2011-10-15,2011-11-15,2011-12-15,2012-01-15,2012-02-15,2012-03-15,2012-04-15,2012-05-15,2012-06-15,2012-07-15,2012-08-15,2012-09-15,2012-10-15,2012-11-15,2012-12-15,2013-01-15,2013-02-15,2013-03-15,2013-04-15,2013-05-15,2013-06-15,2013-07-15,2013-08-15,2013-09-15,2013-10-15,2013-11-15,2013-12-15,2014-01-15,2014-02-15,2014-03-15,2014-04-15,2014-05-15,2014-06-15,2014-07-15,2014-08-15,2014-09-15,2014-10-15,2014-11-15,2014-12-15,2015-01-15,2015-02-15,2015-03-15,2015-04-15,2015-05-15,2015-06-15,2015-07-15,2015-08-15,2015-09-15,2015-10-15,2015-11-15,2015-12-15,2016-01-15,2016-02-15,2016-03-15,2016-04-15,2016-05-15,2016-06-15,2016-07-15,2016-08-15,2016-09-15,2016-10-15,2016-11-15,2016-12-15,2017-01-15,2017-02-15,2017-03-15,2017-04-15,2017-05-15,2017-06-15,2017-07-15,2017-08-15,2017-09-15,2017-10-15,2017-11-15,2017-12-15
 Mawson,62.87,-67.6,maa767s0.dat,366.10072,366.03509,366.1518,366.48408,366.81342,367.34136,367.75961,368.03176,368.1519,368.04835,367.8808,367.71331,367.50262,367.36648,367.27413,367.54902,367.92501,368.51238,369.08654,369.45046,369.75328,369.74653,369.68777,369.58593,369.39548,369.37968,369.45593,369.58509,369.97412,370.55666,371.08891,371.56951,371.90737,372.0411,371.98552,371.92827,371.80341,371.76569,371.77384,372.02187,372.40551,372.99679,373.51597,374.04906,374.34674,374.23294,374.0972,373.94551,373.74801,373.65087,373.85209,374.1282,374.48466,375.08918,375.61488,376.09131,376.17763,375.96398,375.73773,375.55283,375.47652,375.24902,375.3707,375.68374,376.30324,376.97566,377.61676,378.08865,378.32448,378.33571,378.17098,377.93643,377.71271,377.60346,377.80064,378.0406,378.51743,379.1062,379.38255,379.69602,379.81226,379.78205,379.68528,379.59323,379.37041,379.33231,379.51293,379.79882,380.19018,380.75566,381.32147,381.70136,381.96929,382.03548,381.94802,381.70122,381.6697,381.58862,381.71891,381.99875,382.4562,382.80775,383.38304,383.64663,383.72265,383.73284,383.58045,383.38479,383.28176,383.20394,383.31485,383.49131,383.74486,384.2107,384.77691,385.22203,385.41161,385.36315,385.29545,385.07994,384.89065,384.70956,384.64734,384.9674,385.37235,386.08909,386.88205,387.40298,387.73232,387.72114,387.55749,387.33942,386.99809,386.92428,386.93467,387.16197,387.46727,388.07583,388.65674,389.00651,389.25352,389.15014,389.13594,388.99059,388.77263,388.57874,388.69696,389.11254,389.65981,390.25728,390.88345,391.32658,391.55278,391.5214,391.52842,391.37161,391.265,391.22064,391.37871,391.84469,392.39062,393.07709,393.72122,394.24212,394.4471,394.35228,394.23941,394.01796,393.96388,393.79296,393.82989,394.07835,394.5897,395.09399,395.67926,396.0249,396.2107,396.12956,395.9536,395.62068,395.48875,395.55278,395.76794,396.12918,396.56649,397.23326,397.74005,398.36328,398.60743,398.61299,398.59256,398.58915,398.38345,398.40693,398.66872,399.11922,399.48028,400.07744,400.95454,401.645,401.89386,401.92559,401.74145,401.40172,401.06775,400.90721,400.91341,401.24741,401.88944,402.50871,403.12062,403.66952,403.89388,403.73486,403.67609,403.55773
 Mould Bay,-119.35,76.25,mbc476n0.dat,374.26993,376.67283,375.6049,375.8845,376.10295,373.22499,365.94711,361.07484,362.32412,367.68671,370.50256,373.58637,375.62559,376.56713,376.57647,377.60122,377.67127,374.89182,367.53117,361.57694,363.72349,368.43916,373.06885,376.34361,378.09429,377.86015,378.78274,379.32297,379.0851,376.13619,369.7536,363.20541,366.16958,371.12884,375.50455,377.98987,379.10434,380.80724,381.37144,381.73463,381.95899,379.81218,369.96824,367.84267,369.34047,373.14781,378.31371,381.43195,382.36321,383.4258,382.71761,383.8088,383.62227,381.83277,374.26275,368.55863,369.56882,373.83902,378.66566,382.13932,384.89868,385.51466,385.08201,385.94683,385.73804,383.60586,376.77388,370.09624,371.64672,376.97301,382.0992700000001,385.39467,386.07942,386.44808,387.50135,387.9625,388.83032,385.79697,377.67703,372.98005,374.99849,379.49081,384.26643,387.93331,389.02569,389.59188,390.10879,390.29095,390.01636,386.87009,377.81728,373.72069,375.7503,380.43526,384.96999,389.57439,391.04768,392.4114,393.17276,393.18443,392.72965,389.34403,382.06461,376.07941,378.2447,382.15166,387.93799,390.52707,392.76911,392.62173,393.48,394.48673,393.9161,391.7173,383.33991,377.18291,378.65079,383.35976,388.09766,391.64376,393.06979,393.86738,394.83819,395.89021,395.55106,392.41731,384.8215,380.90692,382.82841,388.20054,392.2497,396.03061,397.542,398.31147,398.46802,398.86468,398.56631,394.49646,387.26168,380.57644,383.33843,388.51643,394.7083,397.74185,399.54513,399.55651,399.78515,400.59298,400.50966,395.93165,388.28998,383.00749,386.34418,391.0474200000001,396.8993,399.77033,401.1298,403.17306,402.10839,402.91689,403.05505,399.99411,392.58419,387.62263,388.90264,394.03964,399.33735,403.53645,402.61837,404.77494,405.5952,405.44168,405.35818,402.98159,395.47618,389.21583,390.20358,395.08159,400.83984,404.51493,406.07917,407.26233,407.24542,407.63433,406.78339,403.70293,394.35868,390.41805,392.60479,396.94263,402.60842,407.27644,408.94948,408.94598,409.7542,410.10478,409.5913,406.21898,397.20366,393.21545,395.8997,401.8975,406.66136,411.26725,412.40561,413.58726,414.34326,414.41282,413.68493,410.74297,401.46397,396.68195,398.0581,403.50514,408.19196,411.29335
 Mex High Altitude Global Climate Observation Center,-97.32,18.98,mex418n0.dat,369.4816,369.94988,370.19214,371.9721,372.69312,371.89457,370.01265,368.47274,367.13466,368.11343,368.98602,369.98445,370.41836,371.05058,371.90298,373.26897,374.18527,373.19778,371.56194,369.76134,369.02784,368.94798,370.22942,371.1051,372.22763,372.9937,373.45075,374.46304,375.81535,375.334,373.85969,372.07396,371.54168,371.47352,372.63901,373.58518,374.86441,374.99919,375.7704700000001,378.16819,378.95245,377.89144,376.53832,374.67509,373.67907,374.31961,375.00303,375.99407,377.22019,377.84202,378.29872,379.88013,380.50796,379.3893,378.17191,376.04599,375.22276,375.56165,376.30295,377.76423,378.85614,379.45548,380.47734,382.85801,383.83398,382.19499,380.02126,378.51371,377.39862,378.68711,379.02739,380.49548,381.53175,382.00893,382.53525,383.77312,384.56483,384.15758,382.43801,380.73293,380.0586,380.16448,381.17266,382.42337,383.13805,383.49343,384.52257,385.65104,386.7317,385.7874,384.1873,382.4523,381.59313,382.13778,382.82658,383.95557,384.77883,384.96859,386.64928,388.10412,388.33974,387.50321,386.04101,384.55837,383.51928,383.5742,384.53282,385.45276,386.41566,386.93572,387.6207,388.91425,390.17483,389.33087,387.74143,385.91432,384.38849,384.92699999999996,386.34165,387.33904,388.48695,389.38152,390.22506,390.85807,392.42997,391.64914,389.88842,388.28896,387.3255,387.93858,389.0701,390.39817,391.10932,391.71468,392.64723,393.59738,394.48426,393.62285,392.1811,390.44677,389.49877,389.81723,391.04919,391.9203,392.77252,393.07147,394.35629,395.60528,396.32517,395.13849,394.14206,392.5511,391.99,392.19434,393.48193,394.22716,395.29504,395.49512,397.09464,398.25856,400.17813,398.4737,396.85931,395.11884,393.83856,394.37247,395.8217,397.47148,398.32591,398.70534,398.57699,400.46845,401.62355,400.24632,398.68522,396.21149,396.29353,396.47866,397.72052,398.45187,399.91754,400.11681,400.7137,402.03324,402.91328,402.29643,400.9972,398.83936,397.98391,398.70662,400.03736,401.20515,402.78348,403.32502,404.12633,405.33199,407.03162,405.88615,403.95869,401.95254,400.99738,402.32608,403.7568,404.50221,405.58772,406.15859,407.84394,408.94395,409.88016,408.82199999999995,406.69827,404.50352,403.92217,404.61493,405.64706,406.33936
 Mace Head,-9.9,53.33,mhd653n0.dat,374.7218,373.82339,374.76406,375.94503,374.2486,372.11741,367.02934,360.94087,364.51116,367.32946,371.27992,374.33152,376.57638,376.58491,379.08641,376.63899,375.61363,372.81116,368.15318,364.03746,366.0646,369.72814,372.80677,377.69406,376.78558,376.63913,378.37756,378.57963,377.54123,374.0821,370.08923,366.49237,371.61491,372.80624,374.88539,381.12595,378.75742,381.94313,383.37818,382.0495,380.20447,378.10431,372.6689,370.5773,371.18743,376.07257,378.13108,380.15918,380.13043,382.46886,383.36703,382.74922,381.17473,379.05946,374.77558,373.44501,373.29132,376.44734,378.87448,382.08539,381.98454,384.21873,384.74507,385.60521,384.72156,381.92561,376.61684,371.39707,374.31379,379.00923,382.03644,384.62339,386.73676,388.05982,387.88875,387.19695,387.36896,384.93285,378.98301,375.02748,377.0414,381.23189,383.46587,387.18959,386.5296,390.0786700000001,389.73393,389.83356,387.49989,382.82102,379.20792,375.58543,378.41103,383.46974,385.49336,389.12919,389.44965,395.34055,391.51908,392.66943,389.61144,387.93482,383.40059,378.42029,379.6168,382.3032,387.02835,391.17751,391.67341,392.38963,392.74339,393.66382,391.44093,388.23512,383.59527,378.97087,381.97628,385.75981,389.05413,391.97225,394.35795,395.63832,395.74827,396.72849,393.06594,390.39046,386.05134,380.56064,383.93977,391.27009,392.92179,395.51267,396.65672,396.3811,401.81071,397.82314,395.85991,393.32392,387.80138,384.54231,385.11204,390.20798,394.97178,395.12882,396.45375,397.44514,399.83247,399.33843,397.21964,396.29731,389.44892,386.75262,387.92758,393.341,395.80133,399.12527,400.85,404.07653,406.10961,403.58363,400.69153,398.85263,393.98964,388.18896,391.07908,395.50546,398.36453,400.45052,402.38889,403.45881,404.71414,404.71912,401.66496,400.12231,394.74803,390.02334,394.68048,395.99708,400.97843,401.53562,403.43212,405.25946,407.78288,408.14141,404.84322,401.5983700000001,396.46923,392.47889,394.67413,405.79602,402.52425,404.68553,406.5338,408.01353,409.34887,409.11813,406.37952,402.73671,400.09044,396.76271,397.50361,406.78034,407.83267,410.21669,409.99491,411.76585,412.29487,412.62392,411.29705,407.66291,401.80245,397.99904,399.87129,404.78975,407.94283,409.91322
 Sand Island,-177.37,28.22,mid528n0.dat,371.56197,372.15764,373.19708,373.99947,373.14513,371.61761,369.76114,367.5014,366.01038,367.08813,369.50377,371.55594,372.5306,373.73867,374.71126,375.71619,374.90056,373.25319,370.59787,368.55997,367.41374,368.46468,371.10451,372.57664,374.07273,375.40961,377.0389,377.75055,376.74571,375.22087,373.38858,371.12992,369.09728,371.17765,373.68076,375.156,376.87231,377.76964,378.75134,379.11977,380.12717,378.41493,375.56162,373.28672,371.84486,373.74697,375.85595,377.47118,379.20696,380.96539,381.70588,382.24371,382.1463,380.13101,377.8885,375.73228,373.96117,374.86819,378.07421,379.30012,381.05866,382.0532,383.904,384.33776,383.44099,382.06397,379.67655,377.07534,375.46243,377.60093,379.7597,381.65276,383.05012,384.55101,385.15378,385.89197,386.20073,384.86457,383.0132200000001,379.82166,378.05596,380.13235,382.05413,383.89434,385.79709,386.79873,387.76651,387.97024,387.69172,386.07119,384.05371,381.05165,379.96273,381.52956,383.89879,385.46359,387.37454,388.7749,389.60806,390.72055,390.55946,388.62712,385.60978,383.02119,381.38661,383.25592,385.35657,387.40732,388.89598,389.08923,390.7771,391.59774,392.13675,389.76609,387.08403,384.66413,382.41656,384.9849200000001,387.34952,389.57113,391.11849,392.29114,393.86578,394.12681,394.15612,392.52729,389.67087,387.07294,386.21304,387.47399,390.52474,391.37638,393.8062,394.38921,395.63817,396.48075,395.95045,394.46357,391.42033,389.03239,387.34989,389.59263,391.46602,393.65006,395.27792,396.6912,397.27325,398.87024,397.67212,396.09781,393.91837,391.61922,389.92698,392.08596,394.12314,396.23262,398.31788,399.02935,400.6573,401.72273,401.21996,399.44306,396.67179,394.2193,392.63186,394.63595,397.11982,398.78991,400.91999,402.08551,403.17318,403.29222,403.42638,401.74436,399.39483,396.14545,394.54817,395.88279,399.09518,400.94223,402.47708,403.75695,405.32049,405.71901,405.43341,403.20409,400.58172,398.42902,396.61804,398.37733,401.16711,403.90113,406.04416,407.51215,408.65847,409.2145,408.58355,406.55525,404.11513,400.57779,400.17729,401.80574,404.42354,406.78933,408.66103,410.33185,411.25913,412.30474,411.86268,409.52503,407.23916,404.77136,402.02687,404.17162,406.49393,408.7298
 Mt. Kenya,37.3,-0.07,mkn100s0.dat,368.45423,369.56725,370.00174,368.94233,367.66499,368.73738,369.45415,368.83669,368.87737,368.75842,368.31468,368.69047,370.43568,370.68588,370.91729,369.42237,368.97429,370.04225,370.75812,370.61199,370.68731,370.86505,370.22712,370.03073,371.49445,372.30342,372.32257,371.39285,370.49412,371.55935,372.32312,372.49635,372.54993,372.73514,372.33226,372.39608,373.7979,374.60931,375.23574,374.05157,373.02717,374.79139,375.08889,375.33708,374.77564,374.5904,374.48943,374.76482,376.43596,377.10689,377.40124,376.62993,375.5825200000001,376.60051,376.98777,376.80368,376.46378,376.49463,376.21838,376.67423,377.56286,379.13429,379.39733,378.70646,377.86763,379.33729,379.63394,379.29625,378.96342,378.89802,378.6204,378.95582,380.60313,381.22371,382.24796,381.08134,380.73611,380.85537,380.57534,380.75112,380.5439,380.35261,379.84268,380.83206,382.33463,382.73321,383.29128,382.32564,381.79429,382.8796,383.6395,382.95184,382.42718,382.39232,382.41883,382.91782,384.7323,385.77241,385.53099,384.20825,384.07953,384.32714,385.23495,384.89146,384.52944,383.98901,383.52504,384.3361,385.79208,386.31304,386.80513,385.70267,385.66289,386.26118,386.77268,386.24799,385.83679,386.04284,385.07875,386.51205,387.84323,388.14606,388.89999,387.83398,387.1778,388.04972,388.93343,388.88928,388.26282,388.33707,388.31224,388.53195,390.30056,391.35184,391.98346,390.90257,389.25972,390.46811,390.76505,390.93749,390.14511,390.41019,389.84415,390.57177,392.09556,392.86629,393.63711,392.0675700000001,391.10027,392.59612,393.74412,392.61638,392.43131,392.60706,392.46224,392.68585,394.56354,395.35735,395.34221,394.07297,394.01214,394.80909,395.78805,395.46951,395.50968,395.31162,395.13034,395.15397,396.79295,398.11261,398.62614,397.35422,396.02013,396.7213,397.2392,397.69997,397.53926,397.3344,396.63841,396.73396,398.85382,399.12379,400.06693,398.15856,397.78851,398.89,399.42324,399.36401,399.12798,399.23686,399.14541,400.03256,401.66086,402.87687,403.16617,401.91523,400.69147,401.53362,402.67821,402.88936,402.6097,402.40865,402.32012,403.07952,404.54351,405.87952,406.38703,404.40375,403.84382,404.66621,405.25547,405.6551,404.98297,405.03705,404.52337,405.3849
 Mauna Loa (HI),-155.58,19.53,mlo519n1.dat,370.3335,370.52584,371.41494,372.47417,371.99247,371.61229,370.21394,368.64524,367.24622,367.45094,368.64384,369.9087,370.78228,371.93624,373.15401,373.33701,373.80683,372.82048,371.39363,369.92817,368.49687,368.70397,369.94973,371.34151,372.55505,373.5055200000001,374.28865,374.75154,375.24567,375.1168,373.84828,371.94215,370.89508,370.83516,372.54023,373.77488,374.88449,375.84806,376.48089,377.7073,378.29755,377.75654,376.74588,374.91249,373.45511,373.4215,374.90152,376.01794,376.97324,378.00788,379.03892,380.95372,380.40098,379.52614,377.87858,376.47694,374.45387,375.17902,376.51774,377.65826,378.62864,380.35226,381.24766,382.22014,382.24357,381.7371,380.65779,378.7312,377.22374,377.59249,378.92043,380.46454,381.54746,382.77288,383.03327,384.99158,385.26129,384.09673,382.57096,380.81742,379.26115,379.76512,380.65852,382.1931,383.42515,384.67546,385.38166,387.03208,386.75085,385.76729,384.09999,381.81207,381.30669,381.79528,382.86814,384.16337,386.23382,386.21924,386.71819,387.85845,388.93419,387.99163,386.24878,384.27825,383.39457,383.28365,384.31797,385.54092,387.1813,387.70196,389.11903,389.31426,389.91959,389.44202,387.81852,385.8417,384.35336,384.56716,386.03009,387.46221,388.69207,390.53982,391.85103,392.82133,392.65814,391.71803,390.20923,388.38922,387.05359,387.77594,389.24915,390.11904,391.61535,392.40447,393.25637,393.73664,394.3615,393.67628,391.99684,390.31878,389.49554,389.53536,390.56985,392.21361,393.74482,394.33359,395.20263,396.54077,396.68765,395.80138,394.29712,392.6986,391.36177,391.73386,393.26336,394.6592,395.90316,397.27773,398.14526,398.92513,399.6493200000001,398.64625,396.92724,395.24891,393.71807,394.04345,395.46561,397.15049,398.3638,398.78988,400.64802,401.9957,401.88635,401.09563,399.15094,397.11507,395.67935,396.32115,397.6349,399.33313,400.00057,400.56504,402.05242,403.85892,403.89929,402.48584,400.84255,399.282,397.70728,398.53156,399.90674,401.74022,402.6994,404.15057,405.10201,406.89053,407.23625,406.19896,404.24563,402.42064,401.00163,401.86741,404.04344,404.5848,406.4611,407.01311,408.0369,409.59954,410.21785,409.1131,407.12632,405.61773,403.85104,404.31906,405.61843,407.02999
 Minamitorishima,153.98,24.28,mnm224n0.dat,371.96153,373.25261,373.78052,373.03549,372.30071,371.89247,370.0591,368.35094,366.86397,367.30923,368.98235,371.78688,372.89321,373.98751,375.01851,374.59753,373.82249,372.89772,370.49261,369.17147,368.39859,368.80153,370.60067,373.2836,374.52721,375.49657,376.32108,377.22322,376.28639,375.18586,373.32351,371.98764,370.59688,370.90242,373.2132,374.89049,376.80336,378.25637,379.28318,379.13921,379.20946,378.14627,376.67391,374.57224,373.27755,373.62409,375.84422,377.44438,379.71325,381.36865,381.47153,381.10724,381.76953,379.74297,377.285,376.39742,374.01196,375.27311,377.19883,379.13374,381.28212,382.4484,383.44794,383.90409,382.67527,382.09182,380.3916,378.24822,376.82423,377.42668,380.09265,382.52529,384.04818,384.70305,385.54103,386.25515,385.73233,384.61207,382.87809,380.77854,379.11962,380.04332,382.30416,383.30466,385.84947,387.38063,388.41099,387.71814,387.49297,386.0275,384.38794,382.15122,381.18169,381.78114,383.29026,385.3254,387.79015,389.67025,390.1702,389.98175,389.35035,388.38788,386.06595,384.46704,382.76156,383.18118,385.48445,387.06034,388.99161,390.17518,391.5204700000001,390.78592,391.34835,389.00084,387.60304,385.76883,384.28543,384.5358700000001,386.61767,389.23969,391.78526,392.41029,392.7824700000001,393.85891,393.82698,392.11637,390.0232,388.15176,387.05824,387.62382,390.2782,392.01663,394.98921,394.74657,396.36367,396.72473,395.41358,394.19913,391.88119,390.10646,389.08076,389.53172,392.20875,393.40969,396.40456,397.20314,398.25827,398.80379,397.60533,395.87615,394.37349,392.13244,390.73359,391.93797,395.15036,396.95654,399.01544,399.92065,399.69114,400.95582,400.30808,399.10641,397.1626,395.28433,393.3963,394.23551,397.11373,399.27496,401.06318,402.12666,403.20453,402.96852,402.94579,401.1241,398.79419,396.82325,395.93101,396.49071,398.51581,401.00465,402.86232,404.17936,404.63355,404.97087,404.54473,403.05438,400.94944,398.24384,396.26303,398.37524,400.53995,404.24598,405.56589,406.84181,408.24656,408.27499,407.81675,406.15117,404.46609,402.5698,400.71426,401.94613,403.78206,406.92723,409.96107,410.67455,412.45483,411.48288,411.12857,409.50661,407.54478,405.59453,403.77118,404.00482,406.75345,407.98707
 Macquarie Island,158.93,-54.5,mqa554s0.dat,366.04606,366.09071,366.23576,366.58111,366.92389,367.4576,367.85076,368.03843,368.04823,367.89966,367.63278,367.32765,367.3289,367.28624,367.19174,367.59325,368.03249,368.6641,369.24201,369.52406,369.69472,369.68198,369.63515,369.33334,369.28439,369.25342,369.29961,369.4506,369.97578,370.64048,371.15082,371.61543,371.8987,371.90469,371.77937,371.73094,371.66933,371.77041,371.82978,372.15077,372.60918,373.18049,373.6965,374.1628,374.27837,374.14231,373.9169,373.57374,373.65494,373.7002,373.80733,374.1334700000001,374.63065,375.16246,375.80772,376.18948,376.14873,375.8684,375.53374,375.29631,375.28126,375.31441,375.51162,375.76558,376.46791,377.22386,377.68015,378.07386,378.33198,378.20713,377.99895,377.64391,377.75413,377.63247,377.80576,378.17686,378.71517,379.27052,379.56837,379.80484,379.77361,379.68592,379.59684,379.27536,379.33694,379.47635,379.47245,379.7703,380.32132,380.85913,381.33556,381.74653,381.90364,381.94563,381.68664,381.33195,381.5669,381.591,381.68495,382.05378,382.42032,382.96005,383.48031,383.62492,383.74655,383.64748,383.52225,383.19392,383.05781,383.20676,383.25094,383.36898,383.76142,384.22411,384.81981,385.22878,385.22703,385.26088,385.15974,384.76335,384.77121,384.72092,384.71946,385.01373,385.58419,386.31461,387.05723,387.55257,387.72007,387.43799,387.44655,386.98706,387.03441,386.93548,386.96482,387.13982,387.50618,388.27394,388.78692,388.96117,389.10634,389.08527,388.99583,388.71745,388.66667,388.66629,388.70511,389.1099200000001,389.75413,390.40082,391.09436,391.38031,391.43843,391.42062,391.25944,390.97475,391.16715,391.23325,391.46323,391.90185,392.67418,393.2408,393.89989,394.23647,394.29363,394.23385,394.16732,393.62087,393.89747,393.78137,393.8663,394.15763,394.6728,395.26686,395.74495,395.94815,396.09155,395.97048,395.67795,395.37004,395.37167,395.56608,395.64967,396.09338,396.75159,397.34555,397.94474,398.44465,398.56671,398.52751,398.44264,398.03836,398.29707,398.37221,398.61695,398.98511,399.44693,400.38759,401.18446,401.56758,401.84372,401.7741,401.49043,401.06062,400.95317,400.81874,400.93891,401.22317,402.05775,402.6125,403.18011,403.71658,403.79335,403.56346,403.41899,403.46442
 Natal,-35.2,-6.0,nat306s0.dat,368.86401,368.33354,368.51328,367.23263,368.12414,368.92286,369.33238,369.18712,369.48925,369.85899,368.64352,368.75447,368.03994,368.10845,369.1508,369.11361,369.6382,370.57081,370.62785,370.57704,370.77401,371.39753,370.62893,370.40072,371.1216,371.51264,370.54351,370.83434,371.77344,372.43956,372.83712,372.99452,372.99667,373.1747,372.6767,372.99673,373.74697,373.47976,373.47095,373.89909,374.28929,375.04564,375.09628,375.37687,375.47218,375.35577,375.01275,375.19741,377.14562,376.6538,376.42734,376.09783,376.47464,376.98296,377.69298,377.22819,377.01469,376.78226,376.4836,376.60031,377.52485,377.36454,377.88827,377.97311,378.23449,379.48703,379.54791,379.68313,379.9572,379.83825,379.22099,379.45455,379.73005,380.16055,380.73963,380.57944,380.63293,380.86931,380.90476,381.22755,381.36926,380.97167,380.79475,380.98474,381.62543,382.04217,382.14098,381.5034,381.89685,382.3899,383.24328,383.19093,383.47248,383.39224,383.42111,383.49995,384.30319,385.10785,383.9618,383.8292,384.01139,384.41404,384.84213,385.02074,385.3935,385.15154,384.17612,384.25237,384.95142,385.29228,385.2206,385.30017,385.70742,386.26455,386.76988,386.91572,386.7191,386.53382,385.97375,386.06965,387.04008,387.42428,387.54128,387.71378,387.81285,388.73852,388.56419,388.89388,388.64274,389.16615,388.61984,388.94234,389.54755,389.074,389.53699,389.56042,389.59773,390.44698,390.60338,390.72262,390.73374,390.48097,390.13839,390.31525,391.03648,390.8154,390.96095,391.44777,392.01637,392.33465,392.7683,392.5945200000001,393.16833,393.04886,392.87366,393.01289,393.22165,393.61804,393.93001,394.5652,394.80376,395.60409,395.93829,396.24216,395.91119,396.17255,395.65211,396.14161,396.49461,396.16576,396.37537,396.67051,396.48204,396.93373,397.18836,397.46426,397.63481,397.59083,397.09348,397.42616,397.05157,397.71543,397.83915,398.89978,398.7269,399.20822,399.76652,399.80482,400.02717,400.26859,399.89961,400.42677,402.34416,401.03117,400.97797,401.07718,401.65029,402.77035,403.15464,403.29038,403.12961,403.77583,402.81366,402.7925,403.54888,404.27357,404.40771,403.62269,404.15829,405.13198,405.0468,405.59861,405.20722,405.6342,404.9057,404.93516
 Gobabeb,15.03,-23.57,nmb123s0.dat,368.26718,367.41636,367.91182,369.81062,370.38699,371.22116,370.26004,369.87147,370.64435,372.49256,369.52348,368.58828,368.21538,368.55566,369.38267,369.17659,371.24869,372.17737,371.52681,372.14061,372.48674,374.66292,373.45118,370.94567,370.30448,369.84906,370.41309,371.54873,371.90571,372.99425,374.39726,375.0131,374.38422,375.79768,375.34736,373.5619,372.83351,373.26611,373.17941,373.86225,374.44182,375.81401,376.88005,376.46023,376.75089,378.17843,377.43244,376.02513,375.793,374.79866,375.94364,376.81658,377.90582,377.90966,378.65265,378.41976,377.8135,378.54037,378.91095,377.53693,377.50608,376.42603,377.37755,378.21024,378.57032,379.51284,380.52822,381.12185,381.63198,382.86654,380.65645,381.18014,380.39908,378.58562,379.84888,379.98141,381.03529,382.59776,382.08268,381.33128,382.90489,384.06468,383.00228,381.73175,380.69501,380.36727,380.58334,382.53894,382.67663,383.32166,383.51704,384.92068,384.72438,389.03794,387.8916,384.10176,383.70077,383.96844,384.54009,383.50341,384.27886,385.02319,385.55369,386.44741,386.37826,386.97594,387.21281,385.16888,384.39382,384.7458,385.43931,384.67901,385.86193,386.73586,386.7081,387.34227,387.67402,389.84575,388.53011,386.48042,386.26161,385.81609,386.94844,387.55703,388.23893,388.31192,389.37246,390.20323,391.23706,391.87772,391.76279,389.9252,389.0488,387.34649,387.37972,388.9846,392.05444,391.99702,392.19265,392.43739,392.94877,391.67496,390.69069,391.20045,389.75186,391.15682,391.21084,391.6873,391.96794,392.46696,393.6791,395.40516,395.72324,396.67121,394.98278,393.84101,392.34734,392.07831,392.56611,393.36347,394.55833,396.41312,397.63018,397.72419,398.94515,399.45816,397.96426,398.30618,396.12374,395.61602,395.90587,396.38384,396.86129,397.78798,399.08587,398.4691,398.45408,400.74313,400.6706,396.9144,395.75741,395.89754,396.41012,399.68576,399.41477,399.50651,400.01169,402.43025,401.58906,402.64727,401.26467,400.61062,399.98148,399.27271,400.39347,400.43192,401.51394,403.741,403.95232,404.28046,404.47802,404.16102,403.46649,403.29108,402.18129,401.48434,401.23428,402.89084,404.24542,405.98397,406.59495,405.93353,407.35325,407.27446,406.36957,405.66054
