sitename,lon,lat,file,2000-01-15,2000-02-15,2000-03-15,2000-04-15,2000-05-15,2000-06-15,2000-07-15,2000-08-15,2000-09-15,2000-10-15,2000-11-15,2000-12-15,2001-01-15,2001-02-15,2001-03-15,2001-04-15,2001-05-15,2001-06-15,2001-07-15,2001-08-15,2001-09-15,2001-10-15,2001-11-15,2001-12-15,2002-01-15,2002-02-15,2002-03-15,2002-04-15,2002-05-15,2002-06-15,2002-07-15,2002-08-15,2002-09-15,2002-10-15,2002-11-15,2002-12-15,2003-01-15,2003-02-15,2003-03-15,2003-04-15,2003-05-15,2003-06-15,2003-07-15,2003-08-15,2003-09-15,2003-10-15,2003-11-15,2003-12-15,2004-01-15,2004-02-15,2004-03-15,2004-04-15,2004-05-15,2004-06-15,2004-07-15,2004-08-15,2004-09-15,2004-10-15,2004-11-15,2004-12-15,2005-01-15,2005-02-15,2005-03-15,2005-04-15,2005-05-15,2005-06-15,2005-07-15,2005-08-15,2005-09-15,2005-10-15,2005-11-15,2005-12-15,2006-01-15,2006-02-15,2006-03-15,2006-04-15,2006-05-15,2006-06-15,2006-07-15,2006-08-15,2006-09-15,2006-10-15,2006-11-15,2006-12-15,2007-01-15,2007-02-15,2007-03-15,2007-04-15,2007-05-15,2007-06-15,2007-07-15,2007-08-15,2007-09-15,2007-10-15,2007-11-15,2007-12-15,2008-01-15,2008-02-15,2008-03-15,2008-04-15,2008-05-15,2008-06-15,2008-07-15,2008-08-15,2008-09-15,2008-10-15,2008-11-15,2008-12-15,2009-01-15,2009-02-15,2009-03-15,2009-04-15,2009-05-15,2009-06-15,2009-07-15,2009-08-15,2009-09-15,2009-10-15,2009-11-15,2009-12-15,2010-01-15,2010-02-15,2010-03-15,2010-04-15,2010-05-15,2010-06-15,2010-07-15,2010-08-15,2010-09-15,2010-10-15,2010-11-15,2010-12-15,2011-01-15,2011-02-15,2011-03-15,2011-04-15,2011-05-15,2011-06-15,2011-07-15,2011-08-15,2011-09-15,2011-10-15,2011-11-15,2011-12-15,2012-01-15,2012-02-15,2012-03-15,2012-04-15,2012-05-15,2012-06-15,2012-07-15,2012-08-15,2012-09-15,2012-10-15,2012-11-15,2012-12-15,2013-01-15,2013-02-15,2013-03-15,2013-04-15,2013-05-15,2013-06-15,2013-07-15,2013-08-15,2013-09-15,2013-10-15,2013-11-15,2013-12-15,2014-01-15,2014-02-15,2014-03-15,2014-04-15,2014-05-15,2014-06-15,2014-07-15,2014-08-15,2014-09-15,2014-10-15,2014-11-15,2014-12-15,2015-01-15,2015-02-15,2015-03-15,2015-04-15,2015-05-15,2015-06-15,2015-07-15,2015-08-15,2015-09-15,2015-10-15,2015-11-15,2015-12-15,2016-01-15,2016-02-15,2016-03-15,2016-04-15,2016-05-15,2016-06-15,2016-07-15,2016-08-15,2016-09-15,2016-10-15,2016-11-15,2016-12-15,2017-01-15,2017-02-15,2017-03-15,2017-04-15,2017-05-15,2017-06-15,2017-07-15,2017-08-15,2017-09-15,2017-10-15,2017-11-15,2017-12-15
DSI,116.7297,20.6992,co2_dsi_surface-flask_1_representative.nc,374.47721,375.24931,375.71709,373.5245,372.70878,371.00218,370.17182,369.09958,367.93484,369.08308,372.57755,375.94038,375.63979,377.28692,377.30573,375.96934,373.30258,371.71633,370.81481,369.94452,369.26658,372.30793,374.16158,377.0265,377.48131,379.02305,376.90945,376.30898,375.63193,373.72141,373.25686,372.69745,371.7723,373.54013,376.63584,378.13126,379.82594,380.35153,381.31385,379.24602,378.97399,377.15092,376.70307,375.29494,375.03228,376.83386,379.34177,381.98178,384.53948,384.50316,386.1507,383.4439,380.52676,379.10129,377.93876,377.16323,376.82132,379.0535,381.10281,384.11698,386.26141,386.61688,386.78653,385.63574,381.16291,380.77115,380.60723,379.29288,379.7274,382.15943,383.86337,387.17699,389.22564,390.06289,388.74816,386.58417,384.82551,383.20836,381.93321,381.0701,381.44406,384.49888,386.41581,388.87482,392.64848,389.48804,390.42765,390.49063,387.43124,385.07997,383.85516,383.44279,384.24224,386.28149,388.61943,392.51786,394.32661,396.11504,394.55935,392.47409,389.60329,387.16153,386.22195,385.37601,386.19575,386.84221,390.23711,392.64391,394.80496,393.65608,394.21153,393.41193,391.73572,388.84394,387.64576,387.46401,386.34508,389.29301,393.15331,396.49039,396.22118,395.49865,396.50025,396.64726,392.87156,391.59603,390.09834,389.54272,389.45081,392.24757,395.835,399.03427,401.35163,402.77297,402.86462,400.37336,396.21018,393.05576,391.65423,391.35024,391.12559,394.03554,396.10997,400.52403,405.20052,403.35226,401.88187,398.25909,395.91978,395.41037,394.34279,393.68341,393.65547,396.74179,400.78629,403.58791,406.66826,405.76828,402.93953,403.36556,398.83266,397.93691,397.1211,396.26443,395.85555,399.67743,402.55045,406.49902,406.80318,407.28989,407.2343,405.37308,402.05117,400.34702,399.25872,397.88321,399.50927,401.07337,404.80256,407.48736,408.90527,410.06706,410.02297,407.55371,402.75144,401.99829,401.12727,400.91993,400.23489,403.50907,405.39028,412.7557,412.50946,413.80161,412.66598,408.01172,407.01515,404.76365,404.64505,403.64265,404.46056,405.52896,410.71107,413.71112,417.38644,416.40911,417.31409,413.4445,412.07139,407.54082,407.38017,406.88616,405.80935,409.09697,413.53112,417.11019
EEC,-5.664,36.0586,co2_eec_surface-insitu_431_allvalid.nc,375.30297,375.73776,375.01025,374.89869,374.40445,372.06549,368.90598,365.7284,367.39378,369.48244,371.34398,373.56201,374.21938,376.75031,374.51889,376.54542,374.92378,373.17543,369.76344,369.05677,368.66908,372.01529,376.2499,376.88974,376.61326,378.4998,377.92407,378.26833,377.38169,375.90283,371.81994,369.95334,370.14016,373.50666,375.85109,377.83454,379.76034,379.78005,380.22076,381.09283,380.11107,378.74989,375.56535,372.91055,373.34196,375.61971,379.51421,382.65323,383.29023,383.33063,383.88974,383.29136,381.95017,380.95936,379.75403,376.38057,375.90071,376.68995,382.28036,383.99044,385.84741,387.26081,385.33803,384.92819,383.90467,382.44788,379.55245,376.84254,378.03993,380.46367,384.40968,386.57067,388.11768,389.719,387.40266,387.52766,386.79905,385.38079,382.2584700000001,379.40356,380.11366,382.45309,385.43178,389.69776,389.89543,387.92682,390.38929,389.81423,387.88086,385.76312,383.3503,381.45113,381.90349,386.0232,389.75978,391.55851,391.25074,390.95129,391.63532,391.96329,390.51173,388.84892,385.36711,382.66592,382.93647,386.4053,390.278,391.28991,392.18969,393.02153,392.93282,393.44278,392.1134,391.34722,387.83834,385.75672,383.97184,389.73318,391.06168,392.8777,393.90038,393.63679,394.17855,394.27314,392.91155,392.09044,389.35625,388.17292,387.02588,391.39588,393.6897,395.66687,397.05972,397.94686,398.16019,397.15436,395.40839,395.54172,390.9473,389.45774,388.91376,391.68244,396.02348,399.06433,400.5495,401.14237,398.80618,399.04183,398.66139,396.93288,391.92036,390.98519,390.92943,396.39033,397.88659,402.24494,401.9638,402.81776,401.57198,402.6776,401.10786,396.72712,395.33246,392.40642,393.04892,396.53754,401.57393,402.69652,403.52409,403.17103,404.44583,403.5556,403.03386,400.70427,397.38536,396.06457,395.95764,400.09306,401.76298,405.53408,405.32937,405.40323,406.10688,406.45307,404.116,401.67195,401.85609,397.39339,397.4062,401.69287,405.80946,406.27152,407.57045,408.83277,410.24407,409.41744,407.26006,404.88251,402.06328,399.4818,401.34622,406.10699,408.45288,410.38552,412.84261,411.46381,412.0809,412.77841,411.41963,408.26548,404.78716,402.74326,402.25298,407.0029,410.77769,412.06111
EGB,-79.7832,44.231,co2_egb_surface-insitu_6_allvalid.nc,380.1499,384.6981,389.12767,383.35656,385.69758,376.72682,361.64818,355.87093,375.80132,381.68137,382.77649,383.70179,381.13343,376.33529,379.72647,385.23984,379.96427,375.06604,368.29201,368.16159,374.05448,375.1136,383.68662,385.66036,383.6189,383.98692,382.74919,389.01903,382.25894,378.14429,372.48756,377.52403,393.58478,381.01437,385.09132,387.28339,384.41291,385.41056,388.11681,387.91925,384.9779,378.41752,378.27331,382.18478,388.88238,393.19173,392.7745,390.19852,386.29532,392.21131,391.46628,384.4973700000001,387.46351,383.99067,375.6985,380.29745,386.77244,389.54400000000004,391.08415,387.58339,394.77553,396.53975,392.18063,392.29533,390.79195,392.87822,378.96095,381.70762,387.13677,389.45253,391.11057,398.23426,399.41681,393.44525,394.03359,392.69277,391.30813,387.1306,386.28033,380.53934,383.91707,389.47561,401.23542,395.7033,396.13649,393.22203,395.67042,394.48446,396.6474,387.58971,381.05296,382.1979,396.05171,402.11584,396.81289,397.13,398.85109,399.30831,398.02163,400.02295,393.68359,392.18037,391.29608,394.44311,385.43614,391.34789,400.97989,396.71714,400.9548,399.49172,400.01122,396.92046,398.34008,391.96279,385.79491,391.35839,417.15379,395.43986,401.9867,399.32478,400.01632,396.80948,401.94823,400.33599,396.63797,393.83187,389.70099,388.42944,393.01286,396.24079,402.41404,402.61421,405.58891,405.57617,404.64776,402.21034,402.24785,397.9578,389.2364,402.65528,402.12221,406.17594,407.18273,409.73368,405.04744,403.73937,405.1498,404.45299,401.82489,396.79676,390.51441,386.17401,402.06721,406.51101,414.45188,408.63545,406.96713,407.66643,405.69381,408.78591,407.81504,409.19412,403.68727,397.23699,407.17309,413.91668,407.6153,409.96575,409.81168,410.40339,410.18293,410.04381,402.30932,400.12432,397.53196,394.79081,409.62957,409.36485,408.3454,411.88067,409.55778,411.07385,411.21335,413.84628,411.71591,406.5329,394.5209,389.54456,407.9793,403.31628,413.54596,416.45952,415.98594,413.87638,418.01092,417.06741,413.59488,409.64855,403.39894,407.04993,411.15342,407.29900000000004,420.99456,416.6266,422.61049,425.0106,419.48142,418.69807,415.53748,405.92137,408.15349,409.91296,438.78512,425.09544000000005,418.9717,421.56898
EIC,-109.4284,-27.1597,co2_eic_surface-flask_1_representative.nc,366.83795,366.77049,366.6796,366.79642,367.10591,367.61374,368.12387,368.20359,368.19919,368.20478,368.14489,368.06814,367.667,367.51904,367.69352,367.76174,368.15202,368.77886,369.47409,369.76079,369.88079,369.81452,369.71559,369.66629,369.50869,369.6919,369.76958,370.00442,370.25465,370.85463,371.4021,371.81168,372.09876,372.06375,372.16413,371.90592,372.16951,372.03453,372.29701,372.51652,372.82091,373.21536,373.82051,374.17223,374.34426,374.29828,374.36697,374.1832,374.40669,374.23024,374.38099,374.59374,374.89366,375.42725,375.88552,376.19018,376.03971,376.05435,376.05825,375.84692,375.81005,375.83595,375.80472,376.21689,376.79961,377.63492,377.82697,378.31042,378.41353,378.38719,378.45358,378.16464,378.14741,378.36016,378.19313,378.81796,378.91543,379.26628,379.6306,379.73205,379.78688,379.78738,379.7324,379.78249,379.68261,379.92903,380.17446,380.38491,380.77685,381.0593,381.71091,381.85657,382.07896,382.20821,382.17011,382.11848,382.06083,382.08414,382.31592,382.49479,382.7632200000001,383.30193,383.55167,383.83171,383.79245,383.78459,383.59058,383.45985,383.69177,383.5852,383.91881,384.1274,384.71256,384.42391,384.95296,385.37852,385.55809,385.38195,385.32988,385.23608,384.98879,385.08742,385.11879,385.48704,385.71272,386.57692,387.33977,387.6813,387.74419,387.90822,387.75359,387.57973,387.47699,387.35569,387.34745,387.65548,387.91608,388.37895,388.96507,389.42022,389.41347,389.37462,389.04851,389.07118,389.0247,389.60541,389.40602,389.54112,390.0714200000001,390.58109,391.16698,391.49926,391.60601,391.72822,391.67836,391.3762,391.57193,391.7221,391.96608,392.29993,392.90986,393.68978,394.17375,394.56217,394.45929,394.52274,394.3800700000001,394.3638,394.29293,394.35731,394.85117,394.61779,394.96456,395.56596,396.32668,396.40558,396.38593,396.15534,396.17423,395.8499,396.23718,396.199,396.29781,396.77357,396.85739,397.5200200000001,398.10257,398.54238,398.59186,398.55699,398.60394,398.65641,398.67638,398.70062,398.99934,399.42097,399.93998,400.54889,401.48079,401.91971,402.0558,402.03051,401.8766,401.56415,401.3853,401.28434,401.44095,401.90195,402.2097,402.95901,403.46137,403.96111,403.99321,404.03873,403.93433,403.85843
ELL,0.9545,42.5748,co2_ell_surface-flask_431_representative.nc,378.02829,376.47586,376.13633,378.50341,370.93091,372.7377,369.02027,368.83933,375.40964,374.31999,374.03675,374.9723,375.94986,378.44508,375.76101,376.47181,372.99591,376.00627,379.81445,383.17716,366.961,372.96614,377.5208,379.08289,378.12037,381.54132,381.27537,380.21695,378.63298,378.39112,375.17981,375.60018,367.88473,372.89772,376.00638,380.14146,380.11698,382.71473,383.92964,383.69666,383.15798,380.66437,375.68048,380.53136,383.10915,381.54644,383.73662,382.54034,381.89275,386.59511,388.56856,386.19206,383.9964,382.71796,382.13935,390.47044,377.02982,378.38687,383.68517,386.60117,386.33056,388.30482,386.4078,387.38706,380.77647,388.45465,381.03788,381.78256,379.46962,382.57951,388.50625,386.34223,390.59948,392.58378,388.72095,390.19834,388.43186,385.62008,382.58868,372.56774,381.40389,381.14344,383.63325,388.3774,390.51461,391.01814,390.46237,389.44601,388.02653,386.86531,384.65855,385.05747,388.97747,388.66414,390.50431,390.07873,391.67542,389.12069,391.53243,391.92065,392.56358,386.53534,389.59159,399.48593,380.42918,389.44514,388.66582,391.0902,391.74943,394.04983,394.85566,394.73077,391.24876,389.5752,390.86363,399.20773,380.65403,387.37251,390.35958,394.52445,395.71148,396.75459,395.91279,397.74473,393.62558,386.8888,389.18902,391.11063,398.3124,394.55324,393.08562,398.05032,400.3077,398.01854,399.99167,394.14107,396.23579,400.82264,388.2137,406.89658,382.12247,392.01963,398.415,398.70819,401.40137,400.79295,400.95241,400.47822,392.15042,399.16713,404.86839,405.42881,390.25326,395.15694,400.91231,401.01557,400.59851,405.29174,403.91373,402.41377,401.23641,399.82327,397.75035,387.19678,397.78094,399.58037,404.07371,402.78208,403.15368,403.12915,405.5053,401.76819,400.86676,402.66628,401.56336,401.51385,408.96595,404.96571,402.87300000000005,402.8868,406.22664,407.98887,408.19444,412.33198,405.39369,403.47822,398.58211,400.85847,396.00983,398.90929,402.43249,403.79589,408.70853,410.51148,412.25721,411.21859,411.29702,406.42705,397.28658,397.27241,408.33786,405.04595,412.3071,411.25651,411.24408,411.60887,408.72945,411.62554,411.56952,412.08175,399.23424,397.26181,390.71232,405.37753,410.54946,412.22252
ENA,-28.0257,39.0916,co2_ena_surface-insitu_64_allvalid-10magl.nc,372.66291,372.65703,373.13558,374.13885,372.68735,371.24241,367.28589,364.9607,365.40558,367.09063,369.49967,371.86823,372.9162,374.31065,374.98874,375.6473,374.73327,371.99957,369.97619,367.16569,365.92589,369.24717,372.1625,373.63372,374.94855,375.94722,377.22214,376.49219,376.27725,374.14735,372.11436,368.62268,367.96811,370.62634,373.72939,375.65245,376.73354,377.73181,378.75088,380.02498,379.67807,377.24769,374.65675,370.97497,371.41214,373.80945,376.64876,377.98181,378.3651,380.7524,381.61926,381.73547,380.48142,379.1067,375.6182,371.2349,372.16785,374.55198,377.79551,380.13712,381.19795,382.50469,382.89055,383.59358,383.49189,381.45905,377.10436,373.23989,374.78309,377.13783,380.72467,382.38507,383.35318,384.89519,385.91283,385.88527,385.32828,383.59468,380.349,377.37857,377.14824,379.62809,382.44788,384.26896,385.54441,385.97098,387.1223,387.94879,386.85856,383.8377,380.93585,378.06039,378.5358,381.05703,383.89955,386.07151,387.36634,388.69819,389.95265,390.65795,389.54173,387.48659,382.75373,380.95124,380.75185,382.73778,385.64342,387.81622,388.64429,390.06429,390.7482,391.79585,391.3757700000001,388.76434,384.59984,381.65951,380.67906,384.47304,387.34949,390.05396,391.61398,392.85552,393.4236,393.95652,392.85774,390.81127,387.57102,384.03552,384.56841,387.99559,390.5636,392.81318,394.11263,394.89314,396.11239,396.38524,395.57036,393.35838,389.90218,387.61547,386.15189,389.13774,393.07619,393.56589,394.94107,395.97519,397.31886,397.47744,397.30532,395.30857,390.52111,387.40609,388.59699,391.54489,395.02291,396.88902,397.89375,399.17976,400.61958,401.33062,400.26728,398.20903,394.0805,391.21314,390.78435,394.478,397.41246,400.08387,400.91056,401.82786,402.29911,402.77193,401.77823,399.94685,395.30513,394.18001,392.55084,395.44926,399.53223,400.61923,402.04331,403.08986,404.46103,404.73626,404.03279,401.70774,398.92874,393.57942,395.08918,398.32125,401.3915,404.2917,405.32032,406.57134,407.4497,408.23279,406.38648,403.51049,401.04287,398.34276,398.33723,401.5408,405.13708,407.91,408.59508,409.73999,411.23907,411.27307,410.50956,407.89289,402.74355,400.13689,400.88035,403.83704,406.43456,408.50881
ESP,-126.5441,49.3825,co2_esp_surface-insitu_6_allvalid.nc,378.88036,377.43227,377.96077,377.03151,378.97596,371.76962,372.26701,349.87443,360.54471,389.84398,381.10797,381.37645,380.33095,378.49869,377.8149,376.90319,377.68565,377.02144,368.31753,368.79501,368.06174,375.50388,375.69928,380.26622,378.8601,380.32656,380.41023,378.87556,380.23785,376.11776,375.70321,375.14593,373.84694,381.02362,390.03789,380.11337,380.72051,380.35671,380.82252,380.65962,378.81557,378.87768,372.7554,379.82402,378.66918,378.53452,377.7922,383.69879,382.40346,382.9519,381.46385,383.81657,383.95831,381.78719,377.41114,376.64216,377.77729,396.43882,398.32306,384.74638,392.22266,386.70268,386.92978,385.89482,382.32777,382.76552,381.22843,373.52205,380.93928,392.23477,395.20254,384.82004,388.7045,387.51165,383.36226,386.10786,388.19478,383.64105,383.45641,375.32946,362.03797,375.22713,389.94761,392.14306,388.2156700000001,392.48797,388.88041,393.43903,389.77989,385.6334700000001,382.86729,376.56256,364.67079,383.2244,397.09141,388.56405,390.70984,390.92611,390.75149,394.22832,392.2024,391.79935,386.55792,366.38044,392.74496,387.52664,404.54583,409.24796,388.44187,393.52212,392.91379,394.59937,394.68918,387.7875,387.2136,388.28445,387.54419,394.43854,392.81926,397.05387,397.04918,395.98241,395.38526,395.45004,396.02042,392.50392,387.64972,385.24417,391.53572,409.03699,404.4236,394.62812,397.29883,397.31505,398.17757,399.22312,398.93916,396.36772,393.07465,384.50357,394.26945,412.78242,400.20698,400.93035,398.30693,400.35209,401.12121,403.43235,399.50848,398.66604,393.85463,398.02821,404.04501,405.0344,410.84745,402.0418,404.77398,402.11258,404.61475,404.66664,404.03078,402.0654,392.14984,400.72887,412.67436,426.34353,409.72047,406.38234,408.11079,406.46736,404.83262,403.04984,405.91095,405.77864,400.66769,395.25377,399.8274,443.13815,421.64777,403.44949,415.28951,405.00305,406.56715,407.07836,405.95638,403.27458,398.91319,401.15626,432.4697900000001,436.8113,415.3959200000001,410.08752,412.18681,410.38721,409.16068,410.80409,410.42943,406.75365,402.04692,401.59863,414.46387,420.29761,411.70217,411.54024,413.32108,412.60064,414.39509,414.60784,413.24904,411.11824,406.3627,405.4142,393.24487,417.38333,414.3719,424.49406
EST,-110.2076,51.6636,co2_est_surface-insitu_6_allvalid.nc,380.53369,379.3262,378.30556,377.76239,378.10928,368.39882,363.50894,368.54952,372.59384,375.39704,376.30383,379.32579,379.98699999999997,380.28823,377.20348,382.90763,377.26518,372.76224,365.88867,368.24224,370.87937,373.8612,377.5243200000001,381.6098,380.09565,383.64663,382.05218,382.06385,380.26358,378.89031,373.76466,371.85912,377.76786,380.01733,380.99682,382.44741,382.19927,386.29328,385.5734,383.72501,377.88466,377.36923,374.32704,378.56042,379.78467,385.01885,385.1894,384.03456,384.57758,387.69757,385.14874,384.4621,385.44848,379.68514,372.40188,378.49005,381.07837,383.66459,381.7351,384.53683,387.07355,387.62999,389.46551,386.85594,383.60246,378.81863,372.71701,371.86814,370.91333,384.8183,386.99681,388.45075,389.02668,388.97066,389.39447,391.75962,387.87449,386.35862,385.78679,394.49192,388.76638,385.65978,388.41064,392.17892,390.2991,395.44672,394.92745,395.56745,389.73047,383.92236,386.42305,380.73189,380.22845,391.73305,391.62353,394.55856,394.14264,395.19076,393.408,391.76081,388.63282,386.52201,383.34195,380.75878,384.61015,385.42156,393.1979,396.91193,396.40174,396.14429,392.55031,394.46706,391.55822,386.11417,386.58202,394.6627,392.46434,392.11407,392.81222,395.80162,398.44116,397.52689,400.36248,397.55195,395.31151,393.13568,386.98432,390.34127,392.74647,399.69478,399.07487,402.57437,400.42913,399.76812,402.02256,402.60478,398.34753,392.69822,388.85442,386.34156,387.91628,397.67701,399.32423,400.03043,399.11407,401.34732,402.18639,403.47781,401.58385,395.01541,389.4245,398.60432,396.89714,401.73042,406.29445,406.21238,404.65433,404.66548,406.17207,405.48178,404.2473700000001,402.19197,395.57691,397.28271,403.73317,401.87512,407.06669,405.90513,405.44488,407.3095,406.82935,409.5214,406.69841,401.69415,396.66376,397.24392,399.22519,402.15213,405.82547,409.27701,407.86649,407.75011,408.70576,408.79007,406.99806,404.7337,404.94165,400.61545,404.0866,407.06684,411.08977,413.33906,411.62688,411.49338,412.56909,411.24676,411.27647,404.33405,399.67298,403.40514,411.51102,412.99756,413.93514,412.67744,414.39367,415.72485,417.31808,416.85964,413.8994,407.44539,403.92051,415.43259,400.7,407.22705,412.50035,414.26494
ETL,-104.9834,54.3501,co2_etl_surface-insitu_6_allvalid.nc,385.02031,378.69377,376.62833,380.45403,378.56487,371.5629,362.65503,368.33566,360.61433,374.14356,373.4074700000001,378.15943,379.96034,382.23827,379.43979,377.73867,376.8832,374.01813,365.21524,367.17800000000005,366.14834,375.40338,380.73648,383.20979,381.63894,382.46714,376.79411,379.39506,380.95933,371.91185,367.39142,370.84374,372.87167,379.13382,384.49591,383.72702,383.00856,382.44671,381.01932,384.82319,380.42644,377.038,374.46871,375.22279,376.89623,382.36668,382.80702,385.40212,385.34202,388.05505,388.35214,386.28929,386.04991,379.23225,371.68313,366.33763,368.74946,381.1667,380.91347,383.99387,385.13681,385.86161,386.06755,385.87404,383.15216,379.55955,375.72088,377.3752,379.70132,384.23145,386.24616,388.59123,388.72098,388.5513,388.33643,390.94526,387.84056,384.37993,379.86739,381.70366,382.86863,385.0096,387.82469,389.74741,390.19631,390.61817,391.27073,391.02847,389.66967,384.91783,380.38369,378.44584,382.19697,391.35193,391.57801,392.83864,393.83056,394.81351,394.48566,394.02486,392.69816,389.22313,382.42902,382.65815,388.29134,389.67413,393.1571,394.87003,393.2369,393.41993,395.06296,396.46614,393.69831,389.72124,386.09045,384.38864,389.07479,391.25344,395.24137,395.21756,396.14472,397.48839,398.80205,396.97089,395.25452,389.68088,386.83793,389.57162,389.12793,394.95539,396.96661,398.79506,398.77443,398.80161,399.28241,401.8617,397.19534,391.8611,388.6699,390.87169,398.48065,395.67324,400.13171,400.62756,399.43022,401.72736,403.37694,403.48907,399.81669,393.21443,386.65626,395.90723,394.80266,398.68278,401.50800000000004,404.38713,404.59578,404.80774,404.7596,405.04069,402.57315,399.65624,394.1184,394.88616,403.61984,402.05944,406.54963,406.8471,405.92818,405.69843,407.08468,406.19096,405.67102,400.05727,391.81765,397.34945,398.07905,404.03046,404.07191,409.31668,407.38151,408.2546200000001,407.76166,409.18749,407.97537,404.08986,397.84517,400.98099,402.95525,406.38924,409.6146700000001,412.38574,409.49404,410.85103,411.61649,410.97845,409.41779,403.27106,397.62343,410.25877,412.97681,410.86407,412.46318,412.45282,413.71389,412.97343,414.85965,415.71105,412.13329,403.79167,399.81407,400.05412,399.36593,409.91622,412.44124,416.91185
FIK,25.6694,35.3378,co2_fik_surface-flask_11_representative.nc,375.00728,376.11407,377.0703,374.99075,371.94448,368.70749,365.95771,364.21607,366.86976,369.76789,371.26665,373.92686,374.96921,376.72499,376.50336,377.36259,373.97502,369.72135,365.09876,366.09915,367.62937,371.91142,373.38800000000003,375.5746,377.47109,378.01996,379.07276,378.83921,375.97894,371.61435,369.10386,367.52116,369.34289,372.65607,375.32949,377.61161,378.47567,381.52782,382.46269,381.54342,379.78796,375.62428,371.40067,371.66543,372.88014,375.0617,378.75408,380.38252,381.53847,383.40976,384.36244,383.47425,381.39426,376.32795,373.67476,371.49058,373.19222,377.46376,379.8671,381.77014,383.83418,384.9802,386.01152,386.02593,383.03636,377.47261,376.08403,374.64712,376.13421,380.55822,383.15493,384.91748,386.89634,387.76195,388.74897,388.4453,385.23256,378.88542,375.86773,378.15367,378.49715,382.46822,385.6002,387.84524,387.97551,389.44447,390.37233,389.95669,386.78231,384.17772,381.85294,378.43711,380.46995,384.32659,386.40431,388.85608,390.18164,390.91104,391.11974,391.93846,388.68436,386.00573,381.06984,382.2321,382.7583,385.91053,387.68229,390.39389,390.76005,393.29947,394.29846,393.72768,389.12971,386.38641,382.37657,379.68514,383.01296,386.54008,390.8003,391.81611,394.06662,394.53953,396.04868,395.80121,392.08835,387.88019,383.07413,386.04415,386.26656,390.40387,391.84475,394.4536700000001,396.72037,397.58024,398.5489,398.31031,394.19276,389.31475,387.29556,385.06067,387.70339,391.37073,396.0848,396.63419,398.46159,399.97569,400.63599999999997,399.13776,396.83079,391.90677,390.27812,388.14166,390.73729,394.28537,396.78568,398.99722,400.98518,401.9578,402.40944,404.13902,399.67569,395.08936,391.91486,389.76187,392.06172,397.74794,399.2827,402.25874,402.51299,404.71688,405.16772,404.17703,400.89738,396.40011,394.63353,393.18157,394.53059,398.03327,401.53848,403.03601,404.72657,406.12757,406.89501,406.89376,402.54326,396.56626,394.79884,394.59695,397.30023,400.33503,404.74502,407.57318,407.49175,408.99971,409.90883,409.93263,406.11211,403.16218,396.10482,397.49761,399.88876,404.57121,407.33052,410.13953,410.95319,411.74024,414.16509,413.10338,409.06551,403.74501,401.91616,400.83835,402.07815,406.27539,408.50785,410.4671
FNE,-122.5737,58.8412,co2_fne_surface-insitu_6_allvalid.nc,375.95493,379.28909,379.13804,375.21159,375.56936,370.72619,377.71038,369.00057,370.37121,372.25211,378.73248,378.93126,375.37375,380.40645,380.19771,377.6284,377.63483,377.15037,371.93837,378.93796,369.39851,371.30099,381.37811,392.33099,389.99176,386.62209,380.30642,377.6754,377.10939,376.72749,373.90881,365.43433,371.13341,380.43308,387.91174,399.07324,380.1577,378.71709,382.85594,382.42119,381.57459,377.03462,375.36199999999997,375.959,374.52474,374.95713,381.98291,380.085,387.39317,391.15999,385.67933,383.94885,383.56311,378.11167,383.59867,367.66703,372.79900000000004,375.7934,381.53451,380.00848,387.38293,389.1786,388.45633,385.22272,388.38523,386.0507,386.6152,379.86381,380.59667,379.62425,383.5611,390.36278,394.97452,388.76728,388.49289,393.38428,387.09058,387.11939,385.62057,376.01462,367.99343,381.34283,393.76976,395.56832,394.0177,393.80247,392.37866,389.64488,388.24233,386.3966,384.00106,366.17572,387.47577,384.04934,393.17709,398.92367,401.4835,394.42169,398.34983,392.027,390.90132,386.5746,381.26737,383.11357,375.6308,386.90859,399.4662,400.99706,408.35451,408.39639,401.52436,394.2005,393.35951,391.54469,384.83521,381.19024,388.47807,393.40361,397.22174,395.22321,395.87621,405.26091,397.5954,395.3923,395.10615,390.13577,392.70864,382.47136,388.66029,397.54421,399.78989,408.44924,398.03091,402.15437,401.58883,397.98621,398.51569,396.55092,393.00352,400.26385,394.23179,395.47114,401.20652,401.9076,405.65198,400.04891,402.38613,402.16418,399.99711,397.17677,390.72972,380.48299,395.23409,398.69838,416.44124,415.88271,410.68776,401.43818,403.78646,402.07061,404.14475,396.74729,385.92957,387.50804,389.13448,403.39134,406.8616,413.97713,415.96073,412.1683,406.4739,405.51467,403.42414,400.46294,405.46843,404.65832,399.14699,407.8444,409.20594,417.23636,412.0417,414.3964,410.14786,406.83689,405.52759,401.83484,400.36222,394.12043,391.14393,415.36629,409.70402,421.58805,409.24776,406.34954,412.07983,410.41989,410.82953,408.38635,405.74264,410.43301,410.12216,418.09055,416.97675,417.75467,417.57291,419.26018,418.84766,414.06925,412.17721,407.72738,407.34417,406.60094,404.58553,406.58918,413.36386,417.05911
