sitename,lon,lat,file,2000-01-15,2000-02-15,2000-03-15,2000-04-15,2000-05-15,2000-06-15,2000-07-15,2000-08-15,2000-09-15,2000-10-15,2000-11-15,2000-12-15,2001-01-15,2001-02-15,2001-03-15,2001-04-15,2001-05-15,2001-06-15,2001-07-15,2001-08-15,2001-09-15,2001-10-15,2001-11-15,2001-12-15,2002-01-15,2002-02-15,2002-03-15,2002-04-15,2002-05-15,2002-06-15,2002-07-15,2002-08-15,2002-09-15,2002-10-15,2002-11-15,2002-12-15,2003-01-15,2003-02-15,2003-03-15,2003-04-15,2003-05-15,2003-06-15,2003-07-15,2003-08-15,2003-09-15,2003-10-15,2003-11-15,2003-12-15,2004-01-15,2004-02-15,2004-03-15,2004-04-15,2004-05-15,2004-06-15,2004-07-15,2004-08-15,2004-09-15,2004-10-15,2004-11-15,2004-12-15,2005-01-15,2005-02-15,2005-03-15,2005-04-15,2005-05-15,2005-06-15,2005-07-15,2005-08-15,2005-09-15,2005-10-15,2005-11-15,2005-12-15,2006-01-15,2006-02-15,2006-03-15,2006-04-15,2006-05-15,2006-06-15,2006-07-15,2006-08-15,2006-09-15,2006-10-15,2006-11-15,2006-12-15,2007-01-15,2007-02-15,2007-03-15,2007-04-15,2007-05-15,2007-06-15,2007-07-15,2007-08-15,2007-09-15,2007-10-15,2007-11-15,2007-12-15,2008-01-15,2008-02-15,2008-03-15,2008-04-15,2008-05-15,2008-06-15,2008-07-15,2008-08-15,2008-09-15,2008-10-15,2008-11-15,2008-12-15,2009-01-15,2009-02-15,2009-03-15,2009-04-15,2009-05-15,2009-06-15,2009-07-15,2009-08-15,2009-09-15,2009-10-15,2009-11-15,2009-12-15,2010-01-15,2010-02-15,2010-03-15,2010-04-15,2010-05-15,2010-06-15,2010-07-15,2010-08-15,2010-09-15,2010-10-15,2010-11-15,2010-12-15,2011-01-15,2011-02-15,2011-03-15,2011-04-15,2011-05-15,2011-06-15,2011-07-15,2011-08-15,2011-09-15,2011-10-15,2011-11-15,2011-12-15,2012-01-15,2012-02-15,2012-03-15,2012-04-15,2012-05-15,2012-06-15,2012-07-15,2012-08-15,2012-09-15,2012-10-15,2012-11-15,2012-12-15,2013-01-15,2013-02-15,2013-03-15,2013-04-15,2013-05-15,2013-06-15,2013-07-15,2013-08-15,2013-09-15,2013-10-15,2013-11-15,2013-12-15,2014-01-15,2014-02-15,2014-03-15,2014-04-15,2014-05-15,2014-06-15,2014-07-15,2014-08-15,2014-09-15,2014-10-15,2014-11-15,2014-12-15,2015-01-15,2015-02-15,2015-03-15,2015-04-15,2015-05-15,2015-06-15,2015-07-15,2015-08-15,2015-09-15,2015-10-15,2015-11-15,2015-12-15,2016-01-15,2016-02-15,2016-03-15,2016-04-15,2016-05-15,2016-06-15,2016-07-15,2016-08-15,2016-09-15,2016-10-15,2016-11-15,2016-12-15,2017-01-15,2017-02-15,2017-03-15,2017-04-15,2017-05-15,2017-06-15,2017-07-15,2017-08-15,2017-09-15,2017-10-15,2017-11-15,2017-12-15
AAC,-82.2188,29.7381,co2_aac_surface-insitu_60_allhours.nc,383.88124,384.55965,400.9227,388.13933,379.12189,383.90097,359.9291100000001,377.32339,389.43923,393.5463,387.343,381.51062,383.19457,371.90344,374.78664,375.3026,377.32767,380.62848,369.3469,397.67142,357.31142,364.92007,376.78186,392.75832,389.369,399.14733,401.19168,393.83885,385.13404,384.07592,406.77327,390.59223,401.44104,423.27741,402.30362,388.54568,390.30064,401.75742,398.75071,390.96139,411.15901,425.17568,428.60219000000006,396.4802,393.59086,391.0925,404.20014,392.06396,396.40823,397.55867,389.15229,393.24752,400.124,392.51297,374.52308,473.51344000000006,394.71409,411.59466,393.67526,391.3792,403.18028,393.93484,392.58448,386.77544,397.7133,401.95271,417.45332,416.97867,418.15056,405.79715,396.59016,391.73444,392.07522,399.22688,407.10653,398.05341,391.47548,382.45687,389.57864,392.85404,417.61636,404.327,388.00656,401.77954,399.46326,389.19132,400.93076,393.58178,396.18459,397.52279,409.77367,423.64723,410.20507,398.10551,399.42647,405.73321,407.0155,406.52262,420.33533,407.96926,396.90643,414.94638,421.2709,396.07086,415.87869,391.96431,398.37876,401.37852,399.16771,404.72654,405.67954,401.31691,405.12288,414.60583,406.17341,421.69,404.74968,419.82444,398.38752,417.57611,405.21775,408.95541,407.73052,410.15926,391.64216,392.04635,402.40717,389.32194,411.1724,416.80536,403.45252,406.88456,410.15737,421.77117,404.09068,401.8746,411.55526,398.97149,391.57248,401.12672,427.37907,414.17754,401.92282,397.59642,400.39266,401.89919,406.32102,404.08998,410.54943,402.16136,459.50842,415.82223,412.12199999999996,423.38925,429.1354,405.56461,401.87608,403.4173,410.37158,399.72924,401.38792,407.38372,388.02726,384.28491,423.2510400000001,454.05957,407.00633,412.52264,411.03791,424.60187,426.26847,421.17556,399.01273,407.15671,395.60517,432.42879000000005,454.29819,434.43372,413.17526,412.95314,409.26263,423.81822,416.74403,405.99034,407.43622,390.48897,412.07942,466.67887,439.24677,420.93673,413.53519,417.5021,433.28232,427.05616,421.02652,409.64983,416.01123,387.79067,406.64745,397.0043,430.29187,424.84855,428.28842,426.91475,425.35365,413.79649,419.78699000000006,414.03226,412.13329,428.58018,442.78053,445.81317,473.0967,422.37478,430.06317,430.39178
ABP,-38.17,-12.77,co2_abp_surface-flask_1_representative.nc,367.65204,367.08268,367.68289,367.23472,367.85545,368.32,368.89326,368.73363,369.17327,369.40118,368.89725,368.36549,367.73982,367.45766,368.31776,368.74716,369.50214,370.15282,370.19019,370.32351,370.76615,371.07058,370.22919,369.6265,370.23841,370.35492,370.0745,370.65183,371.53164,372.00405,372.53901,372.70889,372.87624,372.81006,372.40976,371.88188,371.81852,372.27973,372.95732,373.50022,373.97866,374.48818,374.7408,375.25487,375.24977,375.22384,374.81816,374.18841,375.72384,375.07791,375.5691,375.60603,376.10671,376.36393,376.97839,376.88646,376.75942,376.53005,376.29966,375.84364,376.30426,376.94184,377.59382,377.57616,377.83361,378.84279,378.86831,379.31206,379.80377,379.49518,379.00454,378.88979,378.65373,379.18525,379.9554,379.90318,380.04929,380.16276,380.35584,380.92263,380.9256,380.93695,380.74597,380.17359,380.38479,381.2591,381.0954200000001,381.06958,381.6699,381.98041,382.85306,382.72821,383.23563,383.309,383.1895,382.45236,382.73854,383.6992,383.30778,383.81561,383.91043,384.19766,384.49542,384.67889,385.11743,384.9511,383.92592,384.17985,384.25421,384.18421,384.60284,384.91088,385.19592,386.00274,386.26546,386.50265,386.38205,386.49901,385.75576,385.29254,385.62666,385.83725,386.99681,386.87076,387.51611,387.9226,388.0841,388.4086,388.58678,389.24295,388.43395,388.21783,387.88366,387.86061,388.67278,388.58433,388.8729,389.98749,389.85259,390.32,390.15591,390.42783,389.93973,389.66764,389.39127,389.78679,390.25588,390.6622,391.26043,391.96448,392.4609,392.3445200000001,392.8697,392.58896,392.77962,391.82397,392.5683,392.31512,393.18547,393.81714,394.38551,395.13464,395.32394,395.73997,395.67825,395.68229,395.47478,395.60508,395.0464,394.92836,395.36742,395.80083,396.18663,396.40444,396.74685,396.97008,397.32005,397.08195,396.83329,396.47447,395.91015,396.74385,396.81114,398.21572,398.50187,398.56153,399.06497,399.31145,399.62312,399.7327,399.58357,398.63339,400.40814,399.52877,399.73191,400.14554,401.37046,402.29093,402.78674,403.0042,403.01619,403.77304,402.6005,402.19355,401.71886,402.29014,403.0772,403.05973,403.57519,404.75774,404.18791,404.89406,404.7697,405.33071,404.93291,404.43242
ABT,-122.3667,49.0333,co2_abt_surface-insitu_6_allvalid.nc,380.79993,378.8514,379.77798,378.53036,378.99462,378.89867,380.95983,366.0135,383.12469,382.23484,383.72228,384.54848,382.81389,384.98439,379.76966,380.14413,388.09038,382.27238,376.81451,390.48863,385.2018,377.31708,379.28589,385.92759,382.88164,387.49419,384.66652,382.68941,382.49037,379.60283,377.06428,378.11359,380.6256,385.8275,385.04711,384.84531,387.19233,385.25922,382.16627,384.08968,388.05441,385.41926,389.41888,379.0867,381.61559,385.17185,385.82843,386.59136,383.79582,389.03291,387.7868,390.32052,392.8536,394.89553,400.54854,391.17667,387.82964,394.35973,389.84895,390.17221,391.17903,391.58014,391.24009,390.71805,392.70747,391.54344,393.58772,382.67937,387.37271,386.37235,387.77725,401.58909,390.20175,389.47919,390.61595,391.66925,392.96114,395.47108,385.47363,388.45127,376.77799,387.67938,390.96203,403.49289,393.19968,389.42113,392.12525,392.29481,398.48808,400.2382,398.52073,399.17426,399.64542,399.96012,414.89679,400.57476,402.75269,402.51575,400.93,398.89052,396.62409,392.55063,392.28881,402.44189,390.85199,405.16604,400.06978,406.78817,397.81065,400.29577,397.47771,397.91528,401.40588,409.97716,403.74271,399.21424,386.01932,392.23069,391.89067,396.45648,394.37431,398.85761,399.98424,398.61398,402.81983,398.03467,389.76312,403.33782,408.15593,404.94549,401.66089,400.81397,401.37678,399.92839,401.31633,401.17634,400.37825,400.54455,395.77877,407.4726,410.94114,405.46688,403.75604,412.59034,400.10162,400.59356,402.56689,403.36925,403.13328,407.83061,419.90017,414.50516,420.66118,409.79666,408.92608,406.45077,405.75964,404.51225,407.19888,405.37937,407.61076,410.44026,408.20678,408.9991,408.95783,422.06878,416.98772,413.7884,414.28156,406.84405,409.03877,408.2105,406.32064,410.61005,412.07002,408.16629,403.3602,410.35825,406.02687,411.53707,422.01378,415.77363,409.33467,410.02309,410.79035,424.24482,413.10242,407.97982,408.70483,417.97516,409.79544,410.8673,413.19366,417.8322,413.59852,415.30715,420.31103,415.83614,396.08678,410.50327,409.64864,411.86454,418.10318,419.97177,424.07532,418.89309,415.24362,416.04185,418.75738,422.88844000000006,420.37605,416.48612,409.77032,414.86908,416.01848,434.13008
ACR,-84.3324,35.9311,co2_acr_surface-insitu_60_allhours.nc,381.47898,386.51135,383.68083,384.74388,384.25752,375.4592,381.69994,385.59642,382.74701,393.53222,391.53156,383.36535,384.06273,392.82115,392.34743,383.64893,382.798,381.26938,396.18838,397.61994,381.70404,383.87711,390.62044,384.54789,380.95517,389.42511,387.34477,385.47668,384.80604,368.21456,365.82054,364.58191,393.7885,409.20702,390.51613,382.50149,386.07224,398.39296,384.79629,384.37589,380.34873,377.72261,382.14654,394.67815,383.26698,394.20387,392.60296,390.65949,390.26493,401.2078,389.48076,387.04136,391.75138,389.55748,398.72498,410.95499,398.0241,387.28619,396.2098,396.29618,401.98214,406.4716,392.17944,390.4535,393.27604,393.41921,393.21496,387.3868,377.30945,393.62375,401.84762,399.7733,400.4502,395.45321,396.36268,395.53011,398.73153,412.50861,377.30474,379.76482,400.32863,390.36301,401.44625,410.48817,406.19937,401.16865,408.85853,399.19312,405.73586,409.27087,409.80775,378.4815200000001,395.49125,378.93176,389.14342,402.28211,406.52385,401.50486,407.52033,397.65611,392.06067,387.05682,405.27398,379.39,384.70683,400.22965,393.88519,410.11683,401.15576,396.32118,405.8081,396.69708,393.33254,395.82711,381.40535,389.29383,395.62781,409.3193,404.05666,400.54633,403.86568,399.95738,407.74461,406.39483,399.95095,415.08776,411.29778,422.13744,440.48714,410.85857,406.11764,408.355,408.3642,404.66196,399.7906200000001,397.15739,399.61372,396.1914,401.84805,425.38493,419.66431,409.0163,407.46888,411.29513,415.63163,400.86303,410.21436,403.10831,407.88986,418.49853,424.26918,450.98766,409.30515,416.53885,415.71379,414.48593,418.52493,412.48745,410.84643,404.96653,406.25766,409.09654,407.17993,430.9965,438.50057,428.2408,411.57991,418.58412,411.5779,412.72218,413.78135,408.64796,415.62741,405.97111,425.09206,409.69194,436.96965,410.82685,412.9741,421.51433,415.09233,412.42762,421.42122,408.02066,413.81997,420.61345,426.41209,420.20122,426.91361,420.14779,433.4097,423.1729,417.47614,410.66113,411.1069700000001,415.35759,420.52614000000005,425.47652,424.27913,415.57962,418.31561,403.64682,415.70942,431.6819,421.10341,411.63168,417.05684,418.20397,424.08501,425.12864,440.0911,450.25087,422.33855,424.26965,424.69299,425.01549000000006
ACV,-79.4523,39.119,co2_acv_surface-insitu_60_allhours.nc,383.07745,382.74474,370.97599,388.26113,387.1494,376.39364,390.82189,358.094,370.57625,409.40897,382.56476,386.28094,391.89923,384.83419,385.81944,374.84578,384.94371,393.47069,384.78957,375.13519,381.22883,383.26505,383.2514,381.90041,384.7334,378.61793,381.92415,382.57765,383.75412,382.18315,400.33745,376.02262,380.22001,393.51499,396.57499,389.12508,385.05075,393.08643,394.03606,386.0979,384.27586,379.25225,374.5741,371.48769,380.00999,399.09978,389.20209,395.03485,390.61788,396.72852,386.96165,396.8763,384.56774,386.41423,377.4043,386.16316,419.78495,389.13637,401.91336,395.79507,395.70677,400.7064,399.31675,397.17532,393.43504,384.52682,412.39196,435.05727,399.09521,389.33236,394.46336,400.44673,398.95272,395.98864,404.68117,396.72357,399.91597,397.22223,365.25071,380.043,396.89496,394.64459,410.38619,405.81927,397.82847,393.33978,395.97007,401.81985,386.63717,382.89744,401.45079,368.54524,396.31125,412.4846,410.63537,413.75856,405.7858,405.90172,418.54286,408.54796,397.83146,393.16129,395.30802,409.31828,421.63586,383.97679,417.33478,403.6309,404.50468,405.55134,407.30886,401.20506,383.57422,400.85701,395.0535,433.10254,416.47066,398.83598,400.55218,409.83493,405.23871,405.47809,400.85946,401.20067,396.54132,395.61192,407.4695200000001,431.9232,421.11971,410.37364,411.35133,406.71043,413.26188,408.34822,406.63534,403.65718,401.4649,399.7843,400.22103,389.22572,392.79094,402.36002,395.23805,411.66504,408.07374,406.83747,414.62827,402.47306,406.14238,402.89367,392.67677,421.2091400000001,387.16017,398.83796,412.41234,412.94013,412.10107,405.61744,404.5917,411.36862,406.53918,406.15984,409.70597,396.22479,411.88268,398.19593,411.09524,414.08103,412.07636,419.77662,411.9454,413.61366,409.64855,414.16977,421.63243,428.64689,420.83781,421.03726,411.7442,415.35238,413.95077,414.02801,411.78547,414.66576,408.16615,404.25899,402.52204,407.72883,400.07499,389.57034,417.50149,436.22946,420.20311,420.82701,424.64599,409.82635,418.76125,408.47555,435.79275,417.85085,406.81081,410.5726,425.22865,419.79778,424.95379,413.84296,423.7667,419.23547,415.30139,407.34556,400.98545,421.32143,396.14475,410.39992,425.13699999999994,424.72809000000007
ALT,-62.5072,82.4508,co2_alt_surface-insitu_6_allvalid.nc,373.84222,375.79806,375.54331,375.53938,375.95548,373.04466,366.72535,361.58774,362.46667,366.8745,370.29487,373.1894,375.61986,375.95266,376.2542,377.32584,377.38727,374.68766,367.7459,362.36405,363.70894,368.15836,373.24682,375.11205,377.8192,377.35316,378.5681,378.96947,378.65283,375.85504,370.37855,364.45644,365.92645,370.74025,375.31799,377.87369,379.00152,381.19493,381.73204,381.31021,381.88009,379.54227,372.53168,367.8356,369.32694,372.92141,377.86108,380.55336,382.71837,382.55486,382.73277,383.5971,383.3574,381.75061,374.71196,369.4456,369.3332,373.87389,378.7083,382.25262,384.65956,384.66402,384.83492,385.93009,385.40328,383.26086,376.59548,370.86723,371.5808,376.46672,381.5399,385.29947,385.22933,385.96938,387.13278,387.83281,388.58008,386.82341,379.18738,373.79068,374.98178,379.25798,384.21593,387.20077,388.89094,389.07281,390.12029,390.19197,389.51018,386.84453,378.76054,373.54056,375.76869,380.65884,385.04082,389.61042,390.53094,391.63328,392.76612,393.05133,392.47546,388.90578,382.36691,377.14455,378.2509,381.85148,388.0673,389.98123,392.73914,392.34961,393.00841,394.12387,393.73845,391.45065,384.06011,377.81929,378.8356,383.47745,387.40024,391.28223,392.95375,393.61761,394.70787,395.62836,395.28211,392.72691,386.01705,380.96082,382.88461,387.56768,391.80429,394.90263,396.61161,397.35754,398.03234,398.60993,398.19366,394.70923,387.78322,381.44409,383.17885,388.01465,393.74959,397.36691,398.47731,398.95566,399.74909,400.57243,400.4199,396.44979,388.83617,383.83898,386.50405,390.71491,396.45637,398.69017,401.0257,402.12536,401.85548,402.67094,403.03796,400.40122,393.89948,388.3616,388.95119,394.02148,398.95475,402.42745,402.70967,404.55884,405.46394,405.28618,405.09281,402.58237,396.09306,389.60934,390.06665,394.72582,400.17575,404.408,405.25291,406.82274,407.61405,407.44664,406.83569,403.72674,396.52493,391.41075,392.2866,396.77625,402.89148,406.81154,408.02782,409.08574,409.76264,410.05568,409.56278,406.6276,399.36666,393.594,395.79009,401.23731,405.66167,410.74413,412.02578,412.40748,413.74276,414.17786,413.92559,410.68092,402.63694,397.36665,398.37742,403.329,408.84331,411.55229
AME,-96.4701,41.1649,co2_ame_surface-insitu_60_allhours.nc,381.44385,380.51215,379.0636,382.57064,382.3631,374.82646,369.98873,366.46484,369.88812,382.86598,382.12986,382.88237,383.82475,383.45874,382.28682,390.38042,376.13863,372.5281,373.36288,373.24397,381.82744,379.50178,386.72858,382.7654,382.69168,384.6641,389.41507,395.44146,383.05603,376.55124,375.01464,380.23712,381.96641,383.34535,382.9668,389.00133,380.20921,381.11335,383.13307,384.57755,378.68592,375.78351,373.63076,383.27306,386.10102,385.03905,388.00816,389.10241,387.67507,392.37717,388.19003,390.6239,390.01557,381.82412,374.91185,379.1996,384.61378,393.1174,392.80779,386.86645,391.49108,392.49923,393.63172,390.88834,385.52016,382.11871,374.77221,377.27115,382.28987,390.49223,388.4171,391.09922,393.62628,390.61686,393.81359,392.37991,389.80576,385.76804,383.59183,390.36758,382.05751,389.52893,395.47615,394.48027,393.32508,394.86072,397.14831,398.14052,390.63959,385.75285,380.87301,382.17253,392.06556,394.22902,397.67969,402.12835,398.18636,401.31365,397.62649,399.88986,397.60894,392.44379,385.74458,385.47299,384.96111,388.89967,395.41523,396.94802,395.92196,397.57873,400.42173,408.22991,395.47984,392.55907,389.29583,385.51938,393.56024,395.44035,405.92754,401.5388,406.00082,406.3714,407.78614,414.02294,404.21411,396.67008,394.01156,392.56865,399.48898,407.98,399.23354,404.3197,403.36463,401.24953,402.48386,403.26788,398.71543,394.14922,392.01218,393.35087,394.64433,400.49781,405.48397,401.35937,402.78694,403.67316,402.295,405.64229,397.50279,397.54718,395.20333,404.73812,404.99482,406.68069,416.84543,410.14497,403.79647,406.98794,403.98879,407.41728,401.62259,403.10115,393.93615,402.35944,410.63264,407.17164,406.01895,408.31591,406.18982,410.12987,408.36789,407.56355,407.32377,398.92652,399.935,401.42407,404.90704,411.13322,407.64344,418.56509,408.09676,413.58027,417.53944,417.28542,408.47596,406.52035,400.63146,405.57171,416.47023,412.51167,412.85765,413.00603,413.32902,414.98282,415.9791,420.43725,410.4813,409.07474,404.34967,413.7244,420.80943,423.06414,429.96358,416.78865,418.25624,418.12309,420.458,424.82553,416.92128,408.49941,401.2578,408.56242,412.15334,427.06245,422.2531,420.53001
AMS,77.5378,-37.7983,co2_ams_surface-insitu_11_representative.nc,366.08864,366.10509,366.40186,366.76653,366.96272,367.45469,367.84986,368.02626,367.94247,367.79512,367.28743,367.11065,367.00146,366.94086,367.16953,367.53603,368.06104,368.55333,368.87071,369.48067,369.61728,369.63532,369.47092,369.15982,368.99795,368.74835,369.05581,369.38503,369.91524,370.4527,371.10309,371.61438,371.93979,371.77294,371.35277,371.41624,371.34334,371.50565,371.6572,372.05624,372.6031,373.08835,373.5208,374.14304,374.24694,374.1321,373.68987,373.39516,373.477,373.49889,373.67665,374.15876,374.57555,375.13222,375.68194,376.19018,375.90184,375.87533,375.38644,375.00754,374.9032,375.11878,375.39055,375.82152,376.34827,377.02199,377.63547,378.03638,378.34668,378.1007,377.79307,377.59272,377.60354,377.71233,377.92316,378.3803,378.94119,379.39777,379.6283,379.7861,379.69789,379.59509,379.29974,379.19791,379.19765,379.56022,379.37451,379.78546,380.27245,380.86699,381.29685,381.71536,381.99528,382.00844,381.56839,381.43017,381.32485,381.3683,381.70203,382.06385,382.347,382.94046,383.4258,383.60673,383.70429,383.48557,382.91427,382.78312,382.5411,382.95431,383.19128,383.4136,383.7675,384.27219,384.81836,385.20852,385.13367,385.05151,384.76262,384.40159,384.7169,384.76204,384.80316,385.06143,385.63681,386.3317,386.83767,387.66471,387.67498,387.55982,387.35088,387.03065,386.93656,386.82783,386.83313,387.22254,387.47155,388.24961,388.74368,388.96935,389.13172,389.05305,388.89263,388.64871,388.37321,388.38689,388.63948,389.25468,389.87488,390.52567,391.08525,391.39972,391.65359,391.42073,390.86133,391.00728,390.84203,390.91072,391.32565,391.98378,392.64705,393.06033,393.8654,394.34229,394.37096,394.01458,393.95719,393.70151,393.66636,393.77238,393.9815200000001,394.36028,394.64119,395.03141,395.44347,395.87534,395.85974,395.98221,395.31611,395.33377,394.87449,394.93441,395.43284,396.00037,396.69537,397.39307,397.82922,398.44972,398.65501,398.51901,398.10446,397.66848,397.9234,398.0739,398.04823,398.73819,399.31395,400.30517,401.02506,401.59345,401.6209,401.45332,401.10172,400.87479,400.64775,400.62744,400.84156,401.37843,402.08592,402.45242,403.13369,403.63951,403.80168,403.53864,403.40502,403.17676
AMT,-68.6821,45.0345,co2_amt_surface-pfp_1_allvalid.nc,376.97004,379.44157,376.6669,375.69308,372.87502,370.20555,350.91987,354.75078,362.70157,375.48371,371.64905,376.33648,382.41278,382.7154,381.85314,379.37463,376.45336,375.12105,366.18148,363.40661,373.36437,373.47156,378.83484,379.38898,383.99053,381.51306,381.12482,383.00146,380.15339,379.28013,370.68277,376.20994,372.84824,374.40343,384.67936,385.40142,383.51753,384.42865,386.94523,383.95333,383.58351,379.17099,377.00086,380.62281,385.69496,382.30355,385.18588,385.06126,385.33931,385.5259,386.66331,385.05008,383.51599,381.53381,377.17639,377.73984,383.12457,382.30521,385.89115,386.86488,387.95927,390.14983,387.18045,387.27483,383.99672,381.32022,381.29525,377.21079,390.51034,388.01206,386.74832,391.19765,392.79557,391.38805,390.35449,389.77643,387.28211,388.61675,382.82003,385.37997,388.3976,389.25893,393.3488,391.45624,391.52405,391.77187,391.81503,390.12404,388.0788,387.79277,380.56204,383.7081,391.79702,392.45925,387.57003,393.63067,395.43199999999996,395.49146,393.74208,393.10596,390.94244,389.01521,389.96659,393.39153,395.76084,389.33213,394.91933,394.26528,393.38300000000004,395.74018,397.83391,397.11662,394.95836,390.0725,386.28353,383.96643,396.91626,393.44584,397.09851,395.26881,397.20803,395.69868,396.69953,395.77487,395.05877,388.34664,389.5128,388.1577,399.24725,396.42467,399.52443,399.73651,401.79846,403.02594,398.96864,399.77406,399.83468,393.77785,386.93595,388.40386,412.42177,395.14367,400.93239,402.23741,402.20123,404.97386,403.30854,401.49121,402.25068,396.54935,391.30068,392.92517,401.31283,401.28286,402.70723,403.66684,404.29746,405.20279,404.85681,404.20803,402.48249,399.4299,400.33442,392.83506,398.93799,405.35568,404.27933,405.47192,408.85544,408.43553,407.62927,405.67413,404.0302,396.09839,391.10699,401.68012,406.81002,403.45723,405.67096,408.27194,408.35404,409.27058,411.75613,408.6218,405.98022,402.1333,397.31141,401.1882700000001,414.15906,406.93686,412.21938,411.3919,412.4913,412.62154,412.16548,412.42439,407.67749,402.43956,398.11392,404.54243,416.48725,414.93133,418.50001,416.18291,416.4472,416.42669,414.28558,414.64114,412.83036,406.79777,403.60584,403.28599,427.50721,418.50688,414.10787,416.73769
AMY,126.3295,36.5389,co2_amy_surface-flask_1_representative.nc,383.39937,382.9184,387.33121,386.66936,390.18283,390.31569,381.11545,379.83374,389.57936,392.92709,390.87329,387.00976,386.43784,392.48596,390.81386,393.02019,386.16458,385.73958,379.2002700000001,383.99914,378.8255,396.22301,395.11206,387.18025,388.36003,392.015,391.9584,397.01804,394.65629,387.89926,388.08907,385.03145,384.88171,391.43921,389.89465,390.67143,392.59013,395.99981,397.43129,397.88295,395.4212,395.62632,395.67047,390.31054,397.53251,399.38092,400.59598,394.80763,396.29702,398.39279,397.83886,399.47551,396.75276,393.53126,393.24962,384.93061,395.18197,399.14937,406.60216,400.24688,395.76023,394.62978,400.29088,401.00681,400.80916,400.17327,410.01636,397.98918,401.06766,415.16742,411.79481,396.50046,405.8303,407.24300000000005,406.79253,406.55886,408.34196,403.48762,395.83986,394.12966,394.00300000000004,406.27466,402.54687,405.50844,407.07688,416.92989,409.94294,414.20391,405.36732,401.73045,405.24363,395.96658,404.17587,411.92878,408.33221,405.59968,402.94143,404.64516,411.5105,410.70738,406.67772,402.52984,403.14256,393.00398,392.24752,406.3604,413.02605,405.53231,407.21116,416.63184,407.17836,419.02164,408.69834,403.73584,401.89142,409.73636,408.0502,402.13921,403.74955,407.30144,406.89719,413.21683,411.62333,416.10483,409.87472,415.71021,405.16446,407.07251,408.93181,411.52837,411.60855,409.23205,404.88486,423.90087,416.73341,417.26243,415.01073,414.28744,405.8241,408.26685,398.81674,416.78251,415.78102,411.1793,411.55546,417.60167,416.15599,419.77016,425.1927,416.33923,415.83026,407.4506,416.22293,425.71328,417.75475,416.42811,420.23009,418.87208,422.26157,422.96754,423.94162,427.00866,409.63342,417.2232,408.65468,410.19337,419.85829,423.99648,422.1274,426.50136,430.92843,437.57004000000006,422.66239,423.16128,413.80938,410.5393,419.65107,421.86349,423.91111,417.55952,422.32467,427.29048,433.86882,434.60156,425.53237,420.16021,417.97711,419.04789,424.44729,435.44525,431.76531,434.16134000000005,421.01814,425.42408,437.09305,431.21117,425.80077,419.9289,421.48936,432.42492,427.44173,435.96592,436.10812,433.82094000000006,430.79801,429.98735,434.28052,433.96055,429.80496,431.34444,433.60316,436.9875,431.8115,440.34579,430.94935,429.32338
