sitecode,lon,lat,file,2000-01-15,2000-02-15,2000-03-15,2000-04-15,2000-05-15,2000-06-15,2000-07-15,2000-08-15,2000-09-15,2000-10-15,2000-11-15,2000-12-15,2001-01-15,2001-02-15,2001-03-15,2001-04-15,2001-05-15,2001-06-15,2001-07-15,2001-08-15,2001-09-15,2001-10-15,2001-11-15,2001-12-15,2002-01-15,2002-02-15,2002-03-15,2002-04-15,2002-05-15,2002-06-15,2002-07-15,2002-08-15,2002-09-15,2002-10-15,2002-11-15,2002-12-15,2003-01-15,2003-02-15,2003-03-15,2003-04-15,2003-05-15,2003-06-15,2003-07-15,2003-08-15,2003-09-15,2003-10-15,2003-11-15,2003-12-15,2004-01-15,2004-02-15,2004-03-15,2004-04-15,2004-05-15,2004-06-15,2004-07-15,2004-08-15,2004-09-15,2004-10-15,2004-11-15,2004-12-15,2005-01-15,2005-02-15,2005-03-15,2005-04-15,2005-05-15,2005-06-15,2005-07-15,2005-08-15,2005-09-15,2005-10-15,2005-11-15,2005-12-15,2006-01-15,2006-02-15,2006-03-15,2006-04-15,2006-05-15,2006-06-15,2006-07-15,2006-08-15,2006-09-15,2006-10-15,2006-11-15,2006-12-15,2007-01-15,2007-02-15,2007-03-15,2007-04-15,2007-05-15,2007-06-15,2007-07-15,2007-08-15,2007-09-15,2007-10-15,2007-11-15,2007-12-15,2008-01-15,2008-02-15,2008-03-15,2008-04-15,2008-05-15,2008-06-15,2008-07-15,2008-08-15,2008-09-15,2008-10-15,2008-11-15,2008-12-15,2009-01-15,2009-02-15,2009-03-15,2009-04-15,2009-05-15,2009-06-15,2009-07-15,2009-08-15,2009-09-15,2009-10-15,2009-11-15,2009-12-15,2010-01-15,2010-02-15,2010-03-15,2010-04-15,2010-05-15,2010-06-15,2010-07-15,2010-08-15,2010-09-15,2010-10-15,2010-11-15,2010-12-15,2011-01-15,2011-02-15,2011-03-15,2011-04-15,2011-05-15,2011-06-15,2011-07-15,2011-08-15,2011-09-15,2011-10-15,2011-11-15,2011-12-15,2012-01-15,2012-02-15,2012-03-15,2012-04-15,2012-05-15,2012-06-15,2012-07-15,2012-08-15,2012-09-15,2012-10-15,2012-11-15,2012-12-15,2013-01-15,2013-02-15,2013-03-15,2013-04-15,2013-05-15,2013-06-15,2013-07-15,2013-08-15,2013-09-15,2013-10-15,2013-11-15,2013-12-15,2014-01-15,2014-02-15,2014-03-15,2014-04-15,2014-05-15,2014-06-15,2014-07-15,2014-08-15,2014-09-15,2014-10-15,2014-11-15,2014-12-15,2015-01-15,2015-02-15,2015-03-15,2015-04-15,2015-05-15,2015-06-15,2015-07-15,2015-08-15,2015-09-15,2015-10-15,2015-11-15,2015-12-15,2016-01-15,2016-02-15,2016-03-15,2016-04-15,2016-05-15,2016-06-15,2016-07-15,2016-08-15,2016-09-15,2016-10-15,2016-11-15,2016-12-15,2017-01-15,2017-02-15,2017-03-15,2017-04-15,2017-05-15,2017-06-15,2017-07-15,2017-08-15,2017-09-15,2017-10-15,2017-11-15,2017-12-15
BSC,28.6647,44.1776,co2_bsc_surface-flask_1_representative.nc,376.49785,379.272125,380.2601,379.16665,372.35075,366.34435,361.87576,363.063775,367.34775,371.18492,374.79765,380.23423333333335,381.53592000000003,381.8321,391.3308,381.719925,374.54053999999996,364.108475,362.26792,364.3108,368.456025,372.67418,377.09295,378.4927,380.0605,381.5977,382.38745,381.462025,375.399475,371.732975,370.4715,365.04696666666666,370.6593,374.96438,381.394425,380.1513,385.3588,383.5721,386.105425,382.10575000000006,381.6245,373.06945,370.1962,371.1534,372.79759999999993,381.89345,385.7884666666666,383.27935,392.3,387.17015,389.12374,384.592725,378.8468,377.6432,373.02215,370.20225,373.91043333333334,382.84835,385.48233333333326,387.9192,388.502525,388.2058,386.0593,388.98215,384.641325,373.1338,373.9697,373.75192000000004,376.6173,380.234325,386.1919333333333,389.5426,391.239325,NaN,393.9208,398.55975,387.3427,384.3856,372.16215,373.4643,379.00845,384.962,386.3971,402.4836333333333,396.9695,390.3988,396.2081,392.839275,386.3978,379.78245,380.53146,381.00483333333335,381.5736,387.125025,390.96720000000005,390.02715,402.54693333333336,398.046575,405.8381,394.7679,383.7601666666667,382.0054,376.8744333333333,378.1009,382.34674999999993,391.29375,388.7223666666666,395.0676666666666,392.02803333333327,396.2965333333333,401.0379333333333,395.7023333333333,388.10836666666665,385.582,382.671525,376.54485,382.4953,390.106275,396.518,396.16856666666666,398.2764666666667,403.24015,402.7934,398.63905,391.940275,390.2111,388.67965,386.6362333333333,388.905475,391.0888,401.50546666666673,400.40856666666673,401.97,398.804275,404.000125,403.661875,393.819625,388.0785,379.61245,387.7105666666667,NaN,394.71842,406.13136666666674,405.19615,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CBA,-162.72,55.21,co2_cba_surface-flask_4_representative.nc,374.0521,373.77465,374.9494,375.62445,375.27915,369.0781,366.5619,364.0834,363.65316666666666,368.01225,370.4907,370.7761,373.8181,375.33935,376.32096666666666,378.37895,377.49615,373.03775,368.5199,366.18455,364.4516,368.62955,372.91736666666674,374.7443,376.035,376.99775,377.7651,379.0339,378.21606666666673,372.82975,369.0539,364.00555,367.11265,371.1767,374.0851,377.2423,377.765,378.9263,381.3345,380.6795,380.6695,378.6099,371.5878,368.83915,370.1935,374.1193,377.77055,379.4817,380.46865,381.4486,383.3544,384.08105,382.7444666666667,378.95599999999996,374.6896,372.3126,369.3547,375.36776666666674,380.6037,380.95735,381.7032,382.3699,384.1228,385.8095,384.3938,381.0509,377.3232,373.47795,373.2954,378.1536,381.47785,382.9413,385.7101,386.0133,387.92893333333336,388.68575,388.9023,385.2683,380.79175,373.9559,377.51745,381.9843,383.90795,385.86295,386.74065,387.8724,389.8254,389.27475,389.1049,385.601,380.0716,377.139,377.972,383.54685,386.774,388.0219,NaN,NaN,NaN,392.92043333333334,NaN,392.1897,NaN,370.4794,NaN,383.7831,388.5311,390.1437666666666,391.4214,391.4988,392.4176,395.2921,394.06463333333335,390.5198,382.6954,377.36615,379.43335,385.54915,388.982,391.29,391.9595,393.7373,394.8358,396.2184333333333,395.7024,392.6947,386.9538333333333,382.9515,384.0864,389.26045,395.02675,395.36800000000005,394.98245,395.983,398.3479666666667,400.3522,397.6392666666666,393.3952,388.2566,380.5405,381.5447,392.18655,394.8774,397.1079,397.82345,398.3926,399.4937,400.5736,401.1039,396.7329,387.1436,384.72815,388.55300000000005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,402.0455,NaN,NaN,389.35216666666673,390.2504,395.7929,399.5886,401.3499000000001,401.8725,403.3235333333334,404.76985,404.6682,405.0374,400.00925,393.6514666666667,389.95535,391.60605,396.3979,400.71365,401.9821500000001,403.29146666666674,403.7357,406.4634,407.4517,406.62565,403.58615,398.54555000000005,392.05625,393.986,398.2161,402.3276,405.8663,406.2037,408.0186,408.86349999999993,409.35900000000004,409.6395,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CBY,-105.05,69.0117,co2_cby_surface-insitu_6_allvalid.nc,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,399.45628719646777,400.6870590476193,401.86336550151987,401.91861357526903,402.74447652777746,403.1313674364894,NaN,386.4797960893856,387.6449935135137,389.1842204166668,394.59057083333374,399.27601635802483,402.7000962962962,403.4110291666664,404.3873375191428,404.9208342688332,405.44121819526634,405.339057258064,402.2888758333338,392.80528545706414,389.79006868279544,390.1703022222219,394.794345367847,401.33532094801285,403.4416026190476,405.34056218638,407.7026181672029,406.9879536127169,407.32074180929095,406.5976790429043,403.4947777108435,394.96225714285714,389.5852137535812,392.97521462395514,397.86516814516176,403.3322086956524,407.0805833806816,408.41793161659484,408.34716471449514,409.14908648648696,409.8527245141997,409.5501775453277,406.2790514164305,397.4236032345015,393.58899784366605,397.27646430555575,398.91285520833327,410.65893571428563,411.79268708133964,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CDL,-105.1179,53.9871,co2_cdl_surface-insitu_6_allvalid.nc,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,371.2058,372.1526542810985,377.01095255681815,382.44345935302397,382.55430162241873,381.65796289424867,381.4051767605632,383.4991927404721,383.36417601744176,380.1323846372692,374.7807514657982,367.85449815950943,372.35076216696297,373.6075859416446,379.59432008928565,382.3383406645571,383.46073291139237,383.84042119402994,384.3275885507245,385.4509404696132,385.01554689265544,382.7612541208793,378.9025310584961,370.5416010714282,368.45313019943046,374.93711874125887,381.2968399421127,383.9042409090907,384.4551260804768,385.6433321533918,385.5178029411764,387.188823429542,386.72443216783216,384.0352480127189,375.340433641405,369.9030454545455,373.63231867647085,377.07463149606286,385.29164214162375,385.8901292307692,386.7752167130917,388.69774803256416,388.26680193740685,388.85396563071265,389.72089244755216,386.5215702185792,380.6324028657619,374.91107947530855,376.8256875210795,383.1569302287578,383.55104202682566,387.0480723463685,389.5833203252033,390.57226468885676,389.99576462585054,391.8159463513512,390.42856727828763,388.0142906424582,381.1820490056816,378.61032258953173,376.1601608087091,382.152620445063,388.40770827679773,390.52064965229454,393.8795137466306,394.4193859728511,395.7518889094272,394.96644131326906,395.4515146095723,391.18887319587645,NaN,NaN,NaN,NaN,NaN,NaN,NaN,393.7404701101931,394.47861350210985,396.56564656593383,395.92814631728055,393.20512826379564,388.3611057565789,378.6677609942642,378.85532017699137,387.5920014209588,390.8968503516175,393.58744963099616,394.1812142276422,396.1346978260869,397.1673833084943,397.9830198335645,396.4558483816014,393.8070006811991,387.2724921535897,383.13938878205147,385.4395878350513,388.68786436567177,395.42776964285736,396.52874704890365,399.67843781094535,399.54343589743553,399.6360171385993,401.1190273954117,400.80464650837945,396.3311280913984,390.28808133704763,382.0517700692045,382.84431234042574,388.7783154017855,398.39841657681916,401.38310439932303,400.16135,402.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CES,4.927,51.971000000000004,co2_ces_tower-insitu_52_allvalid-200magl.nc,NaN,NaN,381.3012634581098,379.47967680412347,374.9925941828251,370.4702514603616,367.3987453310694,366.8357529569896,371.5461561403511,372.5277054644806,376.73252002820914,381.97453855799347,388.98048551859085,382.7088819767445,384.8900710820896,379.8529368267834,376.3717655913975,373.4022072222223,369.0887490591396,369.6505872509963,371.625817366412,377.2456930107527,377.5748135664337,382.3575878746594,387.001198194131,381.09921443452384,384.07833266129023,382.7432949999995,377.5517127688169,377.01297290640406,372.4858924157301,370.05635770833356,370.9664079069765,379.2058971774191,385.4763586309525,391.9917431179772,385.5138601769912,NaN,388.3915885057472,386.32101490467943,382.4482784194529,377.1222227011496,NaN,372.38299696969705,375.47697930555563,380.77933973880624,393.80225323590827,396.5321019685041,387.06345604719763,387.7419431654674,391.0843146739125,386.6241215877436,383.31387592997805,NaN,NaN,NaN,NaN,NaN,387.2817344155844,397.0952621538463,388.12005247524763,393.59933123993517,391.7995059859151,390.3082233983288,384.2234732954543,384.5626538062284,376.9657643892337,375.2527978685614,381.0541955252926,388.5247515406163,388.21405764331206,389.78788790697655,400.12469793814466,398.1932526395169,393.28604486251845,390.44407476923067,388.62870043795664,384.11182295373635,382.38411632352967,377.4762567567566,383.4784857352942,388.1197517241375,388.5419478939161,395.1281653153152,390.0101171309197,395.42111353135317,395.57690381895316,392.2415459322034,386.6651817891375,379.9003200290276,381.268983244207,379.5199205685615,381.04799096880095,393.4721545454543,390.9390721985812,400.11351478873286,397.03374526928667,401.7277524799997,395.1766833091436,395.67411710709297,389.2806610655738,385.4788240740737,383.28637403846193,381.79073260869575,385.48104357034805,388.8388972222223,391.7297466666665,402.03605353675385,401.7742953910611,401.6347834597877,397.6647300944675,398.032596617647,391.6137311605723,386.65560030721963,383.5826270916335,380.6160402298852,383.4452083981337,391.1830480609415,394.51719022556387,400.3540315049227,408.2690309384166,405.3683743975901,398.5254625180897,398.53075707070695,393.06732808683853,386.79232247838655,385.94680360360354,384.7290179755667,389.09612311111135,397.20324136858466,404.65819715568864,405.65950594900846,403.3362924760601,407.42133034734917,NaN,398.47979562043776,394.14576816037743,392.50039724137963,387.71313553718966,386.30080682414683,389.252701193317,394.73313823529435,412.9912065610858,399.90829801762106,401.99838415584395,405.15030140186934,405.21126373937693,NaN,395.66337243589743,396.1557663716815,389.22487004219386,387.47892571428565,391.08590869565217,NaN,406.6611450526317,405.89334710144936,413.3229596237339,410.44816578538115,410.7034645021643,406.40203343023313,400.3840897615703,396.65766234939764,392.04970642673567,398.9332625,395.7626425287359,402.8103057793344,404.837197878788,406.33522945301553,410.8387267884323,407.8304233226833,411.3048834179355,405.5991055393586,401.1839964944651,400.4147693474957,394.06563388704285,391.3801757653063,399.17366208112884,402.08452449567767,417.6965065573774,409.1329368271959,409.80594745166945,413.20642097649187,NaN,NaN,NaN,NaN,397.9921961678831,397.8446691056912,NaN,408.6950674418607,406.2317716450216,408.81807642163596,411.1865278225808,413.7671521193094,417.59599752747266,411.078623507463,405.2432016129033,401.6560098611114,398.8276579310349,399.2776762035763,401.74459593495925,413.5191120910392,414.82942619718347,418.8473388646289,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CFA,147.05700000000002,-19.28,co2_cfa_surface-flask_2_representative.nc,366.84485,366.4299,366.2504,366.048,366.5526,366.2113,367.0981,365.85699999999997,366.83665,367.96915,367.8866333333333,367.4894,367.25800000000004,367.28915,367.57300000000004,367.53895,367.899,NaN,370.15574,NaN,NaN,369.7642,370.2005,369.7205,369.759,370.5227,369.2654,370.2085,370.3568666666667,371.3497,371.59303333333327,371.8425,372.10295,372.5402,372.3574,373.64075,371.9996,372.311,372.2014333333333,372.4804,372.3162,372.36585,373.7349,374.4416,374.45416666666665,374.348,374.36300000000006,374.6819,375.56315,375.0246,373.89046666666667,374.1878,375.4191,375.5417,375.5909,376.5553,375.4534,375.97755,376.3047,375.5827000000001,375.3537,376.0293,376.4788,376.1563,378.22115,378.1533,377.70825,377.8461,378.3374,378.5253,378.8413,378.2297,NaN,378.1448,378.5543,378.9235,378.6549,378.796,378.60775,379.28515,378.9963,379.6477,379.93615,379.8861,380.01736666666665,378.6362,380.48085,378.8205,380.40176666666673,NaN,382.2069,380.78655,381.4334,382.08425,382.42715,382.6218,381.8963,383.2274,382.0518,382.49015,381.97255,382.5144,383.3427,381.98165,382.6955,383.5752333333333,383.4592,383.6917,384.1492,386.1193,383.8299,384.7749,383.3213,384.3911,384.5548,384.71455,NaN,385.5212,385.36745,385.2464,384.96825,385.20083333333326,384.4553,385.32575,385.7244,386.9627666666667,386.87975,386.8397,386.2636,387.27585,387.2953,387.8651,386.0098,386.39435,387.1377,386.4440666666666,386.9831,387.98575,NaN,387.833925,388.32915,NaN,388.54545,389.1686,389.0458,389.3359333333333,389.0006,388.408,389.6024,389.5652,390.4002,390.9258,390.86975,390.8508,391.1425,391.98445,391.2169,NaN,391.4578,NaN,392.08715,NaN,393.7669,393.58585,394.0482,NaN,394.55196666666666,NaN,394.48735,393.7713,393.6049,394.00995,393.8174,395.40145000000007,395.34716666666674,397.1359,394.9073,395.71975,395.85260000000005,395.6942,395.92255,395.7994,396.19565,396.4621,397.06140000000005,396.9592,397.88875,398.90375,398.2935,398.56685,398.6237,398.3344,397.8494,NaN,398.8053,NaN,NaN,NaN,NaN,401.0847,401.2581,401.89365,401.7719,401.6865,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CGO,144.69,-40.683,co2_cgo_surface-flask_4_representative.nc,366.5286,366.41095,366.38270000000006,366.75715,366.913,367.4651,367.99465,368.0693,368.10845,367.9434,367.6678,367.5556,367.18325,367.0593,367.31555,367.639,368.273,368.7015,369.2581,369.4892,369.7486,369.7218,369.58235,369.41235,NaN,368.9776,369.25495,369.5086,370.0641,370.5784,371.24505,371.4075,371.931,371.89665,371.71355,371.79945,371.6068,371.6692,371.7518,372.10515,372.6319,373.1886,373.6382,374.1497,374.29125,374.28895,373.69995,373.76199999999994,373.6149,373.4274,373.7929666666666,374.11975,374.6192333333333,375.15353333333326,375.7089,376.2514,375.95895,376.00275,375.6866,375.3392,375.15695,375.0985500000001,375.2752,375.67505,376.44625,377.5214,377.74585,378.10785,378.40085,378.28735,378.0513,377.834,377.6851,377.6106,377.8719,378.1126,378.4442,379.3422,379.67035,379.671,379.8726,379.71645,379.44405,379.523,379.3377,379.2288,379.6065,NaN,380.2061,380.8255,381.3299,381.70165,381.93865,382.02475,381.7462,381.6841,381.44780000000014,381.52305,381.9004,382.2538,382.375,383.2532,383.42025,383.63485,383.81475,383.7105,383.5404,383.2969,382.9261,NaN,383.3518,383.3859,383.77855,384.66025,384.8415,385.16636666666665,385.14865,385.3192,385.14045,384.68866666666673,384.72015,385.099,384.8055,NaN,385.1471,386.6219,386.9613,387.52025,387.67,NaN,387.53215,387.1194,NaN,386.8731,386.8092,387.3002,387.54435,388.1927,388.7333,389.1038,389.27235,389.2096,389.0512,388.8898,388.7659,388.51565,388.6324,389.5678,389.99815,390.4701,391.2183,391.4144,391.5676,391.4165,391.291,391.1299,391.07765,390.99685,391.1818,391.6304,392.3521,392.7401,394.2155,394.1408,394.1877,394.26505,394.01605,393.83255,393.7187,394.11199999999997,393.6911,394.0641,394.63325,394.9535,NaN,395.7234,395.9404,395.8358,395.63825,395.08465,395.2145,395.4631,395.40436666666665,395.9977,396.7154,397.37355,397.57800000000003,397.9573,398.6853,398.3965,398.2448,398.0717,398.1321,397.9505,NaN,398.7842,398.9818,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CHL,-94.0667,58.75,co2_chl_surface-insitu_6_allvalid.nc,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,397.8193105691057,396.0007176388888,398.1640099037142,399.4828224764466,399.0618004310347,400.32692231182784,401.240308368201,400.17368503496493,394.35723602693633,385.2078873966941,384.5411615905247,388.094166111111,392.6680157258063,398.21593767123323,401.54669574468085,NaN,NaN,NaN,NaN,NaN,398.33759704347773,392.0075215053766,387.93732029569884,391.5296127177701,395.6189875000002,400.34461138888884,403.03940094085976,402.4878255536632,404.3646840336135,404.86161576086965,NaN,404.4260699541285,398.44232282793854,391.4684920698929,390.3164471621617,391.5115631172838,396.631103494624,401.8846910179641,405.3182204978036,405.9064381081084,406.6197239583332,407.0917319892473,407.63800124999983,406.8151608870968,403.8532555555557,NaN,NaN,NaN,NaN,NaN,NaN,NaN,409.4857388349514,409.4506624999996,409.76498569444476,408.9253705645157,404.7127252777778,396.96889341397866,393.8423576751116,399.2489118852459,401.30291789473677,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CHM,-74.3,49.68,co2_chm_surface-insitu_6_allvalid.nc,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,375.93387120418856,378.9265796242775,386.4378749999997,389.16608955650946,391.91452256756736,393.82197043596716,393.4461918367346,393.3531615074023,392.4083119382015,389.861095652174,384.93559145631036,378.88559972337447,376.93055806451616,381.69354180555547,385.9800633103449,393.14635080385835,396.8399735664335,397.1990200323099,395.02755573770486,397.2244392361114,394.29888479729766,391.55080378681646,NaN,NaN,NaN,NaN,NaN,394.77899573770526,393.7385053424658,395.08063328822783,394.39644992548483,395.3429621069182,395.1661456944445,393.01103811594214,388.88680666666613,382.2524817905918,380.99439425625917,NaN,391.97267400611616,395.6163966292134,397.35738727915185,402.5457405172413,400.3905206845237,399.5426137978145,399.13174216867486,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CHR,-157.1518,1.7,co2_chr_surface-flask_426_representative.nc,368.9173,370.48165,370.90685,371.51886,370.32815,369.5508,369.6769,368.89488333333327,368.52313333333336,368.7015,368.86706666666674,369.0366666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,370.4608666666666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,374.09996666666666,372.72985,NaN,372.73745,NaN,372.172125,372.3901,372.926625,NaN,374.6848,375.1083,375.9454,NaN,NaN,NaN,375.39145,374.96035,374.297025,374.6721,375.722925,376.63144,377.0864666666666,378.4546,378.8725,377.851,377.565075,377.5535,376.8544,376.499,375.9792,376.28675,377.03013333333337,378.09875,379.1735,379.3015,379.76815,379.98298,379.769325,379.81053333333335,379.5542,379.1348666666667,NaN,378.92105,379.67836,380.746125,381.46365,382.50855,383.0761,NaN,381.5528,381.1597,380.63336,380.49699999999996,380.25265,380.38324,381.36333333333334,382.01611666666673,383.426475,384.269475,384.91306666666674,383.9278,383.64955,383.45994,383.3414,383.017125,382.62242,382.81785,383.7204,384.58498,385.304475,385.52475,386.46952000000005,386.28785,385.50875,385.24204,385.0745,384.19615,383.9806,384.090425,385.03486666666674,385.9226000000001,386.93046666666675,387.8086,387.9648666666667,387.245025,387.2764333333334,NaN,NaN,NaN,385.34924,385.59513333333337,385.82665,386.87276666666673,389.462625,389.8031,NaN,388.7899,389.0509333333334,389.1781,388.5741,388.4332,388.2979,389.2038,389.23603333333335,389.8254666666666,390.18237999999997,391.328225,392.7989,391.582,391.8086,390.8721,390.936,390.5658,390.00205,390.26523333333336,390.9974,391.731,393.0643,394.189525,394.3695,394.80258333333336,393.6794,NaN,392.6234,NaN,392.1836,392.896825,393.3241,NaN,NaN,NaN,NaN,NaN,396.16913333333326,395.8534333333334,395.747975,394.92443333333335,394.8078,394.8488,395.9966,396.6051333333333,NaN,397.2216,398.17855,397.4879333333333,397.7775666666666,397.9078333333334,397.3527,397.118525,NaN,NaN,NaN,NaN,398.76415,399.8427,398.9039,NaN,NaN,NaN,NaN,NaN,NaN,398.8839,400.0884833333334,401.2363,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
