,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
global_raw,352.75099108599164,345.7288134301128,368.37534472050476,375.14082886192426,377.0577681780489,379.18416314444033,381.35474653553047,380.9944000919789,382.9804760182821,386.5418780742311,388.83879818128236,390.7136611382237,392.91327798617743,393.45119537331817,391.6172415936059,399.7264262153564,400.5627506798665,NaN
NH_raw,370.8131258910617,371.897519383359,373.9315000593079,376.84063962085315,378.66881583502163,380.83328253475,383.3666845714917,384.98894198455906,387.0815875591771,388.3810255135938,390.95543405022494,392.9472851754534,395.0981259507682,397.7521327645915,399.91723015717474,401.9180121436889,404.91181296551184,NaN
SH_raw,334.6888562809216,319.56010747686656,362.81918938170173,373.44101810299543,375.4467205210761,377.5350437541306,379.34280849956934,376.9998581993987,378.87936447738684,384.7027306348684,386.72216231233966,388.4800371009939,390.7284300215866,389.1502579820447,383.3172530300371,397.534840287024,396.2136883942214,NaN
global_cal,369.1878523089685,370.4733883535869,372.53720040141405,375.02635696908914,376.9506410437907,379.02163805505205,381.15785421474357,382.99946102401583,384.960424853972,386.5134836499569,388.7600164753325,390.6248249269933,392.835527572791,395.5598862343615,397.6293869500915,399.76275570014417,402.7739676347096,NaN
NH_cal,370.8012003023023,371.87366625353957,373.9504074066492,376.6537841356232,378.50594489767536,380.63538287768614,383.0976562622661,384.7461022342431,386.80313651687015,388.3174649278373,390.7937134193046,392.7726889931816,394.9701083618899,397.67364681108603,399.8586228555453,401.92440467923205,404.9235452347048,NaN
SH_cal,367.5745043156348,369.07311045363423,371.1239933961788,373.39892980255496,375.39533718990606,377.40789323241785,379.218052167221,381.2528198137887,383.11771319107396,384.70950237207643,386.72631953136033,388.47696086080487,390.7009467836922,393.4461256576367,395.4001510446378,397.6011067210561,400.6243900347146,NaN
