,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
global_raw,369.4053933218763,370.7447807062224,372.81444196106526,375.4547420000802,377.37714175836567,379.5222966756331,381.66541493494174,383.4000413240288,385.40752247949376,386.76092492773904,389.22310950671954,391.1359299025587,393.17230123943494,395.9990349933912,398.0521732894685,400.1329253591869,403.2101858261878,NaN
NH_raw,371.2985592843177,372.5810849780159,374.57179632620637,377.47357817042393,379.2052571412053,381.4533915622573,383.86482705701155,385.472021236163,387.5950829479998,388.71864631546964,391.5842032756248,393.6855702514913,395.6544000426277,398.4645448920672,400.6391699760383,402.6276957929404,405.6312630662624,NaN
SH_raw,367.512227359435,368.908476434429,371.05708759592403,373.4359058297368,375.54902637552595,377.59120178900884,379.4660028128719,381.3280614118947,383.2199620109877,384.8032035400084,386.86201573781426,388.5862895536261,390.69020243624215,393.53352509471523,395.4651766028985,397.6381549254334,400.7891085861131,NaN
global_cal,369.4051511572707,370.74574555584735,372.79855412550205,375.32245349487397,377.2658558282265,379.3752665378336,381.5393870481603,383.33868134785604,385.32980009294573,386.76754028497163,389.1766633850114,391.096635637077,393.15386546108135,395.95163589682346,398.01396311981995,400.0864520196771,403.20559976051885,NaN
NH_cal,371.27428527054207,372.5113212048277,374.5372386593204,377.2953518976255,379.07924590763633,381.25148089568074,383.7130331219612,385.35298561277267,387.4325408959196,388.7372360816692,391.5489211121664,393.5930731775525,395.6076851734858,398.45486443015625,400.56603315612114,402.5438842685955,405.6707614239112,NaN
SH_cal,367.53601704399944,368.98016990686693,371.0598695916837,373.3495550921225,375.45246574881685,377.49905217998656,379.3657409743593,381.32437708293946,383.2270592899719,384.79784448827417,386.80440565785653,388.60019809660145,390.700045748677,393.44840736349073,395.4618930835188,397.6290197707588,400.7404380971262,NaN
