sitecode,lon,lat,file,2000-01-15,2000-02-15,2000-03-15,2000-04-15,2000-05-15,2000-06-15,2000-07-15,2000-08-15,2000-09-15,2000-10-15,2000-11-15,2000-12-15,2001-01-15,2001-02-15,2001-03-15,2001-04-15,2001-05-15,2001-06-15,2001-07-15,2001-08-15,2001-09-15,2001-10-15,2001-11-15,2001-12-15,2002-01-15,2002-02-15,2002-03-15,2002-04-15,2002-05-15,2002-06-15,2002-07-15,2002-08-15,2002-09-15,2002-10-15,2002-11-15,2002-12-15,2003-01-15,2003-02-15,2003-03-15,2003-04-15,2003-05-15,2003-06-15,2003-07-15,2003-08-15,2003-09-15,2003-10-15,2003-11-15,2003-12-15,2004-01-15,2004-02-15,2004-03-15,2004-04-15,2004-05-15,2004-06-15,2004-07-15,2004-08-15,2004-09-15,2004-10-15,2004-11-15,2004-12-15,2005-01-15,2005-02-15,2005-03-15,2005-04-15,2005-05-15,2005-06-15,2005-07-15,2005-08-15,2005-09-15,2005-10-15,2005-11-15,2005-12-15,2006-01-15,2006-02-15,2006-03-15,2006-04-15,2006-05-15,2006-06-15,2006-07-15,2006-08-15,2006-09-15,2006-10-15,2006-11-15,2006-12-15,2007-01-15,2007-02-15,2007-03-15,2007-04-15,2007-05-15,2007-06-15,2007-07-15,2007-08-15,2007-09-15,2007-10-15,2007-11-15,2007-12-15,2008-01-15,2008-02-15,2008-03-15,2008-04-15,2008-05-15,2008-06-15,2008-07-15,2008-08-15,2008-09-15,2008-10-15,2008-11-15,2008-12-15,2009-01-15,2009-02-15,2009-03-15,2009-04-15,2009-05-15,2009-06-15,2009-07-15,2009-08-15,2009-09-15,2009-10-15,2009-11-15,2009-12-15,2010-01-15,2010-02-15,2010-03-15,2010-04-15,2010-05-15,2010-06-15,2010-07-15,2010-08-15,2010-09-15,2010-10-15,2010-11-15,2010-12-15,2011-01-15,2011-02-15,2011-03-15,2011-04-15,2011-05-15,2011-06-15,2011-07-15,2011-08-15,2011-09-15,2011-10-15,2011-11-15,2011-12-15,2012-01-15,2012-02-15,2012-03-15,2012-04-15,2012-05-15,2012-06-15,2012-07-15,2012-08-15,2012-09-15,2012-10-15,2012-11-15,2012-12-15,2013-01-15,2013-02-15,2013-03-15,2013-04-15,2013-05-15,2013-06-15,2013-07-15,2013-08-15,2013-09-15,2013-10-15,2013-11-15,2013-12-15,2014-01-15,2014-02-15,2014-03-15,2014-04-15,2014-05-15,2014-06-15,2014-07-15,2014-08-15,2014-09-15,2014-10-15,2014-11-15,2014-12-15,2015-01-15,2015-02-15,2015-03-15,2015-04-15,2015-05-15,2015-06-15,2015-07-15,2015-08-15,2015-09-15,2015-10-15,2015-11-15,2015-12-15,2016-01-15,2016-02-15,2016-03-15,2016-04-15,2016-05-15,2016-06-15,2016-07-15,2016-08-15,2016-09-15,2016-10-15,2016-11-15,2016-12-15,2017-01-15,2017-02-15,2017-03-15,2017-04-15,2017-05-15,2017-06-15,2017-07-15,2017-08-15,2017-09-15,2017-10-15,2017-11-15,2017-12-15
AAC,-82.2188,29.7381,co2_aac_surface-insitu_60_allhours.nc,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,396.6385354214536,398.6286958111286,397.7937273398416,392.36493195490425,391.9550546242007,391.7754501195176,388.25918541396385,388.7109661871639,391.71182855495965,397.34536258613696,399.8785791993775,399.34692219496134,401.94977208187385,402.59952369179945,400.08235721382755,396.76335409932034,393.5671184306192,391.27093412369067,388.1958425532674,384.7374378685059,390.4829376414284,394.4570865890846,396.6907023755496,397.8530704950662,399.76126073391055,403.40021367004977,401.33164956687256,397.58743664831974,396.0080444805882,391.2349189036416,384.29889962338063,388.8164213692446,394.1071834813304,399.9537245684426,401.0474640930183,401.2281230836347,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ABP,-38.17,-12.77,co2_abp_surface-flask_1_representative.nc,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,379.99150491595026,379.68525821074036,379.85482582277996,380.18089469825804,380.30763456805033,380.26943894429985,380.46873320606176,380.8692069577709,381.73344684513665,382.02865589304116,382.0486858630956,382.1412562260739,382.26691520192367,381.7807785360885,381.8408183154472,382.20201025952946,382.2148592880002,382.1646068909471,382.4677284951666,383.1925046350517,384.0055363644684,384.4288573846232,384.293836428675,384.1845478419779,384.0513147762574,383.5221349068161,383.5574702601331,383.9925293689081,383.95830494675295,383.9916321598208,384.2615944000918,384.66974130231097,384.9859062627023,385.210486714485,385.4890996878222,385.6381564706402,385.50722462175156,385.16161578793515,384.93707942222346,385.3330264182223,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ABT,-122.3667,49.0333,co2_abt_surface-insitu_6_allvalid.nc,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,408.24417500817594,407.20507139796126,406.7763679411922,405.15252785653735,404.99757090544654,398.95185124243045,400.3468361396386,408.7658353263873,406.93967420922127,413.62272326792026,429.6063419622736,422.9883578017529,410.00770424634,407.4331480668009,405.6531245538824,403.80137677942395,402.36945833341434,398.9194705390828,405.3875108822977,414.7478263968953,410.8849282435712,408.4621990996219,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ACR,-84.3324,35.9311,co2_acr_surface-insitu_60_allhours.nc,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,403.817058470072,400.3696538380232,397.25586900907155,393.8084643770228,390.59253076619507,387.5593702481593,384.6240536178008,381.590893099757,383.39038720477754,387.35886289308445,391.4596211043443,395.2313932044755,393.23698038978307,391.24538379651887,389.3822773060494,387.4417787818686,385.64497410337486,383.78827593559384,381.9914712571003,384.4850428754949,388.63851596909143,392.65800605965933,396.3943657101063,396.4213800991961,396.44933197393476,396.4773233217532,395.24487092973936,392.0237137866134,388.9064649384172,385.6853077952912,387.25865900055123,390.35961497296654,393.4605709453734,396.3390095515125,398.4906949284281,400.5729710996322,402.7246564765478,401.9497546154371,398.7716847086706,395.2531073118984,391.8480324117854,393.0729953441599,395.36016883903534,397.72358145041187,400.0361503502859,402.0691052876767,404.1698253896516,406.2027803270424,405.5466253458505,402.62010264911044,399.9767918262445,397.05026912950433,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ACV,-79.4523,39.119,co2_acv_surface-insitu_60_allhours.nc,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,381.1501624671012,386.93553988073904,391.82196489786827,395.3830370955256,397.35169948524737,396.75015027883575,395.3289591496448,392.9350554895059,389.30845457194505,383.57483127150306,375.32276698969577,373.19648658019963,379.13593877945317,386.0037197344797,391.02120457722634,394.02598618733515,396.6556414738984,396.7351637563995,396.37708050362374,395.458833978602,391.9466957937429,381.77119926356505,374.9114060166145,373.7183354985259,378.4303673068303,385.49090210914216,389.97673854912364,394.2761414733586,397.36894501362247,398.55782161243764,398.1950034543481,395.71118106435716,389.758211395621,382.8571810256082,377.486277016439,374.4172016688748,382.3879390186707,391.2028286232912,397.0915469005121,399.77770437869754,403.0491492181301,402.18302559811696,401.28125980194085,398.9232493222238,394.5051040575125,387.3255296321098,380.92858649203396,381.27479236639243,387.3715383990107,394.6498592602635,397.5358151686488,401.3757806760401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ALT,-62.5072,82.4508,co2_alt_surface-insitu_6_allvalid.nc,373.8952134642086,375.4933754235121,375.741793799213,375.56522940557613,375.764281240963,372.91048600558645,366.6492857706332,361.96770024371654,362.7974093364524,366.55949065313314,370.3771984913276,373.2917842486759,375.16430672581987,375.96283686060747,376.4677862642448,377.1000661876021,377.0752387581648,373.98923965180285,367.8470407514756,363.26044025832704,364.14083549341916,368.26984305778404,372.67768074797505,375.5549723207843,376.9785350130046,377.74192104260226,378.3846522211071,378.7950413416664,378.3758880043639,375.6832775077688,370.25272008718247,365.6750998790249,366.45357808334484,370.61005711589206,374.9498760392989,377.73866208917786,379.2657691254947,380.6118839251346,381.47016378273946,381.5668772852018,381.5568795187886,379.01619571626236,372.8461889624209,368.2794928308893,369.2732109440726,373.07026099477935,377.41816042126464,380.6454301313702,382.2900798503349,382.4939624997514,382.8166886554474,383.3486767712381,383.53975863503086,381.4053735893543,374.84256412184226,369.31481416870696,369.58800510356264,373.7018360475493,378.5348162662576,382.1814905831386,384.1993035519186,384.7140809032919,385.0887729023344,385.5586747719138,385.4352010777766,382.7593773160027,376.798758919422,371.62084367567746,371.95091835763344,376.3083124586329,381.4483273816732,384.52360828808673,385.4193362680601,386.04382093321317,386.92823287787235,387.86227207855995,388.2739674391068,385.6869172380085,379.5720916940712,374.6636061859638,375.3177186912535,379.3482872579705,383.8828524300703,387.01648257045144,388.52149959351925,389.3662174059099,390.01015513440245,390.05535093927347,389.25896607400585,385.6153962725361,378.7770148909519,374.32193694392356,376.30941387611426,380.94858037421614,385.5840581917748,389.03935127941907,390.6005931340944,391.6133337410254,392.67603599602006,392.9835067758173,392.31720186989116,388.92349124792327,382.3208189118682,377.32217721644304,378.0180254258296,382.2587179392229,387.4400668593759,390.49703029672116,392.2224650157933,392.5313363876563,393.03615785930083,393.87756602300806,393.8198393424087,390.8417754403757,383.9784333577249,378.50722877550135,379.20875202445706,383.26086269738335,387.60323129469185,390.91975767737154,392.6901613110804,393.6767951272187,394.6043790221607,395.30233233263095,395.09894472812107,392.0549185768845,386.164261336742,381.945954673518,383.18163027354973,387.31936908871774,391.6537709533285,394.72140224861283,396.4138277277864,397.3434472988479,398.0064596818907,398.3531931454456,397.72706138902186,394.25446247085364,387.8124027034369,382.6459069279615,382.9049024935169,387.17874939153927,393.37412131404284,397.56417038227113,398.502288637358,398.8239122855393,399.7154217633091,400.3781779833464,399.8813788161166,396.10298869454425,389.0560427302456,384.45464255736204,385.7546579805908,389.08265276891973,393.9955743511692,398.2898872007543,400.40818690883884,401.5968021548908,401.8969187769145,402.3175926119267,402.85583789327484,400.245401448001,393.7099351488608,388.5363366234019,389.02674446123405,393.1845928631125,398.5914022402138,401.9668060433287,402.95777237869237,404.26600167354474,405.19315871763683,405.21688489778865,404.9731885584483,401.98814792834963,395.4068845555768,390.2301155087319,390.4282221273265,394.44121677689196,399.96469418312984,403.72113344206474,405.39831800468437,406.58344498508444,407.26890254199964,407.24632260063817,406.4042693996516,402.9329867441106,396.76818187041556,392.0033606152373,392.57808970251386,396.94337251895564,402.40183631843763,406.1875474311046,407.86923118714964,408.78332615120473,409.53125984103684,409.72107955452674,409.13089014828967,405.99950559952873,399.52513499898726,394.37910197779945,395.8509337042813,400.65496753047904,405.09209170744765,408.4173825582728,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AME,-96.4701,41.1649,co2_ame_surface-insitu_60_allhours.nc,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,392.19250179406964,393.4402144846259,394.3215996173365,393.5097504250821,388.6874706430767,380.85092219535466,376.6014871564369,380.48905847840746,387.55383767114307,391.39371109552235,395.0284196435937,397.5290535831099,397.4296123975544,397.542882524275,397.87566667518206,396.5416283520539,392.72423375634713,387.35537515414916,381.59215992364483,377.1161648456948,383.8184961444289,389.92887120389827,393.39387981798143,395.03362499367853,395.4452703469648,396.6688201599492,399.34384290373583,400.01276105984607,394.07098727318464,384.913702030127,374.1274017697,374.8811056007414,384.66329104129295,393.8131995919643,398.5729901010157,400.5029612860317,402.60936767230965,403.71018182488535,404.7084286623976,402.33740515220506,395.90971642393356,389.75859183700913,386.3640464990526,388.085589262018,394.1700812861666,398.95768007200195,399.79338831436104,401.88193522898246,401.9606200410582,400.99107964586653,402.2830372068905,402.4977018689182,398.6995592636725,390.98022006125314,384.1696547081675,383.6781132883385,390.09536415942404,395.78996030326755,397.32887792204303,397.80291512525343,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AMS,77.5378,-37.7983,co2_ams_surface-insitu_11_representative.nc,366.0831831886197,366.11678175065447,366.400359096524,366.75104124639677,367.01011904237174,367.43991029207547,367.8477949074101,368.0159365936716,367.9683858357831,367.81482756689644,367.5213036199772,367.2034632790136,367.0238924436585,367.0103087536843,367.1919368237631,367.58040276921406,368.04514468264654,368.52766178744963,368.9858136081256,369.4050700549901,369.6426726608598,369.6397166303314,369.4374814988016,369.18304434433674,368.9707872142764,368.90288978724436,369.06518965187195,369.45650095963913,369.9271544561373,370.4973013141226,371.09630177037855,371.6119276082752,371.85120127555695,371.7452941298144,371.49332772270577,371.3825575232963,371.39337923189953,371.4723972377475,371.6560453567796,372.0540127762916,372.55008571580686,373.04039599774524,373.55022804092516,374.03982056906716,374.2151827090939,374.06699868517893,373.6845839961879,373.425138448073,373.4457666255823,373.49013060266753,373.6783978317345,374.1321180333365,374.58929708520543,375.0929399359684,375.74227587948224,376.12339045349773,375.954780085656,375.7737313859234,375.38894741522984,375.0262878238101,374.95311206609165,375.08746593475126,375.3668285998974,375.79419099740153,376.34440747599666,377.0034637003067,377.5930195351368,378.05225063354413,378.2560729375778,378.1106133063263,377.80948686070633,377.63618860522473,377.62363382856154,377.72263033348685,377.9472370111672,378.3760691299969,378.85915278701907,379.3047595378795,379.62154621641463,379.7632697471052,379.73454903017046,379.58219856921636,379.3460950817895,379.19609169714136,379.18687961136595,379.2490107442079,379.40103480195415,379.76062130334714,380.25562450438144,380.8397865982415,381.34526477343815,381.73239829224417,381.9966479045883,381.95870215245725,381.61688290711675,381.471617407313,381.5171115628351,381.4983955903679,381.70197400220974,382.05603232651816,382.35070214968823,382.90769243635,383.43254537348014,383.64523778820575,383.70050542901936,383.4743825143412,382.9976975004185,382.82652631301914,382.88543781196324,383.0057997975023,383.2265318849997,383.5017809193832,383.7640512442679,384.21837153851226,384.7876878312907,385.1409022784968,385.171817644026,385.03145813320754,384.73765415238546,384.5490811645165,384.6009271453771,384.64174112081344,384.7221939958964,385.08137143360784,385.6114212452122,386.20086552300165,386.87513496188495,387.47245444252667,387.63767142470556,387.4753838013595,387.2037678482371,386.97547653409555,386.8249069757134,386.7589001097132,386.84282418345,387.12217559675594,387.53764662354797,388.10962312772716,388.61409119020675,388.88039343030283,388.97123323300707,388.95796590432553,388.82492868366336,388.60591145710055,388.3758118131718,388.3534445481301,388.6162761879574,389.16861033377353,389.7932515464981,390.4243969719127,390.95456274242434,391.32384356311724,391.51922633889757,391.30640248575224,390.91152054109995,390.85561843773405,390.8128672031325,390.8535471731953,391.23383848911845,391.9185157965824,392.51765107972574,393.0676344683498,393.74062972781564,394.2381151792393,394.2508377075967,394.01800026004366,393.8126409384729,393.6373518050056,393.5637695088005,393.6613772653642,393.89570446799485,394.23246917785906,394.5195914364571,394.87659797098354,395.33846878587207,395.7029050234339,395.8333164892722,395.7038574671423,395.36324890513987,395.0607418454743,394.8571584372332,394.9154147330326,395.28964808643417,395.89294093738596,396.5148258252416,397.1599038584288,397.74539672547724,398.22413778317815,398.445879160717,398.3440001974901,397.98342237873754,397.70876790839236,397.7388786060543,397.8826928054024,398.10133442407056,398.6106656490051,399.2936343734086,400.1158054941396,400.88274498726355,401.3829518428228,401.4943215114869,401.33371924405344,401.01777342690536,400.77085429133484,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AMT,-68.6821,45.0345,co2_amt_surface-pfp_1_allvalid.nc,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,392.0957189952859,393.3478757942679,393.71561160922187,394.85043369159916,395.30017861560594,393.9279575258822,389.3243904716933,381.89918816908676,375.79902817003153,374.23270910724546,378.8295284996843,386.3750633265889,392.2637109797375,394.69029230565246,395.84236431415854,395.93781986951467,395.1117969775199,394.17590557813037,391.84184346911036,384.0594075588652,377.6910932912298,377.45462607934314,382.0307691116516,389.1083770092465,395.3478788352739,398.62581877626684,400.1805540078625,400.57154237109995,400.0621924099317,398.28253750777634,393.684720933242,386.24715318846404,380.18234568251495,379.19595897690135,385.1664571437718,394.14892970349536,400.35261250860054,401.71928240106445,401.3529578159323,401.77517198596394,401.0766637597977,399.4628891426546,394.91599636607066,387.98826324376654,383.3549138503995,382.0786244057882,386.23766321456174,394.13451469225964,400.16696180686824,402.4686402206432,403.237778908334,403.1370166029295,402.84691154158685,401.949971756669,398.0692405687771,391.229921250307,384.85106036786124,381.8487574074519,387.8472721721228,397.2194270125594,402.2215458881097,405.4959831309128,406.3895048199969,406.05230672892026,405.97633323436656,404.5856823864826,399.967659196946,391.2820521035125,383.94934048656165,382.6090721262098,388.44806385578556,396.8628888181817,403.0494321179328,405.5732411740388,406.9936290587293,408.0394103868921,408.07838664102536,406.29099319516706,401.6816402152572,392.65340602466136,386.7977776167435,385.93868744001327,389.2008983350428,399.34202689535005,407.90913468875425,410.8123848373519,411.5753110088145,411.46961314493007,411.0675858706863,408.61773541218264,402.8479643557358,395.5387991150974,390.64657974849575,389.9810620428692,394.4029565247695,402.15795015763985,409.7456688498009,413.3805150277155,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AMY,126.3295,36.5389,co2_amy_surface-flask_1_representative.nc,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,410.90496229872537,410.07175657205414,410.52375770014163,412.4621381024685,410.55686745174535,404.2761477833724,399.1681384778807,397.49574819115145,396.62569066533234,398.13025156718027,403.77040391621284,410.72072161285627,414.1616171310896,414.57443244743604,414.76784096488745,414.40367004672953,411.83981313329934,408.0963205450316,405.3998121821082,403.2358304205107,399.9093737621238,398.6868796630596,406.1906407407655,419.24440642722925,422.23347724297264,415.3058782592291,413.55112786901424,416.70744355836337,417.66058480678873,414.12959274767127,410.78674083621354,409.9108546928559,407.88821961668543,406.25838084785073,410.09574475051426,415.3215793085576,416.7969542254487,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
