yy,mm,co2,trend,seasonality,co2_cal,resid,growth_rate,date,decimalyear
1981,6,330.294,341.6222,-10.5436,331.0786,-0.7846,6.4693,1981-06-15,1981.454794520548
1981,7,331.208,342.1451,-13.2922,328.8529,2.3551,6.0461,1981-07-15,1981.5369863013698
1981,8,328.834,342.6299,-12.8188,329.8111,-0.9771,5.5356,1981-08-15,1981.6219178082192
1981,9,336.949,343.0677,-7.9839,335.0838,1.8652,4.929,1981-09-15,1981.7068493150684
1981,10,344.925,343.4514,0.6467,344.0981,0.8269,4.2191,1981-10-15,1981.7890410958903
1981,11,350.571,343.7709,9.3686,353.1395,-2.5685,3.3935,1981-11-15,1981.8739726027397
1981,12,357.177,344.017,13.7986,357.8156,-0.6386,2.4857,1981-12-15,1981.9561643835616
1982,1,360.684,344.1852,12.9499,357.1351,3.5489,1.5677,1982-01-15,1982.041095890411
1982,2,355.0987,344.2783,9.2215,353.4998,1.5989,0.7077,1982-02-15,1982.1260273972603
1982,3,350.4437,344.3031,4.7288,349.0319,1.4118,-0.0518,1982-03-15,1982.2027397260274
1982,4,346.65,344.2696,-0.3044,343.9652,2.6848,-0.6656,1982-04-15,1982.2876712328766
1982,5,340.955,344.1922,-5.7713,338.4209,2.5341,-1.1069,1982-05-15,1982.3698630136987
1982,6,336.19,344.0851,-10.5436,333.5416,2.6484,-1.3596,1982-06-15,1982.454794520548
1982,7,327.9551,343.9656,-13.2922,330.6734,-2.7183,-1.387,1982-07-15,1982.5369863013698
1982,8,323.237,343.854,-12.8188,331.0352,-7.7982,-1.2167,1982-08-15,1982.6219178082192
1982,9,334.016,343.7628,-7.9839,335.7789,-1.7629,-0.8716,1982-09-15,1982.7068493150684
1982,10,347.233,343.7087,0.6467,344.3554,2.8776,-0.3706,1982-10-15,1982.7890410958903
1982,11,354.358,343.701,9.3686,353.0696,1.2884,0.2556,1982-11-15,1982.8739726027397
1982,12,355.247,343.7513,13.7986,357.55,-2.3029,0.9745,1982-12-15,1982.9561643835616
1983,1,354.586,343.8634,12.9499,356.8134,-2.2274,1.7388,1983-01-15,1983.041095890411
1983,2,353.41,344.0411,9.2215,353.2626,0.1474,2.5283,1983-02-15,1983.1260273972603
1983,3,350.617,344.2848,4.7288,349.0136,1.6034,3.2523,1983-03-15,1983.2027397260274
1983,4,344.382,344.5832,-0.3044,344.2787,0.1032,3.7941,1983-04-15,1983.2876712328766
1983,5,338.265,344.9172,-5.7713,339.1459,-0.8809,4.1235,1983-05-15,1983.3698630136987
1983,6,334.228,345.2704,-10.5436,334.7268,-0.4989,4.2219,1983-06-15,1983.454794520548
1983,7,330.461,345.6208,-13.2922,332.3286,-1.8676,4.0964,1983-07-15,1983.5369863013698
1983,8,333.2918,345.9532,-12.8188,333.1343,0.1575,3.8038,1983-08-15,1983.6219178082192
1983,9,339.257,346.2548,-7.9839,338.2709,0.9861,3.3856,1983-09-15,1983.7068493150684
1983,10,345.006,346.5174,0.6467,347.1641,-2.1581,2.9474,1983-10-15,1983.7890410958903
1983,11,358.891,346.746,9.3686,356.1147,2.7763,2.6049,1983-11-15,1983.8739726027397
1983,12,362.497,346.9516,13.7986,360.7502,1.7468,2.3355,1983-12-15,1983.9561643835616
1984,1,362.059,347.1353,12.9499,360.0852,1.9738,2.0887,1984-01-15,1984.0409836065573
1984,2,359.036,347.2997,9.2215,356.5212,2.5148,1.9283,1984-02-15,1984.1256830601094
1984,3,353.847,347.4567,4.7288,352.1855,1.6615,1.9435,1984-03-15,1984.204918032787
1984,4,346.306,347.6236,-0.3044,347.3192,-1.0132,2.1482,1984-04-15,1984.2896174863388
1984,5,339.29,347.8147,-5.7713,342.0434,-2.7534,2.4763,1984-05-15,1984.3715846994535
1984,6,334.384,348.0363,-10.5436,337.4927,-3.1087,2.8444,1984-06-15,1984.4562841530055
1984,7,331.6906,348.2888,-13.2922,334.9966,-3.306,3.1978,1984-07-15,1984.5382513661202
1984,8,332.514,348.5693,-12.8188,335.7505,-3.2365,3.4984,1984-08-15,1984.622950819672
