yy,mm,co2,trend,seasonality,co2_cal,resid,growth_rate,date,decimalyear
1972,1,335.33,331.509,5.0289,336.5379,-1.208,-1.973,1972-01-15,1972.0409836065573
1972,2,339.1,331.3354,6.7254,338.0608,1.0392,-2.1189,1972-02-15,1972.1256830601094
1972,3,337.12,331.1559,7.0114,338.1672,-1.0473,-2.1953,1972-03-15,1972.204918032787
1972,4,334.96,330.9695,4.0503,335.0198,-0.0598,-2.2771,1972-04-15,1972.2896174863388
1972,5,329.51,330.7764,-0.6331,330.1432,-0.6332,-2.3491,1972-05-15,1972.3715846994535
1972,6,325.55,330.578,-4.7116,325.8664,-0.3164,-2.3688,1972-06-15,1972.4562841530055
1972,7,328.09,330.3816,-7.578,322.8035,5.2865,-2.2934,1972-07-15,1972.5382513661202
1972,8,322.23,330.1958,-8.6036,321.5922,0.6379,-2.0966,1972-08-15,1972.622950819672
1972,9,321.85,330.0321,-6.3405,323.6917,-1.8417,-1.7752,1972-09-15,1972.707650273224
1972,10,329.18,329.8999,-1.5012,328.3988,0.7812,-1.3374,1972-10-15,1972.7896174863388
1972,11,328.78,329.8092,2.5114,332.3206,-3.5406,-0.8282,1972-11-15,1972.8743169398906
1972,12,331.39,329.7619,4.0407,333.8026,-2.4126,-0.2767,1972-12-15,1972.9562841530055
1973,1,334.66,329.7631,5.0289,334.792,-0.132,0.3212,1973-01-15,1973.041095890411
1973,2,335.34,329.8154,6.7254,336.5408,-1.2009,0.9223,1973-02-15,1973.1260273972603
1973,3,335.56,329.9168,7.0114,336.9282,-1.3682,1.4756,1973-03-15,1973.2027397260274
1973,4,335.47,330.0614,4.0503,334.1117,1.3583,1.9512,1973-04-15,1973.2876712328766
1973,5,328.96,330.242,-0.6331,329.6089,-0.6489,2.2961,1973-05-15,1973.3698630136987
1973,6,324.92,330.4441,-4.7116,325.7325,-0.8124,2.5291,1973-06-15,1973.454794520548
1973,7,323.03,330.6635,-7.578,323.0855,-0.0555,2.6765,1973-07-15,1973.5369863013698
1973,8,324.5,330.8901,-8.6036,322.2865,2.2135,2.7363,1973-08-15,1973.6219178082192
1973,9,326.05,331.1196,-6.3405,324.7791,1.2709,2.7372,1973-09-15,1973.7068493150684
1973,10,331.08,331.3463,-1.5012,329.8452,1.2348,2.6252,1973-10-15,1973.7890410958903
1973,11,333.16,331.5571,2.5114,334.0685,-0.9085,2.4077,1973-11-15,1973.8739726027397
1973,12,335.32,331.7476,4.0407,335.7883,-0.4683,2.1235,1973-12-15,1973.9561643835616
1974,1,333.94,331.911,5.0289,336.9399,-2.9999,1.7549,1974-01-15,1974.041095890411
1974,2,340.77,332.0401,6.7254,338.7655,2.0045,1.3674,1974-02-15,1974.1260273972603
1974,3,340.09,332.1389,7.0114,339.1503,0.9397,1.0042,1974-03-15,1974.2027397260274
1974,4,335.95,332.2075,4.0503,336.2578,-0.3077,0.6561,1974-04-15,1974.2876712328766
1974,5,331.16,332.2483,-0.6331,331.6152,-0.4552,0.3104,1974-05-15,1974.3698630136987
1974,6,327.35,332.2592,-4.7116,327.5476,-0.1976,-0.0189,1974-06-15,1974.454794520548
1974,7,324.88,332.2451,-7.578,324.6671,0.2129,-0.2926,1974-07-15,1974.5369863013698
1974,8,327.92,332.2104,-8.6036,323.6068,4.3132,-0.4847,1974-08-15,1974.6219178082192
1974,9,327.01,332.1644,-6.3405,325.8239,1.1861,-0.5175,1974-09-15,1974.7068493150684
1974,10,332.76,332.1242,-1.5012,330.623,2.137,-0.3887,1974-10-15,1974.7890410958903
1974,11,333.84,332.0996,2.5114,334.6109,-0.7709,-0.1575,1974-11-15,1974.8739726027397
1974,12,332.61,332.0979,4.0407,336.1386,-3.5287,0.212,1974-12-15,1974.9561643835616
1975,1,333.13,332.1349,5.0289,337.1638,-4.0338,0.7,1975-01-15,1975.041095890411
1975,2,335.28,332.2146,6.7254,338.94,-3.66,1.2499,1975-02-15,1975.1260273972603
1975,3,340.02,332.3432,7.0114,339.3546,0.6654,1.8148,1975-03-15,1975.2027397260274
1975,4,338.97,332.5171,4.0503,336.5674,2.4026,2.2936,1975-04-15,1975.2876712328766
1975,5,332.98,332.7255,-0.6331,332.0924,0.8876,2.627,1975-05-15,1975.3698630136987
1975,6,328.7,332.9549,-4.7116,328.2433,0.4567,2.7808,1975-06-15,1975.454794520548
1975,7,321.32,333.189,-7.578,325.6109,-4.2909,2.7363,1975-07-15,1975.5369863013698
1975,8,325.99,333.4109,-8.6036,324.8073,1.1827,2.5098,1975-08-15,1975.6219178082192
1975,9,328.25,333.6073,-6.3405,327.2668,0.9832,2.1531,1975-09-15,1975.7068493150684
1975,10,333.65,333.7698,-1.5012,332.2686,1.3813,1.6987,1975-10-15,1975.7890410958903
1975,11,340.69,333.8904,2.5114,336.4017,4.2883,1.1807,1975-11-15,1975.8739726027397
1975,12,337.07,333.9666,4.0407,338.0073,-0.9373,0.681,1975-12-15,1975.9561643835616
1976,1,339.6,334.0039,5.0289,339.0328,0.5672,0.2075,1976-01-15,1976.0409836065573
1976,2,344.04,334.0012,6.7254,340.7266,3.3134,-0.2031,1976-02-15,1976.1256830601094
1976,3,338.43,333.97,7.0114,340.9814,-2.5514,-0.4689,1976-03-15,1976.204918032787
1976,4,338.24,333.923,4.0503,337.9733,0.2667,-0.576,1976-04-15,1976.2896174863388
1976,5,330.69,333.874,-0.6331,333.2409,-2.5509,-0.5793,1976-05-15,1976.3715846994535
1976,6,326.37,333.8264,-4.7116,329.1148,-2.7448,-0.5585,1976-06-15,1976.4562841530055
1976,7,328.41,333.7809,-7.578,326.2029,2.2071,-0.538,1976-07-15,1976.5382513661202
1976,8,323.46,333.7368,-8.6036,325.1331,-1.6731,-0.4958,1976-08-15,1976.622950819672
1976,9,326.8,333.6983,-6.3405,327.3578,-0.5579,-0.4125,1976-09-15,1976.707650273224
1976,10,334.17,333.668,-1.5012,332.1669,2.0031,-0.2836,1976-10-15,1976.7896174863388
1976,11,339.04,333.651,2.5114,336.1624,2.8776,-0.13,1976-11-15,1976.8743169398906
1976,12,337.74,333.6464,4.0407,337.6871,0.0529,0.0608,1976-12-15,1976.9562841530055
1977,1,340.64,333.6612,5.0289,338.6901,1.9499,0.2904,1977-01-15,1977.041095890411
1977,2,337.99,333.6948,6.7254,340.4202,-2.4302,0.5385,1977-02-15,1977.1260273972603
1977,3,336.27,333.7509,7.0114,340.7623,-4.4923,0.9066,1977-03-15,1977.2027397260274
1977,4,338.88,333.8459,4.0503,337.8961,0.9839,1.4084,1977-04-15,1977.2876712328766
1977,5,333.83,333.9857,-0.6331,333.3525,0.4775,1.9373,1977-05-15,1977.3698630136987
1977,6,330.4,334.1687,-4.7116,329.4571,0.9429,2.4675,1977-06-15,1977.454794520548
1977,7,323.05,334.3969,-7.578,326.8189,-3.7689,2.9315,1977-07-15,1977.5369863013698
1977,8,325.72,334.6573,-8.6036,326.0537,-0.3337,3.2791,1977-08-15,1977.6219178082192
1977,9,327.62,334.9434,-6.3405,328.603,-0.983,3.4966,1977-09-15,1977.7068493150684
1977,10,334.27,335.2401,-1.5012,333.7389,0.5311,3.4999,1977-10-15,1977.7890410958903
1977,11,337.67,335.5267,2.5114,338.0381,-0.3681,3.3148,1977-11-15,1977.8739726027397
1977,12,339.42,335.7925,4.0407,339.8333,-0.4132,3.0542,1977-12-15,1977.9561643835616
1978,1,343.7,336.0358,5.0289,341.0647,2.6353,2.7089,1978-01-15,1978.041095890411
1978,2,345.48,336.244,6.7254,342.9694,2.5106,2.2731,1978-02-15,1978.1260273972603
1978,3,341.76,336.4146,7.0114,343.426,-1.666,1.8364,1978-03-15,1978.2027397260274
1978,4,344.36,336.5501,4.0503,340.6004,3.7596,1.4385,1978-04-15,1978.2876712328766
1978,5,340.08,336.6544,-0.6331,336.0212,4.0588,1.0939,1978-05-15,1978.3698630136987
1978,6,331.34,336.7324,-4.7116,332.0208,-0.6808,0.8198,1978-06-15,1978.454794520548
1978,7,326.07,336.791,-7.578,329.213,-3.1429,0.5649,1978-07-15,1978.5369863013698
1978,8,325.01,336.8265,-8.6036,328.2229,-3.2129,0.3223,1978-08-15,1978.6219178082192
1978,9,327.26,336.8447,-6.3405,330.5042,-3.2442,0.1351,1978-09-15,1978.7068493150684
1978,10,336.2,336.8491,-1.5012,335.3479,0.8521,0.0119,1978-10-15,1978.7890410958903
1978,11,338.43,336.8467,2.5114,339.358,-0.928,-0.0401,1978-11-15,1978.8739726027397
1978,12,342.08,336.8424,4.0407,340.8831,1.1969,-0.0483,1978-12-15,1978.9561643835616
1979,1,345.28,336.8386,5.0289,341.8675,3.4125,-0.011,1979-01-15,1979.041095890411
1979,2,349.86,336.8405,6.7254,343.5659,6.294,0.1046,1979-02-15,1979.1260273972603
1979,3,341.14,336.856,7.0114,343.8674,-2.7274,0.3104,1979-03-15,1979.2027397260274
1979,4,341.32,336.8923,4.0503,340.9426,0.3774,0.581,1979-04-15,1979.2876712328766
1979,5,334.96,336.9529,-0.6331,336.3198,-1.3598,0.9036,1979-05-15,1979.3698630136987
1979,6,331.19,337.0429,-4.7116,332.3313,-1.1413,1.3035,1979-06-15,1979.454794520548
1979,7,325.08,337.1701,-7.578,329.5921,-4.5121,1.7146,1979-07-15,1979.5369863013698
1979,8,327.01,337.3286,-8.6036,328.725,-1.715,2.0665,1979-08-15,1979.6219178082192
1979,9,329.55,337.5146,-6.3405,331.1741,-1.6241,2.4128,1979-09-15,1979.7068493150684
1979,10,337.98,337.7308,-1.5012,336.2296,1.7504,2.7471,1979-10-15,1979.7890410958903
1979,11,340.34,337.9724,2.5114,340.4838,-0.1438,2.9978,1979-11-15,1979.8739726027397
1979,12,342.2,338.2304,4.0407,342.2711,-0.0711,3.1507,1979-12-15,1979.9561643835616
1980,1,345.86,338.4975,5.0289,343.5264,2.3336,3.1313,1980-01-15,1980.0409836065573
1980,2,344.78,338.7523,6.7254,345.4777,-0.6977,2.9584,1980-02-15,1980.1256830601094
1980,3,348.23,338.9906,7.0114,346.002,2.228,2.7133,1980-03-15,1980.204918032787
1980,4,344.79,339.2045,4.0503,343.2548,1.5352,2.3868,1980-04-15,1980.2896174863388
1980,5,339.34,339.3884,-0.6331,338.7553,0.5847,2.0081,1980-05-15,1980.3715846994535
1980,6,334.92,339.5392,-4.7116,334.8276,0.0924,1.6948,1980-06-15,1980.4562841530055
1980,7,331.5,339.6709,-7.578,332.0928,-0.5928,1.5035,1980-07-15,1980.5382513661202
1980,8,330.19,339.7898,-8.6036,331.1861,-0.9961,1.4171,1980-08-15,1980.622950819672
1980,9,331.59,339.907,-6.3405,333.5666,-1.9766,1.4561,1980-09-15,1980.707650273224
1980,10,338.32,340.0324,-1.5012,338.5313,-0.2113,1.6349,1980-10-15,1980.7896174863388
1980,11,344.14,340.1795,2.5114,342.6909,1.4491,1.8988,1980-11-15,1980.8743169398906
1980,12,342.8,340.3489,4.0407,344.3896,-1.5896,2.2026,1980-12-15,1980.9562841530055
1981,1,345.74,340.5466,5.0289,345.5755,0.1645,2.4998,1981-01-15,1981.041095890411
1981,2,348.21,340.7655,6.7254,347.4909,0.719,2.7603,1981-02-15,1981.1260273972603
1981,3,345.01,341.0067,7.0114,348.018,-3.008,3.0092,1981-03-15,1981.2027397260274
1981,4,348.95,341.2671,4.0503,345.3174,3.6327,3.1859,1981-04-15,1981.2876712328766
1981,5,340.67,341.5377,-0.6331,340.9045,-0.2345,3.3129,1981-05-15,1981.3698630136987
1981,6,336.02,341.8192,-4.7116,337.1076,-1.0876,3.3809,1981-06-15,1981.454794520548
1981,7,333.52,342.1011,-7.578,334.5231,-1.0031,3.3578,1981-07-15,1981.5369863013698
