yy,mm,co2,trend,seasonality,co2_cal,resid,growth_rate,date,decimalyear
1991,2,352.428,353.0367,-0.5751,352.4616,-0.0336,0.8379,1991-02-15,1991.1260273972603
1991,3,352.475,353.1066,-0.5123,352.5942,-0.1192,0.8353,1991-03-15,1991.2027397260274
1991,4,352.609,353.1759,-0.3964,352.7795,-0.1705,0.8236,1991-04-15,1991.2876712328766
1991,5,352.97,353.2439,-0.2538,352.9901,-0.0201,0.802,1991-05-15,1991.3698630136987
1991,6,353.39,353.3096,-0.006,353.3036,0.0864,0.7722,1991-06-15,1991.454794520548
1991,7,353.758,353.3726,0.3117,353.6843,0.0737,0.7377,1991-07-15,1991.5369863013698
1991,8,354.165,353.4326,0.5441,353.9767,0.1884,0.7048,1991-08-15,1991.6219178082192
1991,9,354.372,353.49,0.6092,354.0992,0.2728,0.6786,1991-09-15,1991.7068493150684
1991,10,354.117,353.5457,0.5242,354.0699,0.0472,0.6617,1991-10-15,1991.7890410958903
1991,11,353.851,353.6003,0.2848,353.8851,-0.0341,0.6504,1991-11-15,1991.8739726027397
1991,12,353.718,353.6541,-0.0909,353.5632,0.1548,0.6429,1991-12-15,1991.9561643835616
1992,1,353.195,353.7075,-0.4396,353.2679,-0.0729,0.6396,1992-01-15,1992.0409836065573
1992,2,352.964,353.7607,-0.5751,353.1856,-0.2216,0.6394,1992-02-15,1992.1256830601094
1992,3,353.151,353.814,-0.5123,353.3017,-0.1507,0.6471,1992-03-15,1992.204918032787
1992,4,353.245,353.8685,-0.3964,353.4721,-0.2271,0.6605,1992-04-15,1992.2896174863388
1992,5,353.547,353.9241,-0.2538,353.6703,-0.1233,0.6773,1992-05-15,1992.3715846994535
1992,6,354.057,353.9814,-0.006,353.9754,0.0816,0.7011,1992-06-15,1992.4562841530055
1992,7,354.403,354.041,0.3117,354.3527,0.0503,0.7308,1992-07-15,1992.5382513661202
1992,8,354.7,354.1032,0.5441,354.6473,0.0527,0.7645,1992-08-15,1992.622950819672
1992,9,355.016,354.1684,0.6092,354.7776,0.2384,0.8005,1992-09-15,1992.707650273224
1992,10,355.08,354.2366,0.5242,354.7608,0.3192,0.8381,1992-10-15,1992.7896174863388
1992,11,354.766,354.308,0.2848,354.5928,0.1732,0.8769,1992-11-15,1992.8743169398906
1992,12,354.036,354.3828,-0.0909,354.2919,-0.2559,0.917,1992-12-15,1992.9562841530055
1993,1,353.434,354.4609,-0.4396,354.0213,-0.5873,0.9589,1993-01-15,1993.041095890411
1993,2,353.597,354.5426,-0.5751,353.9675,-0.3705,0.9999,1993-02-15,1993.1260273972603
1993,3,354.016,354.6275,-0.5123,354.1152,-0.0992,1.0334,1993-03-15,1993.2027397260274
1993,4,354.426,354.7148,-0.3964,354.3184,0.1076,1.058,1993-04-15,1993.2876712328766
1993,5,354.711,354.8039,-0.2538,354.55,0.1609,1.0726,1993-05-15,1993.3698630136987
1993,6,354.897,354.8936,-0.006,354.8876,0.0094,1.0741,1993-06-15,1993.454794520548
1993,7,355.349,354.9829,0.3117,355.2946,0.0544,1.0677,1993-07-15,1993.5369863013698
1993,8,355.799,355.0715,0.5441,355.6156,0.1834,1.0591,1993-08-15,1993.6219178082192
1993,9,355.911,355.1594,0.6092,355.7686,0.1424,1.0512,1993-09-15,1993.7068493150684
1993,10,355.788,355.2467,0.5242,355.7709,0.0171,1.0499,1993-10-15,1993.7890410958903
1993,11,355.639,355.3344,0.2848,355.6192,0.0198,1.06,1993-11-15,1993.8739726027397
1993,12,355.343,355.4234,-0.0909,355.3325,0.0105,1.0847,1993-12-15,1993.9561643835616
1994,1,355.099,355.5152,-0.4396,355.0756,0.0234,1.1332,1994-01-15,1994.041095890411
1994,2,355.063,355.6123,-0.5751,355.0372,0.0258,1.2138,1994-02-15,1994.1260273972603
1994,3,354.938,355.7175,-0.5123,355.2051,-0.2671,1.3281,1994-03-15,1994.2027397260274
1994,4,355.122,355.8336,-0.3964,355.4372,-0.3152,1.4724,1994-04-15,1994.2876712328766
1994,5,355.475,355.9629,-0.2538,355.709,-0.234,1.6329,1994-05-15,1994.3698630136987
1994,6,355.734,356.1058,-0.006,356.0998,-0.3658,1.7882,1994-06-15,1994.454794520548
1994,7,356.188,356.2609,0.3117,356.5726,-0.3846,1.9237,1994-07-15,1994.5369863013698
1994,8,356.936,356.4264,0.5441,356.9705,-0.0345,2.0328,1994-08-15,1994.6219178082192
1994,9,357.381,356.5997,0.6092,357.2089,0.1721,2.1088,1994-09-15,1994.7068493150684
1994,10,357.399,356.7779,0.5242,357.3021,0.0969,2.1497,1994-10-15,1994.7890410958903
1994,11,357.281,356.958,0.2848,357.2428,0.0382,2.157,1994-11-15,1994.8739726027397
1994,12,356.848,357.1374,-0.0909,357.0465,-0.1985,2.1332,1994-12-15,1994.9561643835616
1995,1,356.72,357.3135,-0.4396,356.874,-0.154,2.0867,1995-01-15,1995.041095890411
1995,2,357.209,357.4851,-0.5751,356.9101,0.299,2.0294,1995-02-15,1995.1260273972603
1995,3,357.671,357.6517,-0.5123,357.1394,0.5316,1.9719,1995-03-15,1995.2027397260274
1995,4,357.87,357.8138,-0.3964,357.4174,0.4526,1.9208,1995-04-15,1995.2876712328766
1995,5,357.9,357.9719,-0.2538,357.718,0.1819,1.8794,1995-05-15,1995.3698630136987
1995,6,358.083,358.127,-0.006,358.1211,-0.038,1.8514,1995-06-15,1995.454794520548
1995,7,358.239,358.2804,0.3117,358.5922,-0.3531,1.8331,1995-07-15,1995.5369863013698
1995,8,358.496,358.4325,0.5441,358.9766,-0.4806,1.8173,1995-08-15,1995.6219178082192
1995,9,358.957,358.5833,0.6092,359.1925,-0.2355,1.8012,1995-09-15,1995.7068493150684
1995,10,359.141,358.7327,0.5242,359.2569,-0.1159,1.7794,1995-10-15,1995.7890410958903
1995,11,359.149,358.8799,0.2848,359.1647,-0.0157,1.7432,1995-11-15,1995.8739726027397
1995,12,359.108,359.0233,-0.0909,358.9324,0.1756,1.6875,1995-12-15,1995.9561643835616
1996,1,358.929,359.1611,-0.4396,358.7216,0.2074,1.6135,1996-01-15,1996.0409836065573
1996,2,358.805,359.2922,-0.5751,358.7171,0.0879,1.5287,1996-02-15,1996.1256830601094
1996,3,359.274,359.4159,-0.5123,358.9036,0.3704,1.4493,1996-03-15,1996.204918032787
1996,4,359.674,359.5337,-0.3964,359.1373,0.5367,1.3874,1996-04-15,1996.2896174863388
1996,5,359.627,359.6472,-0.2538,359.3933,0.2337,1.3429,1996-05-15,1996.3715846994535
1996,6,359.84,359.7575,-0.006,359.7516,0.0884,1.3173,1996-06-15,1996.4562841530055
1996,7,360.086,359.8667,0.3117,360.1784,-0.0924,1.3109,1996-07-15,1996.5382513661202
1996,8,360.193,359.976,0.5441,360.5201,-0.3271,1.3237,1996-08-15,1996.622950819672
1996,9,360.329,360.0873,0.6092,360.6965,-0.3675,1.359,1996-09-15,1996.707650273224
1996,10,360.513,360.2025,0.5242,360.7267,-0.2137,1.4121,1996-10-15,1996.7896174863388
1996,11,360.411,360.3227,0.2848,360.6075,-0.1964,1.4736,1996-11-15,1996.8743169398906
1996,12,360.13,360.4481,-0.0909,360.3572,-0.2272,1.5359,1996-12-15,1996.9562841530055
1997,1,359.98,360.5786,-0.4396,360.1391,-0.1591,1.5934,1997-01-15,1997.041095890411
1997,2,359.941,360.7137,-0.5751,360.1386,-0.1976,1.6414,1997-02-15,1997.1260273972603
1997,3,360.264,360.8522,-0.5123,360.3398,-0.0758,1.6789,1997-03-15,1997.2027397260274
1997,4,361.169,360.9935,-0.3964,360.5971,0.5719,1.713,1997-04-15,1997.2876712328766
1997,5,361.704,361.1377,-0.2538,360.8839,0.8201,1.7481,1997-05-15,1997.3698630136987
1997,6,361.616,361.2849,-0.006,361.2789,0.3371,1.7888,1997-06-15,1997.454794520548
1997,7,361.66,361.4358,0.3117,361.7476,-0.0876,1.8398,1997-07-15,1997.5369863013698
1997,8,361.708,361.5915,0.5441,362.1356,-0.4276,1.907,1997-08-15,1997.6219178082192
1997,9,361.692,361.7537,0.6092,362.3629,-0.6709,1.9958,1997-09-15,1997.7068493150684
