yy,mm,co2,trend,seasonality,co2_cal,resid,growth_rate,date,decimalyear
1986,7,337.5,347.367,-9.1328,338.2342,-0.7342,7.7617,1986-07-15,1986.5369863013698
1986,8,336.9,347.9866,-11.947,336.0396,0.8604,7.1087,1986-08-15,1986.6219178082192
1986,9,345.3,348.5518,-7.0901,341.4617,3.8383,6.3909,1986-09-15,1986.7068493150684
1986,10,349.4,349.0517,-0.8646,348.1872,1.2128,5.5569,1986-10-15,1986.7890410958903
1986,11,351.8,349.4779,1.9069,351.3848,0.4152,4.667,1986-11-15,1986.8739726027397
1986,12,354.9,349.8296,3.0259,352.8554,2.0446,3.7804,1986-12-15,1986.9561643835616
1987,1,353.2,350.108,4.5628,354.6708,-1.4708,2.9396,1987-01-15,1987.041095890411
1987,2,353.7,350.3195,5.2344,355.5539,-1.8539,2.1747,1987-02-15,1987.1260273972603
1987,3,355.1,350.4705,4.9475,355.4179,-0.3179,1.5227,1987-03-15,1987.2027397260274
1987,4,357.0,350.5733,5.4346,356.0078,0.9922,1.025,1987-04-15,1987.2876712328766
1987,5,359.0,350.6413,4.8057,355.447,3.553,0.6991,1987-05-15,1987.3698630136987
1987,6,354.0,350.6898,-0.8833,349.8065,4.1935,0.5634,1987-06-15,1987.454794520548
1987,7,343.0,350.7352,-9.1328,341.6024,1.3976,0.6348,1987-07-15,1987.5369863013698
1987,8,336.2,350.7956,-11.947,338.8486,-2.6486,0.9144,1987-08-15,1987.6219178082192
1987,9,340.1,350.8876,-7.0901,343.7975,-3.6975,1.3641,1987-09-15,1987.7068493150684
1987,10,346.6936,351.0229,-0.8646,350.1584,-3.4648,1.9532,1987-10-15,1987.7890410958903
1987,11,350.285,351.2131,1.9069,353.12,-2.835,2.6058,1987-11-15,1987.8739726027397
1987,12,354.0658,351.4572,3.0259,354.4831,-0.4173,3.2225,1987-12-15,1987.9561643835616
1988,1,358.7,351.7502,4.5628,356.313,2.387,3.7689,1988-01-15,1988.0409836065573
1988,2,357.9,352.0854,5.2344,357.3198,0.5802,4.2112,1988-02-15,1988.1256830601094
1988,3,357.6,352.4521,4.9475,357.3996,0.2004,4.4984,1988-03-15,1988.204918032787
1988,4,356.8,352.8351,5.4346,358.2697,-1.4697,4.6403,1988-04-15,1988.2896174863388
1988,5,358.4,353.2255,4.8057,358.0311,0.3689,4.6379,1988-05-15,1988.3715846994535
1988,6,352.1555,353.6081,-0.8833,352.7248,-0.5693,4.4604,1988-06-15,1988.4562841530055
1988,7,345.1,353.9689,-9.1328,344.8361,0.264,4.1288,1988-07-15,1988.5382513661202
1988,8,343.6,354.2962,-11.947,342.3492,1.2508,3.6751,1988-08-15,1988.622950819672
1988,9,349.7765,354.5814,-7.0901,347.4913,2.2852,3.1392,1988-09-15,1988.707650273224
1988,10,355.6,354.8194,-0.8646,353.9549,1.6451,2.5897,1988-10-15,1988.7896174863388
1988,11,357.3,355.013,1.9069,356.9199,0.3801,2.1158,1988-11-15,1988.8743169398906
1988,12,359.3,355.1721,3.0259,358.1979,1.1021,1.7679,1988-12-15,1988.9562841530055
1989,1,357.8,355.3076,4.5628,359.8705,-2.0705,1.5313,1989-01-15,1989.041095890411
1989,2,360.4,355.4273,5.2344,360.6617,-0.2617,1.3793,1989-02-15,1989.1260273972603
1989,3,359.0,355.5375,4.9475,360.485,-1.485,1.2892,1989-03-15,1989.2027397260274
1989,4,360.8,355.6422,5.4346,361.0767,-0.2767,1.2116,1989-04-15,1989.2876712328766
1989,5,361.1,355.7395,4.8057,360.5451,0.5549,1.1581,1989-05-15,1989.3698630136987
1989,6,356.3,355.8352,-0.8833,354.9518,1.3481,1.1268,1989-06-15,1989.454794520548
1989,7,345.9,355.9273,-9.1328,346.7945,-0.8945,1.0834,1989-07-15,1989.5369863013698
1989,8,344.8,356.0157,-11.947,344.0688,0.7312,1.0203,1989-08-15,1989.6219178082192
1989,9,349.5,356.0973,-7.0901,349.0073,0.4927,0.9287,1989-09-15,1989.7068493150684
1989,10,355.6,356.1705,-0.8646,355.306,0.294,0.8223,1989-10-15,1989.7890410958903
1989,11,356.8,356.2344,1.9069,358.1413,-1.3413,0.6927,1989-11-15,1989.8739726027397
1989,12,358.9722,356.286,3.0259,359.3119,-0.3397,0.5255,1989-12-15,1989.9561643835616
1990,1,361.9979,356.322,4.5628,360.8848,1.1131,0.345,1990-01-15,1990.041095890411
1990,2,363.2,356.3435,5.2344,361.5779,1.6221,0.2014,1990-02-15,1990.1260273972603
1990,3,361.0,356.3555,4.9475,361.303,-0.303,0.1157,1990-03-15,1990.2027397260274
1990,4,362.1,356.3628,5.4346,361.7973,0.3027,0.1091,1990-04-15,1990.2876712328766
1990,5,361.3,356.3737,4.8057,361.1794,0.1206,0.1941,1990-05-15,1990.3698630136987
1990,6,354.2,356.3951,-0.8833,355.5118,-1.3118,0.366,1990-06-15,1990.454794520548
1990,7,347.9,356.4347,-9.1328,347.3019,0.5981,0.5869,1990-07-15,1990.5369863013698
1990,8,342.0,356.4929,-11.947,344.5459,-2.5459,0.8132,1990-08-15,1990.6219178082192
1990,9,349.3265,356.5703,-7.0901,349.4802,-0.1537,1.0565,1990-09-15,1990.7068493150684
