sitecode,lon,lat,file,2000-01-15,2000-02-15,2000-03-15,2000-04-15,2000-05-15,2000-06-15,2000-07-15,2000-08-15,2000-09-15,2000-10-15,2000-11-15,2000-12-15,2001-01-15,2001-02-15,2001-03-15,2001-04-15,2001-05-15,2001-06-15,2001-07-15,2001-08-15,2001-09-15,2001-10-15,2001-11-15,2001-12-15,2002-01-15,2002-02-15,2002-03-15,2002-04-15,2002-05-15,2002-06-15,2002-07-15,2002-08-15,2002-09-15,2002-10-15,2002-11-15,2002-12-15,2003-01-15,2003-02-15,2003-03-15,2003-04-15,2003-05-15,2003-06-15,2003-07-15,2003-08-15,2003-09-15,2003-10-15,2003-11-15,2003-12-15,2004-01-15,2004-02-15,2004-03-15,2004-04-15,2004-05-15,2004-06-15,2004-07-15,2004-08-15,2004-09-15,2004-10-15,2004-11-15,2004-12-15,2005-01-15,2005-02-15,2005-03-15,2005-04-15,2005-05-15,2005-06-15,2005-07-15,2005-08-15,2005-09-15,2005-10-15,2005-11-15,2005-12-15,2006-01-15,2006-02-15,2006-03-15,2006-04-15,2006-05-15,2006-06-15,2006-07-15,2006-08-15,2006-09-15,2006-10-15,2006-11-15,2006-12-15,2007-01-15,2007-02-15,2007-03-15,2007-04-15,2007-05-15,2007-06-15,2007-07-15,2007-08-15,2007-09-15,2007-10-15,2007-11-15,2007-12-15,2008-01-15,2008-02-15,2008-03-15,2008-04-15,2008-05-15,2008-06-15,2008-07-15,2008-08-15,2008-09-15,2008-10-15,2008-11-15,2008-12-15,2009-01-15,2009-02-15,2009-03-15,2009-04-15,2009-05-15,2009-06-15,2009-07-15,2009-08-15,2009-09-15,2009-10-15,2009-11-15,2009-12-15,2010-01-15,2010-02-15,2010-03-15,2010-04-15,2010-05-15,2010-06-15,2010-07-15,2010-08-15,2010-09-15,2010-10-15,2010-11-15,2010-12-15,2011-01-15,2011-02-15,2011-03-15,2011-04-15,2011-05-15,2011-06-15,2011-07-15,2011-08-15,2011-09-15,2011-10-15,2011-11-15,2011-12-15,2012-01-15,2012-02-15,2012-03-15,2012-04-15,2012-05-15,2012-06-15,2012-07-15,2012-08-15,2012-09-15,2012-10-15,2012-11-15,2012-12-15,2013-01-15,2013-02-15,2013-03-15,2013-04-15,2013-05-15,2013-06-15,2013-07-15,2013-08-15,2013-09-15,2013-10-15,2013-11-15,2013-12-15,2014-01-15,2014-02-15,2014-03-15,2014-04-15,2014-05-15,2014-06-15,2014-07-15,2014-08-15,2014-09-15,2014-10-15,2014-11-15,2014-12-15,2015-01-15,2015-02-15,2015-03-15,2015-04-15,2015-05-15,2015-06-15,2015-07-15,2015-08-15,2015-09-15,2015-10-15,2015-11-15,2015-12-15,2016-01-15,2016-02-15,2016-03-15,2016-04-15,2016-05-15,2016-06-15,2016-07-15,2016-08-15,2016-09-15,2016-10-15,2016-11-15,2016-12-15,2017-01-15,2017-02-15,2017-03-15,2017-04-15,2017-05-15,2017-06-15,2017-07-15,2017-08-15,2017-09-15,2017-10-15,2017-11-15,2017-12-15
CFA,147.06,-19.28,co2_cfa_surface-flask_2_representative.nc,366.84485,366.4299,366.2504,366.048,366.5526,366.2113,367.0981,365.857,366.83665,367.96915,367.8866333333333,367.4894,367.258,367.28915,367.573,367.53895,367.899,NaN,370.15574,NaN,NaN,369.7642,370.2005,369.7205,369.759,370.5227,369.2654,370.2085,370.3568666666667,371.3497,371.59303333333327,371.8425,372.10295,372.5402,372.3574,373.64075,371.9996,372.311,372.2014333333333,372.4804,372.3162,372.36585,373.7349,374.4416,374.45416666666665,374.348,374.36300000000006,374.6819,375.56315,375.0246,373.89046666666667,374.1878,375.4191,375.5417,375.5909,376.5553,375.4534,375.97755,376.3047,375.58270000000016,375.3537,376.0293,376.4788,376.1563,378.22115,378.1533,377.70825,377.8461,378.3374,378.5253,378.8413,378.2297,NaN,378.1448,378.5543,378.9235,378.6549,378.796,378.60775,379.28515,378.9963,379.6477,379.93615,379.8861,380.01736666666665,378.6362,380.48085,378.8205,380.40176666666673,NaN,382.2069,380.78655,381.4334,382.08425,382.42715,382.6218,381.8963,383.2274,382.0518,382.49015,381.97255,382.5144,383.3427,381.98165,382.6955,383.5752333333333,383.4592,383.6917,384.1492,386.1193,383.8299,384.7749,383.3213,384.3911,384.5548,384.71455,NaN,385.5212,385.36745,385.2464,384.96825,385.20083333333326,384.4553,385.32575,385.7244,386.9627666666667,386.87975,386.8397,386.2636,387.27585,387.2953,387.8651,386.0098,386.39435,387.1377,386.44406666666663,386.9831,387.98575,NaN,387.833925,388.32915,NaN,388.54545,389.1686,389.0458,389.3359333333333,389.0006,388.408,389.6024,389.5652,390.4002,390.9258,390.86975,390.8508,391.1425,391.98445,391.2169,NaN,391.4578,NaN,392.08715,NaN,393.7669,393.58585,394.0482,NaN,394.55196666666666,NaN,394.48735,393.7713,393.6049,394.00995,393.8174,395.40145000000007,395.34716666666674,397.1359,394.9073,395.71975,395.85260000000005,395.6942,395.92255,395.7994,396.19565,396.4621,397.06140000000005,396.9592,397.88875,398.90375,398.2935,398.56685,398.6237,398.3344,397.8494,NaN,398.8053,NaN,NaN,NaN,NaN,401.0847,401.2581,401.89365,401.7719,401.6865,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CGO,144.69,-40.68,co2_cgo_surface-flask_4_representative.nc,366.5286,366.41095,366.38270000000006,366.75715,366.913,367.4651,367.99465,368.0693,368.10845,367.9434,367.6678,367.5556,367.18325,367.0593,367.31555,367.639,368.273,368.7015,369.2581,369.4892,369.7486,369.7218,369.58235,369.41235,NaN,368.9776,369.25495,369.5086,370.0641,370.5784,371.24505,371.4075,371.931,371.89665,371.71355,371.79945,371.6068,371.6692,371.7518,372.10515,372.6319,373.1886,373.6382,374.1497,374.29125,374.28895,373.69995,373.762,373.6149,373.4274,373.79296666666664,374.11975,374.6192333333333,375.15353333333326,375.7089,376.2514,375.95895,376.00275,375.6866,375.3392,375.15695,375.09855000000016,375.2752,375.67505,376.44625,377.5214,377.74585,378.10785,378.40085,378.28735,378.0513,377.834,377.6851,377.6106,377.8719,378.1126,378.4442,379.3422,379.67035,379.671,379.8726,379.71645,379.44405,379.523,379.3377,379.2288,379.6065,NaN,380.2061,380.8255,381.3299,381.70165,381.93865,382.02475,381.7462,381.6841,381.44780000000014,381.52305,381.9004,382.2538,382.375,383.2532,383.42025,383.63485,383.81475,383.7105,383.5404,383.2969,382.9261,NaN,383.3518,383.3859,383.77855,384.66025,384.8415,385.16636666666665,385.14865,385.3192,385.14045,384.68866666666673,384.72015,385.099,384.8055,NaN,385.1471,386.6219,386.9613,387.52025,387.67,NaN,387.53215,387.1194,NaN,386.8731,386.8092,387.3002,387.54435,388.1927,388.7333,389.1038,389.27235,389.2096,389.0512,388.8898,388.7659,388.51565,388.6324,389.5678,389.99815,390.4701,391.2183,391.4144,391.5676,391.4165,391.291,391.1299,391.07765,390.99685,391.1818,391.6304,392.3521,392.7401,394.2155,394.1408,394.1877,394.26505,394.01605,393.83255,393.7187,394.112,393.6911,394.0641,394.63325,394.9535,NaN,395.7234,395.9404,395.8358,395.63825,395.08465,395.2145,395.4631,395.40436666666665,395.9977,396.7154,397.37355,397.578,397.9573,398.6853,398.3965,398.2448,398.0717,398.1321,397.9505,NaN,398.7842,398.9818,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CPT,18.49,-34.35,co2_cpt_surface-flask_1_representative.nc,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,391.2384,390.92856666666665,390.1327,390.89125,391.1706,391.08923333333337,391.60425,392.2217,392.64395,393.056,394.1754666666668,394.24353333333335,393.9164,393.84535,393.7882000000001,393.29705,393.3873333333333,393.6680999999999,394.14368,394.07956666666666,395.23396666666673,395.03094,NaN,395.82864,395.86674000000005,395.50573333333335,395.3211,395.281975,395.002,394.9204,395.7591333333333,396.19025,397.5888,397.6354,397.6366,398.26995,398.0484,397.74525,398.2492,397.6127,397.0,NaN,398.480175,399.557525,399.604,400.3361,401.9442666666667,401.9211,401.4534,401.54635,401.525,400.86175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CRI,73.83,15.08,co2_cri_surface-flask_2_representative.nc,373.02265,368.8885,366.6894333333333,373.53976666666665,370.07315,369.85170000000005,371.40876,NaN,367.16893333333337,366.2417,371.1228,360.3017,363.6143333333334,368.8144333333333,372.605,373.015625,371.1722,370.2365,NaN,367.36545,369.5244,356.8164,369.01905,360.94625,370.075,372.5575,373.4212333333333,375.46810000000005,371.71223333333336,373.4283,373.08625,370.5610333333333,367.0908,368.51495,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,386.27880000000016,384.455775,376.674,380.5235,390.14365,386.7848,394.5059,NaN,385.95185,392.13345,390.6849,390.4630666666667,384.5627,NaN,379.4853,380.39675,386.8714,387.54246666666666,387.227,376.3025,373.324,398.0328,400.9088,391.29106666666667,389.9892,391.86083333333335,386.9511,383.72005,NaN,NaN,NaN,392.1987,406.6886,393.3075,396.26405,391.7559,394.15225,394.7196,389.35102,389.69755,395.6904,398.0872,392.7063,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CYA,110.52,-66.28,co2_cya_surface-flask_2_representative.nc,366.2064333333333,366.1509,366.08335,366.4307666666666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,369.3219,369.272,369.6829,NaN,NaN,370.569525,371.0529,371.4132,371.8175,372.0375,371.9756,371.8945,371.76455,371.6869333333333,371.7773,371.97945,372.40624,372.93015,373.6046,374.0498,374.27976666666666,374.186975,374.0281666666667,373.88145,373.8014,373.61530000000016,373.8036,374.0213,374.34975,375.1372,375.59365,376.0897,376.104575,375.9075,375.75666666666666,375.4577,375.379625,375.1535,375.326,375.62935,376.2573,377.0411,377.6085,378.01775,378.3029,378.34235,378.1485,377.96905,377.75825,377.6065333333333,377.705,377.85365,378.42015,379.0603,379.5217,379.6977,379.7835,379.743625,379.66196666666673,379.564025,379.30476666666664,379.5341333333333,379.48985,379.7325,380.12345,380.4031,381.241075,381.8698,NaN,382.0885,381.9751,381.54545,381.68756666666667,381.614,381.6753,381.9654,NaN,382.83335,383.4938,383.6756,383.7162,383.7687333333333,383.6494,383.39445,383.2993,383.1507,383.2707666666667,383.4463666666666,383.5138,384.1825,384.77110000000016,385.1617,385.3770333333334,385.3629,385.23675,385.0756,384.8415571428572,384.485,384.656,384.8693,385.05316666666664,386.013,386.835,387.1844,387.6465,387.6118,387.4925,387.34065,387.0237,386.9102,386.7825,387.06265,387.26955,387.8676,388.52586666666673,389.0230333333333,389.20195,389.0324,389.09365,388.8262,388.747,388.484525,388.581,389.098625,389.5701,390.10425,390.5158,391.13823333333335,391.4862,391.4908,391.4169,391.2228,NaN,391.1454,391.2232,391.57685,391.9838,392.82425,393.5565,394.1816,394.2559,394.2385,394.1329,393.87875,393.77465,393.5268,393.60904,393.9619,394.5966,394.9947,395.66605,395.89705,396.07995000000005,395.9972,395.8152,395.5348,395.3892,395.4233,395.5093,395.9634,396.442,396.9562,397.1721,398.1778,398.45085,398.43730000000005,398.4173,398.29525,398.2797,398.209,398.49455,398.8598,399.3433,399.9413,400.8433,401.5164,401.76165,NaN,401.4686,401.3378,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DRP,-64.69,-59.0,co2_drp_shipboard-flask_1_representative.nc,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,377.88053333333335,378.07545000000016,378.601675,378.9833,NaN,379.7833,379.79535,379.7007,379.531775,379.222275,379.1149,379.25476666666674,379.67416666666674,379.71635,380.29175,380.7406,NaN,NaN,381.93975,382.04875,381.6406,381.4059,381.3304,381.42555,381.85135,381.975025,382.6622,383.0283,383.31125,383.59045,383.73800000000006,383.7043,NaN,NaN,383.0937,382.9467,383.25,383.4606,NaN,384.45183333333335,NaN,NaN,NaN,385.2382,NaN,384.5216,385.0085,384.12125,384.5723,385.17795,385.212,385.9114,NaN,NaN,387.6156,387.52335000000005,387.26215,NaN,386.3617,386.70235,386.92365,387.1202,387.3553,387.859,NaN,388.8537,389.2564,388.98705,388.8474,388.5135,NaN,388.3466,388.75546666666673,389.10605,389.63565,390.16905,NaN,NaN,391.3508,391.0725,391.14153333333337,391.26476666666673,390.525,391.0386,391.2314,391.7773,392.5315666666667,392.6637,393.6654,NaN,394.2509,394.087,393.90205,393.7674,394.1837,393.3993,393.5902,394.1113,394.985,395.1537,NaN,396.0251,396.0829,395.9037,395.4455,395.074,395.2745,394.8924,395.8662,396.23195,396.60055,397.2882333333334,NaN,NaN,NaN,398.3226666666667,398.2656,398.3133,398.4258,398.32475,398.6769,398.84085,399.5144,400.7423,NaN,401.3049,NaN,401.74113333333327,401.37106666666665,400.56465,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EGB,-79.78,44.23,co2_egb_surface-insitu_6_allvalid.nc,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,390.71145435816163,389.58886418604635,386.43361246246246,380.4497386313466,372.88058171745126,371.97619514705843,381.3626134909599,385.38743773584883,390.2275173669465,390.0851,394.1677682926828,392.1526162162161,392.56000325203263,391.6180852734923,388.2115960597823,382.89258763888887,376.6324766162304,376.1356962110961,381.20445410292086,387.8058350000002,398.6871278321677,395.9516184300344,393.0876676567656,392.4496766467066,394.17463522012594,392.6452542772863,389.1249121786199,381.375137123746,373.2850565275909,378.9786778846152,387.7832192607004,395.06096685314634,395.1137810320777,396.5809969945355,397.69884986449824,398.2141391053387,396.77858064516136,398.3548054698458,391.83693640109925,386.854006015038,378.0666093097912,381.44322141823466,385.0140824390242,389.570896621622,400.0188712290506,397.07396548956655,399.45615930069914,398.6916752688176,398.49691605113617,396.3686760542167,394.9283649855915,385.45463648255827,377.45504178272944,379.24183730886864,390.9227670149253,393.36362968749916,400.5644399641577,397.3086810457517,399.48927785326083,396.16077777777815,400.9543423728818,399.1060640167366,393.2429990358128,388.28891874084917,382.15174361549487,382.5699406035668,390.70683199999985,394.35237694406516,401.6690103641454,402.414067785235,403.5701917567568,404.66056119403015,402.95860794078027,401.384192211404,398.24105399188056,390.14473699422007,384.1904982503359,383.88214248985116,395.1480629107979,401.3873709286675,405.33152467903005,407.7954228802147,404.33752933526034,403.282509826589,405.96589521044996,402.7947009063443,399.7075933147632,393.0431939157563,383.7306699530519,385.07184254143687,394.7657368055557,402.6445860026912,409.79865163690494,407.30356447166946,406.5877857746482,407.36352867924523,404.8411638700946,407.4368544615385,404.2985305397733,398.1367789550078,390.77484180522544,384.60950856313485,398.3469499276415,407.10082074626837,406.4746057441252,411.3190599999999,408.67808448275895,409.96425599369087,409.17579959349587,410.55398235294126,NaN,NaN,387.0969900510207,387.93622237762224,395.9732585365854,405.34848935810766,407.04542884333847,410.60009052478097,408.80308323782236,409.89977014446225,410.7111623413261,410.0813890995261,407.6036995956877,397.80527014492765,388.9905805142088,387.82974777927285,400.76901182197474,403.0548048582997,413.76201924686205,415.9193043068644,414.4918077235771,413.033856195965,413.85281999999984,406.2072517241379,409.7111571236559,402.90081207865165,394.51423763440806,396.7612538997214,404.6861518301609,408.08037647058825,418.19989242105277,415.17795646551696,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ESP,-126.54,49.38,co2_esp_surface-insitu_6_allvalid.nc,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,392.505205836576,393.7916930458969,392.96636756756766,389.2698840336139,384.5643353185597,380.3291039030957,380.9924162711866,385.5526126344092,388.4592298969071,392.06123066298346,392.35455640327,393.8577178837558,394.25739985486183,395.53269676806093,394.8314741350905,392.61362153846136,387.14797641509483,384.14558142664856,386.61783904593636,391.2742346774194,393.28424728790014,394.25096382113855,395.2185049798114,396.2863447916668,396.85639717741964,398.03339888888894,397.38352018970164,393.9386402777778,388.49190869565246,383.98258500000054,386.82032604456793,392.0568305555556,394.16082274143287,395.9136022058819,396.68919742547445,398.92620409090864,398.59712733423515,399.34386304347817,399.630984285714,396.1997155395688,391.56550121293833,388.5032462059623,389.8552150492266,393.1371807471261,397.48753184438,398.2134053763443,400.3361287087915,400.28071196969705,401.6687965006735,401.88063194444396,400.58475886332917,398.7313236111111,391.54516364942526,390.89183809523837,392.501097902098,398.3865154569891,399.06270942857145,399.4325,404.7875499145293,403.70830535714333,403.6011208044378,404.6192065277777,403.25894072580655,401.62225486111146,396.03634391635,NaN,396.59302333333335,NaN,401.18235980392166,NaN,NaN,403.8735263636363,405.1359383064522,406.8487461864409,405.0283111859842,402.203504444444,397.9422615902964,394.6265,396.1755081944442,402.70132551724157,403.0934219554029,405.2746933151431,407.2047762096775,407.80354841954016,408.3356052702704,408.81146704545466,NaN,405.78169050632914,401.019397323944,399.49885040431235,398.6262800853481,404.69032552380935,406.5356447222216,409.1475120713313,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ETL,-104.98,54.35,co2_etl_surface-insitu_6_allvalid.nc,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,373.60579680232576,377.8200895131086,383.35715836734664,385.36803195876297,387.7046109550561,388.657494850948,388.23319013452914,388.25812968960884,389.5621294117644,386.8653039920162,381.8262657784014,377.2953571030637,375.6763430906388,379.9596455202311,383.23854270516716,386.9471169467786,389.3063822802195,390.55404986413015,390.1800519480518,391.4277461218836,390.11767531734847,388.09045643835617,382.71649139167886,379.14884647302927,375.32775209176765,381.0119068669526,388.65858530612206,390.6174903631281,392.98984216216246,393.7643770098728,394.49950843195273,394.0340902834002,394.0357349177332,390.6581447658404,385.0706070931851,378.2153630936226,379.9769540245565,382.81423421418623,387.85361524966277,391.5561679710143,394.37467571623483,393.5498931880108,393.8888793154757,394.9676358799453,395.6687095833333,393.0442831989244,388.1407570621467,379.094339630682,379.12750516499284,384.6742246231156,390.10610383522726,394.2318520202015,394.51663525073724,396.10307405405416,396.9447453717751,398.15439919246285,395.993073353752,393.7941762872625,387.52044384,381.1757278089888,381.7902149025071,386.74132807525353,393.03523862520433,396.4196971223024,398.68827865497065,399.0644303921569,398.7399184523809,399.9819690677961,400.194138020086,395.99857503736877,390.35979548105,382.5438512307692,382.62116807228887,390.69506228813583,394.8454756462581,399.66968819242004,400.41025642633247,399.93542626086935,400.9726278901729,401.617767241379,401.71159763888863,398.4772869325993,392.36710261194,382.8318748623854,387.15301280323484,391.4093337442217,397.08070228494637,401.43067347222177,403.7774745323739,403.778364300203,404.14625962264137,403.5828010781671,403.6237530555557,399.87150980392136,395.5949929216871,388.525385125184,390.0123716417914,396.72001355421736,399.51299798387146,403.879577072311,405.8070777468702,405.11606675639337,405.70813200000015,405.93215619596566,405.5608051437214,403.67107271157204,396.40648417721496,390.47887344213655,392.58673406593385,395.1352934628977,401.28121756168287,403.98758569444425,407.5778757894738,406.61801130551805,407.6310132440475,407.0901993279566,407.66058319444426,405.9064469086023,400.8230343495933,391.59834458955186,394.39820462427735,398.79349749999983,405.28967930107535,408.5454598611108,411.8621260752689,409.80071559139816,410.3908658206426,411.0606102150541,410.3966083333335,407.65056693548445,399.43331659693166,393.6789012345679,396.2270446236558,402.9004881944442,408.8299125517242,411.783395416667,412.2381024193548,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HPB,11.01,47.8,co2_hpb_surface-insitu_425_allvalid.nc,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,399.0141185628742,403.91455796703326,406.62942217514114,409.55829766803896,413.4657024456525,413.04658352601194,412.9955881147544,410.8272867132865,406.07138989071007,398.8495185078903,396.8872237771741,401.2370092896181,404.23603154172514,413.94210262069015,413.7611769448378,415.6258857729142,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
