sitename,lon,lat,file,2000-01-15,2000-02-15,2000-03-15,2000-04-15,2000-05-15,2000-06-15,2000-07-15,2000-08-15,2000-09-15,2000-10-15,2000-11-15,2000-12-15,2001-01-15,2001-02-15,2001-03-15,2001-04-15,2001-05-15,2001-06-15,2001-07-15,2001-08-15,2001-09-15,2001-10-15,2001-11-15,2001-12-15,2002-01-15,2002-02-15,2002-03-15,2002-04-15,2002-05-15,2002-06-15,2002-07-15,2002-08-15,2002-09-15,2002-10-15,2002-11-15,2002-12-15,2003-01-15,2003-02-15,2003-03-15,2003-04-15,2003-05-15,2003-06-15,2003-07-15,2003-08-15,2003-09-15,2003-10-15,2003-11-15,2003-12-15,2004-01-15,2004-02-15,2004-03-15,2004-04-15,2004-05-15,2004-06-15,2004-07-15,2004-08-15,2004-09-15,2004-10-15,2004-11-15,2004-12-15,2005-01-15,2005-02-15,2005-03-15,2005-04-15,2005-05-15,2005-06-15,2005-07-15,2005-08-15,2005-09-15,2005-10-15,2005-11-15,2005-12-15,2006-01-15,2006-02-15,2006-03-15,2006-04-15,2006-05-15,2006-06-15,2006-07-15,2006-08-15,2006-09-15,2006-10-15,2006-11-15,2006-12-15,2007-01-15,2007-02-15,2007-03-15,2007-04-15,2007-05-15,2007-06-15,2007-07-15,2007-08-15,2007-09-15,2007-10-15,2007-11-15,2007-12-15,2008-01-15,2008-02-15,2008-03-15,2008-04-15,2008-05-15,2008-06-15,2008-07-15,2008-08-15,2008-09-15,2008-10-15,2008-11-15,2008-12-15,2009-01-15,2009-02-15,2009-03-15,2009-04-15,2009-05-15,2009-06-15,2009-07-15,2009-08-15,2009-09-15,2009-10-15,2009-11-15,2009-12-15,2010-01-15,2010-02-15,2010-03-15,2010-04-15,2010-05-15,2010-06-15,2010-07-15,2010-08-15,2010-09-15,2010-10-15,2010-11-15,2010-12-15,2011-01-15,2011-02-15,2011-03-15,2011-04-15,2011-05-15,2011-06-15,2011-07-15,2011-08-15,2011-09-15,2011-10-15,2011-11-15,2011-12-15,2012-01-15,2012-02-15,2012-03-15,2012-04-15,2012-05-15,2012-06-15,2012-07-15,2012-08-15,2012-09-15,2012-10-15,2012-11-15,2012-12-15,2013-01-15,2013-02-15,2013-03-15,2013-04-15,2013-05-15,2013-06-15,2013-07-15,2013-08-15,2013-09-15,2013-10-15,2013-11-15,2013-12-15,2014-01-15,2014-02-15,2014-03-15,2014-04-15,2014-05-15,2014-06-15,2014-07-15,2014-08-15,2014-09-15,2014-10-15,2014-11-15,2014-12-15,2015-01-15,2015-02-15,2015-03-15,2015-04-15,2015-05-15,2015-06-15,2015-07-15,2015-08-15,2015-09-15,2015-10-15,2015-11-15,2015-12-15,2016-01-15,2016-02-15,2016-03-15,2016-04-15,2016-05-15,2016-06-15,2016-07-15,2016-08-15,2016-09-15,2016-10-15,2016-11-15,2016-12-15,2017-01-15,2017-02-15,2017-03-15,2017-04-15,2017-05-15,2017-06-15,2017-07-15,2017-08-15,2017-09-15,2017-10-15,2017-11-15,2017-12-15
 Puy de DÃ´me,2.97,45.77,puy645n0.dat,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,372.209,375.55400000000003,NaN,NaN,NaN,375.543,370.30199999999996,367.48699999999997,364.485,364.57800000000003,364.32199999999995,369.955,374.89,377.459,376.35,377.94599999999997,377.56300000000016,376.269,373.37199999999996,370.103,367.202,367.44599999999997,367.51300000000003,372.546,375.415,380.31199999999995,381.727,379.728,379.461,379.92,375.501,375.152,370.619,NaN,371.915,375.457,379.215,381.173,382.477,384.311,384.904,382.14599999999996,378.648,376.702,374.476,368.961,370.491,375.81800000000004,381.546,382.847,381.602,394.125,385.856,383.769,379.983,377.30699999999996,NaN,371.15,375.579,379.459,385.85900000000004,388.36699999999996,389.505,389.079,388.815,385.25,382.789,378.704,378.04699999999997,374.091,377.19800000000004,380.523,384.075,385.70599999999996,387.85900000000004,388.102,389.03,384.514,383.355,379.44699999999995,376.876,375.655,377.07599999999996,386.81300000000016,390.004,389.721,389.825,390.449,391.369,391.17400000000004,385.707,383.46,379.67800000000005,376.44599999999997,379.092,384.74800000000016,391.17400000000004,392.975,393.056,394.51,393.561,392.523,387.714,382.466,381.474,375.32300000000004,382.77,386.355,390.31,395.23199999999997,NaN,396.211,399.305,396.957,393.38,387.853,385.101,382.892,383.491,390.60900000000004,395.778,396.584,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 Ragged Point,-59.43,13.17,rpb413n0.dat,369.39,370.13,370.75,371.83,372.04,370.57,367.99,366.06,365.64,366.48,368.37,370.2,371.56,372.7,373.38,373.6,373.92,373.12,370.47,368.33,367.57,368.09,370.15,372.25,373.01,373.8,375.06,375.88,376.18,375.03,372.49,370.22,368.92,369.96,371.97,373.93,375.24,375.98,376.95,378.16,378.81,378.03,375.6,373.03,371.74,372.68,374.96,376.36,377.24,378.49,379.39,380.17,380.62,379.64,377.7,374.57,372.88,373.96,376.02,377.9,379.7,380.81,381.39,382.13,382.49,381.39,379.39,377.19,375.46,375.91,378.43,380.36,381.76,382.74,383.37,384.25,384.88,383.94,381.3,378.98,378.06,378.96,380.7,382.32,383.55,384.5,385.87,386.43,386.3,385.57,382.95,380.25,379.61,380.55,382.08,384.04,385.68,387.07,388.26,388.74,NaN,NaN,NaN,382.62,381.89,382.79,384.37,386.25,387.46,388.15,388.79,389.77,390.53,389.74,387.13,384.35,383.37,383.9,385.74,387.78,389.51,390.85,391.74,392.54,392.81,391.65,389.39,387.2,386.95,387.43,388.64,390.32,391.66,392.54,393.21,394.48,395.12,393.82,391.68,389.52,388.02,388.27,390.03,391.58,393.12,394.4,395.34,396.1,396.57,395.79,393.07,390.88,390.18,390.8,392.75,394.67,395.96,397.03,398.13,399.01,399.61,398.87,396.07,393.35,392.19,393.01,395.03,397.3,398.6,399.0,399.49,400.99,401.75,400.63,397.92,395.23,394.3,395.09,397.3,399.16,400.21,401.21,402.14,403.17,403.7,402.61,400.27,397.54,396.54,397.69,399.79,401.55,403.29,404.69,405.53,406.55,407.04,406.01,403.45,400.55,399.51,400.66,403.12,405.27,406.52,407.22,408.19,409.29,409.78,408.42,405.14,402.8,402.3,402.94,404.92,407.12
 Ryori,141.82,39.03,ryo239n0.dat,373.92,375.73,376.84,378.0,375.36,369.48,369.77,364.92,367.3,371.49,374.4,376.21,376.43,377.93,378.98,378.98,377.09,370.51,366.62,363.72,367.68,372.24,375.69,376.71,378.29,380.26,380.51,380.75,378.17,371.55,371.77,368.74,369.31,376.08,377.75,379.02,380.42,381.57,382.48,384.38,383.02,377.51,372.08,370.05,372.81,378.35,380.35,382.39,382.85,384.96,385.24,385.68,385.37,378.61,374.6,370.23,373.89,378.29,382.2,383.53,384.9,385.04,386.98,388.14,386.45,381.49,374.74,375.22,377.03,380.67,384.58,385.85,387.44,388.38,389.28,390.16,390.22,384.67,377.63,378.73,378.93,384.0,387.11,388.39,388.91,390.48,391.43,391.25,390.15,385.54,378.0,378.87,381.7,384.65,388.75,390.0,390.89,392.3,393.96,394.44,391.92,388.13,381.04,377.64,382.26,387.39,390.05,392.15,392.53,393.77,394.18,395.54,393.2,388.19,384.89,379.73,382.17,388.91,391.35,393.31,394.15,395.63,396.67,396.91,397.65,390.81,392.45,386.81,387.61,392.06,395.06,396.83,397.05,399.31,399.34,NaN,398.35,393.77,388.04,385.46,388.75,393.12,396.83,398.02,399.03,399.99,401.24,402.22,400.27,394.24,392.56,389.69,391.08,396.29,399.34,400.82,401.45,403.67,404.1,404.85,402.89,397.69,391.46,392.48,392.71,398.08,402.66,402.89,405.28,405.59,406.24,407.04,405.35,399.8,392.64,391.19,393.1,400.44,402.87,405.66,406.22,406.57,408.64,408.81,407.1,401.23,396.28,394.08,395.67,402.94,404.99,407.79,409.38,410.52,411.81,412.02,409.84,403.99,399.36,400.45,401.06,406.98,409.43,411.93,412.78,412.81,414.32,415.43,414.07,406.74,400.5,398.63,401.13,408.38,412.42,413.78
 Samoa (Cape Matatula),-170.57,-14.25,smo514s0.dat,368.46,368.26,368.62,368.14,367.61,367.49,368.31,368.54,368.41,369.05,369.44,369.21,369.5,369.86,370.01,369.32,368.73,369.87,370.28,369.98,369.81,369.93,370.23,370.56,371.01,371.52,372.79,372.08,371.14,371.26,372.0,372.13,372.04,372.3,372.99,373.14,373.79,373.34,374.33,373.88,373.51,373.36,374.13,374.48,374.24,374.38,374.68,375.21,375.32,375.92,376.22,375.98,375.52,375.99,376.2,376.5,375.96,376.02,376.39,376.89,377.52,376.84,377.92,377.77,377.18,378.0,378.06,378.31,378.22,378.35,378.82,379.29,379.93,380.77,379.82,379.72,379.93,379.52,379.89,379.62,379.67,379.71,380.28,380.76,380.91,382.01,382.18,381.97,382.16,381.91,382.16,382.02,381.92,382.19,382.67,382.99,383.8,383.67,383.59,383.26,383.84,383.92,383.46,383.62,383.64,383.87,384.31,385.04,385.6,385.4,385.83,385.34,385.08,384.83,385.53,385.55,385.54,385.61,385.92,386.18,386.94,386.51,386.96,387.5,NaN,387.18,387.54,387.66,387.49,387.79,388.3,388.83,389.47,389.24,389.27,NaN,388.68,388.84,389.35,389.7,389.78,389.91,390.34,390.67,390.97,391.74,391.6,391.37,390.9,391.06,391.17,391.55,391.42,391.85,392.63,393.12,393.74,393.89,394.21,394.03,393.87,393.98,394.31,394.56,394.35,394.46,394.78,395.38,396.36,396.24,396.06,395.33,395.31,395.69,396.52,396.36,396.04,396.3,396.72,396.95,398.29,398.22,398.4,397.97,397.39,397.71,397.94,398.36,398.49,398.65,399.24,400.08,400.51,400.67,401.4,401.41,401.63,401.39,402.02,402.34,402.2,402.17,402.59,403.27,403.75,404.6,403.8,403.84,403.32,403.02,403.95,403.65,403.87,404.15,404.73,405.41
 Ocean Station M,2.0,66.0,stm666n0.dat,373.18,373.87,374.68,374.28,373.7,371.78,365.89,360.78,363.4,369.3,373.14,374.97,376.33,376.66,376.59,376.73,375.86,372.67,366.99,361.62,363.24,368.55,372.44,374.68,376.38,377.54,377.86,377.43,376.2,373.45,368.59,363.66,364.93,370.71,375.76,378.32,378.95,379.42,380.63,381.48,380.4,377.32,371.97,367.29,368.82,375.46,379.82,380.51,381.14,381.83,383.02,383.61,382.3,380.16,374.31,368.39,370.04,375.31,378.99,381.86,382.52,382.74,384.18,384.98,384.42,381.31,375.32,370.62,371.66,377.72,381.41,NaN,385.12,386.93,387.68,387.47,386.76,384.28,378.67,373.69,374.79,379.33,384.33,387.55,387.71,387.67,388.74,389.08,388.13,384.24,377.97,373.68,375.3,380.38,385.93,388.81,389.99,390.84,391.82,392.0,390.58,387.83,381.66,376.64,377.57,381.76,387.11,390.29,391.17,392.04,392.78,392.79,392.17,389.19,382.2,377.26,378.31,384.79,390.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 Trinidad Head (CA),-124.15,41.05,thd441n0.dat,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,379.26,379.28,379.98,374.82,370.64,374.55,377.58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,374.62,380.03,380.49,381.08,383.49,382.47,383.66,385.02,383.03,380.08,376.7,373.99,375.09,385.74,392.36,385.95,384.42,386.36,383.52,383.48,387.08,385.22,379.53,374.27,379.55,387.42,387.04,386.03,387.33,388.59,387.09,387.63,388.87,387.5,383.93,380.23,381.23,386.12,387.46,386.37,389.07,391.69,389.99,389.48,391.07,389.81,384.35,380.79,383.1,385.4,388.51,390.56,390.33,391.53,394.04,396.04,394.37,391.09,388.34,383.95,381.84,383.52,386.69,390.71,393.01,392.22,392.61,393.66,393.06,390.31,385.96,383.33,385.2,390.77,392.08,392.16,394.6,394.98,394.75,395.96,395.6,393.64,388.69,386.38,390.38,395.12,396.34,395.91,398.45,398.72,397.02,399.24,400.16,395.13,388.23,386.71,391.11,396.68,398.83,400.45,401.87,398.99,398.4,400.15,399.01,395.48,392.75,392.87,393.37,394.26,396.78,399.37,401.15,401.69,401.29,401.0,401.6,399.51,393.55,390.62,392.22,395.8,401.89,406.97,405.29,401.74,402.38,403.65,403.21,400.19,396.34,393.81,398.65,403.45,401.55,402.4,405.61,405.33,404.56,404.86,405.33,402.87,397.36,394.08,396.13,401.51,403.33,404.05,405.87,406.8,407.59,408.14,407.89,406.07,399.95,397.09,402.1,405.19,406.04,408.81,409.86,409.28,409.65,410.94,410.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 Ushuaia,-68.32,-54.85,ush354s0.dat,366.15,366.01,366.04,366.32,366.57,366.98,367.61,367.94,367.74,367.47,367.12,366.71,366.65,366.92,367.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,370.74,371.74,372.03,371.85,371.8,371.15,370.55,370.82,371.11,371.4,372.13,372.63,373.04,373.63,373.96,374.0,373.83,373.54,373.35,373.35,373.23,373.35,374.02,NaN,NaN,NaN,376.04,376.06,375.7,375.22,374.89,374.83,375.05,375.56,376.1,376.52,NaN,NaN,NaN,377.88,377.57,377.44,377.23,376.56,376.7,377.73,378.05,378.39,379.03,379.41,379.59,379.74,379.8,379.15,378.58,379.04,379.32,379.54,380.11,380.7,381.3,381.98,382.05,381.72,381.71,381.38,381.08,381.56,382.45,382.76,382.58,382.45,383.26,384.23,383.88,383.74,383.75,383.26,382.93,382.91,383.25,383.51,383.85,384.26,384.47,384.9,385.1,385.44,385.56,384.99,384.54,384.1,383.75,384.49,385.28,385.69,386.48,387.07,387.28,387.26,387.02,386.91,386.66,386.07,386.06,386.79,387.36,387.84,388.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,401.19,401.46,401.33,401.27,401.09,400.75,400.48,399.96,399.86,400.6,401.45,402.05,402.62,403.07,403.41,403.6,403.31,402.8,402.62
 Wendover (UT),-113.72,39.9,uta439n0.dat,372.53,373.95,373.94,372.79,371.83,371.17,370.67,367.4,365.01,367.98,373.06,375.55,376.01,375.61,374.96,374.88,373.44,369.38,367.99,368.48,367.56,368.17,372.12,376.48,377.41,377.66,377.22,376.05,373.98,372.55,373.28,371.23,370.52,374.22,376.35,377.35,378.44,378.71,379.01,379.29,377.98,376.56,376.26,375.09,373.17,374.26,377.91,379.76,381.45,382.75,381.89,380.07,380.88,381.38,377.74,373.82,374.21,378.37,381.24,382.22,383.0,383.33,383.77,383.37,381.09,379.56,377.66,374.37,374.74,378.28,381.27,384.44,385.98,386.93,387.46,386.52,383.11,381.68,383.95,381.07,378.95,381.49,383.47,385.99,389.04,389.31,387.86,387.08,384.91,384.48,383.4,379.83,380.04,382.62,386.01,388.93,389.59,389.79,390.38,390.91,388.82,386.66,384.52,378.64,378.32,384.36,388.64,390.07,392.23,393.12,392.05,390.98,388.86,387.05,385.8,383.53,382.33,385.03,389.19,392.98,395.07,394.5,393.66,393.35,391.55,388.31,388.23,387.13,385.28,389.01,392.25,394.91,395.58,395.06,395.87,395.38,393.56,393.64,393.0,390.38,388.04,388.64,393.43,397.21,397.34,397.91,397.51,396.71,395.97,395.08,395.28,393.72,390.71,391.83,395.72,398.45,400.86,401.13,400.49,399.59,397.78,399.45,401.18,398.89,395.21,395.16,398.87,401.92,402.86,402.06,402.36,402.49,400.26,399.28,398.87,396.1,394.71,396.9,400.2,403.0,405.29,404.69,403.7,403.09,401.82,402.42,401.27,398.21,398.36,400.86,403.99,406.74,408.19,408.89,407.72,405.91,406.4,404.14,402.01,402.52,402.02,403.05,405.49,408.57,410.66,410.3,409.54,409.7,408.32,407.92,408.65,406.45,404.0,405.17,409.41,411.5
 Ulaan Uul,111.1,44.45,uum244n0.dat,374.45,373.77,374.61,376.26,374.42,370.72,365.23,360.94,365.33,371.28,373.56,375.41,377.01,377.71,378.42,377.7,375.05,370.78,364.76,360.89,366.39,372.41,373.32,374.78,377.1,377.72,377.98,378.86,377.43,371.58,364.82,365.36,370.08,374.27,377.75,379.13,378.96,379.59,381.04,382.37,381.62,377.16,370.9,369.94,373.46,377.2,379.84,380.55,381.42,382.13,382.58,384.29,382.6,376.57,371.68,370.72,373.09,376.11,379.61,382.89,384.29,384.77,384.14,385.14,384.9,378.59,370.76,370.15,375.91,379.99,382.07,383.38,385.57,387.4,389.14,390.57,388.06,381.08,374.64,373.91,378.63,382.39,385.12,387.28,388.19,388.59,388.99,389.38,388.5,382.03,374.76,376.3,381.95,384.35,385.76,386.97,388.72,389.69,391.24,393.69,390.99,384.59,379.27,378.45,381.46,385.61,388.56,390.48,391.89,392.23,392.94,393.69,389.67,383.84,379.84,379.5,384.06,387.69,390.53,393.97,394.41,395.25,395.73,395.49,395.24,390.66,385.25,384.42,388.88,392.07,393.38,395.84,396.71,397.63,398.87,399.51,396.98,387.78,382.31,384.94,388.36,391.54,394.27,397.12,399.45,399.9,399.74,397.23,391.5,389.59,390.42,392.3,394.92,397.04,400.18,401.4,401.74,401.67,400.97,402.34,403.92,398.92,390.9,389.2,392.89,399.04,402.56,402.79,403.53,404.24,404.09,404.82,401.84,393.7,387.66,391.3,396.25,398.77,401.04,402.15,402.97,404.47,405.36,406.31,407.38,403.12,394.73,391.55,394.25,399.19,403.74,408.34,409.58,409.19,409.63,410.55,408.99,402.18,395.68,395.88,401.63,405.98,408.36,410.57,411.63,412.0,413.41,413.85,409.48,404.05,399.54,396.96,402.77,408.96,411.61,413.34
 Mt. Waliguan,100.9,36.28,wlg236n0.dat,369.84,372.09,374.44,374.42,372.59,370.42,366.46,365.39,368.08,369.57,369.97,371.29,372.65,373.16,374.54,376.25,374.72,371.1,366.23,363.19,367.37,372.79,372.54,372.28,374.2,374.8,375.35,376.99,376.82,371.87,366.04,366.08,370.0,372.04,372.99,374.64,375.89,377.07,378.04,379.19,379.51,375.79,372.11,372.49,374.51,375.59,376.48,378.0,378.69,379.75,382.1,383.44,379.89,374.41,374.5,374.34,374.22,377.74,379.08,380.11,383.44,384.12,383.55,384.6,383.91,380.38,375.66,373.38,376.1,379.42,379.72,380.78,382.61,383.27,385.07,386.9,385.3,381.28,377.68,377.6,379.51,381.0,381.65,383.4,384.78,385.53,387.28,388.91,387.3,385.25,381.47,377.53,380.34,383.1,383.41,385.58,387.42,387.99,389.56,390.82,389.17,384.63,381.13,381.29,383.52,385.26,386.04,386.56,387.44,388.61,390.84,393.02,390.93,385.6,382.87,381.74,383.79,387.19,388.07,388.55,390.15,391.96,393.07,394.29,392.9,388.7,386.6,385.71,387.6,389.39,389.35,391.02,393.05,393.82,395.39,397.1,396.04,390.97,385.74,385.88,389.46,392.28,392.82,394.62,397.73,398.54,397.99,398.15,397.48,393.0,387.68,387.42,391.37,394.59,396.12,397.42,397.25,397.18,399.44,402.84,402.51,397.43,393.33,392.05,393.15,395.63,397.13,398.57,398.77,401.11,404.73,404.0,401.91,398.2,393.1,391.58,394.73,397.93,399.08,399.78,401.59,403.33,404.11,405.05,403.35,398.82,395.8,394.57,397.68,401.24,402.32,403.83,405.17,405.61,407.74,409.65,407.63,401.94,398.46,400.82,402.8,404.57,406.69,407.23,408.12,409.57,410.3,411.73,411.55,407.27,402.32,401.31,403.15,405.28,407.83,409.52
 Sable Island,-60.02,43.93,wsa443n0.dat,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,377.58,373.64,369.66,363.59,376.08,379.87,381.92,382.37,383.07,383.78,382.91,381.9,377.5,375.3,370.87,370.11,375.91,381.49,383.15,384.31,384.13,384.62,385.65,384.23,381.28,376.28,374.22,374.71,379.5,383.97,386.59,386.83,387.15,387.87,387.24,385.7,382.92,380.08,373.97,375.87,381.05,385.57,387.68,389.12,389.2,389.44,388.82,387.85,383.16,380.57,375.45,376.8,384.12,387.75,390.07,391.54,392.39,392.08,392.24,388.72,NaN,NaN,NaN,NaN,NaN,389.53,391.45,392.94,393.57,393.19,393.48,391.86,388.06,383.44,380.22,376.23,385.91,390.65,391.61,395.65,397.16,395.41,395.31,393.36,390.8,384.26,384.15,387.25,389.25,392.2,395.6,397.3,397.88,397.73,397.7,394.66,393.67,387.41,384.11,384.4,394.06,397.13,397.32,399.48,399.29,399.93,398.64,397.66,394.24,387.86,386.95,386.31,393.85,397.44,399.64,401.38,401.82,402.31,401.74,400.5,398.27,395.47,385.43,390.75,396.8,400.29,402.73,403.63,405.37,404.99,404.1,NaN,398.58,393.79,388.6,391.32,397.82,402.07,403.94,405.14,405.97,407.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,412.53,411.1,407.32,404.13,398.23,401.85,406.78,410.77,412.6
 Yonagunijima,123.02,24.47,yon224n0.dat,373.69,373.89,374.6,375.48,374.0,372.09,370.54,368.86,366.34,369.49,371.39,373.63,374.77,375.09,376.57,376.58,376.12,374.11,371.86,368.85,368.06,372.09,373.72,375.49,376.58,377.38,376.95,378.08,377.35,375.03,374.23,373.06,371.21,375.08,375.99,377.23,379.3,379.62,381.2,381.49,382.02,378.31,375.9,375.54,373.76,376.06,377.71,380.47,382.05,381.87,383.47,384.31,381.89,379.37,377.86,376.2,375.74,377.22,379.96,381.87,383.83,385.08,385.17,385.62,385.0,382.35,381.04,379.21,377.2,380.05,382.69,384.62,385.98,387.13,387.3,388.37,386.69,384.89,382.62,380.73,379.52,382.31,385.35,386.23,387.93,387.76,389.3,389.62,388.9,386.81,384.66,382.77,381.12,383.95,385.76,388.44,389.49,390.51,391.07,392.26,390.69,387.5,385.92,384.53,382.78,385.26,387.4,388.42,390.38,391.26,392.15,393.19,390.98,388.23,387.52,385.75,383.23,386.95,389.77,393.1,393.79,394.14,394.67,396.37,395.1,393.01,390.52,388.55,387.96,390.46,392.19,395.12,396.1,397.55,398.21,398.34,396.76,393.77,392.04,390.53,387.7,392.01,393.82,396.09,399.52,399.32,399.47,399.47,399.52,394.88,394.23,392.54,391.78,395.22,399.13,399.37,400.6,401.21,401.93,403.49,401.62,399.27,397.46,395.62,392.46,397.12,400.65,402.23,402.1,403.26,404.82,405.93,405.07,400.7,399.18,397.78,397.07,399.37,400.84,404.91,405.14,406.09,405.86,406.47,405.98,402.98,400.54,400.44,396.68,NaN,404.81,407.48,409.58,409.0,410.28,410.99,408.85,406.64,405.15,401.6,401.28,404.0,408.0,409.53,410.88,411.62,413.69,412.92,411.28,408.65,407.73,405.7,404.54,406.97,408.93,411.2
 Zeppelin Mountain (Ny Ãlesund),11.88,78.9,zep678n0.dat,377.11,376.65,376.5,375.47,375.19,372.93,365.88,360.27,361.26,366.87,371.12,374.2,376.13,376.25,376.39,376.99,377.35,375.01,367.66,361.88,363.12,368.51,374.14,375.96,377.01,378.24,378.41,378.53,377.93,374.78,369.03,363.92,365.08,370.87,378.23,381.15,380.09,380.32,381.46,381.91,381.43,378.88,373.1,367.15,368.0,373.69,378.68,380.92,381.94,382.76,383.52,383.52,382.83,380.77,374.04,368.37,369.05,373.91,378.94,383.1,385.0,384.05,384.31,385.82,385.29,382.35,376.14,370.55,371.11,376.48,381.88,384.52,384.58,385.61,387.26,388.01,387.76,385.14,379.1,373.87,373.89,379.52,385.1,387.81,388.15,388.37,389.17,389.6,388.58,385.77,378.68,372.85,375.26,380.71,385.97,388.85,389.91,391.09,392.51,392.87,392.12,388.98,382.77,377.0,376.97,382.1,387.2,390.08,392.54,393.59,393.68,393.49,393.2,390.78,382.94,376.71,377.77,383.41,389.64,392.42,393.35,394.81,395.65,395.41,394.27,391.91,385.72,380.53,383.11,NaN,NaN,394.54,395.79,396.62,397.3,397.69,397.65,395.28,387.69,380.57,383.04,389.86,394.07,396.93,397.99,399.1,400.02,399.98,399.67,396.43,388.61,383.23,385.64,391.44,396.28,398.78,401.03,401.89,401.7,402.22,401.81,398.78,392.75,387.36,388.46,393.55,399.35,402.25,403.51,404.9,404.73,404.53,404.59,401.42,395.14,389.34,389.52,395.1,400.3,402.49,404.18,405.85,406.54,406.76,406.1,402.99,396.37,391.01,392.04,397.62,403.22,405.65,407.57,409.62,410.15,409.63,408.21,405.19,398.68,393.41,395.39,401.92,406.57,409.47,411.16,412.06,413.2,413.51,412.69,409.68,402.65,396.86,398.34,404.51,408.61,410.78
