sitecode,lon,lat,file,2000-01-15,2000-02-15,2000-03-15,2000-04-15,2000-05-15,2000-06-15,2000-07-15,2000-08-15,2000-09-15,2000-10-15,2000-11-15,2000-12-15,2001-01-15,2001-02-15,2001-03-15,2001-04-15,2001-05-15,2001-06-15,2001-07-15,2001-08-15,2001-09-15,2001-10-15,2001-11-15,2001-12-15,2002-01-15,2002-02-15,2002-03-15,2002-04-15,2002-05-15,2002-06-15,2002-07-15,2002-08-15,2002-09-15,2002-10-15,2002-11-15,2002-12-15,2003-01-15,2003-02-15,2003-03-15,2003-04-15,2003-05-15,2003-06-15,2003-07-15,2003-08-15,2003-09-15,2003-10-15,2003-11-15,2003-12-15,2004-01-15,2004-02-15,2004-03-15,2004-04-15,2004-05-15,2004-06-15,2004-07-15,2004-08-15,2004-09-15,2004-10-15,2004-11-15,2004-12-15,2005-01-15,2005-02-15,2005-03-15,2005-04-15,2005-05-15,2005-06-15,2005-07-15,2005-08-15,2005-09-15,2005-10-15,2005-11-15,2005-12-15,2006-01-15,2006-02-15,2006-03-15,2006-04-15,2006-05-15,2006-06-15,2006-07-15,2006-08-15,2006-09-15,2006-10-15,2006-11-15,2006-12-15,2007-01-15,2007-02-15,2007-03-15,2007-04-15,2007-05-15,2007-06-15,2007-07-15,2007-08-15,2007-09-15,2007-10-15,2007-11-15,2007-12-15,2008-01-15,2008-02-15,2008-03-15,2008-04-15,2008-05-15,2008-06-15,2008-07-15,2008-08-15,2008-09-15,2008-10-15,2008-11-15,2008-12-15,2009-01-15,2009-02-15,2009-03-15,2009-04-15,2009-05-15,2009-06-15,2009-07-15,2009-08-15,2009-09-15,2009-10-15,2009-11-15,2009-12-15,2010-01-15,2010-02-15,2010-03-15,2010-04-15,2010-05-15,2010-06-15,2010-07-15,2010-08-15,2010-09-15,2010-10-15,2010-11-15,2010-12-15,2011-01-15,2011-02-15,2011-03-15,2011-04-15,2011-05-15,2011-06-15,2011-07-15,2011-08-15,2011-09-15,2011-10-15,2011-11-15,2011-12-15,2012-01-15,2012-02-15,2012-03-15,2012-04-15,2012-05-15,2012-06-15,2012-07-15,2012-08-15,2012-09-15,2012-10-15,2012-11-15,2012-12-15,2013-01-15,2013-02-15,2013-03-15,2013-04-15,2013-05-15,2013-06-15,2013-07-15,2013-08-15,2013-09-15,2013-10-15,2013-11-15,2013-12-15,2014-01-15,2014-02-15,2014-03-15,2014-04-15,2014-05-15,2014-06-15,2014-07-15,2014-08-15,2014-09-15,2014-10-15,2014-11-15,2014-12-15,2015-01-15,2015-02-15,2015-03-15,2015-04-15,2015-05-15,2015-06-15,2015-07-15,2015-08-15,2015-09-15,2015-10-15,2015-11-15,2015-12-15,2016-01-15,2016-02-15,2016-03-15,2016-04-15,2016-05-15,2016-06-15,2016-07-15,2016-08-15,2016-09-15,2016-10-15,2016-11-15,2016-12-15,2017-01-15,2017-02-15,2017-03-15,2017-04-15,2017-05-15,2017-06-15,2017-07-15,2017-08-15,2017-09-15,2017-10-15,2017-11-15,2017-12-15
ABP,-38.17,-12.77,co2_abp_surface-flask_1_representative.nc,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,379.9915049159503,379.68525821074036,379.85482582278,380.18089469825804,380.30763456805033,380.2694389442999,380.46873320606176,380.86920695777087,381.7334468451367,382.02865589304116,382.0486858630956,382.14125622607384,382.26691520192367,381.78077853608846,381.84081831544717,382.2020102595295,382.2148592880002,382.16460689094714,382.4677284951666,383.19250463505165,384.0055363644684,384.4288573846232,384.293836428675,384.18454784197786,384.0513147762574,383.5221349068161,383.55747026013313,383.99252936890815,383.95830494675295,383.99163215982077,384.2615944000918,384.66974130231097,384.9859062627023,385.210486714485,385.4890996878222,385.6381564706402,385.5072246217516,385.1616157879352,384.93707942222346,385.3330264182223,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AMY,126.33,36.54,co2_amy_surface-flask_1_representative.nc,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,410.90496229872537,410.0717565720541,410.52375770014163,412.4621381024685,410.5568674517454,404.2761477833723,399.1681384778807,397.49574819115145,396.62569066533234,398.13025156718027,403.77040391621284,410.7207216128562,414.16161713108966,414.574432447436,414.76784096488745,414.40367004672953,411.8398131332994,408.0963205450317,405.3998121821082,403.2358304205107,399.9093737621238,398.68687966305964,406.19064074076556,419.24440642722925,422.23347724297264,415.30587825922913,413.5511278690143,416.70744355836337,417.6605848067888,414.12959274767127,410.7867408362136,409.91085469285593,407.88821961668543,406.25838084785073,410.0957447505143,415.32157930855766,416.7969542254487,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ASC,-14.4,-7.97,co2_asc_surface-flask_1_representative.nc,367.30918995570494,367.35332614245584,366.9257256372876,366.5484361929968,367.64834594234975,369.0326339745113,369.3427006056188,369.125788280584,369.06985348337923,368.95738274170657,368.3274868920352,367.80430312088026,367.60779202758215,367.81107625920504,368.08836697112815,368.2916940104968,368.9826673942437,370.0474191244781,370.54730746374304,370.5967405432882,370.72520557437934,370.73828693396337,370.2813928383352,369.77945535318116,369.71833605599676,369.81491714375227,369.8055052144484,370.08789678227487,370.9180614737304,371.9052883383785,372.50040084889775,372.8575230322104,373.08975036153726,372.8712581610217,372.3796743133057,372.119881772903,372.1667787475052,372.51120147493936,372.9046626781645,373.175649761763,373.66534355936915,374.7470690270605,375.38356283629577,375.4382447071188,375.4591066698342,375.24803885785485,374.766324548608,374.43684128968397,374.5383454194706,375.1928242953673,375.3901370946254,374.9513496751957,375.7135991191475,377.13153137659083,377.57690516932803,377.31384981138734,377.0517861839178,376.6667292881647,376.14923862813765,375.92199324243416,375.9615400371913,376.1995062996018,376.60234270476167,376.83782658721765,377.4940509176589,378.8880507815242,379.5878446798441,379.5579484798843,379.6018009625192,379.4148753428817,378.9239462326409,378.640192392523,378.6560984724646,378.8618502430722,379.0210493183148,379.2354667220504,379.91985555098813,380.80491388063916,381.09599148497284,381.1066514284412,381.179344716465,380.9194591094949,380.3935033892236,380.1158898681022,380.15937611228713,380.38110426422605,380.5193012941684,380.56032218674835,381.1079844903645,382.34803882134696,383.1477518521809,383.43317251286624,383.599572411176,383.26416373014166,382.70079802100486,382.478732046028,382.56885371446816,382.55606529501455,382.34015815586787,382.1811058641477,382.73971901406566,384.093194357282,384.84878276610937,384.79775203139235,384.81473264965933,384.47167932967636,383.877396056249,383.7259192556089,383.8932405290471,384.17376954405233,383.9572698108925,383.918412681884,384.82991751948236,385.8552530138766,386.37954272259697,386.6179975789229,386.6883822787262,386.34661047442796,385.6432028272568,385.30109617361205,385.56290875737625,386.03427718695326,386.12475665014466,386.2916088700672,387.1593814761672,388.22930997169937,388.74512223787985,388.87841964136805,388.83550770265236,388.5560367921544,388.1531054529274,387.7528857290741,387.3343512840848,387.284563915101,387.4724941355249,387.76433358286215,388.64537221000677,389.94204838278193,390.56813921783464,390.62354165124304,390.52909623540313,390.1542055094165,389.65464364122255,389.4662891286101,389.51520176687586,389.7304040028735,390.16476586255584,390.82590503108,391.47352099682695,392.07140644145437,392.4585882628602,392.67432311739714,392.8976581346597,392.81294879567184,392.3887259209333,392.03120662422515,391.80211782231765,391.9693622068729,392.62605331854553,393.27640365268525,394.0155328668828,394.9446034668399,395.5232669320304,395.6256616107699,395.48589130135633,395.5134028471257,395.1514270119558,394.895095875282,395.0303176014722,395.2295329585317,395.3190686587261,395.09037327418685,395.5124756074126,396.6452463599496,397.2430317425449,397.4268058517991,397.410744611299,397.01685491406687,396.4877641978357,396.0007075402232,395.6918222735054,395.9281856630813,396.4842558012024,397.119333842358,397.76632250004906,398.60087492689973,399.3169153970732,399.6978808535981,399.7900342913298,399.6327894176242,399.2838277328633,399.07651901654776,399.1617354226727,399.50606071602687,399.91638719575656,400.3022816095008,401.0101934945661,402.15281901638895,402.92457701197867,403.0696956792376,402.99521629464135,402.78021815773684,402.1744847909826,401.7815763145848,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ASK,5.63,23.26,co2_ask_surface-flask_1_representative.nc,371.2222476228707,372.5404196373112,372.7031972535897,372.5464471457102,372.2608904094553,371.23488979936883,369.0838193543726,366.9899347357098,366.46970602482895,367.3074267669962,368.98268555742106,370.8182863973879,372.258842165451,373.1479946795514,373.7319912930696,374.09354296435447,374.04446308016446,372.9801514518577,370.4915788675895,368.1405830648114,367.94500867046287,368.7268902051589,370.2678190790282,372.4311436169847,373.61778611458055,374.07828833824783,374.90682173998636,375.7040831083928,375.56764797183314,374.39596615077215,372.52168138467664,370.6633861966775,370.0648690801794,370.91280070327554,372.65703673649045,374.3989264010611,375.5278078520795,376.5327491472989,377.85965973809573,378.2677140026505,378.07074318801966,377.4431234705308,375.39445995633463,373.25216931766494,372.50815429221575,373.0241007017896,374.8163229592475,376.6816075591837,377.9568428560617,379.3098608256301,380.29632596998454,380.40399800155336,379.9984064490431,379.07425983089814,377.01579713817017,374.60578463070647,373.7350963665443,374.58979647986826,376.59274129076834,378.8245061893699,380.256315606676,381.03905106569357,381.68882297925455,382.1372380247059,382.2575856372709,381.1329353148488,378.72846181826117,376.672929362164,376.16507288884947,377.12012511488336,379.0477836394673,380.83337735358566,382.1102166338005,383.2616779627684,384.2140373298333,384.69068132410524,384.6671528987269,383.5610567621225,381.18514697769166,379.5480175902117,378.6180327594968,378.9931494904072,381.23428396220237,382.9953504928762,383.80949207398436,384.9600861957621,386.0456786816249,386.4388609463466,386.2341971380876,385.009347082559,382.776427452479,380.9003043721055,380.4837872702223,381.1185745845819,382.732844834684,384.9502112706501,386.74846707958636,387.6290944086772,388.33805625997917,388.9660124576586,388.84124597393526,387.7550692171154,385.1058198607987,382.45548284644883,381.8708880751517,382.4873952558893,384.0665644905301,386.025329127168,387.66018106335366,389.03386003754235,389.9938732911225,390.5112196186504,390.24483414372855,388.78728077359636,386.32402256986643,384.03495213038576,383.6012876888129,384.853387047002,386.2799312186546,387.7667405702198,389.3700270307724,390.2208028976229,391.2548159167981,391.8076526712408,392.0218484986865,390.90067978895803,388.24523366653534,386.3255102211982,386.01623783038804,386.83715372457254,388.58305902011926,390.50473147132544,392.01751524671226,393.1231775632914,394.0254378908911,394.6053010143282,394.28852284293686,393.13866794766784,390.61848330074736,387.79210902329214,387.67630005224515,388.7098031935632,390.6427759985675,392.88032512420403,394.0514242256508,395.4628866079685,396.4358603061722,396.37796317854895,396.00420857961194,395.01120221671465,393.00419251905237,390.9715157971392,390.34624402447236,391.0915818256637,392.5649853932712,394.1223113973683,395.6006548146742,397.07846525604447,398.4731248787673,399.23527590134637,399.05377092691566,397.754394084293,394.7800816971707,392.5448361290478,392.60478350056223,393.90079998187895,395.83953295834885,397.8138648941861,398.97709286933167,400.12786461210266,401.26038334343707,401.685028124388,401.1022878505393,399.64414270834857,397.3677578855316,395.3399546891856,394.9681721801155,395.7268916662253,397.4650388221905,399.65218368171026,400.80555196827453,401.7766415770097,403.1512690797824,403.76179868391336,403.02436128866094,401.3189476659793,399.09606793136004,397.2732396315433,396.66586110229895,397.5896530642689,399.9325888293455,402.21952704043383,403.4659612491737,404.307193801296,405.3523311159706,406.05046222715276,405.86487905055384,404.70653210606423,402.04825525599534,399.513369797189,399.56676147273794,400.7144413315469,402.8173447505317,405.0917578871565,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AZR,-27.38,38.77,co2_azr_surface-flask_1_representative.nc,372.6872582396207,372.814707259242,373.2984173855649,373.4877392685357,372.71941651996076,370.443866271129,367.91397268544256,365.97090743440765,365.4820862035919,367.06773988884385,369.23016885419196,371.19475981192215,372.8102061054319,373.8943101204656,374.9847104824963,375.57446794274335,374.9429837795691,371.48994903637464,369.41583154712237,367.2266378493219,365.953436605651,367.80700980784263,370.6708679481218,372.7643878717976,374.32338581170717,375.5380409246652,376.59775265506295,376.8702540398146,376.1765102177061,374.46604914033406,372.6422210428395,370.3822346350798,369.4405751761237,370.64057772168525,373.26402000748925,374.9403502234412,376.3346619475623,377.6139867004399,378.8036146163325,379.38652337734436,378.7815061911661,377.0755640340487,375.2127040919395,372.7433455542849,372.19370982629977,373.57862430327225,376.4966850048911,377.6975612759929,378.9995700288487,380.4319563590584,381.8878350225105,382.2985906713912,381.2210806835734,379.08880089228325,376.39855813600525,372.0869852352969,372.4293925551832,374.6959885492475,377.4842048687152,379.14472552758906,380.83509935151113,381.99628075202685,382.6228142229496,383.44737948406,382.7256778100229,380.368826745998,377.00155001405966,373.8779903567871,374.88965291016615,377.2759086847077,379.9735711376268,381.5434354476002,382.79417473396006,383.69136528603525,384.3590048562476,385.1040051714947,384.3993052899209,382.6042920481608,380.29634351245903,377.9200954841429,377.73541435904883,379.7545222326371,382.2251551923347,384.1835591572478,385.6770442585665,386.56356810015313,387.19055305573545,387.5296546803882,386.4687681283791,383.806591814076,380.9241179857388,378.5513770168012,378.2939302053412,381.11297880964696,383.8382281871904,386.0223299849282,387.787061592776,389.2508880691538,390.1970426801034,390.4637057288581,389.7061084419654,387.1156700762817,383.8773954447888,380.6651000915492,378.73265795669954,381.9857746408207,384.9141082104212,387.1228967839722,388.7728855813972,390.1958159036906,391.0940205011474,391.52888640364165,391.08301453537376,388.7569533167618,385.347071413314,382.40897750174486,381.49743438781644,384.47776995716316,388.1923576389505,390.39666555129725,391.65941336132767,392.5810829109466,393.4153974201083,393.8543129512352,393.1973360755532,390.79720852955285,387.7418851139565,385.36374056893163,385.040204139633,387.1532750535602,390.3444393074595,392.195336933265,393.61597317371286,394.7747658284327,395.5373542874871,396.105330684662,395.68465316947305,393.9197832987385,390.6190886810328,387.35499631305436,386.5888733338277,388.5467144068776,393.3289122159715,395.0310484691752,396.26272393043325,397.1440364875089,397.7696874080214,398.30614231313905,397.355925655466,394.4771721501062,389.88551631820127,388.28123829512884,389.04822207818194,391.2470352197973,394.345991168232,396.74184294573234,398.4511082907766,399.63815155019586,400.46431336330363,401.6581338078996,400.0931675331218,396.01939723284295,391.4327783351101,391.0800708733078,391.2639539763202,393.68850434772247,397.3550358679501,400.10372876890295,401.1868284717309,401.8808373820169,402.4163602358204,403.12403999811585,401.09905776014676,397.9924031952613,395.3041482260993,393.96480638607966,393.3301693007641,395.88559275843534,398.78202516801133,400.5741473151152,401.40605804761884,402.58228520990747,403.7265201499532,404.82296353326035,404.9108753125973,402.05785264834685,398.633649370204,395.58343952303164,394.563552298211,397.97488891629285,401.370734473947,403.9949414989879,405.7686561081948,406.1193350053248,406.9414857105784,407.5567276114375,407.1806748895101,404.3554728807263,402.17037209104274,400.0342583174707,398.33997058814697,401.43327028678726,404.89996236494346,408.3278683005304,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BGU,3.23,41.97,co2_bgu_surface-flask_11_representative.nc,NaN,380.554561002049,381.3394642426609,376.1791746679364,373.2981721234826,371.5692516139412,368.0607958489618,366.3596155074048,367.8529803875412,370.43720465631003,374.1515772573208,377.23551095738446,378.15571468081293,378.45574913394546,379.0884925262209,378.50164056470317,376.35950195367536,373.04612705072174,370.390586565202,368.5316624783969,367.6605328421505,371.35448135796514,376.187815693624,379.0182324432376,382.0094098256781,385.3439130911519,386.4822883385466,384.3865077269144,381.50802847066285,377.8807536705229,372.82532808776983,369.78511569389565,371.0251541948692,373.36277445866637,376.21244114084055,380.00583792338057,383.0106223328486,383.8408885824456,383.2349006564199,382.950460898657,381.567418693718,377.3951213099308,374.3844075039689,373.74527785366655,373.93706326190176,376.0563977895177,379.78461416685883,382.21459727222685,385.10809529779846,388.2958948442132,387.97792695167254,385.15470521910936,382.69467611560407,379.28607807305855,374.833007286677,372.40931796683196,373.4400245462512,377.39302957714165,382.60178509910105,384.5876205791147,385.48786037274766,385.7128812040819,387.41255453987486,388.82887970910036,383.8485730255099,379.61191198054655,377.5913518020031,375.7428526321122,377.41180244614054,380.27585997817687,383.8545527964209,388.79562037080353,392.6575985489547,392.3185815020455,389.8737497588913,387.6439380009176,385.98408136757934,383.130495044409,378.78483117592583,375.00483543491964,377.7123705787985,382.6315582611171,386.5180506045112,390.8425205900415,393.4842287278958,394.6586250761937,395.314768723803,392.51267948055715,387.91239448849313,384.44561933216016,381.36833282961146,378.6882706941434,379.92921872663686,384.8136956781247,389.5747854102586,391.4899048275171,391.51264225283927,391.8211584747924,392.6637230910128,392.0222042930008,390.16884339742865,388.02469330977965,382.8776585249408,381.2599544354308,383.8331499321315,386.32456236465487,389.1172460486727,391.8929531817532,393.9439585082993,395.84556920794233,396.5122313569959,394.30153597702065,391.8580417828729,391.619782805679,389.6637155077314,384.83118143326055,384.001549505609,387.0904494377411,390.5377762299167,393.6488084939277,396.0230472127231,396.44782257956496,398.66240237056314,399.87123649453684,394.7114966136305,391.6535410242963,386.81126066899003,383.60147348441285,386.0876174383705,391.2168723070216,396.3664191314045,398.84317003096885,399.3258715710769,400.7300424595157,401.71233122154587,399.1932372447977,395.5792981619336,394.2259635172472,391.4744055044597,387.55300242470895,388.7812133342711,390.3358590937127,392.76128548266837,398.8466469815322,398.61806532838204,400.58845985865827,404.24171960349264,401.7633518442658,399.50138881623525,396.80850454899087,392.2455988306056,390.2804858475698,392.39007280278776,395.35152028399335,398.71463573485045,401.75065420525186,403.3237055176293,404.37927174247704,403.2208379871204,396.4871242098925,394.0913059101847,396.93687043666114,394.72955319777395,389.3575841119249,393.2503193822386,398.2772388634081,400.26224048034067,402.989734618039,403.7557248131454,403.4791052894247,404.14517808425796,403.586379301861,401.68808514103716,399.73519806609596,396.5480220853241,393.2165475489519,394.3439426913731,398.26583724358386,402.81767199711993,407.432133917854,408.0063590151893,408.0475502245465,410.0071854595539,406.18255842227984,402.1452246653147,399.56598248592786,394.1912923759002,392.1769297987848,395.9376667210929,400.89619230439035,404.5746836243928,406.7009210917992,408.2610432967586,409.5733991453529,409.8526762558505,408.040496142207,405.28573764164406,402.88397379077554,398.2817262902968,393.962255990316,398.6226125299237,403.97445978166513,407.60356001109017,414.4291752309352,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BHD,174.87,-41.41,co2_bhd_surface-flask_426_representative.nc,366.3007196205998,366.9358183380008,367.1615031603804,366.74544298760213,366.90172970279997,367.2817820595194,367.8378759155429,368.22211934128615,368.4382494620326,368.22350191257215,367.9468663498246,367.6220999068936,367.4134043115123,367.3033210239746,367.48906907857537,367.852497375077,368.3886234295453,369.01044463921465,369.5617514957994,369.91931144219217,370.0232277432394,369.98215789912666,369.7267621175579,369.6145936419274,369.68008245225406,369.7883728099111,369.90828720010177,370.11538423777336,370.4255662690923,370.83234261632,371.3147941366269,371.7570014016242,372.0919095008078,372.06107941448005,371.9113720366696,371.7312300611509,371.79978336212815,372.0769726012237,372.40849182916253,372.73275542513,372.93852585230684,373.26970132978914,373.6367833853577,373.9069633630734,374.1459394256072,374.345166138392,374.37902757827317,374.47724260263084,374.8317171739092,375.17420508876813,375.4744338947425,375.25582329696954,375.4260204261668,376.1389531888627,376.27329164100337,376.29009729058413,376.3255050976706,376.1892024617397,375.939574066007,376.3912584456226,377.02012139694807,377.90393842937266,377.26101816214464,376.3765623770751,377.191127167863,377.8507460262529,378.32474923449234,378.7793193809523,378.9602095358709,378.5899376856562,378.2372881398352,377.9331488776235,377.8510744429703,377.8156739388645,377.8230128847163,378.3092277058277,378.82970940764505,379.2389784815953,379.64349204851607,380.0514982911487,380.02738969507584,379.8968918510344,379.6180344274685,379.58310180746554,379.6111992448597,379.6941469347615,379.8007890079144,379.94144281227483,380.8613619056703,381.6520266449743,382.0906338234626,382.6771100959806,383.10313788490885,382.4864520400242,382.21458966676505,382.241140752725,381.88571668946264,381.6910726892713,381.8279802394281,382.1835569792607,382.609806504061,383.0169138839016,383.4625657390622,383.97983229974096,384.04733482305824,383.9502407948007,383.5639772646533,383.38491686417365,383.3217796808004,383.5917224714581,383.7639405591841,383.84954314214434,384.2089673743692,384.72439534484636,385.51580024687655,385.8791123806655,385.91525165816324,385.4235392386184,385.19761931452047,385.4089630205864,386.0820894467475,386.5895679031272,385.938557089551,385.6574280232058,385.78212207613313,386.3741664747926,387.1712162748966,388.4183629297477,388.3439045319432,387.7722283118055,387.36695837038536,387.1386312241912,387.0711022738823,387.3307288864569,387.5537064763118,387.6598306951854,388.05617829619837,388.64040107788423,389.20638912375017,389.7744442994627,390.319365023806,390.5668118022343,390.5745054622245,389.95389098943633,389.45999876507864,389.0676409295039,388.9679094431738,389.258448125032,390.1663849943846,391.0542640968959,391.86308540873534,392.4930952041098,392.76838605906073,392.76581375263197,393.0218685914709,392.8250216490787,391.6859853243637,391.7465367235581,392.1721852589869,392.58969806125435,393.3210439964708,394.46117995733886,394.75735782715276,394.84376009412233,394.6650752657101,394.6162565768474,394.60001994715174,394.1790116254233,394.0252866431522,394.2113426123863,394.49956693501883,394.8746918070481,395.3740954147528,395.97022227751177,396.6027834832907,396.8755297827211,396.8872167810358,396.519266305725,395.91173030550283,395.38819782253694,395.5025264795297,396.12087354395464,397.00638569747065,397.1307871692967,397.2751355546511,397.69109125531884,398.16863905458666,398.6702371580152,398.94316951758486,398.96172945414565,398.72853715107107,398.69636947974266,398.6879554526915,398.6866937325336,398.91009559989214,399.2801896577513,399.9821650439912,400.6573177362377,401.2486878297947,401.73886345157996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BME,-64.65,32.37,co2_bme_surface-flask_1_representative.nc,373.4611555738235,374.1046757162188,374.1600943208281,373.93126480878783,373.2309470636149,371.88224739448714,370.2115231368288,366.90861768366136,366.62848781081965,368.67746496641314,370.9891996707515,372.84511233943016,374.5591667463492,373.4612861642165,374.89102101046524,375.97946371250885,374.6654550977461,372.25538579439905,370.82600320128427,368.83883790355935,367.5450737798977,369.1928696680851,372.0200200005171,374.5063513865409,375.95534691079285,376.26239474656126,376.55657672813936,376.33670893538385,375.92438476267387,374.7249643606145,372.66466353482184,370.4233662934898,370.1897860464449,371.61734162983805,375.08556317103097,376.44601070259284,376.43440988311073,377.24118130124975,379.7012468041265,379.3348899859695,378.3031283611718,377.4008798322228,376.00041584215376,374.23074227838316,373.4471825684935,374.921385746064,376.88242570421033,379.1487592880537,380.4259462791396,381.22084963042226,382.04250689480864,382.4656069626,380.1911970901433,379.3732333774323,376.8091196663466,373.8327971292694,373.2381471435268,375.80015901035296,377.666350248153,380.40753706030495,382.11295085563484,382.8074686349397,383.6093074705091,384.7145591354658,383.81292455987784,381.03660424794714,378.1172577017839,375.4026066903997,375.1000786844175,377.29419869057364,380.37667306074064,382.7686090322657,384.35331299872274,385.42791531429083,386.35959872328453,386.77254993079066,385.95446916858907,384.21244333468286,380.9601598957509,376.48563765073476,376.88328989497427,379.9190812175067,383.0137079152109,385.2740274335665,387.741180447204,388.60151081146853,389.03515987237716,388.5631298965758,387.2834449306072,385.5199756067666,383.03056123571366,378.69792994330703,379.06417303989883,381.286692159968,383.97448042149915,386.1015514549293,387.1663269612378,386.2142250692099,388.55996883036505,390.058538795422,389.8696905824456,388.5060266537537,386.5145684436625,382.51223220475913,381.10225623977664,382.6346709855468,385.36728949388913,388.15562056983566,390.3739061192625,391.4369953596225,392.3890444091271,392.40697932479463,390.9650822617042,388.6722023095248,385.9644786750272,383.0597739350417,382.628193695472,385.6100782788671,388.22248034160975,389.88539832734637,391.1533947988086,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
